Merge ID	Entry name (Uniprot)	Accession (UNIPROT)	Locus_Tag	Subcellular Location(this study)	Name of deletion Island (Posfai 2006)	Mobile Element	Mobile from paper	Pseudogene/Mobile Element Notes	Common Core	Deletion	700_Mobile_Elements_S1(2)F(2)F	K12_Mobile	# Studies	700_Mobile_Elements_S1(2)F(2)F Duplicates	K12_Mobile Duplicates	EG	GN	SP	JW
insF-3	INSF3_ECOLI	P0CF81	b0541	A	MD12	2	2	"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"		del-MD12	1		1	1
renD	REND_ECOLI	P75718	b0542	A		2	0	pseudogene (Uniprot)		del-MD12	1		1	1
ybcQ	REQ1_ECOLI	Q47274	b0551	A	MD12	2	2	Prophage Integrase (EcoGene)		del-MD12	1		1	1
insH-2	INSH2_ECOLI	P0CE50	b0552	A	MD12	2	2	"Insertion Sequence;Transposase"		del-MD12	1		1	1
nmpC	NMPC_ECOLI	P21420	b0553	H		2	0	pseudogene (Uniprot) 		del-MD12	1		1	1
ybcS	LYSD_ECOLI	P78285	b0555	G	MD12	2	2	Prophage Integrase (EcoGene)		del-MD12	1		1	1
nohB	NOHB_ECOLI	P31062	b0560	A	MD12	2	2	Prophage Integrase (EcoGene)		del-MD12	1		1	1
tfaD	TFAD_ECOLI	P77699	b0561	A		2	0	pseudogene (Uniprot)		del-MD12	1		1	1
ybcY	YBCY_ECOLI	P77460	b0562	A		2	0	pseudogene (Uniprot)		del-MD12	1		1	1
ylcE	YLCE_ECOLI	P77087	b0563	A		2	0	pseudogene (Uniprot)		del-MD12	1		1	1
ybdG	YBDG_ECOLI	P0AAT4	b0577	B		0	0		Common Core	del-MD14	1		1	1
nfnB	NFNB_ECOLI	P38489	b0578	A	MD14	0	2		Common Core	del-MD14	1		1	1
insL-2	INSL2_ECOLI	P0CF92	b0582	A	MD14	2	2	"Insertion Sequence;Transposase"		del-MD14	1		1	1
insH-3	INSH3_ECOLI	P0CE51	b0656	A		2	0	"Insertion Sequence;Transposase"		del-MD20	1		1	1
ybfO	YBFO_ECOLI	P77779	b0703	A		2	0	"pseudogene (Uniprot);Rhs Element"		del-MD31	1		1	1
ybfQ	YBFQ_ECOLI	Q2EEQ8	b4514	B		2	0	"pseudogene (Ecogene/Uniprot);Transposase"		del-MD31	1		1	1
ybfL	YBFL_ECOLI	P75741	b0705	B		2	0	"Transposase;Rhs Element"		del-MD31	1		1	1
yccC	ETK_ECOLI	P38134	b0981	B		0	0			del-MD35	1		1	1
yccZ	GFCE_ECOLI	P0A932	b0983	I	MD35	0	2			del-MD35	1		1	1
ymcA	GFCD_ECOLI	P75882	b0984	G	MD35	0	2			del-MD35	1		1	1
ymcB	GFCC_ECOLI	P75883	b0985	G	MD35	0	2			del-MD35	1		1	1
ymcC	GFCB_ECOLI	P75884	b0986	I	MD35	0	2			del-MD35	1		1	1
ymcD	GFCA_ECOLI	P75885	b0987	B	MD35	0	2			del-MD35	1		1	1
insA-4	INSA4_ECOLI	P0CF10	b4516	A	MD35	2	2	Insertion Element 		del-MD35	1		1	1
insB-4	INSB4_ECOLI	P57998	b0988	A	MD9	2	2	"Insertion Element ;Transposase"		del-MD35	1		1	1
ycdP	PGAD_ECOLI	P69432	b1021	B		0	0			del-MD36	1		1	1
ycdQ	PGAC_ECOLI	P75905	b1022	B	MD36	0	2			del-MD36	1		1	1
ycdR	PGAB_ECOLI	P75906	b1023	I	MD36	0	2			del-MD36	1		1	1
ycdS	PGAA_ECOLI	P69434	b1024	H	MD36	0	2			del-MD36	1		1	1
insF-4	INSF4_ECOLI	P0CF82	b1026	A	MD36	2	2	"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"		del-MD36	1		1	1
insE-4	INSE4_ECOLI	P0CF69	b1027	A	MD36	2	2	"Insertion Sequence;Transposase"		del-MD36	1		1	1
ymdE	YMDE_ECOLI	Q7DFV4	b1028	A		2	0	pseudogene (Uniprot)		del-MD36	1		1	1
ymfG	VXIS_ECOLI	P75970	b1141	A	MD11	2	2	Prophage Integrase (EcoGene)		del-MD11	1		1	1
ymfH	Y1142_ECOLI	P75971	b1142	B		2	0	pseudogene (Ecogene/Uniprot)		del-MD11	1		1	1
ymfK	YMFK_ECOLI	P75974	b1145	A	MD11	2	2	Prophage Integrase (EcoGene)		del-MD11	1		1	1
ymfT	YMFT_ECOLI	P75975	b1146	A	MD11	2	2	Prophage Integrase (EcoGene)		del-MD11	1		1	1
ymfN	YMFN_ECOLI	P75978	b1149	A		2	0	pseudogene (Uniprot) 		del-MD11	1		1	1
ymfO	YMFO_ECOLI	P75980	b1151	A		2	0	pseudogene (Uniprot)		del-MD11	1		1	1
ymfP	YMFP_ECOLI	P75981	b1152	A		2	0	pseudogene (Uniprot)		del-MD11	1		1	1
ycfK	YCFK_ECOLI	P45581	b1154	A	MD11	2	2	Prophage Integrase (EcoGene)		del-MD11	1		1	1
ymfS	YMFS_ECOLI	P09154	b1155	A	MD11	2	2	Prophage Integrase (EcoGene)		del-MD11	1		1	1
stfE	STFE_ECOLI	P33227	b1157	A		2	0	pseudogene (Uniprot)		del-MD11	1		1	1
pin	PINE_ECOLI	P03014	b1158	A	MD11	2	2	Prophage Integrase (EcoGene)		del-MD11	1		1	1
icdC	IDH_ECOLI	P08200	b1136	B		0	0		Common Core	del-MD11	1		1	1
elbA	IRAM_ECOLI	P75987	b1160	A	MD11	0	2			del-MD11	1		1	1
ymgB	ARIR_ECOLI	P75993	b1166	A	MD11	0	2			del-MD11	1		1	1
ymjC	YMJC_ECOLI	Q2EER5	b4525	A		2	0	pseudogene (Uniprot)		del-MD21	1		1	1
insH-4	INSH4_ECOLI	P0CE52	b1331	A	MD20	2	2	"Insertion Sequence;Transposase"		del-MD21	1		1	1
ydaO	TTCA_ECOLI	P76055	b1344	A	MD2	0	2		Common Core	del-MD2	1		1	1
lar	LAR_ECOLI	P33229	b1348	A	MD2	2	2	Prophage Integrase (EcoGene)		del-MD2	1		1	1
kil	KIL_ECOLI	P38393	b1352	A	MD2	2	2	Prophage Integrase (EcoGene)		del-MD2	1		1	1
ydaW	YDAW_ECOLI	P76066	b1361	A		2	0	pseudogene (Uniprot) 		del-MD2	1		1	1
rzpR	RZPR_ECOLI	P77551	b1362	B		2	0	pseudogene (Uniprot)		del-MD2	1		1	1
ydaY	YDAY_ECOLI	P76069	b1366	A		2	0	pseudogene (Uniprot)		del-MD2	1		1	1
ynaA	YNAA_ECOLI	P77658	b1368	A		0	0			del-MD2	1		1	1
lomR	LOMR_ECOLI	P77184	b4570	A		2	0	"pseudogene (Uniprot);Insertion Sequence"		del-MD2	1		1	1
insH-5	INSH5_ECOLI	P76071	b1370	A		2	0	"Insertion Sequence;Transposase"		del-MD2	1		1	1
maoC	MAOC_ECOLI	P77455	b1387	B	MD2	0	2			del-MD2	1		1	1
ydbA	YDBA_ECOLI	P33666	b4492	H		0	0			del-MD2	1		1	1
insD-2	INSD2_ECOLI	P0CF54	b1402	A		2	0	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD2	1		1	1
insC-2	INSC2_ECOLI	P0CF41	b1403	A		2	0	"Insertion Sequence;Insertion Element ;Transposase"		del-MD2	1		1	1
insI-2	INSI3_ECOLI	P0CF89	b1404	A	MD2	2	2	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD2	1		1	1
rhsE	RHSE_ECOLI	P24211	b1456	A		2	0	"pseudogene (Uniprot);Rhs Element"		del-MD32	1		1	1
yncI	YNCI_ECOLI	P76119	b1458	B		2	0	"pseudogene (Uniprot);Transposase"		del-MD32	1		1	1
yncM	YNCI_ECOLI	P76119	b1459	B		2	0	"pseudogene (Uniprot);Transposase"		del-MD32	1		1	1
ydcE	PPTA_ECOLI	P31992	b1461	A	MD32	0	2			del-MD32	1		1	1
ydfJ	YDFJ_ECOLI	P77228	b1543	B		2	0	pseudogene (Uniprot)		del-MD8	1		1	1
nohA	NOHA_ECOLI	P31061	b1548	A		2	0	pseudogene (Uniprot)		del-MD8	1		1	1
ydfP	RZPQ_ECOLI	P76158	b1553	G	MD8	2	2	Prophage Integrase (EcoGene)		del-MD8	1		1	1
ydfQ	LYSQ_ECOLI	P76159	b1554	G	MD8	2	2	Prophage Integrase (EcoGene)		del-MD8	1		1	1
ydfT	REQ2_ECOLI	P76161	b1559	A	MD8	2	2	Prophage Integrase (EcoGene)		del-MD8	1		1	1
ydfW	YDFW_ECOLI	P76164	b1567	A		2	0	pseudogene (Uniprot)		del-MD8	1		1	1
ydfX	YDFX_ECOLI	P76165	b1568	A		2	0	pseudogene (Uniprot)		del-MD8	1		1	1
ydfE	YDFE_ECOLI	Q47138	b1577	A		0	0			del-MD8	1		1	1
insD-7	INSD8_ECOLI	P0CF60	b1578	A	MD18	2	2	"pseudogene (Ecogene/Uniprot);Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD8	1		1	1
intQ	INTQ_ECOLI	P76168	b1579	A		2	0	"Rhs Element;Prophage Integrase"		del-MD8	1		1	1
insB-5	INSB5_ECOLI	P0CF28	b1893	A	MD38	2	2	"Insertion Element ;Transposase"		del-MD27	1		1	1
insA-5	INSA5_ECOLI	P0CF11	b1894	A	MD38	2	2	Insertion Element 		del-MD27	1		1	1
yedO	DCYD_ECOLI	P76316	b1919	A	MD28	0	2			del-MD28	1		1	1
yedN	YEDN_ECOLI	P76321	b4495	A		2	0	pseudogene (Uniprot)		del-MD28	1		1	1
yedM	YEDM_ECOLI	P76322	b1935	A		0	0			del-MD28	1		1	1
intG	INTG_ECOLI	P76323	b1936	A		2	0	"pseudogene (Uniprot);Rhs Element;Prophage Integrase"		del-MD28	1		1	1
insH-6	INSH6_ECOLI	P0CE53	b1994	A	MD21	2	2	"Insertion Sequence;Transposase"		del-MD5	1		1	1
yoeA	YOEA_ECOLI	P76356	b4582	H		2	0	pseudogene (Uniprot)		del-MD5	1		1	1
insD-3	INSD3_ECOLI	P0CF55	b1996	A		2	0	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD5	1		1	1
insC-3	INSC3_ECOLI	P0CF42	b1997	A		2	0	"Insertion Sequence;Insertion Element ;Transposase"		del-MD5	1		1	1
yeeP	YEEP_ECOLI	P76359	b1999	A		2	0	pseudogene (Uniprot)		del-MD5	1		1	1
yeeW	YEEW_ECOLI	P64526	b2006	A		2	0	pseudogene (Uniprot) 		del-MD5	1		1	1
yoeF	YOEF_ECOLI	Q2EES3	b4538	A		2	0	pseudogene (Uniprot)		del-MD5	1		1	1
wbbL	WBBL_ECOLI	P36667	b4571	A		0	0			del-MD22	1		1	1
insH-7	INSH7_ECOLI	P0CE54	b2030	A		2	0	"Insertion Sequence;Transposase"		del-MD22	1		1	1
wbbH	RFC_ECOLI	P37748	b2035	B	MD22	0	2			del-MD22	1		1	1
nudD	NUDD_ECOLI	P32056	b2051	A	MD22	0	2		Common Core	del-MD22	1		1	1
gatR	GATR_ECOLI	P36930	b4498	A		2	0	"pseudogene (Ecogene);Insertion Sequence"		del-MD37	1		1	1
insE-5	INSE5_ECOLI	P0CF70	b2088	A	MD37	2	2	"Insertion Sequence;Transposase"		del-MD37	1		1	1
insF-5	INSF5_ECOLI	P0CF83	b2089	A	MD37	2	2	"Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"		del-MD37	1		1	1
yejO	YEJO_ECOLI	P33924	b2190	H		2	0	"pseudogene (Uniprot);Insertion Sequence;Insertion Element "		del-MD23	1		1	1
insH-8	INSH8_ECOLI	P0CE55	b2192	A	MD5	2	2	"Insertion Sequence;Transposase"		del-MD23	1		1	1
yfdG	GTRA_ECOLI	P77682	b2350	B	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1		1	1
yfdH	GTRB_ECOLI	P77293	b2351	B	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1		1	1
yfdI	YFDI_ECOLI	P76507	b2352	B	MD7	2	2	Prophage Integrase (EcoGene)		del-MD7	1		1	1
tfaS	TFAS_ECOLI	P77326	b2353	A		2	0	pseudogene (Uniprot)		del-MD7	1		1	1
yfdL	YFDL_ECOLI	P76508	b2355	A		2	0	pseudogene (Uniprot)		del-MD7	1		1	1
yfdM	YFDM_ECOLI	P76509	b2356	A		2	0	pseudogene (Uniprot)		del-MD7	1		1	1
yfdO	YFDO_ECOLI	P0AD35	b2358	A		2	0	pseudogene (Uniprot) 		del-MD7	1		1	1
ypdJ	YPDJ_ECOLI	Q2EET0	b4545	A		2	0	pseudogene (Uniprot)		del-MD7	1		1	1
insL-3	INSL3_ECOLI	P0CF93	b2394	A	MD15	2	2	"Insertion Sequence;Transposase"		del-MD15	1		1	1
yfjN	YFJN_ECOLI	P52129	b2630	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1		1	1
yfjO	YFJO_ECOLI	P52130	b2631	A	MD4	2	2	Prophage Integrase (EcoGene)		del-MD4	1		1	1
yfjU	YFJU_ECOLI	P0CF86	b2638	A		2	0	pseudogene (Uniprot) 		del-MD4	1		1	1
ypjL	YFJV_ECOLI	P52137	b2639	B		2	0	pseudogene (Uniprot) 		del-MD4	1		1	1
yfjV	YFJV_ECOLI	P52137	b2640	B		2	0	pseudogene (Uniprot) 		del-MD4	1		1	1
ypjM	YFJV_ECOLI	P52137	b2641	B		2	0	pseudogene (Uniprot) 		del-MD4	1		1	1
pinH	PINH_ECOLI	P76611	b2648	A		2	0	pseudogene (Uniprot)		del-MD4	1		1	1
ypjB	YPJB_ECOLI	P76612	b2649	A		2	0	pseudogene (Ohman 2006)		del-MD4	1		1	1
ypjC	YPJC_ECOLI	P76613	b2650	A		0	0			del-MD4	1		1	1
ygaQ	YGAQ_ECOLI	P76616	b2654	A		2	0	pseudogene (Uniprot)		del-MD4	1		1	1
ygaR	YGAQ_ECOLI	P76616	b4462	A		2	0	pseudogene (Uniprot)		del-MD4	1		1	1
yqaC	YGAQ_ECOLI	P76616	b2657	A		2	0	pseudogene (Uniprot)		del-MD4	1		1	1
yqaD	YGAQ_ECOLI	P76616	b2658	A		2	0	pseudogene (Uniprot)		del-MD4	1		1	1
ygaT	CSID_ECOLI	P76621	b2659	A	MD4	0	2			del-MD4	1		1	1
ygaF	YGAF_ECOLI	P37339	b2660	B		0	0		Common Core	del-MD4	1		1	1
ygeL	YGEK_ECOLI	Q46791	b2856	A		2	0	pseudogene (Uniprot) 		del-MD18	1		1	1
ygeM	YGEN_ECOLI	Q46793	b2857	A		2	0	pseudogene (Uniprot)		del-MD18	1		1	1
ygeN	YGEN_ECOLI	Q46793	b2858	A		2	0	pseudogene (Uniprot)		del-MD18	1		1	1
ygeO	YGEO_ECOLI	Q46795	b2859	A		2	0	pseudogene (Uniprot)		del-MD18	1		1	1
insD-4	INSD4_ECOLI	P0CF56	b2860	A	MD2	2	2	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD18	1		1	1
insC-4	INSC4_ECOLI	P0CF43	b2861	A	MD2	2	2	"Insertion Sequence;Insertion Element ;Transposase"		del-MD18	1		1	1
ygeP	YGEP_ECOLI	Q46796	b2862	A		0	0			del-MD18	1		1	1
ygeQ	YGEQ_ECOLI	Q46797	b2863	G		2	0	pseudogene (Uniprot)		del-MD18	1		1	1
yghE	YGHE_ECOLI	Q46833	b2969	B		2	0	pseudogene (Uniprot) 		del-MD10	1		1	1
yghF	YGHF_ECOLI	Q46834	b2970	G		0	0			del-MD10	1		1	1
yghO	YGHO_ECOLI	Q46840	b2981	A		2	0	pseudogene (Uniprot) 		del-MD10	1		1	1
insH-9	INSH9_ECOLI	P0CE56	b2982	A	MD22	2	2	"Insertion Sequence;Transposase"		del-MD10	1		1	1
insC-5	INSC5_ECOLI	P0CF44	b3044	A		2	0	"Insertion Sequence;Insertion Element ;Transposase"		del-MD19	1		1	1
insD-5	INSD5_ECOLI	P0CF57	b3045	A		2	0	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD19	1		1	1
yqiG	YQIG_ECOLI	P76655	b3046	H		0	0			del-MD19	1		1	1
yhcE	YHCE_ECOLI	P45421	b4569	G		2	0	pseudogene (Uniprot) 		del-MD24	1		1	1
insH-10	INH10_ECOLI	P0CE57	b3218	A		2	0	"Insertion Sequence;Transposase"		del-MD24	1		1	1
yrhA	YRHA_ECOLI	P46856	b3443	A		2	0	pseudogene (Uniprot) 		del-MD38	1		1	1
insA-6	INSA6_ECOLI	P0CF12	b3444	A	MD9	2	2	Insertion Element 		del-MD38	1		1	1
insB-6	INSB6_ECOLI	P0CF29	b3445	A		2	0	"Insertion Element ;Transposase"		del-MD38	1		1	1
yhiS	YHIS_ECOLI	P37635	b3504	A		2	0	pseudogene (Uniprot) 		del-MD25	1		1	1
insH-11	INH11_ECOLI	P0CE58	b3505	A	MD23	2	2	"Insertion Sequence;Transposase"		del-MD25	1		1	1
yibJ	YIBJ_ECOLI	P32109	b3595	A		2	0	"pseudogene (Uniprot);Rhs Element"		del-MD34	1		1	1
intB	INTB_ECOLI	P39347	b4271	B		2	0	"pseudogene (Uniprot);Rhs Element;Prophage Integrase"		del-MD9	1		1	1
insC-6	INSC6_ECOLI	P0CF45	b4272	A	MD5	2	2	"Insertion Sequence;Insertion Element ;Transposase"		del-MD9	1		1	1
insD-6	INSD6_ECOLI	P0CF58	b4273	A	MD5	2	2	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD9	1		1	1
yjgW	YJGW_ECOLI	Q9Z3A0	b4274	A		2	0	pseudogene (Ecogene/Uniprot)		del-MD9	1		1	1
yjgX	YJGX_ECOLI	P39349	b4575	B		2	0	pseudogene (Uniprot)		del-MD9	1		1	1
yjhD	YJHD_ECOLI	P39354	b4281	A		2	0	pseudogene (Uniprot) 		del-MD9	1		1	1
yjhE	YJHE_ECOLI	P39355	b4282	B		2	0	pseudogene (Uniprot) 		del-MD9	1		1	1
insN-2	INSN2_ECOLI	P39212	b4283	A		2	0	"Insertion Sequence;Transposase"		del-MD9	1		1	1
insI-3	INSI4_ECOLI	P0CF90	b4284	A	MD9	2	2	"Insertion Sequence;Insertion Element ;Transposase;Rhs Element;Prophage Integrase"		del-MD9	1		1	1
insO-2	INSO2_ECOLI	Q47718	b4285	B		2	0	"pseudogene (Uniprot);Insertion Sequence;Transposase;Rhs Element;Prophage Integrase"		del-MD9	1		1	1
yjhV	Y4286_ECOLI	Q47719	b4286	A		2	0	pseudogene (Uniprot)		del-MD9	1		1	1
insA-7	INSA7_ECOLI	P19767	b4294	A		2	0	Insertion Element 		del-MD9	1		1	1
yjhR	YJHR_ECOLI	P39369	b4308	A		2	0	pseudogene (Uniprot) 		del-MD9	1		1	1
yjhS	YJHS_ECOLI	P39370	b4309	A	MD9	0	2			del-MD9	1		1	1
yjhT	NANM_ECOLI	P39371	b4310	G	MD9	0	2			del-MD9	1		1	1
yjhA	NANC_ECOLI	P69856	b4311	G	MD9	0	2			del-MD9	1		1	1
yjiD	IRAD_ECOLI	P39375	b4326	A	MD29	0	2			del-MD29	1		1	1	
yjiE	YJIE_ECOLI	P39376	b4327	B	MD29	0	2			del-MD29	1		1	1	
yjiO	MDTM_ECOLI	P39386	b4337	B	MD29	0	2			del-MD29	1		1	1	
yjiP	YJIP_ECOLI	P39387	b4338	A		2	0	"pseudogene (Uniprot);Transposase"		del-MD29	1		1	1	
yjiQ	YJIP_ECOLI	P39387	b4339	A		2	0	"pseudogene (Uniprot);Transposase"		del-MD29	1		1	1	
yjiT	YJIT_ECOLI	P39391	b4342	A		2	0	pseudogene (Uniprot) 		del-MD29	1		1	1	
yjiV	YJIV_ECOLI	P39393	b4486	B		2	0	pseudogene (Uniprot) 		del-MD29	1		1	1	
yjiW	SYME_ECOLI	P39394	b4347	A	MD29	0	2			del-MD29	1		1	1	
yjiZ	YJJL_ECOLI	P39398	b4356	B	MD29	0	2			del-MD29	1		1	1	
pinE	-	P03014										1	1		1
nohD	-	P31062										1	1		1
pptA	-	P31992										1	1		1
gmm	-	P32056										1	1		1
etk	-	P38134										1	1		1
ralR	-	P33229										1	1		1
rfc	-	P37748										1	1		1
kilR	-	P38393										1	1		1
lhgO	-	P37339										1	1		1
nanC	-	P69856										1	1		1
nanS	-	P39370										1	1		1
nanM	-	P39371										1	1		1
iraD	-	P39375										1	1		1
qseD	-	P39376										1	1		1
mdtM	-	P39386										1	1		1
symE	-	P39394										1	1		1
yjjL	-	P39398										1	1		1
mscM	-	P0AAT4										1	1		1
stfP	-	P45581										1	1		1
rnlA	-	P52129										1	1		1
rnlB	-	P52130										1	1		1
ttcA	-	P76055										1	1		1
csiD	-	P76621										1	1		1
paoD	-	P77183										1	1		1
paoC	-	P77489										1	1		1
paoB	-	P77324										1	1		1
paoA	-	P77165										1	1		1
matC	-	P77188										1	1		1
matB	-	P0AAA3										1	1		1
quuD	-	Q47274										1	1		1
arrD	-	P78285										1	1		1
gfcE	-	P0A932										1	1		1
gfcD	-	P75882										1	1		1
gfcC	-	P75883										1	1		1
gfcB	-	P75884										1	1		1
gfcA	-	P75885										1	1		1
paaZ	-	P77455										1	1		1
rzpQ	-	P76158										1	1		1
arrQ	-	P76159										1	1		1
quuQ	-	P76161										1	1		1
pgaD	-	P69432										1	1		1
pgaC	-	P75905										1	1		1
pgaB	-	P75906										1	1		1
pgaA	-	P69434										1	1		1
iraM	-	P75987										1	1		1
dcyD	-	P76316										1	1		1
gtrA	-	P77682										1	1		1
gtrB	-	P77293										1	1		1
gtrS	-	P76507										1	1		1
xisE	-	P75970										1	1		1
cohE	-	P75974										1	1		1
ariR	-	P75993										1	1		1
matA	-	P71301										1	1		1
tfaP	-	P09154										1	1		1
ylcH	-	Q47268										1	1		1
yrhD	-	P58037										1	1		1
croE	-	Null										1	1		1
ylcI	-	Null										1	1		1
ymgI	-	Null										1	1		1
ythA	-	Null										1	1		1
ykgR	-	Null										1	1		1
ynbG	-	Null										1	1		1
rzoQ	-	C1P601										1	1		1
nfsB	-	P38489										1	1		1
insA	-	P0ADH0										1	1		1
insB	-	P57998										1	1		1
insC	-	P19776										1	1		1
insD	-	P19777										1	1		1
insE	-	P0ADH3										1	1		1
insF	-	P05822										1	1		1
insH	-	P03837										1	1		1
insI	-	P37246										1	1		1
insL	-	P08409										1	1		1
insL1	-	Null										1	1		1
insB1	-	Null										1	1		1
insA1	-	Null										1	1		1
insI1	-	Null										1	1		1
insH1	-	Null										1	1		1
insB2	-	Null										1	1		1
insA2	-	Null										1	1		1
insB3	-	Null										1	1		1
insA3	-	Null										1	1		1
insE1	-	Null										1	1		1
insF1	-	Null										1	1		1
insC1	-	Null										1	1		1
insD1	-	Null										1	1		1
insF2	-	Null										1	1		1
insE2	-	Null										1	1		1
insE3	-	Null										1	1		1
insF3	-	Null										1	1		1
insH2	-	Null										1	1		1
insL2	-	Null										1	1		1
insH4	-	Null										1	1		1
insA4	-	Null										1	1		1
insB4	-	Null										1	1		1
insF4	-	Null										1	1		1
insE4	-	Null										1	1		1
insH6	-	Null										1	1		1
insH25	-	Null										1	1		1
insD4	-	Null										1	1		1
insC4	-	Null										1	1		1
insI3	-	Null										1	1		1
insB8	-	Null										1	1		1
insA8	-	Null										1	1		1
insH8	-	Null										1	1		1
insD6	-	Null										1	1		1
insC6	-	Null										1	1		1
insH9	-	Null										1	1		1
insE5	-	Null										1	1		1
insF5	-	Null										1	1		1
insH11	-	Null										1	1		1
insL3	-	Null										1	1		1
insD8	-	Null										1	1		1
insC8	-	Null										1	1		1
insH15	-	Null										1	1		1
insC9	-	Null										1	1		1
insD9	-	Null										1	1		1
insH18	-	Null										1	1		1
insA5	-	Null										1	1		1
insB5	-	Null										1	1		1
insH20	-	Null										1	1		1
insC11	-	Null										1	1		1
insD11	-	Null										1	1		1
insI4	-	Null										1	1		1
insA6	-	Null										1	1		1
