K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)
GADX_ECOLI	C6EEG8
GALP_ECOLI	C6EIG8
GARP_ECOLI	C6EH99
GATD_ECOLI	C6EAL9
GATY_ECOLI	C6EAL4
GATZ_ECOLI	C6EAL5
GCH1_ECOLI	C6EAG0
GCL_ECOLI	C6EKV8
GCST_ECOLI	C6EIK3
GFCB_ECOLI	C6EHM1
GFCC_ECOLI	C6EHM2
GFCD_ECOLI	C6EHM3
GFCE_ECOLI	C6EHM4
GHRA_ECOLI	C6EHH9
GLCA_ECOLI	C6EID6
GLCC_ECOLI	C6EID0
GLCD_ECOLI	C6EID1
GLCE_ECOLI	C6EID2
GLCF_ECOLI	C6EID3
GLCG_ECOLI	C6EID4
GLGS_ECOLI	C6EHU6
GLMS_ECOLI	C6EG74
GLNB_ECOLI	C6EKF4
GLNP_ECOLI	C6EIX2
GLPD_ECOLI	C6EFE8
GLPT_ECOLI	C6E9W1
GLRX3_ECOLI	C6EDH9
GLSA1_ECOLI	C6EKX9
GLSA2_ECOLI	C6EDW5
GLTB_ECOLI	C6EH15
GLTI_ECOLI	C6EK40
GLTS_ECOLI	C6EDD6
GLXK1_ECOLI	C6EKV2
GLXR_ECOLI	C6EKV6
GNTP_ECOLI	C6EBR2
GNTT_ECOLI	C6EFF9
GNTX_ECOLI	C6EFG1
GPMB_ECOLI	C6EBH6
GPPA_ECOLI	C6EG34
GRPE_ECOLI	C6EJX9
GSIC_ECOLI	C6EIV1
GSPA_ECOLI	C6EGE3
GSPC_ECOLI	C6EGE2
GSPD_ECOLI	C6EGE1
GSPE_ECOLI	C6EGE0
GSPF_ECOLI	C6EGD9
GSPG_ECOLI	C6EGD8
GSPH_ECOLI	C6EGD7
GSPI_ECOLI	C6EGD6
GSPJ_ECOLI	C6EGD5
GSPK_ECOLI	C6EGD4
GSPL_ECOLI	C6EGD3
GSPM_ECOLI	C6EGD2
GUDX_ECOLI	C6EJ84
GUTM_ECOLI	C6EJS5
GYRB_ECOLI	C6ECI0
HCAB_ECOLI	C6EKG6
HCAC_ECOLI	C6EKG7
HCAD_ECOLI	C6EKG5
HCAE_ECOLI	C6EKG9
HCAF_ECOLI	C6EKG8
HCAR_ECOLI	C6EKH0
HDED_ECOLI	C6EEH4
HDFR_ECOLI	C6EG46
HEMX_ECOLI	C6EG12
HHA_ECOLI	C6EL04
HIPA_ECOLI	C6EEL1
HIPB_ECOLI	C6EEL0
HIS2_ECOLI	C6EB59
HIS4_ECOLI	C6EB61
HISM_ECOLI	C6ELE6
HISQ_ECOLI	C6ELE5
HOA_ECOLI	C6ELM8
HOFC_ECOLI	C6EAV1
HOLA_ECOLI	C6EK53
HOLB_ECOLI	C6EGZ3
HOLD_ECOLI	C6EBK0
HOLE_ECOLI	C6EBY7
HPPK_ECOLI	C6EAE2
HRSA_ECOLI	C6EJK7
HSCC_ECOLI	C6EK46
HSLJ_ECOLI	C6EEW5
HSLO_ECOLI	C6EFH4
HSLR_ECOLI	C6EFH5
HTRC_ECOLI	C6EE30
HTRE_ECOLI	C6EAE5
HYAD_ECOLI	C6EHN3
HYBG_ECOLI	C6EI02
HYCC_ECOLI	C6EJE5
HYFA_ECOLI	C6EKN0
HYFD_ECOLI	C6EKM7
HYFE_ECOLI	C6EKM6
HYFF_ECOLI	C6EKM5
HYFG_ECOLI	C6EKM4
HYFH_ECOLI	C6EKM3
HYFI_ECOLI	C6EKM2
HYFJ_ECOLI	C6EKM1
HYFR_ECOLI	C6EKM0
HYI_ECOLI	C6EKV7
HYPF_ECOLI	C6EJR9
IADA_ECOLI	C6EBQ1
IDND_ECOLI	C6EC84
IDNK_ECOLI	C6EC83
IDNO_ECOLI	C6EC85
IDNR_ECOLI	C6EC87
IDNT_ECOLI	C6EC86
IF1_ECOLI	C6EI98
IF2_ECOLI	C6EH57
IF3_ECOLI	C6ECN9
IHFA_ECOLI	C6ECP5
IHFB_ECOLI	C6EI70
ILVD_ECOLI	C6EG40
ILVG_ECOLI	C6EG43
ILVH_ECOLI	C6EAX6
ILVI_ECOLI	C6EAX7
ILVM_ECOLI	C6EG42
IMDH_ECOLI	C6EKK1
IRAD_ECOLI	C6EBQ3
IRAM_ECOLI	C6EGV4
ISCA_ECOLI	C6EKH9
ISCX_ECOLI	C6EKI3
ISPF_ECOLI	C6EJC1
ISPZ_ECOLI	C6EFY2
K1PF_ECOLI	C6EA30
KCY_ECOLI	C6EI72
KDGL_ECOLI	C6EDX8
KDGT_ECOLI	C6EEY8
KDPD_ECOLI	C6EJN9
RHMA_ECOLI	C6E9V5
KEFB_ECOLI	C6EGB3
KEFC_ECOLI	C6EB06
KPTA_ECOLI	C6EBP8
LACI_ECOLI	C6EJI7
LAST_ECOLI	C6EBG8
LEP4_ECOLI	C6EGD1
LEU1_ECOLI	C6EAY0
LEU3_ECOLI	C6EAY1
LEUC_ECOLI	C6EAY2
LEUD_ECOLI	C6EAY3
LEUO_ECOLI	C6EAX8
LHR_ECOLI	C6ECV0
LIVH_ECOLI	C6EFB7
LLDP_ECOLI	C6EDI6
LOLC_ECOLI	C6EGX6
LOLE_ECOLI	C6EGX4
LPL_ECOLI	C6EAX9
LPLT_ECOLI	C6EJ33
LPP_ECOLI	C6ECS8
LPTE_ECOLI	C6EK52
LPTF_ECOLI	C6EC90
LPTN_ECOLI	C6EG96
LPXK_ECOLI	C6EI67
LSRB_ECOLI	C6EEK7
LSRF_ECOLI	C6EEK6
LSRG_ECOLI	C6EEK5
LYXK_ECOLI	C6EE99
MAA_ECOLI	C6EL05
MACB_ECOLI	C6EIA2
MALI_ECOLI	C6EDM7
MALM_ECOLI	C6EDY5
MARB_ECOLI	C6EDV5
MASZ_ECOLI	C6EID5
MATA_ECOLI	C6ELT6
MATB_ECOLI	C6ELT7
MATC_ECOLI	C6ELT8
MBHL_ECOLI	C6EHN5
MBHT_ECOLI	C6EHZ5
MCBR_ECOLI	C6EER3
MCP1_ECOLI	C6EBL4
MCP2_ECOLI	C6EBU1
MCP3_ECOLI	C6EEU1
MCP4_ECOLI	C6EBU2
MCRB_ECOLI	C6EBN5
MCRC_ECOLI	C6EBN6
MDTC_ECOLI	C6EAM9
MDTD_ECOLI	C6EAM8
MDTG_ECOLI	C6EHG0
MDTH_ECOLI	C6EHE8
MDTI_ECOLI	C6EDP9
MDTJ_ECOLI	C6EDP8
MDTM_ECOLI	C6EBP1
MDTN_ECOLI	C6ED42
MDTQ_ECOLI	C6EAH3
MELB_ECOLI	C6ED04
MEPA_ECOLI	C6ELC5
METI_ECOLI	C6EA86
METR_ECOLI	C6EF83
MGLA_ECOLI	C6EAG3
MGLC_ECOLI	C6EAG4
MHPA_ECOLI	C6ELN3
MHPB_ECOLI	C6ELN2
MHPC_ECOLI	C6ELN1
MHPD_ECOLI	C6ELN0
MHPR_ECOLI	C6ELN4
MHPT_ECOLI	C6ELM7
MLAB_ECOLI	C6EH36
MLTF_ECOLI	C6EK32
MMCD_ECOLI	C6EIJ0
MNGB_ECOLI	C6EJK6
MNGR_ECOLI	C6EJK8
MNMC_ECOLI	C6ELC9
MNMG_ECOLI	C6EG62
MOAD_ECOLI	C6EIZ8
MOKB_ECOLI	C6EEU2
MOKC_ECOLI	C6EB36
MPAA_ECOLI	C6EFQ6
MPGP_ECOLI	C6EBB1
MPPA_ECOLI	C6EFQ2
MPRA_ECOLI	C6EJU2
MQSR_ECOLI	C6EHX1
MRAY_ECOLI	C6EAW8
MRAZ_ECOLI	C6EAX4
MRR_ECOLI	C6EBM9
MSCL_ECOLI	C6EGH6
MSCS_ECOLI	C6EII5
MUG_ECOLI	C6EHS7
MURA_ECOLI	C6EH38
MURD_ECOLI	C6EAW7
MURE_ECOLI	C6EAX0
MURR_ECOLI	C6EL50
MVIM_ECOLI	C6EHE5
MVIN_ECOLI	C6EHE4
NADB_ECOLI	C6EK12
NANC_ECOLI	C6EBS4
NANE_ECOLI	C6EH09
NANM_ECOLI	C6EBS5
NANT_ECOLI	C6EH08
NAPF_ECOLI	C6E9Z2
NARK_ECOLI	C6EGP0
NARV_ECOLI	C6EEQ0
NARW_ECOLI	C6EEP9
NFSA_ECOLI	C6EIQ4
NHAA_ECOLI	C6EB35
NHAB_ECOLI	C6EGT1
NIKC_ECOLI	C6EF96
NIKR_ECOLI	C6EF93
NLPA_ECOLI	C6EDB0
NLPB_ECOLI	C6EKN4
NLPD_ECOLI	C6EJC5
NORV_ECOLI	C6EJS1
NRDH_ECOLI	C6EJV2
NRFB_ECOLI	C6ED54
NRFD_ECOLI	C6ED52
NRFF_ECOLI	C6ED50
NUDI_ECOLI	C6E9U9
NUOJ_ECOLI	C6E9S2
NUPX_ECOLI	C6EAF2
NUSB_ECOLI	C6ELG8
OBG_ECOLI	C6EH44
ODP2_ECOLI	C6EAU2
OGT_ECOLI	C6EFP8
OMPA_ECOLI	C6EI25
OMPG_ECOLI	C6EFR3
OMPL_ECOLI	C6EF26
OMPN_ECOLI	C6EEW8
OMPW_ECOLI	C6EFY0
OPGB_ECOLI	C6EBL1
OPGD_ECOLI	C6EET8
OPPB_ECOLI	C6EGM3
OPPC_ECOLI	C6EFZ1
OTC1_ECOLI	C6EC97
PABB_ECOLI	C6EC19
PANB_ECOLI	C6EAS3
PANF_ECOLI	C6EGK2
PBPB_ECOLI	C6EAD5
PFLB_ECOLI	C6EI79
PFLB_ECOLI	C6EK07
PGAA_ECOLI	C6EHI3
PGAB_ECOLI	C6EHI4
PGAC_ECOLI	C6EHI5
PGAD_ECOLI	C6EHI6
PGMB_ECOLI	C6EFR5
PHEP_ECOLI	C6EKC5
PHNA_ECOLI	C6ED16
PHNB_ECOLI	C6ED17
PHNE_ECOLI	C6ED20
PHNJ_ECOLI	C6ED25
PHNN_ECOLI	C6ED29
PHNP_ECOLI	C6ED31
PHOH_ECOLI	C6EHI7
PHP_ECOLI	C6EFJ7
PHSC_ECOLI	C6ECT5
PITB_ECOLI	C6EI05
PLSB_ECOLI	C6EDX9
PLSX_ECOLI	C6EHC4
PNCB_ECOLI	C6EI51
POTE_ECOLI	C6EJP3
POTH_ECOLI	C6EIC5
POTI_ECOLI	C6EIC4
PPB_ECOLI	C6ELK4
PPDC_ECOLI	C6EJ46
PPIA_ECOLI	C6EFL3
PPIB_ECOLI	C6EKU1
PPPA_ECOLI	C6EID8
PPTA_ECOLI	C6EEQ3
PQQL_ECOLI	C6EEM3
PRIB_ECOLI	C6ECE8
PRMA_ECOLI	C6EGK1
PROV_ECOLI	C6EJU8
PROW_ECOLI	C6EJU7
PROY_ECOLI	C6ELI2
PRP2_ECOLI	C6EJD3
PRPB_ECOLI	C6ELP9
PRPC_ECOLI	C6ELP7
PRPD_ECOLI	C6ELP6
PRPE_ECOLI	C6ELP5
PRPR_ECOLI	C6ELQ0
PSD_ECOLI	C6ECW5
PSIE_ECOLI	C6EDZ3
PSIF_ECOLI	C6ELK3
PSTC_ECOLI	C6EG76
PSUG_ECOLI	C6EAE8
PSUK_ECOLI	C6EAE7
PTA_ECOLI	C6ELF6
PTFA_ECOLI	C6EEZ9
PTFAH_ECOLI	C6EA29
PTFB1_ECOLI	C6EL81
PTFB2_ECOLI	C6EE59
PTFBC_ECOLI	C6EA31
PTFC2_ECOLI	C6EE60
PTFLB_ECOLI	C6EF00
PTFX1_ECOLI	C6EL85
PTH_ECOLI	C6EGR2
PTHA_ECOLI	C6EJS7
PTHB_ECOLI	C6EJS8
PTHC_ECOLI	C6EJS9
PTHP_ECOLI	C6EL62
PTIBC_ECOLI	C6EJR6
PTKA_ECOLI	C6EAL6
PTKB_ECOLI	C6EAL7
PTKC_ECOLI	C6EAL8
PTMA_ECOLI	C6EIH6
PTMCB_ECOLI	C6EIH7
PTNAB_ECOLI	C6EC13
PTOCB_ECOLI	C6EDM6
PTPB1_ECOLI	C6EH87
PTPC1_ECOLI	C6EH86
PTQB_ECOLI	C6ECM0
PTV3B_ECOLI	C6EG81
PTW3C_ECOLI	C6EJQ6
PTYBC_ECOLI	C6EKS4
PUR6_ECOLI	C6EKU3
PURR_ECOLI	C6ECU5
PURT_ECOLI	C6EBX9
PUTP_ECOLI	C6EHJ1
PUUA_ECOLI	C6EFT5
PUUB_ECOLI	C6EFT1
PUUC_ECOLI	C6EFT2
PUUD_ECOLI	C6EFT4
PUUE_ECOLI	C6EFT0
PUUP_ECOLI	C6EFT6
PUUR_ECOLI	C6EFT3
QOR1_ECOLI	C6EDW9
RAIA_ECOLI	C6EJZ4
RAPA_ECOLI	C6EAZ6
RAVA_ECOLI	C6EG57
RBSR_ECOLI	C6EG49
RCSA_ECOLI	C6EBB4
RCSF_ECOLI	C6EA88
RECA_ECOLI	C6EJT2
RECQ_ECOLI	C6EF89
RELA_ECOLI	C6EJ88
RFAG_ECOLI	C6EDG0
RFAP_ECOLI	C6EDG1
RFAQ_ECOLI	C6EDF9
RMLB1_ECOLI	C6EAR6
RMLD_ECOLI	C6EAR7
RFFC_ECOLI	C6EG22
RHMD_ECOLI	C6E9V3
RHAR_ECOLI	C6EEZ1
RHAT_ECOLI	C6EEZ0
RHTA_ECOLI	C6EIW9
RHTB_ECOLI	C6EF87
RHTC_ECOLI	C6EF88
RIHC_ECOLI	C6EB23
RIML_ECOLI	C6EET6
RL1_ECOLI	C6EE35
RL11_ECOLI	C6EE36
RL20_ECOLI	C6ECP1
RL21_ECOLI	C6EH41
RL23_ECOLI	C6EGE8
RL25_ECOLI	C6EA12
RL27_ECOLI	C6EH42
RL28_ECOLI	C6EDF4
RL30_ECOLI	C6EGG4
RL31_ECOLI	C6EE73
RL31B_ECOLI	C6ELT3
RL32_ECOLI	C6EHC5
RL33_ECOLI	C6EDF5
RL36_ECOLI	C6EGG7
RL5_ECOLI	C6EGF8
RL7_ECOLI	C6EE33
RL9_ECOLI	C6ECE6
RLMF_ECOLI	C6EIX5
RLPA_ECOLI	C6EK60
RMF_ECOLI	C6EI29
RMLA1_ECOLI	C6EAR8
RNFE_ECOLI	C6EDL4
RNZ_ECOLI	C6E9T1
RODA_ECOLI	C6EK59
RODZ_ECOLI	C6EKJ3
RP54_ECOLI	C6EH25
RPIB_ECOLI	C6ED33
RPIR_ECOLI	C6ED34
RPOS_ECOLI	C6EJC6
RPOZ_ECOLI	C6EDE1
RRAA_ECOLI	C6EEW9
RS1_ECOLI	C6EI71
RS12_ECOLI	C6EGC2
RS18_ECOLI	C6ECE7
RS20_ECOLI	C6EB30
RS21_ECOLI	C6EHT0
RS3_ECOLI	C6EGF2
RSEA_ECOLI	C6EK15
RSMG_ECOLI	C6EG63
RSPA_ECOLI	C6EDR7
RSPB_ECOLI	C6EDR8
RTCA_ECOLI	C6EFF4
RTCR_ECOLI	C6EFF2
RUTD_ECOLI	C6EHJ8
RUTG_ECOLI	C6EHK1
RUVC_ECOLI	C6EBW4
SBM_ECOLI	C6EIJ2
SDHD_ECOLI	C6ELA2
SDHM_ECOLI	C6EJ74
SDIA_ECOLI	C6EBE5
SELA_ECOLI	C6EE84
SELU_ECOLI	C6EKW2
SETA_ECOLI	C6EAY4
SETB_ECOLI	C6EA28
SETC_ECOLI	C6EDB2
SFA_ECOLI	C6EHL7
SFMA_ECOLI	C6EKT6
SFMC_ECOLI	C6EKT5
SFMD_ECOLI	C6EKT4
SFMF_ECOLI	C6EKT2
SFMH_ECOLI	C6EKT3
SGBE_ECOLI	C6EE96
SGBH_ECOLI	C6EE98
SGBU_ECOLI	C6EE97
SGCA_ECOLI	C6EC57
SGCC_ECOLI	C6EC55
SGCE_ECOLI	C6EC58
SGCQ_ECOLI	C6EC56
SGCR_ECOLI	C6EC59
SGCX_ECOLI	C6EBT0
SGRR_ECOLI	C6EAY6
SKP_ECOLI	C6EAA7
SOHA_ECOLI	C6EH97
SOHB_ECOLI	C6EFW5
SOTB_ECOLI	C6EDW1
SOXS_ECOLI	C6ED62
SPY_ECOLI	C6ECL5
SRA_ECOLI	C6EEN7
SRLD_ECOLI	C6EJS6
SRLR_ECOLI	C6EJS4
SRMB_ECOLI	C6EK10
SSUB_ECOLI	C6EI49
SSUC_ECOLI	C6EI48
STPA_ECOLI	C6EJV6
SUCD_ECOLI	C6EJK9
SUCP_ECOLI	C6EFS3
SUFE_ECOLI	C6ECS6
SUGE_ECOLI	C6ECX5
SUHB_ECOLI	C6EKH4
SULA_ECOLI	C6EI23
SURA_ECOLI	C6EB00
SYA_ECOLI	C6EJT4
SYFB_ECOLI	C6ECP4
SYGA_ECOLI	C6EEB9
SYME_ECOLI	C6EBN4
SYY_ECOLI	C6EDK8
T1MK_ECOLI	C6EBN1
T1RK_ECOLI	C6EBN0
TAM_ECOLI	C6EEK4
TATA_ECOLI	C6EF60
TATD_ECOLI	C6EF57
TAUA_ECOLI	C6ELL9
TAUB_ECOLI	C6ELL8
TAUC_ECOLI	C6ELL7
TDCD_ECOLI	C6EHA9
TDCG_ECOLI	C6EHB2
TDCR_ECOLI	C6EHA5
TEHA_ECOLI	C6EET4
TEHB_ECOLI	C6EET3
TESA_ECOLI	C6EKX0
TESC_ECOLI	C6EL20
THGA_ECOLI	C6ELN8
THIB_ECOLI	C6EAY7
THII_ECOLI	C6EL46
THIM_ECOLI	C6EAK6
THIO_ECOLI	C6EG32
THIP_ECOLI	C6EAY8
THIQ_ECOLI	C6EAY9
TILS_ECOLI	C6EA97
TNAB_ECOLI	C6EG94
TOLA_ECOLI	C6EJJ8
TONB_ECOLI	C6EFY4
TORZ_ECOLI	C6EBV5
TPX_ECOLI	C6EFQ8
TQSA_ECOLI	C6EDP7
TREA_ECOLI	C6EGS0
TRKA_ECOLI	C6EGH7
TRMN6_ECOLI	C6EK11
TRPA_ECOLI	C6EFX6
TRPC_ECOLI	C6EFX4
TRPR_ECOLI	C6EBH8
TTDT_ECOLI	C6EHT2
DMLA_ECOLI	C6EC30
TUSA_ECOLI	C6EFA4
TUSB_ECOLI	C6EGC1
TUSC_ECOLI	C6EGC0
TYRP_ECOLI	C6EBF2
UBIA_ECOLI	C6EDY0
UGPQ_ECOLI	C6EFC5
UHPB_ECOLI	C6EDA1
UIDB_ECOLI	C6EDN1
UIDC_ECOLI	C6EDN2
ULAB_ECOLI	C6ECF5
ULAC_ECOLI	C6ECF4
UMUD_ECOLI	C6EGT4
USG_ECOLI	C6ELD4
USHA_ECOLI	C6EKY4
UUP_ECOLI	C6EI33
UVRA_ECOLI	C6ED66
UVRY_ECOLI	C6EBE8
UXAB_ECOLI	C6EEK2
UXUA_ECOLI	C6EBR1
UXUB_ECOLI	C6EBR0
UXUR_ECOLI	C6EBQ8
VSR_ECOLI	C6EBA6
WCAD_ECOLI	C6EAQ1
WECA_ECOLI	C6EG28
WECF_ECOLI	C6EG19
WRBA_ECOLI	C6EHK3
WZXE_ECOLI	C6EG20
WZYE_ECOLI	C6EG18
WZZB_ECOLI	C6EB58
XDHC_ECOLI	C6EIP0
XDHD_ECOLI	C6EIM7
XYLB_ECOLI	C6EEB4
XYLE_ECOLI	C6EDZ2
XYLH_ECOLI	C6EEB1
XYLS_ECOLI	C6EDD3
YAAW_ECOLI	C6EB42
YAAY_ECOLI	C6EB29
YABI_ECOLI	C6EAZ0
YACG_ECOLI	C6EAV5
YACH_ECOLI	C6EAU0
YADH_ECOLI	C6EAS9
YADK_ECOLI	C6EAS1
YADM_ECOLI	C6EAE6
YADN_ECOLI	C6EAE3
YADS_ECOLI	C6EAC7
YAEF_ECOLI	C6EA91
YAEI_ECOLI	C6EAC0
YAER_ECOLI	C6EA98
YAFN_ECOLI	C6EA55
YAFO_ECOLI	C6EA54
YAFP_ECOLI	C6EA53
YAFQ_ECOLI	C6EA63
YAFT_ECOLI	C6EA74
YAGQ_ECOLI	C6EA40
YAGR_ECOLI	C6EA39
YAGS_ECOLI	C6EA38
YAGT_ECOLI	C6EA37
YAGU_ECOLI	C6EA36
YAGV_ECOLI	C6EA34
YAGW_ECOLI	C6EA33
YAGX_ECOLI	C6EA32
YAHA_ECOLI	C6ELR5
YAHB_ECOLI	C6ELR4
YAHC_ECOLI	C6ELR3
YAHD_ECOLI	C6ELR2
YAHE_ECOLI	C6ELR1
YAHF_ECOLI	C6ELR0
YAHG_ECOLI	C6ELQ9
YAHJ_ECOLI	C6ELQ6
YAHK_ECOLI	C6ELQ5
YAHL_ECOLI	C6ELQ4
YAHM_ECOLI	C6ELQ3
YAHN_ECOLI	C6ELQ2
YAHO_ECOLI	C6ELQ1
YAIA_ECOLI	C6ELJ8
YAIO_ECOLI	C6ELM2
YAIV_ECOLI	C6ELL3
YAIW_ECOLI	C6ELK9
YAJI_ECOLI	C6ELH2
YBAJ_ECOLI	C6EL03
YBAK_ECOLI	C6EKY3
YBAL_ECOLI	C6EKY6
YBAM_ECOLI	C6EKZ8
YBAN_ECOLI	C6EKZ6
YBAP_ECOLI	C6EKY2
YBAQ_ECOLI	C6EKY1
YBAT_ECOLI	C6EKX8
YBAV_ECOLI	C6EL21
YBBA_ECOLI	C6EKW9
YBBC_ECOLI	C6EKW6
YBBJ_ECOLI	C6EKX6
YBBM_ECOLI	C6EKX3
YBBN_ECOLI	C6EKX2
YBBO_ECOLI	C6EKX1
YBBP_ECOLI	C6EKW8
YBCI_ECOLI	C6EKT9
YBCJ_ECOLI	C6EKT8
YBDJ_ECOLI	C6EKC1
YBDL_ECOLI	C6EK94
YBDR_ECOLI	C6EK86
YBEB_ECOLI	C6EK56
YBEF_ECOLI	C6EK64
YBEQ_ECOLI	C6EK49
YBEQ_ECOLI	C6EK48
YBER_ECOLI	C6EK47
YBEY_ECOLI	C6EK36
YBFA_ECOLI	C6EJN5
YBFB_ECOLI	C6EJN4
YBFC_ECOLI	C6EJN3
YBFE_ECOLI	C6EJP9
YBFP_ECOLI	C6EJP5
YBGD_ECOLI	C6EJL9
YBGL_ECOLI	C6EJM5
YBGO_ECOLI	C6EJM2
YBGP_ECOLI	C6EJM1
YBGQ_ECOLI	C6EJM0
YBHG_ECOLI	C6EIY7
YBHK_ECOLI	C6EJ02
YBHM_ECOLI	C6EIZ5
YBHN_ECOLI	C6EIZ4
YBHQ_ECOLI	C6EIZ1
YBIA_ECOLI	C6EIY4
YBIH_ECOLI	C6EIY6
YBII_ECOLI	C6EIX9
YBIJ_ECOLI	C6EIY0
YBIO_ECOLI	C6EIX4
YBIR_ECOLI	C6EIW4
YBIU_ECOLI	C6EIW1
YBJC_ECOLI	C6EIQ5
YBJE_ECOLI	C6EIA7
YBJJ_ECOLI	C6EIT8
YBJP_ECOLI	C6EIB6
YBJS_ECOLI	C6EIB3
YCAC_ECOLI	C6EI85
YCAI_ECOLI	C6EI69
YCAK_ECOLI	C6EI81
YCAM_ECOLI	C6EI83
YCAN_ECOLI	C6EI82
YCAQ_ECOLI	C6EI66
YCAR_ECOLI	C6EI65
YCBC_ECOLI	C6EI62
YCBF_ECOLI	C6EI38
YCBQ_ECOLI	C6EI44
YCBR_ECOLI	C6EI43
YCBS_ECOLI	C6EI42
YCBT_ECOLI	C6EI41
YCBU_ECOLI	C6EI40
YCBV_ECOLI	C6EI39
YCCE_ECOLI	C6EHK6
YCCJ_ECOLI	C6EHK4
YCDT_ECOLI	C6EHI2
YCED_ECOLI	C6EHC6
YCEK_ECOLI	C6EHG2
YCEO_ECOLI	C6EHF5
YCFJ_ECOLI	C6EGY2
YCFT_ECOLI	C6EGX7
YCFZ_ECOLI	C6EGX0
YCGE_ECOLI	C6EGV2
YCGF_ECOLI	C6EGV1
YCGG_ECOLI	C6EGU6
YCGK_ECOLI	C6EGT8
YCGV_ECOLI	C6EGR5
YCGX_ECOLI	C6EGV3
YCGY_ECOLI	C6EGS1
YCGZ_ECOLI	C6EGV0
YCHM_ECOLI	C6EGR0
YCIC_ECOLI	C6EFY1
YCIE_ECOLI	C6EFX9
YCIF_ECOLI	C6EFX8
YCIG_ECOLI	C6EFX7
YCIH_ECOLI	C6EFV2
YCIS_ECOLI	C6EFV5
YCIW_ECOLI	C6EFU5
YCJD_ECOLI	C6EFU3
YCJN_ECOLI	C6EFS2
YCJO_ECOLI	C6EFS1
YCJP_ECOLI	C6EFS0
YCJQ_ECOLI	C6EFR9
YCJR_ECOLI	C6EFR8
YCJS_ECOLI	C6EFR7
YCJT_ECOLI	C6EFR6
YCJW_ECOLI	C6EFR2
YCJY_ECOLI	C6EFQ4
YCJZ_ECOLI	C6EFQ3
YDAM_ECOLI	C6EFP2
YDBD_ECOLI	C6EEV6
YDBL_ECOLI	C6EEW1
YDCA_ECOLI	C6EEU3
YDCD_ECOLI	C6EEQ5
YDCH_ECOLI	C6EET7
YDCI_ECOLI	C6EEU0
YDCJ_ECOLI	C6EET9
YDCK_ECOLI	C6EET5
YDCL_ECOLI	C6EET2
YDCN_ECOLI	C6EES9
YDCO_ECOLI	C6EET0
YDCP_ECOLI	C6EES8
YDCQ_ECOLI	C6EES5
YDCR_ECOLI	C6EES4
YDCS_ECOLI	C6EES3
YDCT_ECOLI	C6EES2
YDCU_ECOLI	C6EES1
YDCX_ECOLI	C6EER8
YDCY_ECOLI	C6EER7
YDCZ_ECOLI	C6EER6
YDDA_ECOLI	C6EEM1
YDDB_ECOLI	C6EEM2
YDDL_ECOLI	C6EEP5
YDDM_ECOLI	C6EEP0
DOSC_ECOLI	C6EEM7
YDEE_ECOLI	C6EDV3
YDEI_ECOLI	C6EDV0
YDEJ_ECOLI	C6EDU9
YDEN_ECOLI	C6EEL9
YDEQ_ECOLI	C6EEL5
YDER_ECOLI	C6EEL4
YDES_ECOLI	C6EEL3
YDFE_ECOLI	C6EDR9
YDFZ_ECOLI	C6EDU5
YDGH_ECOLI	C6EDP4
YDGK_ECOLI	C6EDM0
YDHC_ECOLI	C6ECU3
YDHI_ECOLI	C6EDK2
YDHJ_ECOLI	C6EDK1
YDHK_ECOLI	C6EDK0
YDHL_ECOLI	C6ECV5
YDHO_ECOLI	C6ECU8
YDHP_ECOLI	C6ECU6
YDHR_ECOLI	C6ECT8
YDHS_ECOLI	C6ECT7
YDHV_ECOLI	C6ECT2
YDHW_ECOLI	C6ECT3
YDHX_ECOLI	C6ECT4
YDHZ_ECOLI	C6ECT0
YDIE_ECOLI	C6ECQ1
YDIF_ECOLI	C6ECR3
YDIK_ECOLI	C6ECR8
YDIL_ECOLI	C6ECR7
YDIO_ECOLI	C6ECR2
YDIU_ECOLI	C6ECQ0
YDJG_ECOLI	C6ECI6
YDJI_ECOLI	C6ECI4
YDJK_ECOLI	C6ECI2
YDJN_ECOLI	C6ECM9
YDJO_ECOLI	C6ECM8
YDJX_ECOLI	C6ECK7
YDJY_ECOLI	C6ECK6
YEAC_ECOLI	C6EC52
YEAJ_ECOLI	C6EC44
YEAK_ECOLI	C6EC43
YEAM_ECOLI	C6EC41
YEAN_ECOLI	C6EC40
YEAR_ECOLI	C6EC33
DMLR_ECOLI	C6EC31
YEAW_ECOLI	C6EC29
YEAX_ECOLI	C6EC28
YEBG_ECOLI	C6EBY0
YEBO_ECOLI	C6EC05
YEBR_ECOLI	C6EBZ7
YEBV_ECOLI	C6EBZ3
YEBY_ECOLI	C6EBZ0
YECC_ECOLI	C6EBE4
YECF_ECOLI	C6EBE6
YECH_ECOLI	C6EBF3
YECR_ECOLI	C6EBF5
YECS_ECOLI	C6EBE3
YECT_ECOLI	C6EBV0
YEDA_ECOLI	C6EBA7
YEDD_ECOLI	C6EBD3
YEDE_ECOLI	C6EBD2
YEDF_ECOLI	C6EBD1
YEDI_ECOLI	C6EBA8
YEDJ_ECOLI	C6EBA4
YEDK_ECOLI	C6EBD0
YEDL_ECOLI	C6EBC9
YEDQ_ECOLI	C6EBB0
YEDR_ECOLI	C6EBA3
YEDY_ECOLI	C6EB97
YEED_ECOLI	C6EB71
YEEE_ECOLI	C6EB70
YEEJ_ECOLI	C6EB89
