Total Length (aa)	
408	EUTH_ECOLI
408	EUTH_ECOLI
408	EUTH_ECOLI
259	YCBC_ECOLI
259	YCBC_ECOLI
259	YCBC_ECOLI
259	YCBC_ECOLI
259	YCBC_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
701	CSTA_ECOLI
512	CADC_ECOLI
512	CADC_ECOLI
512	CADC_ECOLI
512	CADC_ECOLI
512	CADC_ECOLI
512	CADC_ECOLI
512	CADC_ECOLI
512	CADC_ECOLI
512	CADC_ECOLI
561	YBJL_ECOLI
561	YBJL_ECOLI
561	YBJL_ECOLI
561	YBJL_ECOLI
561	YBJL_ECOLI
561	YBJL_ECOLI
561	YBJL_ECOLI
561	YBJL_ECOLI
561	YBJL_ECOLI
561	YBJL_ECOLI
287	NAPH_ECOLI
287	NAPH_ECOLI
287	NAPH_ECOLI
287	NAPH_ECOLI
287	NAPH_ECOLI
287	NAPH_ECOLI
388	UDG_ECOLI
388	UDG_ECOLI
388	UDG_ECOLI
292	DGOK_ECOLI
292	DGOK_ECOLI
292	DGOK_ECOLI
292	DGOK_ECOLI
292	DGOK_ECOLI
284	YNFH_ECOLI
284	YNFH_ECOLI
284	YNFH_ECOLI
352	YEEE_ECOLI
352	YEEE_ECOLI
352	YEEE_ECOLI
352	YEEE_ECOLI
352	YEEE_ECOLI
352	YEEE_ECOLI
352	YEEE_ECOLI
352	YEEE_ECOLI
256	YADH_ECOLI
256	YADH_ECOLI
256	YADH_ECOLI
256	YADH_ECOLI
256	YADH_ECOLI
516	YLAB_ECOLI
516	YLAB_ECOLI
516	YLAB_ECOLI
516	YLAB_ECOLI
516	YLAB_ECOLI
516	YLAB_ECOLI
516	YLAB_ECOLI
516	YLAB_ECOLI
516	YLAB_ECOLI
196	YDJM_ECOLI
196	YDJM_ECOLI
196	YDJM_ECOLI
196	YDJM_ECOLI
171	TATB_ECOLI
152	YOBD_ECOLI
152	YOBD_ECOLI
152	YOBD_ECOLI
318	FECD_ECOLI
318	FECD_ECOLI
318	FECD_ECOLI
318	FECD_ECOLI
318	FECD_ECOLI
318	FECD_ECOLI
318	FECD_ECOLI
318	FECD_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
549	ACTP_ECOLI
850	PBPA_ECOLI
850	PBPA_ECOLI
850	PBPA_ECOLI
850	PBPA_ECOLI
850	PBPA_ECOLI
850	PBPA_ECOLI
850	PBPA_ECOLI
126	YIGF_ECOLI
126	YIGF_ECOLI
126	YIGF_ECOLI
799	PBPB_ECOLI
799	PBPB_ECOLI
799	PBPB_ECOLI
799	PBPB_ECOLI
799	PBPB_ECOLI
799	PBPB_ECOLI
110	YAJC_ECOLI
110	YAJC_ECOLI
119	YIJD_ECOLI
119	YIJD_ECOLI
119	YIJD_ECOLI
201	LEUD_ECOLI
201	LEUD_ECOLI
201	LEUD_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
601	KEFB_ECOLI
299	YHJC_ECOLI
299	YHJC_ECOLI
396	INTB_ECOLI
396	INTB_ECOLI
286	YJIK_ECOLI
286	YJIK_ECOLI
286	YJIK_ECOLI
398	YJGN_ECOLI
398	YJGN_ECOLI
398	YJGN_ECOLI
398	YJGN_ECOLI
398	YJGN_ECOLI
398	YJGN_ECOLI
398	YJGN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
463	YDJN_ECOLI
382	YCAD_ECOLI
382	YCAD_ECOLI
382	YCAD_ECOLI
382	YCAD_ECOLI
382	YCAD_ECOLI
382	YCAD_ECOLI
382	YCAD_ECOLI
382	YCAD_ECOLI
382	YCAD_ECOLI
382	YCAD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
471	MDTD_ECOLI
291	NANK_ECOLI
291	NANK_ECOLI
291	NANK_ECOLI
291	NANK_ECOLI
291	NANK_ECOLI
262	THIM_ECOLI
262	THIM_ECOLI
262	THIM_ECOLI
262	THIM_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
425	YIAN_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
898	ATMA_ECOLI
506	AER_ECOLI
506	AER_ECOLI
506	AER_ECOLI
506	AER_ECOLI
506	AER_ECOLI
506	AER_ECOLI
506	AER_ECOLI
569	YICH_ECOLI
569	YICH_ECOLI
367	GLF_ECOLI
367	GLF_ECOLI
112	YAFU_ECOLI
262	YCFZ_ECOLI
262	YCFZ_ECOLI
262	YCFZ_ECOLI
262	YCFZ_ECOLI
262	YCFZ_ECOLI
262	YCFZ_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
485	PTIBC_ECOLI
231	YEDJ_ECOLI
231	YEDJ_ECOLI
231	YEDJ_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
453	YJJL_ECOLI
185	DSBE_ECOLI
185	DSBE_ECOLI
185	DSBE_ECOLI
355	YHII_ECOLI
355	YHII_ECOLI
65	YJET_ECOLI
65	YJET_ECOLI
465	ZRAS_ECOLI
465	ZRAS_ECOLI
465	ZRAS_ECOLI
465	ZRAS_ECOLI
465	ZRAS_ECOLI
465	ZRAS_ECOLI
465	ZRAS_ECOLI
465	ZRAS_ECOLI
465	ZRAS_ECOLI
465	ZRAS_ECOLI
425	YQCE_ECOLI
425	YQCE_ECOLI
425	YQCE_ECOLI
425	YQCE_ECOLI
425	YQCE_ECOLI
425	YQCE_ECOLI
425	YQCE_ECOLI
425	YQCE_ECOLI
425	YQCE_ECOLI
425	YQCE_ECOLI
69	CCMD_ECOLI
274	THIK_ECOLI
274	THIK_ECOLI
274	THIK_ECOLI
274	THIK_ECOLI
232	YAGL_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
949	RCSC_ECOLI
350	YHIM_ECOLI
350	YHIM_ECOLI
350	YHIM_ECOLI
350	YHIM_ECOLI
350	YHIM_ECOLI
84	YMGE_ECOLI
84	YMGE_ECOLI
84	YMGE_ECOLI
409	YQEG_ECOLI
409	YQEG_ECOLI
409	YQEG_ECOLI
409	YQEG_ECOLI
409	YQEG_ECOLI
409	YQEG_ECOLI
409	YQEG_ECOLI
409	YQEG_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
443	YAAU_ECOLI
332	YFEH_ECOLI
332	YFEH_ECOLI
332	YFEH_ECOLI
332	YFEH_ECOLI
332	YFEH_ECOLI
332	YFEH_ECOLI
332	YFEH_ECOLI
323	YFBL_ECOLI
323	YFBL_ECOLI
323	YFBL_ECOLI
323	YFBL_ECOLI
266	PTNC_ECOLI
266	PTNC_ECOLI
266	PTNC_ECOLI
266	PTNC_ECOLI
266	PTNC_ECOLI
266	PTNC_ECOLI
134	YRFA_ECOLI
134	YRFA_ECOLI
370	RODA_ECOLI
370	RODA_ECOLI
370	RODA_ECOLI
370	RODA_ECOLI
370	RODA_ECOLI
370	RODA_ECOLI
370	RODA_ECOLI
370	RODA_ECOLI
527	YBIP_ECOLI
527	YBIP_ECOLI
527	YBIP_ECOLI
527	YBIP_ECOLI
527	YBIP_ECOLI
159	RSEC_ECOLI
159	RSEC_ECOLI
159	RSEC_ECOLI
323	MSBB_ECOLI
323	MSBB_ECOLI
323	MSBB_ECOLI
323	MSBB_ECOLI
323	MSBB_ECOLI
50	HOKE_ECOLI
271	ATP6_ECOLI
271	ATP6_ECOLI
271	ATP6_ECOLI
271	ATP6_ECOLI
271	ATP6_ECOLI
271	ATP6_ECOLI
271	ATP6_ECOLI
271	ATP6_ECOLI
231	RNFE_ECOLI
231	RNFE_ECOLI
231	RNFE_ECOLI
231	RNFE_ECOLI
129	DHSC_ECOLI
129	DHSC_ECOLI
129	DHSC_ECOLI
274	RCNA_ECOLI
274	RCNA_ECOLI
274	RCNA_ECOLI
274	RCNA_ECOLI
274	RCNA_ECOLI
274	RCNA_ECOLI
381	YFDE_ECOLI
381	YFDE_ECOLI
381	YFDE_ECOLI
381	YFDE_ECOLI
381	YFDE_ECOLI
381	YFDE_ECOLI
475	YFHK_ECOLI
475	YFHK_ECOLI
475	YFHK_ECOLI
475	YFHK_ECOLI
475	YFHK_ECOLI
475	YFHK_ECOLI
475	YFHK_ECOLI
306	GSIC_ECOLI
306	GSIC_ECOLI
306	GSIC_ECOLI
306	GSIC_ECOLI
306	GSIC_ECOLI
306	GSIC_ECOLI
291	LGT_ECOLI
291	LGT_ECOLI
291	LGT_ECOLI
291	LGT_ECOLI
291	LGT_ECOLI
291	LGT_ECOLI
291	LGT_ECOLI
158	FXSA_ECOLI
158	FXSA_ECOLI
158	FXSA_ECOLI
89	YLIL_ECOLI
425	YGGP_ECOLI
425	YGGP_ECOLI
425	YGGP_ECOLI
425	YGGP_ECOLI
425	YGGP_ECOLI
425	YGGP_ECOLI
425	YGGP_ECOLI
425	YGGP_ECOLI
425	YGGP_ECOLI
276	EFEU_ECOLI
276	EFEU_ECOLI
276	EFEU_ECOLI
276	EFEU_ECOLI
276	EFEU_ECOLI
276	EFEU_ECOLI
276	EFEU_ECOLI
276	EFEU_ECOLI
726	ETK_ECOLI
726	ETK_ECOLI
726	ETK_ECOLI
726	ETK_ECOLI
726	ETK_ECOLI
726	ETK_ECOLI
726	ETK_ECOLI
726	ETK_ECOLI
726	ETK_ECOLI
341	YEJE_ECOLI
341	YEJE_ECOLI
341	YEJE_ECOLI
341	YEJE_ECOLI
341	YEJE_ECOLI
341	YEJE_ECOLI
341	YEJE_ECOLI
341	YEJE_ECOLI
454	YAJR_ECOLI
454	YAJR_ECOLI
454	YAJR_ECOLI
454	YAJR_ECOLI
454	YAJR_ECOLI
454	YAJR_ECOLI
454	YAJR_ECOLI
454	YAJR_ECOLI
454	YAJR_ECOLI
355	YGHQ_ECOLI
355	YGHQ_ECOLI
355	YGHQ_ECOLI
355	YGHQ_ECOLI
355	YGHQ_ECOLI
355	YGHQ_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
550	ARNT_ECOLI
49	HOKB_ECOLI
219	YEBE_ECOLI
219	YEBE_ECOLI
219	YEBE_ECOLI
219	YEBE_ECOLI
253	YDEO_ECOLI
253	YDEO_ECOLI
253	YDEO_ECOLI
253	YDEO_ECOLI
379	HCAT_ECOLI
379	HCAT_ECOLI
379	HCAT_ECOLI
379	HCAT_ECOLI
379	HCAT_ECOLI
379	HCAT_ECOLI
379	HCAT_ECOLI
379	HCAT_ECOLI
155	YIGI_ECOLI
155	YIGI_ECOLI
69	MOKC_ECOLI
33	YKGR_ECOLI
34	YMIB_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
741	YBIO_ECOLI
327	ZNTB_ECOLI
327	ZNTB_ECOLI
327	ZNTB_ECOLI
275	POTB_ECOLI
275	POTB_ECOLI
275	POTB_ECOLI
275	POTB_ECOLI
275	POTB_ECOLI
275	POTB_ECOLI
577	RECJ_ECOLI
577	RECJ_ECOLI
577	RECJ_ECOLI
577	RECJ_ECOLI
577	RECJ_ECOLI
577	RECJ_ECOLI
272	YEGX_ECOLI
272	YEGX_ECOLI
272	YEGX_ECOLI
272	YEGX_ECOLI
295	MOTA_ECOLI
295	MOTA_ECOLI
295	MOTA_ECOLI
295	MOTA_ECOLI
295	MOTA_ECOLI
295	MOTA_ECOLI
165	YAHC_ECOLI
165	YAHC_ECOLI
165	YAHC_ECOLI
165	YAHC_ECOLI
449	YJHF_ECOLI
449	YJHF_ECOLI
449	YJHF_ECOLI
449	YJHF_ECOLI
449	YJHF_ECOLI
449	YJHF_ECOLI
449	YJHF_ECOLI
449	YJHF_ECOLI
449	YJHF_ECOLI
449	YJHF_ECOLI
372	YBIR_ECOLI
372	YBIR_ECOLI
372	YBIR_ECOLI
372	YBIR_ECOLI
372	YBIR_ECOLI
372	YBIR_ECOLI
372	YBIR_ECOLI
372	YBIR_ECOLI
372	YBIR_ECOLI
372	YBIR_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
530	PTOCB_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
692	FLHA_ECOLI
559	YHJU_ECOLI
559	YHJU_ECOLI
559	YHJU_ECOLI
559	YHJU_ECOLI
559	YHJU_ECOLI
559	YHJU_ECOLI
484	ALLP_ECOLI
484	ALLP_ECOLI
484	ALLP_ECOLI
484	ALLP_ECOLI
484	ALLP_ECOLI
484	ALLP_ECOLI
484	ALLP_ECOLI
484	ALLP_ECOLI
484	ALLP_ECOLI
484	ALLP_ECOLI
282	YFHH_ECOLI
282	YFHH_ECOLI
282	YFHH_ECOLI
282	YFHH_ECOLI
399	LOLC_ECOLI
399	LOLC_ECOLI
399	LOLC_ECOLI
399	LOLC_ECOLI
399	LOLC_ECOLI
399	LOLC_ECOLI
399	LOLC_ECOLI
399	LOLC_ECOLI
555	HYFG_ECOLI
555	HYFG_ECOLI
555	HYFG_ECOLI
555	HYFG_ECOLI
555	HYFG_ECOLI
555	HYFG_ECOLI
555	HYFG_ECOLI
285	CDSA_ECOLI
285	CDSA_ECOLI
285	CDSA_ECOLI
285	CDSA_ECOLI
285	CDSA_ECOLI
285	CDSA_ECOLI
293	YNEJ_ECOLI
293	YNEJ_ECOLI
293	YNEJ_ECOLI
293	YNEJ_ECOLI
378	YHHI_ECOLI
378	YHHI_ECOLI
378	YHHI_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
446	GNTU_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
474	PTYBC_ECOLI
422	YGAF_ECOLI
422	YGAF_ECOLI
422	YGAF_ECOLI
422	YGAF_ECOLI
422	YGAF_ECOLI
422	YGAF_ECOLI
102	YAIY_ECOLI
398	GSPF_ECOLI
398	GSPF_ECOLI
398	GSPF_ECOLI
398	GSPF_ECOLI
398	GSPF_ECOLI
398	GSPF_ECOLI
412	YBDR_ECOLI
412	YBDR_ECOLI
412	YBDR_ECOLI
412	YBDR_ECOLI
412	YBDR_ECOLI
412	YBDR_ECOLI
412	YBDR_ECOLI
546	MCP3_ECOLI
546	MCP3_ECOLI
546	MCP3_ECOLI
546	MCP3_ECOLI
546	MCP3_ECOLI
487	TTDT_ECOLI
487	TTDT_ECOLI
487	TTDT_ECOLI
487	TTDT_ECOLI
487	TTDT_ECOLI
487	TTDT_ECOLI
487	TTDT_ECOLI
487	TTDT_ECOLI
487	TTDT_ECOLI
271	DJLA_ECOLI
271	DJLA_ECOLI
271	DJLA_ECOLI
271	DJLA_ECOLI
349	SOHB_ECOLI
349	SOHB_ECOLI
349	SOHB_ECOLI
349	SOHB_ECOLI
136	YAGP_ECOLI
136	YAGP_ECOLI
136	YAGP_ECOLI
500	YJGR_ECOLI
500	YJGR_ECOLI
500	YJGR_ECOLI
428	AMTB_ECOLI
428	AMTB_ECOLI
428	AMTB_ECOLI
428	AMTB_ECOLI
428	AMTB_ECOLI
428	AMTB_ECOLI
428	AMTB_ECOLI
428	AMTB_ECOLI
428	AMTB_ECOLI
321	YTFF_ECOLI
321	YTFF_ECOLI
321	YTFF_ECOLI
321	YTFF_ECOLI
321	YTFF_ECOLI
321	YTFF_ECOLI
321	YTFF_ECOLI
321	YTFF_ECOLI
321	YTFF_ECOLI
321	YTFF_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
417	YNFM_ECOLI
494	GPPA_ECOLI
494	GPPA_ECOLI
494	GPPA_ECOLI
494	GPPA_ECOLI
494	GPPA_ECOLI
337	RODZ_ECOLI
378	YBFL_ECOLI
378	YBFL_ECOLI
378	YBFL_ECOLI
378	YBFL_ECOLI
364	YEJB_ECOLI
364	YEJB_ECOLI
364	YEJB_ECOLI
364	YEJB_ECOLI
364	YEJB_ECOLI
364	YEJB_ECOLI
364	YEJB_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
388	NHAA_ECOLI
452	YDJE_ECOLI
452	YDJE_ECOLI
452	YDJE_ECOLI
452	YDJE_ECOLI
452	YDJE_ECOLI
452	YDJE_ECOLI
452	YDJE_ECOLI
452	YDJE_ECOLI
452	YDJE_ECOLI
224	GLTK_ECOLI
224	GLTK_ECOLI
224	GLTK_ECOLI
224	GLTK_ECOLI
224	GLTK_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
394	EMRD_ECOLI
306	DDG_ECOLI
306	DDG_ECOLI
306	DDG_ECOLI
306	DDG_ECOLI
306	DDG_ECOLI
247	COBS_ECOLI
247	COBS_ECOLI
247	COBS_ECOLI
247	COBS_ECOLI
247	COBS_ECOLI
247	COBS_ECOLI
314	NIKB_ECOLI
314	NIKB_ECOLI
314	NIKB_ECOLI
314	NIKB_ECOLI
314	NIKB_ECOLI
314	NIKB_ECOLI
314	NIKB_ECOLI
71	ESSD_ECOLI
71	ESSD_ECOLI
140	YPHA_ECOLI
140	YPHA_ECOLI
140	YPHA_ECOLI
140	YPHA_ECOLI
127	SECE_ECOLI
127	SECE_ECOLI
127	SECE_ECOLI
161	SIXA_ECOLI
161	SIXA_ECOLI
294	FDNH_ECOLI
294	FDNH_ECOLI
294	FDNH_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
457	MDTK_ECOLI
615	SECD_ECOLI
615	SECD_ECOLI
615	SECD_ECOLI
615	SECD_ECOLI
615	SECD_ECOLI
615	SECD_ECOLI
615	SECD_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
1037	MDTF_ECOLI
223	YBIH_ECOLI
223	YBIH_ECOLI
223	YBIH_ECOLI
393	YEAN_ECOLI
393	YEAN_ECOLI
393	YEAN_ECOLI
393	YEAN_ECOLI
393	YEAN_ECOLI
393	YEAN_ECOLI
393	YEAN_ECOLI
393	YEAN_ECOLI
393	YEAN_ECOLI
393	YEAN_ECOLI
145	GSPG_ECOLI
145	GSPG_ECOLI
164	YQHA_ECOLI
164	YQHA_ECOLI
164	YQHA_ECOLI
164	YQHA_ECOLI
371	YJGX_ECOLI
371	YJGX_ECOLI
371	YJGX_ECOLI
371	YJGX_ECOLI
371	YJGX_ECOLI
371	YJGX_ECOLI
371	YJGX_ECOLI
371	YJGX_ECOLI
79	YEIS_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
620	KEFC_ECOLI
511	YNJC_ECOLI
511	YNJC_ECOLI
511	YNJC_ECOLI
511	YNJC_ECOLI
511	YNJC_ECOLI
511	YNJC_ECOLI
511	YNJC_ECOLI
511	YNJC_ECOLI
511	YNJC_ECOLI
436	YHAM_ECOLI
436	YHAM_ECOLI
436	YHAM_ECOLI
436	YHAM_ECOLI
436	YHAM_ECOLI
436	YHAM_ECOLI
436	YHAM_ECOLI
436	YHAM_ECOLI
436	YHAM_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
421	YIHN_ECOLI
374	YHHJ_ECOLI
374	YHHJ_ECOLI
374	YHHJ_ECOLI
374	YHHJ_ECOLI
374	YHHJ_ECOLI
374	YHHJ_ECOLI
374	YHHJ_ECOLI
374	YHHJ_ECOLI
296	MALG_ECOLI
296	MALG_ECOLI
296	MALG_ECOLI
296	MALG_ECOLI
296	MALG_ECOLI
330	TEHA_ECOLI
330	TEHA_ECOLI
330	TEHA_ECOLI
330	TEHA_ECOLI
330	TEHA_ECOLI
330	TEHA_ECOLI
330	TEHA_ECOLI
330	TEHA_ECOLI
681	MAOC_ECOLI
681	MAOC_ECOLI
681	MAOC_ECOLI
681	MAOC_ECOLI
681	MAOC_ECOLI
681	MAOC_ECOLI
681	MAOC_ECOLI
346	BIOB_ECOLI
346	BIOB_ECOLI
346	BIOB_ECOLI
419	HFLK_ECOLI
419	HFLK_ECOLI
131	YGDD_ECOLI
131	YGDD_ECOLI
131	YGDD_ECOLI
427	YEBS_ECOLI
427	YEBS_ECOLI
427	YEBS_ECOLI
427	YEBS_ECOLI
427	YEBS_ECOLI
427	YEBS_ECOLI
427	YEBS_ECOLI
280	YCJP_ECOLI
280	YCJP_ECOLI
280	YCJP_ECOLI
280	YCJP_ECOLI
280	YCJP_ECOLI
280	YCJP_ECOLI
216	ALKB_ECOLI
216	ALKB_ECOLI
216	ALKB_ECOLI
216	ALKB_ECOLI
378	APPB_ECOLI
378	APPB_ECOLI
378	APPB_ECOLI
378	APPB_ECOLI
378	APPB_ECOLI
378	APPB_ECOLI
217	METI_ECOLI
217	METI_ECOLI
217	METI_ECOLI
217	METI_ECOLI
217	METI_ECOLI
217	METI_ECOLI
264	YDCV_ECOLI
264	YDCV_ECOLI
264	YDCV_ECOLI
264	YDCV_ECOLI
264	YDCV_ECOLI
264	YDCV_ECOLI
104	YJCH_ECOLI
1329	FTSK_ECOLI
1329	FTSK_ECOLI
1329	FTSK_ECOLI
1329	FTSK_ECOLI
1329	FTSK_ECOLI
256	YJJP_ECOLI
256	YJJP_ECOLI
256	YJJP_ECOLI
256	YJJP_ECOLI
256	YJJP_ECOLI
256	YJJP_ECOLI
256	YJJP_ECOLI
522	CYDA_ECOLI
522	CYDA_ECOLI
522	CYDA_ECOLI
522	CYDA_ECOLI
522	CYDA_ECOLI
522	CYDA_ECOLI
522	CYDA_ECOLI
522	CYDA_ECOLI
522	CYDA_ECOLI
644	FTSH_ECOLI
644	FTSH_ECOLI
644	FTSH_ECOLI
644	FTSH_ECOLI
644	FTSH_ECOLI
644	FTSH_ECOLI
644	FTSH_ECOLI
644	FTSH_ECOLI
271	GSPC_ECOLI
271	GSPC_ECOLI
271	GSPC_ECOLI
271	GSPC_ECOLI
271	GSPC_ECOLI
890	YOJN_ECOLI
890	YOJN_ECOLI
890	YOJN_ECOLI
890	YOJN_ECOLI
890	YOJN_ECOLI
890	YOJN_ECOLI
890	YOJN_ECOLI
890	YOJN_ECOLI
243	YEHW_ECOLI
243	YEHW_ECOLI
243	YEHW_ECOLI
243	YEHW_ECOLI
243	YEHW_ECOLI
243	YEHW_ECOLI
329	YIID_ECOLI
329	YIID_ECOLI
329	YIID_ECOLI
329	YIID_ECOLI
234	YMFE_ECOLI
234	YMFE_ECOLI
