Accession	Uniprot Entry Name K12	Uniprot Accession BL21(DE3)	Uniprot Entry Name BL21(DE3)	Localization
P75780	FIU_ECOLI	C6EIX7	C6EIX7_ECOBD	H
P75779	YBIX_ECOLI	C6EIX8	C6EIX8_ECOBD	A
P30178	YBIC_ECOLI	C6EIY1	C6EIY1_ECOBD	A
P30177	YBIB_ECOLI	C6EIY2	C6EIY2_ECOBD	A
P27296	DING_ECOLI	C6EIY3	C6EIY3_ECOBD	A
P25888	RHLE_ECOLI	C6EIY5	C6EIY5_ECOBD	A
P0A9U1	YBHF_ECOLI	C6EIY8	C6EIY8_ECOBD	F1
P0AFQ2	YBHS_ECOLI	C6EIY9	C6EIY9_ECOBD	B
P0AFP9	YBHR_ECOLI	C6EIZ0	C6EIZ0_ECOBD	B
P0AAW1	YBHP_ECOLI	C6EIZ2	C6EIZ2_ECOBD	A
P0AA84	YBHO_ECOLI	C6EIZ3	C6EIZ3_ECOBD	F1
P0AAC4	YBHL_ECOLI	C6EIZ6	C6EIZ6_ECOBD	B
P0A738	MOAC_ECOLI	C6EIZ9	C6EIZ9_ECOBD	A
P0AEZ9	MOAB_ECOLI	C6EJ00	C6EJ00_ECOBD	A
P30745	MOAA_ECOLI	C6EJ01	C6EJ01_ECOBD	A
P0A8F8	UVRB_ECOLI	C6EJ03	C6EJ03_ECOBD	A
P03030	LYSR_ECOLI	C6EJ29	C6EJ29_ECOBD	A
P03024	GALR_ECOLI	C6EJ31	C6EJ31_ECOBD	A
P31119	AAS_ECOLI	C6EJ32	C6EJ32_ECOBD	B
P0A9T4	TAS_ECOLI	C6EJ34	C6EJ34_ECOBD	A
P06722	MUTH_ECOLI	C6EJ37	C6EJ37_ECOBD	A
P0A776	RPPH_ECOLI	C6EJ39	C6EJ39_ECOBD	A
P37177	PT1P_ECOLI	C6EJ40	C6EJ40_ECOBD	F1
P60955	LGT_ECOLI	C6EJ41	C6EJ41_ECOBD	B
P0A884	TYSY_ECOLI	C6EJ42	C6EJ42_ECOBD	A
P07648	EX5C_ECOLI	C6EJ47	C6EJ47_ECOBD	A
P05458	PTRA_ECOLI	C6EJ48	C6EJ48_ECOBD	G
P08394	EX5B_ECOLI	C6EJ49	C6EJ49_ECOBD	A
P04993	EX5A_ECOLI	C6EJ50	C6EJ50_ECOBD	A
P0A6C5	ARGA_ECOLI	C6EJ51	C6EJ51_ECOBD	A
P63883	AMIC_ECOLI	C6EJ52	C6EJ52_ECOBD	G
P0A935	MLTA_ECOLI	C6EJ53	C6EJ53_ECOBD	I
Q46927	YGDL_ECOLI	C6EJ54	C6EJ54_ECOBD	B
P0AGF2	YGDK_ECOLI	C6EJ55	C6EJ55_ECOBD	A
Q46925	CSDA_ECOLI	C6EJ56	C6EJ56_ECOBD	A
P0A9F6	GCVA_ECOLI	C6EJ58	C6EJ58_ECOBD	A
P0ADR6	RLMM_ECOLI	C6EJ60	C6EJ60_ECOBD	A
P0ACK8	FUCR_ECOLI	C6EJ61	C6EJ61_ECOBD	A
P0AEN8	FUCM_ECOLI	C6EJ62	C6EJ62_ECOBD	A
P38506	XNI_ECOLI	C6EJ73	C6EJ73_ECOBD	B
P0AAD6	SDAC_ECOLI	C6EJ75	C6EJ75_ECOBD	B
P0ADR8	YGDH_ECOLI	C6EJ77	C6EJ77_ECOBD	A
Q46920	QUEF_ECOLI	C6EJ78	C6EJ78_ECOBD	A
P0A8U0	SYDP_ECOLI	C6EJ79	C6EJ79_ECOBD	F1
P0AES2	GUDH_ECOLI	C6EJ85	C6EJ85_ECOBD	A
P55135	RUMA_ECOLI	C6EJ87	C6EJ87_ECOBD	A
P0A7E5	PYRG_ECOLI	C6EJ92	C6EJ92_ECOBD	B
P0A6P9	ENO_ECOLI	C6EJ93	C6EJ93_ECOBD	A
P64554	YGCF_ECOLI	C6EJ96	C6EJ96_ECOBD	A
P38038	CYSJ_ECOLI	C6EJA8	C6EJA8_ECOBD	A
P17854	CYSH_ECOLI	C6EJB0	C6EJB0_ECOBD	A
P21156	CYSD_ECOLI	C6EJB5	C6EJB5_ECOBD	A
P23845	CYSN_ECOLI	C6EJB6	C6EJB6_ECOBD	A
P0A6J1	CYSC_ECOLI	C6EJB7	C6EJB7_ECOBD	B
Q57261	TRUD_ECOLI	C6EJC2	C6EJC2_ECOBD	A
P0A840	SURE_ECOLI	C6EJC3	C6EJC3_ECOBD	A
P0A7A5	PIMT_ECOLI	C6EJC4	C6EJC4_ECOBD	A
P23909	MUTS_ECOLI	C6EJD4	C6EJD4_ECOBD	B
P24193	HYPE_ECOLI	C6EJD8	C6EJD8_ECOBD	A
P24192	HYPD_ECOLI	C6EJD9	C6EJD9_ECOBD	A
P46130	YBHC_ECOLI	C6EJI8	C6EJI8_ECOBD	I
P62707	GPMA_ECOLI	C6EJI9	C6EJI9_ECOBD	A
P0AB91	AROG_ECOLI	C6EJJ0	C6EJJ0_ECOBD	A
P0AFK2	PNUC_ECOLI	C6EJJ3	C6EJJ3_ECOBD	B
P11458	NADA_ECOLI	C6EJJ4	C6EJJ4_ECOBD	A
P0A912	PAL_ECOLI	C6EJJ6	C6EJJ6_ECOBD	I
P0A855	TOLB_ECOLI	C6EJJ7	C6EJJ7_ECOBD	G
P0ABV6	TOLR_ECOLI	C6EJJ9	C6EJJ9_ECOBD	B
P0ABU9	TOLQ_ECOLI	C6EJK0	C6EJK0_ECOBD	B
P0A8Z3	YBGC_ECOLI	C6EJK1	C6EJK1_ECOBD	F1
P0AAV0	YBGE_ECOLI	C6EJK2	C6EJK2_ECOBD	B
P0ABJ9	CYDA_ECOLI	C6EJK5	C6EJK5_ECOBD	B
P0A836	SUCC_ECOLI	C6EJL0	C6EJL0_ECOBD	A
P0AFG6	ODO2_ECOLI	C6EJL1	C6EJL1_ECOBD	A
P0AFG3	ODO1_ECOLI	C6EJL2	C6EJL2_ECOBD	A
P07014	DHSB_ECOLI	C6EJL3	C6EJL3_ECOBD	F1
P0AC41	DHSA_ECOLI	C6EJL4	C6EJL4_ECOBD	F1
P0AC44	DHSD_ECOLI	C6EJL5	C6EJL5_ECOBD	B
P69054	DHSC_ECOLI	C6EJL6	C6EJL6_ECOBD	B
P0ABH7	CISY_ECOLI	C6EJL8	C6EJL8_ECOBD	A
P50465	END8_ECOLI	C6EJM4	C6EJM4_ECOBD	A
P75745	YBGK_ECOLI	C6EJM6	C6EJM6_ECOBD	A
P0AFP6	YBGI_ECOLI	C6EJM8	C6EJM8_ECOBD	A
P03961	ATKC_ECOLI	C6EJN8	C6EJN8_ECOBD	B
P21866	KDPE_ECOLI	C6EJP0	C6EJP0_ECOBD	A
P36938	PGM_ECOLI	C6EJP6	C6EJP6_ECOBD	A
P0AFY8	SEQA_ECOLI	C6EJP7	C6EJP7_ECOBD	F1
P75736	YBFF_ECOLI	C6EJP8	C6EJP8_ECOBD	A
P61949	FLAV_ECOLI	C6EJQ0	C6EJQ0_ECOBD	A
P0A9A9	FUR_ECOLI	C6EJQ1	C6EJQ1_ECOBD	A
P00962	SYQ_ECOLI	C6EJQ4	C6EJQ4_ECOBD	A
P0A759	NAGB_ECOLI	C6EJQ7	C6EJQ7_ECOBD	B
P0AF18	NAGA_ECOLI	C6EJQ8	C6EJQ8_ECOBD	A
P0AF20	NAGC_ECOLI	C6EJQ9	C6EJQ9_ECOBD	B
P0AF24	NAGD_ECOLI	C6EJR0	C6EJR0_ECOBD	A
P22106	ASNB_ECOLI	C6EJR1	C6EJR1_ECOBD	A
P16433	HYCG_ECOLI	C6EJR2	C6EJR2_ECOBD	A
P37013	NORR_ECOLI	C6EJS2	C6EJS2_ECOBD	A
P17115	GUTQ_ECOLI	C6EJS3	C6EJS3_ECOBD	A
P41052	MLTB_ECOLI	C6EJT0	C6EJT0_ECOBD	I
P77475	YQAB_ECOLI	C6EJT6	C6EJT6_ECOBD	A
P0A6W9	GSH1_ECOLI	C6EJT8	C6EJT8_ECOBD	A
P45578	LUXS_ECOLI	C6EJT9	C6EJT9_ECOBD	A
P0AEJ0	EMRB_ECOLI	C6EJU0	C6EJU0_ECOBD	B
P76630	YGAZ_ECOLI	C6EJU4	C6EJU4_ECOBD	B
P0AFM2	PROX_ECOLI	C6EJU6	C6EJU6_ECOBD	G
P39452	RIR3_ECOLI	C6EJV0	C6EJV0_ECOBD	A
P0A772	NRDI_ECOLI	C6EJV1	C6EJV1_ECOBD	A
P0ADE6	YGAU_ECOLI	C6EJW0	C6EJW0_ECOBD	A
P37338	YGAE_ECOLI	C6EJW1	C6EJW1_ECOBD	A
P22256	GABT_ECOLI	C6EJW3	C6EJW3_ECOBD	A
P37339	YGAF_ECOLI	C6EJW5	C6EJW5_ECOBD	B
P0A832	SSRP_ECOLI	C6EJX3	C6EJX3_ECOBD	A
P0AGL5	YFJG_ECOLI	C6EJX4	C6EJX4_ECOBD	A
P0A937	SMPA_ECOLI	C6EJX6	C6EJX6_ECOBD	I
P0A7B3	PPNK_ECOLI	C6EJX8	C6EJX8_ECOBD	F1
P37908	YFJD_ECOLI	C6EJY0	C6EJY0_ECOBD	B
P0AGD7	SRP54_ECOLI	C6EJY2	C6EJY2_ECOBD	F1
P0A7T3	RS16_ECOLI	C6EJY3	C6EJY3_ECOBD	A
P0A7X6	RIMM_ECOLI	C6EJY4	C6EJY4_ECOBD	A
P0A873	TRMD_ECOLI	C6EJY5	C6EJY5_ECOBD	A
P0A7K6	RL19_ECOLI	C6EJY6	C6EJY6_ECOBD	A
P11289	YFIL_ECOLI	C6EJZ0	C6EJZ0_ECOBD	I
P00888	AROF_ECOLI	C6EJZ1	C6EJZ1_ECOBD	A
P07023	TYRA_ECOLI	C6EJZ2	C6EJZ2_ECOBD	A
P0A9J8	PHEA_ECOLI	C6EJZ3	C6EJZ3_ECOBD	A
P0AC02	YFIO_ECOLI	C6EJZ5	C6EJZ5_ECOBD	I
P33643	RLUD_ECOLI	C6EJZ6	C6EJZ6_ECOBD	A
P63284	CLPB_ECOLI	C6EJZ8	C6EJZ8_ECOBD	A
P0AEX3	KGTP_ECOLI	C6EJZ9	C6EJZ9_ECOBD	B
P23830	PSS_ECOLI	C6EK01	C6EK01_ECOBD	F1
P76594	YFIQ_ECOLI	C6EK02	C6EK02_ECOBD	A
Q47319	YFIP_ECOLI	C6EK03	C6EK03_ECOBD	A
P0AGG4	THIO2_ECOLI	C6EK04	C6EK04_ECOBD	A
P0AGJ5	YFIF_ECOLI	C6EK05	C6EK05_ECOBD	A
P12295	UNG_ECOLI	C6EK06	C6EK06_ECOBD	A
P0AGB6	RPOE_ECOLI	C6EK14	C6EK14_ECOBD	F1
P0AFX9	RSEB_ECOLI	C6EK16	C6EK16_ECOBD	G
P60785	LEPA_ECOLI	C6EK18	C6EK18_ECOBD	F1
P00803	LEP_ECOLI	C6EK19	C6EK19_ECOBD	B
P0A7Y0	RNC_ECOLI	C6EK20	C6EK20_ECOBD	A
P06616	ERA_ECOLI	C6EK21	C6EK21_ECOBD	F1
P0A794	PDXJ_ECOLI	C6EK23	C6EK23_ECOBD	A
P37767	YFHH_ECOLI	C6EK27	C6EK27_ECOBD	B
P68398	TADA_ECOLI	C6EK29	C6EK29_ECOBD	A
P75728	UBIF_ECOLI	C6EK33	C6EK33_ECOBD	B
P0AEI1	MIAB_ECOLI	C6EK34	C6EK34_ECOBD	A
P0A9K3	PHOL_ECOLI	C6EK35	C6EK35_ECOBD	A
P0AE78	CORC_ECOLI	C6EK37	C6EK37_ECOBD	A
P23930	LNT_ECOLI	C6EK38	C6EK38_ECOBD	B
P0AER3	GLTJ_ECOLI	C6EK41	C6EK41_ECOBD	B
P0AER5	GLTK_ECOLI	C6EK42	C6EK42_ECOBD	B
P0AAT9	YBEL_ECOLI	C6EK50	C6EK50_ECOBD	A
P07813	SYL_ECOLI	C6EK51	C6EK51_ECOBD	A
P0A8I8	RLMH_ECOLI	C6EK57	C6EK57_ECOBD	A
P0AD65	PBP2_ECOLI	C6EK58	C6EK58_ECOBD	B
P0AEB2	DACA_ECOLI	C6EK61	C6EK61_ECOBD	F2
P0A8J4	YBED_ECOLI	C6EK62	C6EK62_ECOBD	A
P60720	LIPB_ECOLI	C6EK63	C6EK63_ECOBD	A
P60716	LIPA_ECOLI	C6EK65	C6EK65_ECOBD	A
P0AEF4	DPIA_ECOLI	C6EK72	C6EK72_ECOBD	A
P77510	DPIB_ECOLI	C6EK73	C6EK73_ECOBD	B
P0A9I1	CITE_ECOLI	C6EK78	C6EK78_ECOBD	A
P21338	RNI_ECOLI	C6EK83	C6EK83_ECOBD	G
P39177	USPG_ECOLI	C6EK87	C6EK87_ECOBD	A
P35340	AHPF_ECOLI	C6EK88	C6EK88_ECOBD	A
P0AE08	AHPC_ECOLI	C6EK89	C6EK89_ECOBD	A
P77202	DSBG_ECOLI	C6EK90	C6EK90_ECOBD	G
P10378	ENTE_ECOLI	C6EKA0	C6EKA0_ECOBD	F1
P0AEJ2	ENTC_ECOLI	C6EKA1	C6EKA1_ECOBD	A
P0AEL6	FEPB_ECOLI	C6EKA3	C6EKA3_ECOBD	G
P23878	FEPC_ECOLI	C6EKA7	C6EKA7_ECOBD	F1
P11454	ENTF_ECOLI	C6EKA9	C6EKA9_ECOBD	F1
P38489	NFNB_ECOLI	C6EKC3	C6EKC3_ECOBD	A
P0AAT4	YBDG_ECOLI	C6EKC4	C6EKC4_ECOBD	B
P0ACZ8	CUSR_ECOLI	C6EKD0	C6EKD0_ECOBD	A
P15254	PUR4_ECOLI	C6EKF0	C6EKF0_ECOBD	A
P0AFU4	YFHA_ECOLI	C6EKF3	C6EKF3_ECOBD	A
P24232	HMP_ECOLI	C6EKF5	C6EKF5_ECOBD	A
P0A825	GLYA_ECOLI	C6EKF6	C6EKF6_ECOBD	A
P76586	YPHH_ECOLI	C6EKF7	C6EKF7_ECOBD	B
P76585	YPHG_ECOLI	C6EKF8	C6EKF8_ECOBD	A
P77509	YPHE_ECOLI	C6EKG0	C6EKG0_ECOBD	F1
P54901	CSIE_ECOLI	C6EKH2	C6EKH2_ECOBD	A
P0AE01	TRMJ_ECOLI	C6EKH5	C6EKH5_ECOBD	A
P0AGK8	ISCR_ECOLI	C6EKH6	C6EKH6_ECOBD	A
P0A6B7	ISCS_ECOLI	C6EKH7	C6EKH7_ECOBD	A
P0ACD4	NIFU_ECOLI	C6EKH8	C6EKH8_ECOBD	A
P0A6L9	HSCB_ECOLI	C6EKI0	C6EKI0_ECOBD	A
P0A6Z1	HSCA_ECOLI	C6EKI1	C6EKI1_ECOBD	A
P37095	PEPB_ECOLI	C6EKI4	C6EKI4_ECOBD	A
P0AFZ1	SSEB_ECOLI	C6EKI5	C6EKI5_ECOBD	A
P31142	THTM_ECOLI	C6EKI8	C6EKI8_ECOBD	A
P76578	YFHM_ECOLI	C6EKI9	C6EKI9_ECOBD	E
P0A763	NDK_ECOLI	C6EKJ1	C6EKJ1_ECOBD	A
P36979	RLMN_ECOLI	C6EKJ2	C6EKJ2_ECOBD	A
P62620	ISPG_ECOLI	C6EKJ4	C6EKJ4_ECOBD	A
P60906	SYH_ECOLI	C6EKJ5	C6EKJ5_ECOBD	A
P76576	YFGM_ECOLI	C6EKJ6	C6EKJ6_ECOBD	B
P77774	YFGL_ECOLI	C6EKJ7	C6EKJ7_ECOBD	I
P0A6P5	ENGA_ECOLI	C6EKJ8	C6EKJ8_ECOBD	A
P04079	GUAA_ECOLI	C6EKK2	C6EKK2_ECOBD	A
P0AFL6	PPX_ECOLI	C6EKK9	C6EKK9_ECOBD	F1
P0A7B1	PPK_ECOLI	C6EKL0	C6EKL0_ECOBD	F1
P08179	PUR3_ECOLI	C6EKL1	C6EKL1_ECOBD	A
P08178	PUR5_ECOLI	C6EKL2	C6EKL2_ECOBD	A
P0A8F0	UPP_ECOLI	C6EKL3	C6EKL3_ECOBD	A
P69931	HDA_ECOLI	C6EKL5	C6EKL5_ECOBD	F1
P66948	YFGC_ECOLI	C6EKL7	C6EKL7_ECOBD	G
P0AE52	BCP_ECOLI	C6EKN1	C6EKN1_ECOBD	A
P0A9I3	GCVR_ECOLI	C6EKN2	C6EKN2_ECOBD	A
P0A6L2	DAPA_ECOLI	C6EKN3	C6EKN3_ECOBD	A
P0A7D7	PUR7_ECOLI	C6EKN5	C6EKN5_ECOBD	A
P76561	YPFH_ECOLI	C6EKN8	C6EKN8_ECOBD	A
P24177	ACRD_ECOLI	C6EKP2	C6EKP2_ECOBD	B
P27896	NARQ_ECOLI	C6EKP3	C6EKP3_ECOBD	B
P37128	NUDK_ECOLI	C6EKP5	C6EKP5_ECOBD	A
P33570	TKT2_ECOLI	C6EKP7	C6EKP7_ECOBD	A
P0A867	TALA_ECOLI	C6EKP8	C6EKP8_ECOBD	A
P76558	MAO2_ECOLI	C6EKP9	C6EKP9_ECOBD	A
P76541	EUTL_ECOLI	C6EKR5	C6EKR5_ECOBD	A
P36548	AMIA_ECOLI	C6EKR9	C6EKR9_ECOBD	G
P76539	YPEA_ECOLI	C6EKS0	C6EKS0_ECOBD	A
P76537	YFEY_ECOLI	C6EKS2	C6EKS2_ECOBD	I
P24186	FOLD_ECOLI	C6EKT7	C6EKT7_ECOBD	A
P21888	SYC_ECOLI	C6EKU0	C6EKU0_ECOBD	A
P43341	LPXH_ECOLI	C6EKU2	C6EKU2_ECOBD	F1
P77279	YBBL_ECOLI	C6EKX4	C6EKX4_ECOBD	F1
P0AA53	QMCA_ECOLI	C6EKX5	C6EKX5_ECOBD	B
P0AEW6	INGK_ECOLI	C6EKY7	C6EKY7_ECOBD	A
P23871	HEMH_ECOLI	C6EKY9	C6EKY9_ECOBD	A
P69441	KAD_ECOLI	C6EKZ0	C6EKZ0_ECOBD	A
P0A6Z3	HTPG_ECOLI	C6EKZ1	C6EKZ1_ECOBD	F1
P06710	DPO3X_ECOLI	C6EKZ4	C6EKZ4_ECOBD	A
P69503	APT_ECOLI	C6EKZ5	C6EKZ5_ECOBD	A
P23862	PRIC_ECOLI	C6EKZ7	C6EKZ7_ECOBD	A
P77338	KEFA_ECOLI	C6EKZ9	C6EKZ9_ECOBD	B
P0ACS9	ACRR_ECOLI	C6EL00	C6EL00_ECOBD	B
P0AAS0	YLAC_ECOLI	C6EL06	C6EL06_ECOBD	B
P77473	YLAB_ECOLI	C6EL07	C6EL07_ECOBD	B
P0AGG2	TESB_ECOLI	C6EL11	C6EL11_ECOBD	A
P0AAG5	MDLB_ECOLI	C6EL14	C6EL14_ECOBD	B
P77265	MDLA_ECOLI	C6EL15	C6EL15_ECOBD	B
P46891	COF_ECOLI	C6EL17	C6EL17_ECOBD	A
P77756	QUEC_ECOLI	C6EL19	C6EL19_ECOBD	B
P0ADY1	PPID_ECOLI	C6EL22	C6EL22_ECOBD	B
P0A9M0	LON_ECOLI	C6EL24	C6EL24_ECOBD	A
P0A6H1	CLPX_ECOLI	C6EL27	C6EL27_ECOBD	A
P0A6G7	CLPP_ECOLI	C6EL28	C6EL28_ECOBD	A
P0A850	TIG_ECOLI	C6EL29	C6EL29_ECOBD	A
P0ABE2	BOLA_ECOLI	C6EL31	C6EL31_ECOBD	A
P0ADA5	YAJG_ECOLI	C6EL32	C6EL32_ECOBD	I
P0ABJ1	CYOA_ECOLI	C6EL34	C6EL34_ECOBD	B
P0ABI8	CYOB_ECOLI	C6EL35	C6EL35_ECOBD	B
P0ABJ3	CYOC_ECOLI	C6EL36	C6EL36_ECOBD	B
P0ABJ6	CYOD_ECOLI	C6EL37	C6EL37_ECOBD	B
P77726	YAJR_ECOLI	C6EL42	C6EL42_ECOBD	B
P0A8E7	YAJQ_ECOLI	C6EL43	C6EL43_ECOBD	A
P0A9J4	PANE_ECOLI	C6EL44	C6EL44_ECOBD	G
P22939	ISPA_ECOLI	C6EL48	C6EL48_ECOBD	A
P76535	MURQ_ECOLI	C6EL49	C6EL49_ECOBD	A
P37440	UCPA_ECOLI	C6EL51	C6EL51_ECOBD	A
P16700	CYSP_ECOLI	C6EL52	C6EL52_ECOBD	G
P16676	CYSA_ECOLI	C6EL55	C6EL55_ECOBD	F1
P40191	PDXK_ECOLI	C6EL59	C6EL59_ECOBD	A
P69783	PTGA_ECOLI	C6EL60	C6EL60_ECOBD	F1
P08839	PT1_ECOLI	C6EL61	C6EL61_ECOBD	F1
P0ABK5	CYSK_ECOLI	C6EL63	C6EL63_ECOBD	A
P0A6J3	CYSZ_ECOLI	C6EL65	C6EL65_ECOBD	B
P77173	ZIPA_ECOLI	C6EL66	C6EL66_ECOBD	B
P15042	DNLJ_ECOLI	C6EL67	C6EL67_ECOBD	A
P39836	YFEH_ECOLI	C6EL69	C6EL69_ECOBD	B
P04805	SYE_ECOLI	C6EL72	C6EL72_ECOBD	A
P0AFF2	NUPC_ECOLI	C6EL76	C6EL76_ECOBD	B
P0A6V8	GLK_ECOLI	C6EL80	C6EL80_ECOBD	A
P0AE39	YPDB_ECOLI	C6EL87	C6EL87_ECOBD	A
P0AA93	YPDA_ECOLI	C6EL88	C6EL88_ECOBD	B
P77434	YFDZ_ECOLI	C6EL89	C6EL89_ECOBD	A
P76506	MLAA_ECOLI	C6ELA7	C6ELA7_ECOBD	I
P76503	FADI_ECOLI	C6ELB2	C6ELB2_ECOBD	A
P77399	FADJ_ECOLI	C6ELB3	C6ELB3_ECOBD	A
P76502	SIXA_ECOLI	C6ELB4	C6ELB4_ECOBD	B
P39199	YFCB_ECOLI	C6ELC3	C6ELC3_ECOBD	A
P12008	AROC_ECOLI	C6ELC4	C6ELC4_ECOBD	B
P0AD30	YFCA_ECOLI	C6ELC6	C6ELC6_ECOBD	B
P0A953	FABB_ECOLI	C6ELD0	C6ELD0_ECOBD	A
P05459	PDXB_ECOLI	C6ELD3	C6ELD3_ECOBD	A
P07649	TRUA_ECOLI	C6ELD5	C6ELD5_ECOBD	A
P0A9Q5	ACCD_ECOLI	C6ELD7	C6ELD7_ECOBD	A
P08192	FOLC_ECOLI	C6ELD8	C6ELD8_ECOBD	A
P09549	DEDD_ECOLI	C6ELD9	C6ELD9_ECOBD	B
P0AG16	PUR1_ECOLI	C6ELE1	C6ELE1_ECOBD	A
P0AG03	UBIX_ECOLI	C6ELE2	C6ELE2_ECOBD	A
P0AEU0	HISJ_ECOLI	C6ELE4	C6ELE4_ECOBD	G
P07109	HISP_ECOLI	C6ELE7	C6ELE7_ECOBD	F1
P77775	YFCH_ECOLI	C6ELE9	C6ELE9_ECOBD	A
P0AC19	FOLX_ECOLI	C6ELF0	C6ELF0_ECOBD	A
P67095	YFCE_ECOLI	C6ELF3	C6ELF3_ECOBD	A
P65556	YFCD_ECOLI	C6ELF4	C6ELF4_ECOBD	A
P0A6A3	ACKA_ECOLI	C6ELF7	C6ELF7_ECOBD	A
P0A8W8	YFBU_ECOLI	C6ELF9	C6ELF9_ECOBD	A
P77625	YFBT_ECOLI	C6ELG0	C6ELG0_ECOBD	A
P76491	YFBR_ECOLI	C6ELG2	C6ELG2_ECOBD	A
P0A959	YFBQ_ECOLI	C6ELG3	C6ELG3_ECOBD	A
P77488	DXS_ECOLI	C6ELG4	C6ELG4_ECOBD	A
P77735	YAJO_ECOLI	C6ELG5	C6ELG5_ECOBD	A
P0AGG0	THIL_ECOLI	C6ELG7	C6ELG7_ECOBD	A
P61714	RISB_ECOLI	C6ELG9	C6ELG9_ECOBD	A
P25539	RIBD_ECOLI	C6ELH0	C6ELH0_ECOBD	A
P0A8D0	NRDR_ECOLI	C6ELH1	C6ELH1_ECOBD	A
P0AG93	SECF_ECOLI	C6ELH5	C6ELH5_ECOBD	B
P0AG90	SECD_ECOLI	C6ELH6	C6ELH6_ECOBD	B
P0ADZ7	YAJC_ECOLI	C6ELH7	C6ELH7_ECOBD	B
P0A847	TGT_ECOLI	C6ELH8	C6ELH8_ECOBD	A
P0A7F9	QUEA_ECOLI	C6ELH9	C6ELH9_ECOBD	A
P0AD99	BRNQ_ECOLI	C6ELI3	C6ELI3_ECOBD	B
P08400	PHOR_ECOLI	C6ELI4	C6ELI4_ECOBD	B
P0AG76	SBCD_ECOLI	C6ELI6	C6ELI6_ECOBD	A
P23917	MAK_ECOLI	C6ELJ0	C6ELJ0_ECOBD	B
P36767	RDGC_ECOLI	C6ELJ1	C6ELJ1_ECOBD	A
P0C037	YAIE_ECOLI	C6ELJ6	C6ELJ6_ECOBD	A
P0AE28	AROM_ECOLI	C6ELJ7	C6ELJ7_ECOBD	B
P0A6E1	AROL_ECOLI	C6ELJ9	C6ELJ9_ECOBD	A
P0A8D3	YAII_ECOLI	C6ELK0	C6ELK0_ECOBD	A
P0A9L8	P5CR_ECOLI	C6ELK1	C6ELK1_ECOBD	A
P0A6J8	DDLA_ECOLI	C6ELK6	C6ELK6_ECOBD	A
P0AFY6	SBMA_ECOLI	C6ELL0	C6ELL0_ECOBD	B
P0ACB2	HEM2_ECOLI	C6ELL5	C6ELL5_ECOBD	A
P37610	TAUD_ECOLI	C6ELL6	C6ELL6_ECOBD	A
P0AAP3	FRMR_ECOLI	C6ELM3	C6ELM3_ECOBD	A
P25437	FRMA_ECOLI	C6ELM4	C6ELM4_ECOBD	A
P51025	SFGH1_ECOLI	C6ELM5	C6ELM5_ECOBD	A
P51024	YAIL_ECOLI	C6ELM6	C6ELM6_ECOBD	A
P05100	3MG1_ECOLI	C6EED2	C6EED2_ECOBD	A
P77674	ABDH_ECOLI	C6EER9	C6EER9_ECOBD	A
P77357	ABGA_ECOLI	C6EFP5	C6EFP5_ECOBD	A
P76052	ABGB_ECOLI	C6EFP6	C6EFP6_ECOBD	A
P77744	ABGR_ECOLI	C6EFP4	C6EFP4_ECOBD	A
P0ABD5	ACCA_ECOLI	C6EAA0	C6EAA0_ECOBD	A
Q46837	ACFD_ECOLI	C6EID7	C6EID7_ECOBD	E
P25516	ACON1_ECOLI	C6EFV8	C6EFV8_ECOBD	A
P0A6A8	ACP_ECOLI	C6EHC0	C6EHC0_ECOBD	F1
P21515	ACPH_ECOLI	C6ELI0	C6ELI0_ECOBD	A
P0AE06	ACRA_ECOLI	C6EL01	C6EL01_ECOBD	E
P31224	ACRB_ECOLI	C6EL02	C6EL02_ECOBD	B
P32705	ACTP_ECOLI	C6ED58	C6ED58_ECOBD	B
P39451	ADHP_ECOLI	C6EEN9	C6EEN9_ECOBD	B
P19926	AGP_ECOLI	C6EHK5	C6EHK5_ECOBD	G
P08660	AK3_ECOLI	C6EE00	C6EE00_ECOBD	A
P25553	ALDA_ECOLI	C6EEU8	C6EEU8_ECOBD	A
P0A991	ALF1_ECOLI	C6EAL3	C6EAL3_ECOBD	A
P77425	ALLC_ECOLI	C6EKV0	C6EKV0_ECOBD	A
P0ACN4	ALLR_ECOLI	C6EKV9	C6EKV9_ECOBD	A
P0AE22	APHA_ECOLI	C6ED69	C6ED69_ECOBD	G
P0AE26	ARAH_ECOLI	C6EBT1	C6EBT1_ECOBD	B
P77624	ARCM_ECOLI	C6ELQ7	C6ELQ7_ECOBD	A
P09551	ARGT_ECOLI	C6ELE3	C6ELE3_ECOBD	G
P0A6D3	AROA_ECOLI	C6EI74	C6EI74_ECOBD	A
P30860	ARTJ_ECOLI	C6EIC1	C6EIC1_ECOBD	G
P0AE30	ARTM_ECOLI	C6EIC0	C6EIC0_ECOBD	B
P24242	ASCG_ECOLI	C6EJR7	C6EJR7_ECOBD	A
P76217	ASTD_ECOLI	C6ECL2	C6ECL2_ECOBD	A
P03960	ATKB_ECOLI	C6EJN7	C6EJN7_ECOBD	B
P0ABB0	ATPA_ECOLI	C6EG69	C6EG69_ECOBD	F1
P0ABA4	ATPD_ECOLI	C6EG68	C6EG68_ECOBD	F1
P0A6E6	ATPE_ECOLI	C6EG72	C6EG72_ECOBD	F1
P0ABA0	ATPF_ECOLI	C6EG67	C6EG67_ECOBD	B
