Merge ID	TableS3_K12_ProteomeV13_BasicProteome_3900	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Corbin2003	Fountoulakis2003	Taoka2004	Butland2005	Pan2010	Thein2010	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	Manddalo2011	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome_3900 Duplicates	Molloy1999 Duplicates	Molloy2000 Duplicates	Gevaert2002 Duplicates	Yan2002 Duplicates	Corbin2003 Duplicates	Fountoulakis2003 Duplicates	Taoka2004 Duplicates	Butland2005 Duplicates	Pan2010 Duplicates	Thein2010 Duplicates	Lopez2005 Duplicates	Spelbrink2005 Duplicates	Stenberg2005 Duplicates	Wagner2005 Duplicates	Arifuzzaman2006 Duplicates	Baars2006 Duplicates	Huang2006 Duplicates	Ji2006 Duplicates	Lasserre2006 Duplicates	Marani2006 Duplicates	Cirulli2007 Duplicates	Wagner2007 Duplicates	Zhang2007 Duplicates	Jarchow2008 Duplicates	Wagner2008 Duplicates	Xia2008 Duplicates	Qian2008 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Vertommen2009 Duplicates	Hemm2010 Duplicates	Iwasaki2010 Duplicates	Peng2010 Duplicates	Price2010 Duplicates	Wickstrom2010 Duplicates	Manddalo2011 Duplicates	OurStudy_Feb2011_Common Duplicates	Subcellular Location(this study)	Entry name (Uniprot)	Mobole Element	Accession	
P77806	1							1	1																														3	1							1	1																														A	YBDL_ECOLI	0		
P78061	1																												1				1					1	4	1																												1				1					1	A	PUUA_ECOLI	0	P78061	
P78271	1															1																							2	1															1																							A	YFES_ECOLI	0		
P80668	1								1																								1					1	4	1								1																								1					1	A	FEAB_ECOLI	0	P80668	
Q06065	1										1					1													1	1			1						6	1										1					1													1	1			1						A	ATOC_ECOLI	0		
Q06067	1															1													1										3	1															1													1										B	ATOS_ECOLI	0		
Q2EEQ2	1																															1							2	1																															1							A	RL362_ECOLI	0		
Q2EES1	1																															1							2	1																															1							B	YNID_ECOLI	0		
Q2EES6	1																															1							2	1																															1							B	YOHO_ECOLI	0		
Q2EET2	1																												1				1						3	1																												1				1						B	YPFN_ECOLI	0		
Q2EEU2	1																																						1	1																																						A	YJHX_ECOLI	0		
Q2M5U1	1																																						1	1																																						B	YTJA_ECOLI	0		
Q2M7M3	1															1													1										3	1															1													1										I	YSAB_ECOLI	0		
Q2M7R5	1																																1						2	1																																1						A	YIBT_ECOLI	0		
Q2M7X4	1																																1						2	1																																1						G	YICS_ECOLI	0		
Q2MB16	1																												1	1			1					1	5	1																												1	1			1					1	B	YOBH_ECOLI	0	Q2MB16	
Q46798	1										1					1													1	1	1		1					1	8	1										1					1													1	1	1		1					1	I	YGER_ECOLI	0	Q46798	
Q46801	1																																						1	1																																						A	XDHC_ECOLI	0		
Q46807	1			1				1	1																								1						5	1			1				1	1																								1						A	ARCL_ECOLI	0		
Q46811	1			1				1	1							1													1				1						7	1			1				1	1							1													1				1						A	YGFK_ECOLI	0		
Q46814	1								1																				1				1						4	1								1																				1				1						A	XDHD_ECOLI	0		
Q46819	1																																						1	1																																						A	YGFS_ECOLI	0		
Q46831	1																																						1	1																																						B	YQGA_ECOLI	0		
Q46832	1																																					1	2	1																																					1	B	YGHD_ECOLI	0	Q46832	
Q46834	1															1																	1						3	1															1																	1						G	YGHF_ECOLI	0		
Q46835	1																																					1	2	1																																					1	I	YGHG_ECOLI	0	Q46835	
Q46836	1																																						1	1																																						B	PPPA_ECOLI	0		
Q46837	1																												1	1			1				1	1	6	1																												1	1			1				1	1	E	ACFD_ECOLI	0	Q46837	
Q46839	1								1																														2	1								1																														B	GLCA_ECOLI	0		
Q46841	1								1																				1										3	1								1																				1										B	YGHQ_ECOLI	0		
Q46843	1																												1										2	1																												1										B	YGHS_ECOLI	0		
Q46844	1															1																	1						3	1															1																	1						B	YGHT_ECOLI	0		
Q46851	1			1		1		1								1				1									1	1			1						9	1			1		1		1								1				1									1	1			1						A	YGHZ_ECOLI	0		
Q46861	1								1		1					1													1	1			1					1	8	1								1		1					2													1	1			1					1	A	YGIQ_ECOLI	0	Q46861	
Q46863	1																													1			1						3	1																													1			1						G	YGIS_ECOLI	0		
Q46864	1															1																	1						3	1															1																	1						A	YGIT_ECOLI	0		
Q46865	1																																						1	1																																						A	MQSR_ECOLI	0		
Q46867	1																																						1	1																																						B	YGIZ_ECOLI	0		
Q46868	1			1		1						1				1													1	1			1					1	9	1			1		1						1				1													1	1			1					1	A	YQIC_ECOLI	0	Q46868	
Q46877	1								1							1													1										4	1								1							1													1										A	NORV_ECOLI	0		
Q46888	1																																						1	1																																						B	YGBJ_ECOLI	0		
Q46889	1								1																													1	3	1								1																													1	A	YGBK_ECOLI	0	Q46889	
Q46890	1																																						1	1																																						A	YGBL_ECOLI	0		
Q46891	1								1																								1					1	4	1								1																								1					1	A	YGBM_ECOLI	0	Q46891	
Q46892	1																																						1	1																																						B	YGBN_ECOLI	0		
Q46904	1																												1										2	1																												1										A	YGCN_ECOLI	0		
Q46905	1																																						1	1																																						A	YGCO_ECOLI	0		
Q46906	1								1																														2	1								1																														A	YGCP_ECOLI	0		
Q46908	1															1																							2	1															1																							A	YGCR_ECOLI	0		
Q46909	1																																						1	1																																						B	YGCS_ECOLI	0		
Q46915	1			1												1																	1						4	1			1												1																	1						A	GUDX_ECOLI	0		
Q46919	1																																1						2	1																																1						A	YQCC_ECOLI	0		
Q46941	1																																						1	1																																						A	YQEH_ECOLI	0		
Q47013	1															1													1										3	1															1													1										A	ELAD_ECOLI	0		
Q47129	1															1														1								1	4	1															1														1								1	A	FEAR_ECOLI	0	Q47129	
Q47138	1															1																	1						3	1															1																	1						A	YDFE_ECOLI	0		
Q47140	1								1																													1	3	1								1																													1	A	HCAF_ECOLI	0	Q47140	
Q47141	1																																					1	2	1																																					1	A	HCAR_ECOLI	0	Q47141	
Q47149	1								1							1																						1	4	1								1							1																						1	A	YAFQ_ECOLI	0	Q47149	
Q47150	1							1																									1					1	4	1							1																									1					1	A	DINJ_ECOLI	0	Q47150	
Q47156	1							1								1																	1						4	1							1								1																	1						A	YAFN_ECOLI	0		
Q47157	1															1																							2	1															1																							A	YAFO_ECOLI	0		
Q47158	1																																						1	1																																						A	YAFP_ECOLI	0		
Q47377	1																																						1	1																																						B	ARNE_ECOLI	0		
Q47534	1																				1																		2	1																				1																		G	YAIO_ECOLI	0		
Q47537	1																																						1	1																																						G	TAUA_ECOLI	0		
Q47538	1															1			1														1					1	5	1															1			2														1					1	F1	TAUB_ECOLI	0	Q47538	
Q47539	1																																						1	1																																						B	TAUC_ECOLI	0		
Q47706	1								1							1			1														1						5	1								1							1			1														1						H	UIDC_ECOLI	0		
Q59385	1			1		1		1											1	1		1		1					1	1			1		1			1	13	1			1		1		1											1	1		1		2					1	1			1		1			1	B	COPA_ECOLI	0	Q59385	
Q6BEX0	1							1																															2	1							1																															F1	YTFR_ECOLI	0		
Q6BEX5	1																																					1	2	1																																					1	G	YJDP_ECOLI	0	Q6BEX5	
Q6BF16	1																																					1	2	1																																					1	A	DGOA_ECOLI	0	Q6BF16	
Q6BF17	1															1																							2	1															1																							A	DGOD_ECOLI	0		
Q6BF25	1																																						1	1																																						B	LDRD_ECOLI	0		
Q6BF87	1																																						1	1																																						B	LDRB_ECOLI	0		
Q7DFV3	1																																						1	1																																						B	YMGG_ECOLI	0		
P37052	1								1																								1						3	1								1																								1						A	YCHJ_ECOLI	0		
P56614	1																																1						2	1																																1						A	YMDF_ECOLI	0		
P77667	1																																1						2	1																																1						F1	SUFA_ECOLI	0		
P0A9E5	1			1				1	1							1													1	1			1						8	1			1				1	1							1													1	1			1						A	FNR_ECOLI	0		
P0A6T3	1					1		1																					1	1			1						6	1					1		1																					1	1			1						A	GAL1_ECOLI	0		
P0A9C3	1					1		1	1			1				1		1											1	1			1						10	1					1		1	1			1				1		1											1	1			1						A	GALM_ECOLI	0		
P76141	1															1																	1						3	1															1																	1						A	LSRR_ECOLI	0		
P0A9G8	1							1																						1			1						4	1							1																						1			1						A	MODE_ECOLI	0		
P04982	1							1								1			1							1				1			1						7	1							1								1			1							1				1			1						A	RBSD_ECOLI	0		
P64530	1																																1						2	1																																1						A	RCNR_ECOLI	0		
P37749	1			1		1		1											1					1					1	1			1						9	1			1		1		1											1					1					1	1			1						A	YEFG_ECOLI	0		
A5A621	1																															1							2	1																															1							A	YPFM_ECOLI	0		
P64567	1																															1							2	1																															1							A	YQGB_ECOLI	0		
P27242	1								1							1													1	1			1						6	1								1							1													1	1			1						F1	WAAU_ECOLI	0		
C1P611	1																																						1	1																																						B	SHOB_ECOLI	0		
P39308	1								1													1																	3	1								1													1																	A	YJFZ_ECOLI	0		
C1P603	1																															1							2	1																															1							B	YOAJ_ECOLI	0		
P52697	1			1		1		1										1		1									1	1			1						9	1			1		1		1										1		1									1	1			1						A	6PGL_ECOLI	0		
P23325	1															1																							2	1															1																							A	ARPA_ECOLI	0		
P33647	1																																						1	1																																						A	CHPB_ECOLI	0		
P08365	1								1							1																							3	1								1							1																							A	CHPS_ECOLI	0		
P10805	1															1																							2	1															1																							A	ENVY_ECOLI	0		
P0AB87	1																												1				1						3	1																												1				1						A	FUCA_ECOLI	0		
P09148	1					1		1																					1	1			1						6	1					1		1																					1	1			1						A	GAL7_ECOLI	0		
P09147	1			1	1	1	1	1				1								1									1	1			1			1			12	1			1	1	1	1	1				1								1									1	1			1			1			A	GALE_ECOLI	0		
P25666	1			1																				1					1	1			1						6	1			1																				1					1	1			1						A	HTRL_ECOLI	0		
C1P607	1																																						1	1																																						A	IBSA_ECOLI	0		
C1P608	1																																						1	1																																						A	IBSB_ECOLI	0		
C1P615	1																																						1	1																																						A	IBSC_ECOLI	0		
C1P617	1																																						1	1																																						A	IBSE_ECOLI	0		
C1P619	1																												1			1							3	1																												1			1							A	ILVX_ECOLI	0		
P0AD72	1																																						1	1																																						A	LPF_ECOLI	0		
P0AD74	1																																						1	1																																						A	LPF2_ECOLI	0		
A8DYP9	1																																						1	1																																						A	LPFUR_ECOLI	0		
P60995	1																																						1	1																																						A	LPHI_ECOLI	0		
P62522	1																																						1	1																																						A	LPID_ECOLI	0		
P03061	1																																						1	1																																						A	LPIV_ECOLI	0		
P0AD83	1																																						1	1																																						A	LPPY_ECOLI	0		
P0AD86	1																																						1	1																																						A	LPT_ECOLI	0		
P0AD92	1																																						1	1																																						A	LPW_ECOLI	0		
P06993	1							1	1						1	1	1		1				1						1	1			1			1			12	1							1	1						1	1	1		1				1						1	1			1			1			F1	MALT_ECOLI	0		
P75959	1			1				1	1																				1				1						6	1			1				1	1																				1				1						A	NAGK_ECOLI	0		
P76077	1															1																							2	1															1																							A	PAAA_ECOLI	0		
P76078	1															1																	1						3	1															1																	1						A	PAAB_ECOLI	0		
P76079	1															1								1															3	1															1								1															A	PAAC_ECOLI	0		
P76080	1																												1										2	1																												1										A	PAAD_ECOLI	0		
P76081	1															1													1										3	1															1													1										A	PAAE_ECOLI	0		
P77467	1															1														1			1						4	1															1														1			1						A	PAAG_ECOLI	0		
P76084	1															1																							2	1															1																							A	PAAI_ECOLI	0		
P0C7L2	1															1													1	1									4	1															1													1	1									A	PAAJ_ECOLI	0		
P76085	1								1																								1						3	1								1																								1						A	PAAK_ECOLI	0		
P76086	1								1							1																	1						4	1								1							1																	1						A	PAAX_ECOLI	0		
P77181	1							1																									1						3	1							1																									1						A	PAAY_ECOLI	0		
P02338	1																															1	1						3	1																															1	1						A	PRTL_ECOLI	0		
P69407	1					1		1	1											1									1	1			1			1			9	1					1		1	1											1									1	1			1			1			A	RCSB_ECOLI	0		
P27127	1																																1						2	1																																1						A	RFAB_ECOLI	0		
P27126	1															1														1			1						4	1															1														1			1						A	RFAS_ECOLI	0		
P27241	1															1													1	1			1						5	1															1													1	1			1						A	RFAZ_ECOLI	0		
P05719	1							1	1							1	1						1							1			1						8	1							1	1							1	1						1							1			1						A	T1SK_ECOLI	0		
P36667	1																							1															2	1																							1															A	WBBL_ECOLI	0		
P45563	1															1																							2	1															1																							A	XAPA_ECOLI	0		
P23841	1															1													1										3	1															1													1										A	XAPR_ECOLI	0		
P75688	1																																						1	1																																						A	Y309_ECOLI	0		
P08339	1															1																							2	1															1																							A	Y4223_ECOLI	0		
Q47152	1																																						1	1																																						A	YAFM_ECOLI	0		
P71311	1																																						1	1																																						A	YAIS_ECOLI	0		
P0AAS9	1															1																							2	1															1																							A	YBDD_ECOLI	0		
P77216	1								1							1																							3	1								1							1																							A	YBDN_ECOLI	0		
P77746	1															1																							2	1															1																							A	YBDO_ECOLI	0		
P77427	1																																						1	1																																						A	YBEU_ECOLI	0		
P21829	1															1			1											1			1						5	1															1			1											1			1						A	YBHA_ECOLI	0		
P52696	1															1													1										3	1															1													1										B	YBHD_ECOLI	0		
P0AAV8	1															1																							2	1															1																							A	YBHH_ECOLI	0		
P75764	1															1													1				1						4	1															1													1				1						A	YBHJ_ECOLI	0		
P62066	1			1					1																														3	1			2					1																														A	YCEQ_ECOLI	0		
P76023	1																																1						2	1																																1						A	YCHS_ECOLI	0		
A5A613	1																																						1	1																																						A	YCIY_ECOLI	0		
P25906	1				1			1				1				1		1											1	1			1						9	1				1			1				1				1		1											1	1			1						A	YDBC_ECOLI	0		
P37757	1							1																									1						3	1							1																									1						A	YDDE_ECOLI	0		
P76122	1															1																							2	1															1																							A	YDDJ_ECOLI	0		
P76123	1																																						1	1																																						A	YDDK_ECOLI	0		
P76204	1								1																														2	1								1																														A	YDIV_ECOLI	0		
P0ACY3	1			1		1		1	1							1			1										1	1			1						10	1			1		1		1	1							1			1										1	1			1						A	YEAG_ECOLI	0		
P76322	1																																						1	1																																						A	YEDM_ECOLI	0		
P69346	1															1													1										3	1															1													1										A	YEFM_ECOLI	0		
P76484	1															1																							2	1															1																							A	YFBN_ECOLI	0		
P76485	1																																						1	1																																						A	YFBO_ECOLI	0		
P76486	1																																						1	1																																						A	YFBP_ECOLI	0		
P76505	1							1																															2	1							1																															A	YFDF_ECOLI	0		
P45956	1																																						1	1																																						A	YGBF_ECOLI	0		
Q46896	1																																						1	1																																						A	YGBT_ECOLI	0		
P38036	1															1																							2	1															1																							A	YGCB_ECOLI	0		
Q46897	1																																						1	1																																						A	YGCH_ECOLI	0		
Q46898	1															1																							2	1															1																							A	YGCI_ECOLI	0		
Q46899	1																												1				1						3	1																												1				1						A	YGCJ_ECOLI	0		
P76632	1															1																							2	1															1																							A	YGCK_ECOLI	0		
Q46787	1								1																														2	1								1																														A	YGEG_ECOLI	0		
Q46789	1																																						1	1																																						A	YGEI_ECOLI	0		
Q46796	1																																						1	1																																						A	YGEP_ECOLI	0		
P64594	1																																1						2	1																																1						A	YHAV_ECOLI	0		
P31453	1																																						1	1																																						A	YIDP_ECOLI	0		
P09162	1															1																							2	1															1																							A	YJAA_ECOLI	0		
P32704	1								1			1																											3	1								1			1																											A	YJCF_ECOLI	0		
P39283	1															1																							2	1															1																							A	YJEN_ECOLI	0		
C1P621	1																																						1	1																																						A	YJEV_ECOLI	0		
P0AF78	1															1																							2	1															1																							A	YJFJ_ECOLI	0		
P39351	1															1																							2	1															1																							A	YJGZ_ECOLI	0		
P39358	1								1							1																	1						4	1								1							1																	1						A	YJHG_ECOLI	0		
P39359	1							1	1																								1						4	1							1	1																								1						A	YJHH_ECOLI	0		
P39360	1																																1						2	1																																1						A	YJHI_ECOLI	0		
P39356	1			1												1													1	1			1						6	1			1												1													1	1			1						A	YJHU_ECOLI	0		
P39389	1															1														1									3	1															1														1									A	YJIR_ECOLI	0		
P39390	1																																1						2	1																																1						A	YJIS_ECOLI	0		
P39410	1																																1						2	1																																1						A	YJJJ_ECOLI	0		
P39399	1															1													1										3	1															1													1										A	YJJM_ECOLI	0		
A5A611	1																																						1	1																																						A	YMGI_ECOLI	0		
P77658	1								1							1													1				1						5	1								1							1													1				1						A	YNAA_ECOLI	0		
C1P600	1																															1							2	1																															1							A	YNBG_ECOLI	0		
C1P604	1																															1							2	1																															1							A	YOBI_ECOLI	0		
P69348	1																																						1	1																																						A	YOEB_ECOLI	0		
C1P606	1																															1							2	1																															1							A	YOEI_ECOLI	0		
P76613	1																																1						2	1																																1						A	YPJC_ECOLI	0		
P77136	1															1																							2	1															1																							A	YQEK_ECOLI	0		
C1P613	1																															1							2	1																															1							A	YQEL_ECOLI	0		
C1P618	1																															1							2	1																															1							A	YRBN_ECOLI	0		
P39317	1															1																	1						3	1															1																	1						A	YTFI_ECOLI	0		
P15078	1					1		1											1					1					1	1			1						8	1					1		1											1					1					1	1			1						B	CSTA_ECOLI	0		
P0AEC8	1							1																					1	1			1						5	1							1																					1	1			1						B	DCUS_ECOLI	0		
P11551	1																																						1	1																																						B	FUCP_ECOLI	0		
P77858	1																																						1	1																																						B	HYFC_ECOLI	0		
P77672	1																												1	1			1						4	1																												1	1			1						B	LSRC_ECOLI	0		
P0AFS1	1																												1				1						3	1																												1				1						B	LSRD_ECOLI	0		
P0AF01	1															1																							2	1															1																							B	MODB_ECOLI	0		
P0AFA5	1								1							1													1										4	1								1							1													1										B	NFRB_ECOLI	0		
P0AFF4	1																												1				1						3	1																												1				1						B	NUPG_ECOLI	0		
P76425	1																		1																				2	1																		1																				B	RCNA_ECOLI	0		
P37746	1																							1					1				1						4	1																							1					1				1						B	RFBX_ECOLI	0		
P37748	1																																						1	1																																						B	RFC_ECOLI	0		
P45562	1																																						1	1																																						B	XAPB_ECOLI	0		
P75763	1																																						1	1																																						B	YBHI_ECOLI	0		
P76197	1								1																														2	1								1																														B	YDIM_ECOLI	0		
P0ABD1	1																																						1	1																																						B	YEAV_ECOLI	0		
P27843	1																																						1	1																																						B	YIGG_ECOLI	0		
P39284	1															1																							2	1															1																							B	YJEO_ECOLI	0		
P39357	1							1																									1						3	1							1																									1						B	YJHF_ECOLI	0		
P39838	1			1				1	1							1			1					1					1	1			1						10	1			1				1	1							1			1					1					1	1			1						B	YOJN_ECOLI	0		
P0AFM9	1							1											1					1					1	1			1						7	1							1											1					1					1	1			1						B	PSPB_ECOLI	0		
P0ABC3	1			1		1	1	1	1			1			1	1	1		1	1			1	1		1			1	1			1				1		19	1			1		1	1	1	1			1			1	1	1		1	1			1	1		1			1	1			1				1		B	HFLC_ECOLI	0		
P75910	1							1																					1										3	1							1																					1										B	YCDU_ECOLI	0		
P31572	1															1																							2	1															1																							A	CAIB_ECOLI	0		
A5A605	1																																						1	1																																						B	YKFM_ECOLI	0		
A5A624	1																															1							2	1																															1							B	DINQ_ECOLI	0		
P77494	1			1																																			2	1			1																																			B	HOKB_ECOLI	0		
C1P616	1																																						1	1																																						B	IBSD_ECOLI	0		
P0AAW9	1																															1							2	1																															1							B	YBHT_ECOLI	0		
P76482	1																																						1	1																																						B	YFBL_ECOLI	0		
A5A615	1																															1							2	1																															1							B	YNCL_ECOLI	0		
A5A618	1																															1							2	1																															1							B	YNHF_ECOLI	0		
P76239	1																															1							2	1																															1							B	YOAI_ECOLI	0		
C1P602	1																															1							2	1																															1							B	YOAK_ECOLI	0		
C1P609	1																															1							2	1																															1							B	YOHP_ECOLI	0		
C1P610	1																															1							2	1																															1							B	YPDK_ECOLI	0		
P77381	1															1													1										3	1															1													1										B	DJLB_ECOLI	0		
P77359	1																												1										2	1																												1										B	DJLC_ECOLI	0		
P37747	1			1		1		1	1			1				1													1	1			1						10	1			1		1		1	1			1				1													1	1			1						B	GLF_ECOLI	0		
P77455	1															1														1									3	1															1														1									B	MAOC_ECOLI	0		
P76083	1															1																							2	1															1																							B	PAAH_ECOLI	0		
Q47536	1								1							1																							3	1								1							1																							B	YAIP_ECOLI	0		
P75711	1															1													1				1						4	1															1													1				1						B	YBBV_ECOLI	0		
P45848	1																																						1	1																																						B	YCIQ_ECOLI	0		
A5A617	1																															1							2	1																															1							B	YDGU_ECOLI	0		
Q46901	1															1																							2	1															1																							B	YGCL_ECOLI	0		
P45545	1					1										1																							3	1					1										1																							B	YHFS_ECOLI	0		
P75800	1																							1					1				1						4	1																							1					1				1						B	YLIE_ECOLI	0		
P75786	1								1																														2	1								1																														B	YLIL_ECOLI	0		
A5A612	1																																						1	1																																						B	YMGJ_ECOLI	0		
Q46942	1								1							1																							3	1								1							1																							B	YQEI_ECOLI	0		
C1P601	1																																						1	1																																						E	RZOQ_ECOLI	0		
P76481	1			1												1																	1						4	1			1												1																	1						E	YFBK_ECOLI	0		
P0AAG3	1			1					1										1					1									1						6	1			1					1										1					1									1						F1	GLTL_ECOLI	0		
P36937	1																																						1	1																																						F1	KDPF_ECOLI	0		
P77257	1			1												1													1	1			1						6	1			1												1													1	1			1						F1	LSRA_ECOLI	0		
P09833	1																							1					1				1						4	1																							1					1				1						F1	MODC_ECOLI	0		
P31060	1					1		1																					1				1						5	1					1		1																					1				1						F1	MODF_ECOLI	0		
C1P605	1																															1							2	1																															1							F1	AZUC_ECOLI	0		
P76639	1																																						1	1																																						F1	YGEH_ECOLI	0		
P0ACG4	1																																						1	1																																						G	HOKC_ECOLI	0		
P28721	1																																						1	1																																						G	GLTF_ECOLI	0		
Q46943	1															1																	1						3	1															1																	1						B	YQEJ_ECOLI	0		
P46883	1																								1				1	1			1						5	1																								1				1	1			1						G	AMO_ECOLI	0		
P0AEE5	1			1		1		1	1			1				1									1				1	1			1			1			12	1			1		1		1	1			1				1									1				1	1			1			1			G	DGAL_ECOLI	0		
P0AEG4	1			1	1	1	1	1	1			1				1											1	1		1			1						13	1			1	1	1	1	1	1			1				1											1	1		1			1						G	DSBA_ECOLI	0		
P37329	1											1				1											1						1						5	1											1				1											1						1						G	MODA_ECOLI	0		
P33342	1															1																	1						3	1															1																	1						G	YEHC_ECOLI	0		
P28722	1							1								1																	1						4	1							1								1																	1						G	YHCA_ECOLI	0		
P37325	1																												1	1			1						4	1																												1	1			1						G	YBCH_ECOLI	0		
P76394	1			1												1																							3	1			1												1																							G	YEGJ_ECOLI	0		
P33340	1																																						1	1																																						G	YEHA_ECOLI	0		
P33343	1															1																	1						3	1															1																	1						G	YEHD_ECOLI	0		
P33344	1																																						1	1																																						G	YEHE_ECOLI	0		
P77619	1															1																	1						3	1															1																	1						G	YFEW_ECOLI	0		
P45422	1																																						1	1																																						G	YHCF_ECOLI	0		
P64534	1					1																											1						3	1					1																											1						G	YOHN_ECOLI	0		
P31600	1						1		1							1													1	1			1						7	1						1		1							1													1	1			1						H	NFRA_ECOLI	0		
P06129	1		1	1		1	1	1				1						1	1			1			1				1	1	1		1						15	1		1	1		1	1	1				1						1	1			1			1				1	1	1		1						H	BTUB_ECOLI	0		
P06971	1		1			1	1	1				1				1			1						1				1	1	1		1				1		14	1		1			1	1	1				1				2			1						1				1	1	1		1				1		H	FHUA_ECOLI	0		
P06996	1		1	1		1	1	1	1			1						1	1					1	1		1		1	1	1		1						17	1		1	1		1	1	1	1			1						1	1					3	1		1		1	1	1		1						H	OMPC_ECOLI	0		
P33341	1								1							1													1				1						5	1								1							1													1				1						H	YEHB_ECOLI	0		
P45420	1																					1																	2	1																					1																	H	YHCD_ECOLI	0		
P52143	1								1																								1						3	1								1																								1						H	YPJA_ECOLI	0		
P33666	1															1														1			1						4	1															1														1			1						H	YDBA_ECOLI	0		
P77286	1																																1						2	1																																1						H	YDEU_ECOLI	0		
P45564	1																																						1	1																																						H	YFEN_ECOLI	0		
P0ADB4	1																													1			1						3	1																													1			1						I	ECNA_ECOLI	0		
P77296	1																																						1	1																																						I	YBET_ECOLI	0		
P77335	1																																1						2	1																																1						X	HLYE_ECOLI	0		
P39180			1			1						1				1			1			1							1	1			1						9			2			1						1				1			1			1							1	1			1										
P34210			1	1	1	1	1	1	1									1																					8			1	1	1	1	1	1	1									1																									
P09169			1	1	1	1	1	1				1						1	1					1					1	1	1		1			1			15			1	1	1	1	1	1				1						1	1					1					1	1	1		1			1							
P0A927			1			1	1	1			1	1			1		1	1	1				1	1	1				1	1	1		1				1	1	19			1			1	1	1			1	1			1		1	1	1				1	1	1				1	1	1		1				1	1				P0A927	
P42906				1												1																						1	3				1												1																						1				P42906	
P77695				1		1		1								1														1			1						6				1		1		1								1														1			1										
P0ABC7				1		1		1	1		1				1	1	1		1				1	1					1	1			1		1		1	1	17				1		1		1	1		1				1	1	1		1				2	1					1	1			1		1		1	1				P0ABC7	
P76071				1																				1															2				1																				1																			
P0C5W4				1																																			1				1																																							
P0ADH3				1																																			1				1																																							
P96329				1																																			1				1																																							
P10030				1																																			1				1																																							
P23857				1				1								1																	1						4				1				1								1																	1										
P28369				1												1																							2				1												1																											
P09153				1																																		1	2				1																																		1				P09153	
P18004				1																																			1				1																																							
P24082				1																																			1				1																																							
P18471				1																																			1				1																																							
P18472				1																																			1				1																																							
P41067				1																																			1				1																																							
P18035				1																																			1				1																																							
P18006				1																																			1				1																																							
P09130				1																																			1				1																																							
P33790				1																																			1				1																																							
P14565				1			1																																2				1			1																																				
P06626				1																																			1				1																																							
P13979				1			1																																2				1			1																																				
P37007				1					1							1								1									1						5				1					1							1								1									1										
P77228				1					1																														2				1					1																																		
P0A8A0				1		1		1	1			1				1													1	1			1					1	10				1		1		1	1			1				1													1	1			1					1				P0A8A0	
P0A8A2				1		1		1	1							1				1										1			1					1	9				1		1		1	1							1				1										1			1					1				P0A8A2	
Q47272				1																									1			1							3				1																									1			1											
P0CF53				1												1																							2				1												1																											
P0CF54				1																																			1				1																																							
P0CF55				1																																			1				1																																							
P0CF56				1																																			1				1																																							
P0CF57				1																																			1				1																																							
P0CF58				1																																			1				1																																							
P0CF59				1				1																															2				1				1																																			
P0CF60				1																																			1				1																																							
P0CF66				1																													1						2				1																													1										
P0CF67				1																																			1				1																																							
P0CF68				1																																			1				1																																							
P0CF69				1																																			1				1																																							
P0CF70				1					1																														2				1					1																																		
P0CF71				1		1		1	1																														4				1		1		1	1																																		
P0CF72				1																																			1				1																																							
P0AG74					1											1																							2					1											1																											
Q9S4X5						1		1	1			1																											4						1		1	1			1																															
Q9S4W9						1		1	1																														3						1		1	1																																		
Q9JMS9						1		1																															2						1		1																																			
Q9JMR9						1		1	1																														3						1		1	1																																		
Q9JMR4						1																																	1						1																																					
P77330						1					1								1					1					1	1							1	1	8						1					1								1					1					1	1							2	1				P77330	
P76550						1																																	1						1																																					
P75981						1																																	1						1																																					
P37014						1										1													1										3						1										2													1														
P32053						1		1	1							1																							4						1		1	1							1																											
P21420						1												1				1								1	1								5						1												1				1								1	1												
P18310						1		1	1																														3						1		1	1																																		
P0AFM6						1	1								1	1	1			1			1						1	1			1			1		1	12						1	1								1	1	1			1			1						1	1			1			1		1				P0AFM6	
P06960						1										1																							2						1										1																											
P76321						1																																	1						1																																					
P0A6N1							1								1		1	1	1	1		1		1		1										1			10							1								1		1	1	1	1		1		1		1										1							
P62556							1																																1							1																																				
P62558							1																																1							1																																				
P03856								1	1																														2								1	1																																		
P06965								1								1																							2								1								1																											
P06966								1																									1					1	3								1																									1					1				P06966	
P0A8P8								1	1							1																	1					1	5								1	1							1																	1					1				P0A8P8	
P0ADP0								1											1											1			1					1	5								1											1											1			1					1				P0ADP0	
P0ADQ5								1								1																							2								1								1																											
P0C079								1																									1						2								1																									1										
P0C243								1	1																														2								1	1																																		
P0CE49								1								1														1			1						4								1								1														1			1										
P0CE50								1								1																							2								1								1																											
P0CE51								1																															1								1																																			
P0CE52								1																															1								1																																			
P0CE53								1																															1								1																																			
P0CE54								1																															1								1																																			
P0CE55								1																															1								1																																			
