Join Name	BL21Remv	K12Total	No files found in	BL21Remv Duplicates	K12Total Duplicates
P0AG71	1	1	2	1	1	C6EF64
P30850	1	1	2	1	1	C6EFU6
P0A7Y0	1	1	2	1	1	C6EK20
P09155	1	1	2	1	1	C6EC27
P0A766	1	1	2	1	1	C6EDL9
P77223	1	1	2	1	1	C6EDL8
P76182	1	1	2	1	1	C6EDL6
P77179	1	1	2	1	1	C6EDL4
P77285	1	1	2	1	1	C6EDL5
P0A9J0	1	1	2	1	1	C6EGL4
P0A7Y4	1	1	2	1	1	C6EA76
P10442	1	1	2	1	1	C6EAA2
P21338	1	1	2	1	1	C6EK83
P0AFW4	1	1	2	1	1	C6EK84
P0A7Y8	1	1	2	1	1	C6EGA0
P0CG19	1	1	2	1	1	C6EDE8
P21499	1	1	2	1	1	C6ECH0
P30014	1	1	2	1	1	C6ECV1
P0A8V0	1	1	2	1	1	C6E9T1
P0ACI0	1	1	2	1	1	C6EBH5
P0ABG7	1	1	2	1	1	C6EK59
P27434	1	1	2	1	1	C6EKJ3
P0AFW8	1	1	2	1	1	C6EA96
P0AGB3	1	1	2	1	1	C6EFB3
P24255	1	1	2	1	1	C6EH25
P0AFX0	1	1	2	1	1	C6EH24
P0AG07	1	1	2	1	1	C6EFJ0
P0A7Z0	1	1	2	1	1	C6EIJ5
P37351	1	1	2	1	1	C6ED33
P0ACS7	1	1	2	1	1	C6ED34
P0A7Z4	1	1	2	1	1	C6EGH1
P0A8V2	1	1	2	1	1	C6EE32
P0A8T7	1	1	2	1	1	C6EE31
P00579	1	1	2	1	1	C6EHS8
P0AGB6	1	1	2	1	1	C6EK14
P13445	1	1	2	1	1	C6EJC6
P0A800	1	1	2	1	1	C6EDE1
P0A776	1	1	2	1	1	C6EJ39
P0A8R0	1	1	2	1	1	C6EEW9
P0A805	1	1	2	1	1	C6EAB3
P0AG67	1	1	2	1	1	C6EI71
P0A7R5	1	1	2	1	1	C6EGE5
P0A7R9	1	1	2	1	1	C6EGG9
P0A7S3	1	1	2	1	1	C6EGC2
P0A7S9	1	1	2	1	1	C6EGG8
P0AG59	1	1	2	1	1	C6EGF9
P0ADZ4	1	1	2	1	1	C6EH60
P0A7T3	1	1	2	1	1	C6EJY3
P0AG63	1	1	2	1	1	C6EGF5
P0A7T7	1	1	2	1	1	C6ECE7
P0A7U3	1	1	2	1	1	C6EGF0
P0A7V0	1	1	2	1	1	C6EAB6
P0A7U7	1	1	2	1	1	C6EB30
P68679	1	1	2	1	1	C6EHT0
P0A7V3	1	1	2	1	1	C6EGF2
P0A7V8	1	1	2	1	1	C6EGH0
P0A7W1	1	1	2	1	1	C6EGG3
P02358	1	1	2	1	1	C6ECE9
P02359	1	1	2	1	1	C6EGC3
P0A7W7	1	1	2	1	1	C6EGG0
P0A7X3	1	1	2	1	1	C6EH02
P0AFX4	1	1	2	1	1	C6EE23
P0AFX7	1	1	2	1	1	C6EK15
P0AFX9	1	1	2	1	1	C6EK16
P0AEH1	1	1	2	1	1	C6EAA9
P39286	1	1	2	1	1	C6ECW4
P06992	1	1	2	1	1	C6EB02
P36929	1	1	2	1	1	C6EGH8
P39406	1	1	2	1	1	C6EBK1
P0ADX9	1	1	2	1	1	C6EFA9
P0AGL7	1	1	2	1	1	C6EIG5
P76273	1	1	2	1	1	C6EBZ4
P0A6U5	1	1	2	1	1	C6EG63
P60390	1	1	2	1	1	C6EAX3
P38104	1	1	2	1	1	C6EDR7
P38105	1	1	2	1	1	C6EDR8
P0AFR0	1	1	2	1	1	C6EGN3
P52108	1	1	2	1	1	C6EDP0
P18392	1	1	2	1	1	C6EDN9
P0AA43	1	1	2	1	1	C6EA14
P46849	1	1	2	1	1	C6EFF4
P46850	1	1	2	1	1	C6EFF3
P38035	1	1	2	1	1	C6EFF2
P76446	1	1	2	1	1	C6EA21
P55135	1	1	2	1	1	C6EJ87
P75817	1	1	2	1	1	C6EIC2
P75898	1	1	2	1	1	C6EHJ5
P75897	1	1	2	2	1	C6EHJ6;C6EF74
P0AFQ5	1	1	2	1	1	C6EHJ7
P75895	1	1	2	1	1	C6EHJ8
P75894	1	1	2	1	1	C6EHJ9
P75893	1	1	2	2	1	C6EHK0;C6EBM5
P75892	1	1	2	1	1	C6EHK1
P0ACU2	1	1	2	1	1	C6EHJ4
P0A809	1	1	2	1	1	C6EBW6
P0A812	1	1	2	1	1	C6EBW7
P0A814	1	1	2	1	1	C6EBW4
P0A8I1	1	1	2	1	1	C6EIG2
P0AFY2	1	1	2	1	1	C6EAG8
Q47622	1	1	2	1	1	C6EFT8
P0AGH3	1	1	2	1	1	C6EFT9
P0AGH5	1	1	2	1	1	C6EFU0
P0AAH4	1	1	2	1	1	C6EFU1
P0AAH8	1	1	2	1	1	C6EFU2
P0AG76	1	1	2	1	1	C6ELI6
P27253	1	1	2	1	1	C6EIJ2
P0AFY6	1	1	2	1	1	C6ELL0
P0AAD6	1	1	2	1	1	C6EJ75
P00926	1	1	2	1	1	C6ELA2
P16095	1	1	2	1	1	C6EC17
P30744	1	1	2	1	1	C6EJ74
P07026	1	1	2	1	1	C6EBE5
P10408	1	1	2	1	1	C6EAV7
P0AG86	1	1	2	1	1	C6EDI0
P0AG90	1	1	2	1	1	C6ELH6
P0AG93	1	1	2	1	1	C6ELH5
P0AG99	1	1	2	1	1	C6EH52
P62395	1	1	2	1	1	C6EAV8
P0AGA2	1	1	2	1	1	C6EGG6
P0A821	1	1	2	1	1	C6EE84
P14081	1	1	2	1	1	C6EE85
P16456	1	1	2	1	1	C6ECJ3
P33667	1	1	2	1	1	C6EKW2
P0AFY8	1	1	2	1	1	C6EJP7
P0A9T0	1	1	2	1	1	C6EIJ6
P0AGB0	1	1	2	1	1	C6EBI3
P23721	1	1	2	1	1	C6EI75
P31675	1	1	2	1	1	C6EAY4
P33026	1	1	2	1	1	C6EA28
P31436	1	1	2	1	1	C6EDB2
P0AAA5	1	1	2	1	1	C6EHL7
P51025	1	1	2	1	1	C6ELM5
P33018	1	1	2	1	1	C6EAF9
P0ABW5	1	1	2	1	1	C6EKT6
P77249	1	1	2	1	1	C6EKT5
P77468	1	1	2	1	1	C6EKT4
P38052	1	1	2	1	1	C6EKT2
P75715	1	1	2	1	1	C6EKT3
P0A823	1	1	2	1	1	C6EAD8
P0ACH1	1	1	2	1	1	C6EH39
P37680	1	1	2	1	1	C6EE96
P37678	1	1	2	1	1	C6EE98
P37679	1	1	2	1	1	C6EE97
P39363	1	1	2	1	1	C6EC57
P39365	1	1	2	1	1	C6EC55
P39362	1	1	2	1	1	C6EC58
P39364	1	1	2	1	1	C6EC56
P39361	1	1	2	1	1	C6EC59
P39366	1	1	2	1	1	C6EBT0
P33595	1	1	2	1	1	C6EAY6
P76350	1	1	2	1	1	C6EB88
P0AGM5	1	1	2	1	1	C6EGQ2
Q46755	1	1	2	1	1	C6EGQ3
P76502	1	1	2	1	1	C6ELB4
P0AEU7	1	1	2	1	1	C6EAA7
P0C093	1	1	2	1	1	C6EDF0
P37194	1	1	2	1	1	C6EEH9
P0AGC3	1	1	2	1	1	C6EBH9
P0A8W2	1	1	2	1	1	C6EDK3
P0A9K9	1	1	2	1	1	C6EGB5
P30852	1	1	2	1	1	C6EGI1
P0A828	1	1	2	1	1	C6EGI2
P0AGC7	1	1	2	1	1	C6EBI4
P0A937	1	1	2	1	1	C6EJX6
P36566	1	1	2	1	1	C6EI61
P0AGD1	1	1	2	1	1	C6EDJ9
P0AGD3	1	1	2	1	1	C6ECU7
P00448	1	1	2	1	1	C6EEY9
P15373	1	1	2	1	1	C6EH97
P0AG14	1	1	2	2	1	C6EFW5;C6EJF0
P31122	1	1	2	1	1	C6EDW1
P0ACS2	1	1	2	1	1	C6ED61
P0A9E2	1	1	2	1	1	C6ED62
P21170	1	1	2	1	1	C6EIH1
P60651	1	1	2	1	1	C6EIH2
P0A7F6	1	1	2	1	1	C6EAT7
P09158	1	1	2	1	1	C6EAT6
P0AG24	1	1	2	1	1	C6EDE0
P08395	1	1	2	1	1	C6ECJ1
P0AFV4	1	1	2	1	1	C6EA22
P39902	1	1	2	1	1	C6EIG7
P77754	1	1	2	1	1	C6ECL5
P68191	1	1	2	1	1	C6EEN7
P05707	1	1	2	1	1	C6EJS6
P15082	1	1	2	1	1	C6EJS4
P21507	1	1	2	1	1	C6EK10
P0AGD7	1	1	2	1	1	C6EJY2
P0AGE0	1	1	2	2	1	C6ED65;C6EDC5
P0AFZ1	1	1	2	1	1	C6EKI5
Q46812	1	1	2	1	1	C6EIM9
P0ACA3	1	1	2	1	1	C6EH03
P0AFZ3	1	1	2	1	1	C6EH04
P0A832	1	1	2	1	1	C6EJX3
P75853	1	1	2	1	1	C6EI46
P0AAI1	1	1	2	1	1	C6EI49
P75851	1	1	2	1	1	C6EI48
P80645	1	1	2	1	1	C6EI47
P80644	1	1	2	1	1	C6EI45
P27306	1	1	2	1	1	C6EE47
P0ACG1	1	1	2	1	1	C6EJV6
P0AG78	1	1	2	1	1	C6EEY1
P0A836	1	1	2	1	1	C6EJL0
P0AGE9	1	1	2	1	1	C6EJK9
P76041	1	1	2	1	1	C6EFS3
P77522	1	1	2	1	1	C6ECS2
P77499	1	1	2	1	1	C6ECS3
P77689	1	1	2	1	1	C6ECS4
P76194	1	1	2	1	1	C6ECS6
P26648	1	1	2	1	1	C6EHX7
P77444	1	1	2	1	1	C6ECS5
P69937	1	1	2	1	1	C6ECX5
P0ADG4	1	1	2	1	1	C6EKH4
P0AFZ5	1	1	2	1	1	C6EI23
P75792	1	1	2	1	1	C6EIW0
P0ABZ6	1	1	2	1	1	C6EB00
P0A840	1	1	2	1	1	C6EJC3
P75869	1	1	2	1	1	C6EI22
P00957	1	1	2	1	1	C6EJT4
P21888	1	1	2	1	1	C6EKU0
P21889	1	1	2	1	1	C6EBW1
P0A8U0	1	1	2	1	1	C6EJ79
P04805	1	1	2	1	1	C6EL72
P08312	1	1	2	1	1	C6ECP3
P07395	1	1	2	1	1	C6ECP4
P00960	1	1	2	1	1	C6EEB9
P00961	1	1	2	1	1	C6EEC0
P60906	1	1	2	1	1	C6EKJ5
P00956	1	1	2	1	1	C6EB27
P0A8N3	1	1	2	1	1	C6EIL8
P0A8N5	1	1	2	1	1	C6ECZ5
P0A8N7	1	1	2	1	1	C6ECW8
P07813	1	1	2	1	1	C6EK51
P00959	1	1	2	1	1	C6EAJ7
P39394	1	1	2	1	1	C6EBN4
P0A8M0	1	1	2	1	1	C6EI52
P16659	1	1	2	1	1	C6EA90
P00962	1	1	2	1	1	C6EJQ4
P11875	1	1	2	1	1	C6EBV1
P0A8L1	1	1	2	1	1	C6EI89
P0A8M3	1	1	2	1	1	C6ECN8
P07118	1	1	2	1	1	C6EC93
P00954	1	1	2	1	1	C6EFJ2
P0AGJ9	1	1	2	1	1	C6EDK8
P08957	1	1	2	1	1	C6EBN1
P08956	1	1	2	1	1	C6EBN0
P68398	1	1	2	1	1	C6EK29
P0A867	1	1	2	1	1	C6EKP8
P0A870	1	1	2	1	1	C6EBG1
P76145	1	1	2	1	1	C6EEK4
P0A9T4	1	1	2	1	1	C6EJ34
P69428	1	1	2	1	1	C6EF60
P69425	1	1	2	1	1	C6EF59
P69423	1	1	2	1	1	C6EF58
P27859	1	1	2	1	1	C6EF57
Q47537	1	1	2	1	1	C6ELL9
Q47538	1	1	2	1	1	C6ELL8
Q47539	1	1	2	1	1	C6ELL7
P37610	1	1	2	1	1	C6ELL6
P0ACQ7	1	1	2	1	1	C6EHA6
P0AAD8	1	1	2	1	1	C6EHA8
P11868	1	1	2	1	1	C6EHA9
P42632	1	1	2	1	1	C6EHB0
P0AGL2	1	1	2	1	1	C6EHB1
P42630	1	1	2	1	1	C6EHB2
P11866	1	1	2	1	1	C6EHA5
P07913	1	1	2	1	1	C6EDH3
P25396	1	1	2	1	1	C6EET4
P25397	1	1	2	1	1	C6EET3
P0ADA1	1	1	2	1	1	C6EKX0
P0AGG2	1	1	2	1	1	C6EL11
P77712	1	1	2	1	1	C6EL20
P77699	1	1	2	1	1	C6EJF3
P0A847	1	1	2	1	1	C6ELH8
P04968	1	1	2	1	1	C6EG39
P0AGF6	1	1	2	1	1	C6EHA7
P07464	1	1	2	1	1	C6ELN8
P31550	1	1	2	1	1	C6EAY7
P30136	1	1	2	1	1	C6EE24
P76422	1	1	2	1	1	C6EAK7
P30137	1	1	2	1	1	C6EE25
P30138	1	1	2	1	1	C6EE26
P30139	1	1	2	1	1	C6EE28
P30140	1	1	2	1	1	C6EE29
P77718	1	1	2	1	1	C6EL46
Q46948	1	1	2	1	1	C6EL45
P75948	1	1	2	1	1	C6EGY6
P0AGG0	1	1	2	1	1	C6ELG7
P76423	1	1	2	1	1	C6EAK6
P0AA25	1	1	2	1	1	C6EG32
P0AGG4	1	1	2	1	1	C6EK04
P31549	1	1	2	1	1	C6EAY8
P31548	1	1	2	1	1	C6EAY9
P00934	1	1	2	1	1	C6EBG5
P31142	1	1	2	1	1	C6EKI8
P0A850	1	1	2	1	1	C6EL29
P52097	1	1	2	1	1	C6EA97
P27302	1	1	2	1	1	C6EIH4
P33570	1	1	2	1	1	C6EKP7
P0AGG8	1	1	2	1	1	C6EGL6
P0A853	1	1	2	1	1	C6EG95
P23173	1	1	2	1	1	C6EG94
P19934	1	1	2	1	1	C6EJJ8
P0A855	1	1	2	1	1	C6EJJ7
P02930	1	1	2	1	1	C6EHV8
P0ABU9	1	1	2	1	1	C6EJK0
P0ABV6	1	1	2	1	1	C6EJJ9
P02929	1	1	2	1	1	C6EFY4
P06612	1	1	2	1	1	C6EFW3
P14294	1	1	2	1	1	C6ECJ4
P33225	1	1	2	1	1	C6EHL0
P33226	1	1	2	1	1	C6EHL1
P36662	1	1	2	1	1	C6EHK9
P38684	1	1	2	1	1	C6EHL2
P39453	1	1	2	1	1	C6EHL4
P38683	1	1	2	1	1	C6EHL3
P52005	1	1	2	1	1	C6EBV4
P46923	1	1	2	1	1	C6EBV5
P0A858	1	1	2	1	1	C6EEX9
P77304	1	1	2	1	1	C6EDL1
P0A862	1	1	2	1	1	C6EFQ8
P0AFS5	1	1	2	1	1	C6EDP7
P13482	1	1	2	1	1	C6EGS0
P28904	1	1	2	1	1	C6ECA9
P62601	1	1	2	1	1	C6EEG4
P36673	1	1	2	1	1	C6ECA7
P0AGI8	1	1	2	1	1	C6EGH7
P0AFZ7	1	1	2	1	1	C6EF49
P23003	1	1	2	1	1	C6EE44
P0A8I5	1	1	2	1	1	C6EIF0
P0A873	1	1	2	1	1	C6EJY5
P0AGJ2	1	1	2	1	1	C6EDD9
P0AE01	1	1	2	1	1	C6EKH5
P31825	1	1	2	1	1	C6EK11
P0A877	1	1	2	1	1	C6EFX6
P0A879	1	1	2	1	1	C6EFX5
P00909	1	1	2	1	1	C6EFX4
P00895	1	1	2	1	1	C6EFX2
P00904	1	1	2	1	1	C6EFX3
P77766	1	1	2	1	1	C6EFX1
P0A881	1	1	2	1	1	C6EBH8
P07649	1	1	2	1	1	C6ELD5
P60340	1	1	2	1	1	C6EH59
P0AA41	1	1	2	1	1	C6EJ81
Q57261	1	1	2	1	1	C6EJC2
P0A9P4	1	1	2	1	1	C6EI94
P60778	1	1	2	1	1	C6EFL2
P76055	1	1	2	1	1	C6EFN8
P05847	1	1	2	1	1	C6EHT4
P0AC35	1	1	2	1	1	C6EHT3
P45463	1	1	2	1	1	C6EHT5
P39414	1	1	2	1	1	C6EHT2
P76251	1	1	2	1	1	C6EC30
P16525	1	1	2	1	1	C6EDN8
P0A890	1	1	2	1	1	C6EFA4
P45530	1	1	2	1	1	C6EGC1
P45531	1	1	2	1	1	C6EGC0
P0AB18	1	1	2	1	1	C6EI12
P32132	1	1	2	1	1	C6EF30
P07650	1	1	2	1	1	C6EBI9
P07023	1	1	2	1	1	C6EJZ2
P04693	1	1	2	1	1	C6ED71
P0AAD4	1	1	2	1	1	C6EBF2
P07604	1	1	2	1	1	C6EFQ9
P0A884	1	1	2	1	1	C6EJ42
P0AGK1	1	1	2	1	1	C6EDY0
P0A6A0	1	1	2	1	1	C6EF61
P0AAB4	1	1	2	1	1	C6EF55
P0A887	1	1	2	1	1	C6EF63
P75728	1	1	2	1	1	C6EK33
P17993	1	1	2	1	1	C6E9W9
P25534	1	1	2	1	1	C6EIK1
P0AG03	1	1	2	1	1	C6ELE2
P37440	1	1	2	1	1	C6EL51
P76373	1	1	2	1	1	C6EB57
P12758	1	1	2	1	1	C6EF71
P10905	1	1	2	1	1	C6EFC2
P0AG80	1	1	2	1	1	C6EFC1
P10907	1	1	2	1	1	C6EFC4
P10906	1	1	2	1	1	C6EFC3
P10908	1	1	2	1	1	C6EFC5
P0AGA6	1	1	2	1	1	C6EDA0
P09835	1	1	2	1	1	C6EDA1
P09836	1	1	2	1	1	C6EDA2
P0AGC0	1	1	2	1	1	C6EDA3
P0CE44	1	1	2	1	1	C6EDN1
Q47706	1	1	2	1	1	C6EDN2
P0ACT6	1	1	2	2	1	C6EDM9;C6EFF6
P39301	1	1	2	1	1	C6ECF6
P69822	1	1	2	1	1	C6ECF5
P69820	1	1	2	1	1	C6ECF4
P39304	1	1	2	1	1	C6ECF3
P39305	1	1	2	1	1	C6ECF2
P39306	1	1	2	1	1	C6ECF1
P39300	1	1	2	1	1	C6ECF7
P0A9W0	1	1	2	1	1	C6ECF8
P04152	1	1	2	1	1	C6EGT3
P0AG11	1	1	2	1	1	C6EGT4
P12295	1	1	2	1	1	C6EK06
P0A8F0	1	1	2	1	1	C6EKL3
P60932	1	1	2	1	1	C6EHT8
P60472	1	1	2	1	1	C6EAB1
P0AGM7	1	1	2	1	1	C6EKL4
P0A8F4	1	1	2	1	1	C6EAP1
P08390	1	1	2	1	1	C6ELD4
P07024	1	1	2	1	1	C6EKY4
P0AED0	1	1	2	1	1	C6EEJ0
P0A8S5	1	1	2	1	1	C6EEJ1
P46888	1	1	2	1	1	C6EBT4
P0AAB8	1	1	2	1	1	C6EEX5
P0AAC0	1	1	2	1	1	C6EFP9
P37903	1	1	2	1	1	C6EFL5
P39177	1	1	2	1	1	C6EK87
P43672	1	1	2	1	1	C6EI33
P0A698	1	1	2	1	1	C6ED66
P0A8F8	1	1	2	1	1	C6EJ03
P0A8G0	1	1	2	1	1	C6EBE9
P03018	1	1	2	1	1	C6EG01
P0AED5	1	1	2	1	1	C6EBE8
P42604	1	1	2	1	1	C6EHQ3
P0A6L7	1	1	2	1	1	C6EEK2
P0A8G3	1	1	2	1	1	C6EHQ2
P24215	1	1	2	1	1	C6EBR1
P39160	1	1	2	1	1	C6EBR0
P39161	1	1	2	1	1	C6EBQ8
P76506	1	1	2	1	1	C6ELA7
P76214	1	1	2	1	1	C6ECL6
P0ADN0	1	1	2	1	1	C6EG58
P25535	1	1	2	1	1	C6EIK2
P09184	1	1	2	1	1	C6EBA6
P77414	1	1	2	1	1	C6EAP8
P0ACC9	1	1	2	1	1	C6EAP9
P71237	1	1	2	1	1	C6EAQ0
P71238	1	1	2	1	1	C6EAQ1
P71239	1	1	2	1	1	C6EAQ2
P0ACD2	1	1	2	1	1	C6EAQ3
P32057	1	1	2	1	1	C6EAQ7
P71241	1	1	2	1	1	C6EAR0
P71242	1	1	2	1	1	C6EAR2
P71243	1	1	2	1	1	C6EAR3
P71244	1	1	2	1	1	C6EAR4
P0AC78	1	1	2	1	1	C6EG28
P27828	1	1	2	1	1	C6EG26
P27829	1	1	2	1	1	C6EG25
P56258	1	1	2	1	1	C6EG19
P27836	1	1	2	1	1	C6EG17
P0A8G6	1	1	2	1	1	C6EHK3
P0A930	1	1	2	1	1	C6EAP5
P0AAB2	1	1	2	1	1	C6EAP6
P76387	1	1	2	1	1	C6EAP7
P77377	1	1	2	2	1	C6EAR1;C6EB45
P0AAA7	1	1	2	1	1	C6EG20
P27835	1	1	2	1	1	C6EG18
P76372	1	1	2	1	1	C6EB58
P0AG00	1	1	2	1	1	C6EG27
Q46799	1	1	2	1	1	C6EIP2
Q46800	1	1	2	1	1	C6EIP1
Q46801	1	1	2	1	1	C6EIP0
Q46814	1	1	2	1	1	C6EIM7
P0A9M5	1	1	2	1	1	C6EA49
P38506	1	1	2	1	1	C6EJ73
P00944	1	1	2	1	1	C6EEB3
P09099	1	1	2	1	1	C6EEB4
P0AGF4	1	1	2	1	1	C6EDZ2
P37387	1	1	2	1	1	C6EEB2
P0AGI4	1	1	2	1	1	C6EEB1
P0ACI3	1	1	2	1	1	C6EEB0
P31434	1	1	2	2	1	C6EDD3;C6EDC6
Q47719	1	1	2	1	1	C6EC70
P0A8I3	1	1	2	1	1	C6EBG3
P0AC98	1	1	2	1	1	C6EB43
P28696	1	1	2	1	1	C6EB41
P30143	1	1	2	1	1	C6EBG2
P31679	1	1	2	1	1	C6EB08
P75617	1	1	2	1	1	C6EB42
P75620	1	1	2	1	1	C6EB29
P30149	1	1	2	1	1	C6EAZ0
P0AA95	1	1	2	1	1	C6EAT5
P36680	1	1	2	1	1	C6EAV4
P0A8H8	1	1	2	1	1	C6EAV5
P36682	1	1	2	1	1	C6EAU0
P0A8E5	1	1	2	1	1	C6EAT8
P31666	1	1	2	1	1	C6EAS7
P36879	1	1	2	1	1	C6EAT0
P0AFN6	1	1	2	1	1	C6EAS9
P36881	1	1	2	2	1	C6EAS8;C6EH91
P37016	1	1	2	1	1	C6EAS1
P37018	1	1	2	1	1	C6EAE6
P37050	1	1	2	1	1	C6EAE3
P0AFP0	1	1	2	1	1	C6EAC7
P28634	1	1	2	1	1	C6EA89
P37056	1	1	2	1	1	C6EA91
P62768	1	1	2	1	1	C6EAC1
P37049	1	1	2	1	1	C6EAC0
P40711	1	1	2	1	1	C6EA93
P0AA97	1	1	2	1	1	C6EA94
P52096	1	1	2	1	1	C6EA98
P0A940	1	1	2	1	1	C6EAA8
P30864	1	1	2	1	1	C6EA82
P0A8U2	1	1	2	1	1	C6EA81
P30866	1	1	2	1	1	C6EA80
Q47147	1	1	2	1	1	C6EA65
P0AA99	1	1	2	1	1	C6EA64
Q47151	1	1	2	1	1	C6EA60
Q47156	1	1	2	1	1	C6EA55
Q47157	1	1	2	1	1	C6EA54
Q47158	1	1	2	1	1	C6EA53
Q47149	1	1	2	1	1	C6EA63
P75672	1	1	2	1	1	C6EA77
P77339	1	1	2	1	1	C6EA74
Q47679	1	1	2	1	1	C6EA69
P75684	1	1	2	1	1	C6EA41
P77183	1	1	2	1	1	C6EA40
P77489	1	1	2	1	1	C6EA39
P77324	1	1	2	1	1	C6EA38
P77165	1	1	2	1	1	C6EA37
P0AAA1	1	1	2	1	1	C6EA36
P77263	1	1	2	1	1	C6EA34
P77694	1	1	2	1	1	C6EA33
P77802	1	1	2	1	1	C6EA32
P21514	1	1	2	1	1	C6ELR5
P77700	1	1	2	1	1	C6ELR4
P77219	1	1	2	1	1	C6ELR3
P77736	1	1	2	1	1	C6ELR2
P77297	1	1	2	2	1	C6ELR1;C6EF75
P77187	1	1	2	2	1	C6ELR0;C6EF76
P77221	1	1	2	2	1	C6ELQ9;C6EF77
Q2EEQ3	1	1	2	1	1	C6ELQ8
P77554	1	1	2	1	1	C6ELQ6
P75691	1	1	2	1	1	C6ELQ5
P77393	1	1	2	1	1	C6ELQ4
P75692	1	1	2	1	1	C6ELQ3
P75693	1	1	2	1	1	C6ELQ2
P75694	1	1	2	1	1	C6ELQ1
P0AAN5	1	1	2	1	1	C6ELJ8
P0C037	1	1	2	1	1	C6ELJ6
P0A8D3	1	1	2	1	1	C6ELK0
P51024	1	1	2	1	1	C6ELM6
Q47534	1	1	2	1	1	C6ELM2
P77199	1	1	2	1	1	C6ELL4
P0AAP5	1	1	2	1	1	C6ELL3
P77562	1	1	2	1	1	C6ELK9
P0AAP7	1	1	2	1	1	C6ELK8
P0AAQ0	1	1	2	1	1	C6ELK7
P0ADZ7	1	1	2	1	1	C6ELH7
P0AAQ2	1	1	2	1	1	C6ELH4
P0ADA5	1	1	2	1	1	C6EL32
P46122	1	1	2	1	1	C6ELH2
P77735	1	1	2	1	1	C6ELG5
P0A8E7	1	1	2	1	1	C6EL43
P77726	1	1	2	2	1	C6EL42;C6EFF5
P0AAQ6	1	1	2	1	1	C6EL08
P46890	1	1	2	1	1	C6EL18
P0AAR0	1	1	2	1	1	C6EL03
P0AAR3	1	1	2	1	1	C6EKY3
P39830	1	1	2	1	1	C6EKY6
P45807	1	1	2	1	1	C6EKZ8
P0AAR5	1	1	2	1	1	C6EKZ6
P0ACJ5	1	1	2	1	1	C6EL16
P77301	1	1	2	1	1	C6EKY2
P0A9T6	1	1	2	1	1	C6EKY1
P77400	1	1	2	1	1	C6EKX8
P0AAR8	1	1	2	1	1	C6EL21
P0AFP2	1	1	2	1	1	C6EL09
P0A9T8	1	1	2	1	1	C6EKW9
P33668	1	1	2	1	1	C6EKW6
P0AAS3	1	1	2	1	1	C6EKX6
P77279	1	1	2	1	1	C6EKX4
P77307	1	1	2	1	1	C6EKX3
P77395	1	1	2	1	1	C6EKX2
P0AFP4	1	1	2	1	1	C6EKX1
P77504	1	1	2	1	1	C6EKW8
P77328	1	1	2	1	1	C6EKV3
P75717	1	1	2	1	1	C6EJH7
P45570	1	1	2	1	1	C6EKT9
P0AAS7	1	1	2	1	1	C6EKT8
P0A8Y8	1	1	2	1	1	C6EK97
P0AAT2	1	1	2	1	1	C6EKC2
P0AAT4	1	1	2	1	1	C6EKC4
P45579	1	1	2	1	1	C6EK95
P77506	1	1	2	1	1	C6EKC1
P77806	1	1	2	1	1	C6EK94
P77174	1	1	2	1	1	C6EK93
P77316	1	1	2	1	1	C6EK86
P0AAT6	1	1	2	1	1	C6EK56
P0A8J4	1	1	2	1	1	C6EK62
P30979	1	1	2	1	1	C6EK64
P0AAT9	1	1	2	1	1	C6EK50
P39874	1	1	2	1	1	C6EK67
P77234	1	1	2	3	1	C6EK49;C6EK48;C6EL41
P77627	1	1	2	1	1	C6EK47
P0A898	1	1	2	1	1	C6EK36
P0AAU2	1	1	2	1	1	C6EJN5
P0AAU5	1	1	2	1	1	C6EJN4
P28915	1	1	2	1	1	C6EJN3
P0AAU7	1	1	2	1	1	C6EJP9
P75736	1	1	2	1	1	C6EJP8
P37003	1	1	2	1	1	C6EJP4
P75733	1	1	2	1	1	C6EJQ3
P75734	1	1	2	1	1	C6EJQ2
P75737	1	1	2	1	1	C6EJP5
P24252	1	1	2	1	1	C6EJN1
P0A8Z3	1	1	2	1	1	C6EJK1
P37909	1	1	2	1	1	C6EJL9
P0AAV0	1	1	2	1	1	C6EJK2
P0AFP6	1	1	2	1	1	C6EJM8
P0AAV4	1	1	2	1	1	C6EJM7
P75745	1	1	2	1	1	C6EJM6
P75746	1	1	2	1	1	C6EJM5
P75748	1	1	2	1	1	C6EJM2
P75749	1	1	2	1	1	C6EJM1
P75750	1	1	2	1	1	C6EJM0
P12994	1	1	2	1	1	C6EJ09
P46130	1	1	2	1	1	C6EJI8
P0A9U1	1	1	2	1	1	C6EIY8
P75777	1	1	2	1	1	C6EIY7
P75767	1	1	2	1	1	C6EJ02
P0AAC4	1	1	2	1	1	C6EIZ6
P75769	1	1	2	1	1	C6EIZ5
P75770	1	1	2	1	1	C6EIZ4
P0AA84	1	1	2	1	1	C6EIZ3
P0AAW1	1	1	2	1	1	C6EIZ2
P0AAW5	1	1	2	1	1	C6EIZ1
P0AFP9	1	1	2	1	1	C6EIZ0
P0AFQ2	1	1	2	1	1	C6EIY9
P30176	1	1	2	1	1	C6EIY4
P30177	1	1	2	1	1	C6EIY2
P30178	1	1	2	1	1	C6EIY1
P0ACU0	1	1	2	1	1	C6EIY6
P41039	1	1	2	1	1	C6EIX9
P0AAX3	1	1	2	1	1	C6EIY0
P75783	1	1	2	1	1	C6EIX4
P75785	1	1	2	1	1	C6EIW7
