Merge ID	Masuda2009_fin	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Normalized And Descr Itensity	0BS_C0LL	ABS_CALL	ABS_CALL	Merge ID	Merge ID	Masuda2009_fin	Taniguchi2010_fin_mmol	DetectedTranscr	# Studies	DB_NoveV12 Duplicates	Copy number per cell	mMol	Merge ID	Merge ID	Pan2010	Thein2010	Taoka2004	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Huang2006	Ji2006	Lasserre2006	Cirulli2007	Wagner2007	Jarchow2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Iwasaki2010	Wickstrom2010	# Studies	DB_NoveV12 Duplicates	P0AFG8	P0A910	P00350	P0AG44	P0A9P0	P08660	P17583	P0A6F5	P0A6H8	P0AC47	P06129	P0ADT8	P02925	P0A910	C1P619	P0ACV0	Q46798	P00561	P00350
P43671	1	1	1	1	1	5	B	1	2	2	2	P43671	P43671	1	1	1	3	B	11.36	0.00031571	P43671	P43671	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	8	B		P43671		P43671		P43671			P43671			P43671			P43671	P43671		P43671	
P43674	0	1	1	1	0	3	I		2	1	2		P43674	0	0	0	0	I				P43674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	I																	P43674		
P45395	1	1	1	1	0	4	B	1	2	2	2		P45395	1	1	0	2	B	58.63	0.0064964		P45395	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	B			P45395				P45395								P45395	P45395		P45395	
P45463	0	1	1	1	0	3	B		0	0	2		P45463	0	1	0	1	B		0.00027535		P45463	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	B							P45463												P45463
P45468	0	1	1	1	0	3	B		2	2	2		P45468	0	0	0	0	B				P45468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P45468			P45468	
P45537	1	1	1	1	1	5	B	1	2	2	2	P45537	P45537	1	0	1	2	B	1.23		P45537	P45537	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	6	B							P45537		P45537		P45537				P45537	P45537		P45537	
P45565	0	1	1	1	0	3	G		0	0	0		P45565	0	0	0	0	G				P45565	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	G		P45565					P45565												
P45751	0	1	1	1	0	3	B		0	0	0		P45751	0	0	0	0	B				P45751	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P45751												
P45753	0	1	1	1	0	3	G		0	0	0		P45753	0	0	0	0	G				P45753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	G															P45753				
P45767	0	1	1	1	0	3	B		0	0	0		P45767	0	0	0	0	B				P45767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P45768	0	1	1	1	0	3	B		0	0	0		P45768	0	0	0	0	B				P45768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P45769	0	1	1	1	0	3	F1		0	0	0		P45769	0	0	0	0	F1				P45769	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	F1							P45769												
P45800	1	1	1	1	1	5	B	1	2	2	0	P45800	P45800	1	0	1	2	B	1		P45800	P45800	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	6	B		P45800	P45800						P45800						P45800	P45800		P45800	
P46022	1	1	1	1	1	5	B	1	2	2	0	P46022	P46022	1	0	1	2	B	1		P46022	P46022	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	B							P46022									P46022			
P46118	1	1	1	1	1	5	B	1	2	2	2	P46118	P46118	1	0	1	2	B	34.35		P46118	P46118	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	5	B		P46118	P46118												P46118	P46118		P46118	
P46126	0	1	1	1	0	3	E		2	2			P46126	0	0	0	0	E				P46126	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	E							P46126												
P46130	1	1	1	1	1	5	I	1	2	2	2	P46130	P46130	1	0	1	2	I	70.42		P46130	P46130	0	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	8	I		P46130	P46130					P46130	P46130						P46130	P46130	P46130	P46130	
P46136	0	1	1	1	0	3	B		2	2			P46136	0	0	0	0	B				P46136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P46139	0	1	1	1	0	3	B		2	2	2		P46139	0	0	0	0	B				P46139	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	B							P46139				P46139								
P46141	0	1	1	1	0	3	B		2	2	2		P46141	0	0	0	0	B				P46141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P46142	0	1	1	1	0	3	G		2	2	2		P46142	0	0	0	0	G				P46142	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P46142											P46142	
P46478	0	1	1	1	0	3	B		2	2	2		P46478	0	0	0	0	B				P46478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P46482	1	1	1	1	1	5	B	1	0	0	0	P46482	P46482	1	0	1	2	B	1.06		P46482	P46482	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	B							P46482									P46482			
P46889	1	1	1	1	1	5	B	1	2	2	2	P46889	P46889	1	1	1	3	B	1.01	0.001874	P46889	P46889	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	6	B		P46889	P46889				P46889								P46889	P46889		P46889	
P50456	0	1	1	1	1	4	F1		2	2	2	P50456	P50456	0	0	1	1	F1			P50456	P50456	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	6	F1							P50456		P50456						P50456	P50456		P50456	P50456
P50466	0	1	1	1	0	3	B		2	2	2		P50466	0	0	0	0	B				P50466	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3	B							P50466								P50466	P50466			
P51981	0	1	1	1	0	3	B		2	2	2		P51981	0	0	0	0	B				P51981	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	B			P51981				P51981											P51981	
P52005	0	1	1	1	0	3	B		0	0	0		P52005	0	0	0	0	B				P52005	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P52005												
P52107	0	1	1	1	0	3	G		0	0	0		P52107	0	0	0	0	G				P52107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P52107												
P52599	0	1	1	1	0	3	G		0	0			P52599	0	0	0	0	G				P52599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P52599	
P52636	0	1	1	1	0	3	B		0	0	2		P52636	0	0	0	0	B				P52636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P52645	1	1	1	1	1	5	B	1	2	2	2	P52645	P52645	1	0	1	2	B	1.18		P52645	P52645	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	6	B		P52645					P52645		P52645						P52645	P52645		P52645	
P60061	0	1	1	1	0	3	B		2	2	2		P60061	0	0	0	0	B				P60061	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	B										P60061									
P60560	1	1	1	1	1	5	B	1	2	2	2	P60560	P60560	1	1	1	3	B	1226.02	0.028706	P60560	P60560	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	B			P60560				P60560								P60560	P60560		P60560	
P60752	1	1	1	1	1	5	B	1	2	2	2	P60752	P60752	1	1	1	3	B	43	0.0099165	P60752	P60752	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	8	B		P60752	P60752				P60752		P60752	P60752					P60752	P60752		P60752	
P60778	0	1	1	1	0	3	B		2	0	2		P60778	0	0	0	0	B				P60778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P60782	0	1	1	1	0	3	B		2	0			P60782	0	0	0	0	B				P60782	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	B							P60782								P60782			P60782	
P60785	1	1	1	1	1	5	F1	1	2	2	2	P60785	P60785	1	1	1	3	F1	366.63	0.02678	P60785	P60785	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	8	F1		P60785	P60785	P60785			P60785		P60785						P60785	P60785		P60785	
P60869	1	1	1	1	1	5	B	1	0	0	0	P60869	P60869	1	0	1	2	B	21.31		P60869	P60869	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	5	B									P60869						P60869	P60869		P60869	P60869
P60932	0	1	1	1	1	4	B		2	1		P60932	P60932	0	0	1	1	B			P60932	P60932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P60932			P60932	
P60955	1	1	1	1	1	5	B	1	2	2	2	P60955	P60955	1	0	1	2	B	37.12		P60955	P60955	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	5	B			P60955												P60955	P60955		P60955	P60955
P61316	1	1	1	1	1	5	G	1	2	2	2	P61316	P61316	1	1	1	3	G	16.12	0.0013501	P61316	P61316	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	4	G			P61316				P61316							P61316				P61316	
P61320	1	1	1	1	1	5	I	1	2	2	2	P61320	P61320	1	0	1	2	I	49.52		P61320	P61320	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	8	I		P61320	P61320				P61320		P61320						P61320	P61320	P61320	P61320	
P61889	1	1	1	1	1	5	F1	2	2	2	2	P61889	P61889	1	0	1	2	F1	582.65		P61889	P61889	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	10	F1			P61889			P61889	P61889	P61889	P61889	P61889					P61889	P61889		P61889	P61889
P62395	0	1	1	1	0	3	G		2	2	2		P62395	0	0	0	0	G				P62395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P62395	
P62517	1	1	1	1	1	5	B	1	2	2	2	P62517	P62517	1	1	1	3	B	28.78	0.011987	P62517	P62517	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	7	B		P62517		P62517					P62517	P62517					P62517	P62517		P62517	
P63183	1	1	1	1	1	5	B	1	1	0		P63183	P63183	1	0	1	2	B	1.13		P63183	P63183	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	5	B		P63183					P63183		P63183						P63183	P63183			
P63340	0	1	1	1	1	4	B		2	2	2	P63340	P63340	0	0	1	1	B			P63340	P63340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P63340			P63340	
P63386	1	1	1	1	1	5	F1	1	2	2	2	P63386	P63386	1	0	1	2	F1	37.12		P63386	P63386	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	8	F1			P63386			P63386	P63386		P63386			P63386			P63386	P63386		P63386	
P63389	1	1	1	1	1	5	F1	1	2	2	2	P63389	P63389	1	0	1	2	F1	26.45		P63389	P63389	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	6	F1		P63389	P63389				P63389								P63389	P63389		P63389	
P63883	1	1	1	1	1	5	G	1	2	2	2	P63883	P63883	1	0	1	2	G			P63883	P63883	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	6	G		P63883	P63883				P63883									P63883	P63883	P63883	
P64423	1	1	1	1	1	5	B	1	0	0	2	P64423	P64423	1	0	1	2	B	1.45		P64423	P64423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P64423	P64423		P64423	
P64426	1	1	1	1	0	4	I	1	2	2	2		P64426	1	0	0	1	I	8.47			P64426	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	4	I							P64426		P64426						P64426	P64426			
P64439	0	1	1	1	0	3	B		2	2			P64439	0	0	0	0	B				P64439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64445	0	1	1	1	0	3	B		0	0	2		P64445	0	0	0	0	B				P64445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64481	0	1	1	1	0	3	B		2	1			P64481	0	0	0	0	B				P64481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64515	0	1	1	1	0	3	B		2	2	2		P64515	0	0	0	0	B				P64515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P64515			P64515	
P64548	0	1	1	1	0	3	G		2	2	2		P64548	0	0	0	0	G				P64548	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P64548												
P64550	0	1	1	1	0	3	B		2	2	2		P64550	0	0	0	0	B				P64550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P64590	0	1	1	1	1	4	B		2	2	2	P64590	P64590	0	0	1	1	B			P64590	P64590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P64590				
P64604	1	1	1	1	1	5	G	1	2	2	2	P64604	P64604	1	0	1	2	G	316.29		P64604	P64604	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	10	G		P64604	P64604	P64604		P64604			P64604	P64604		P64604			P64604	P64604		P64604	
P64606	1	1	1	1	1	5	B	1	2	2	2	P64606	P64606	1	0	1	2	B	1.54		P64606	P64606	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	4	B							P64606								P64606	P64606		P64606	
P65298	0	1	1	1	0	3	I		0	0	0		P65298	0	0	0	0	I				P65298	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	I							P65298												
P66948	1	1	1	1	1	5	G	1	2	2	2	P66948	P66948	1	0	1	2	G	9.44		P66948	P66948	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	6	G			P66948				P66948						P66948		P66948	P66948		P66948	
P67153	0	1	1	1	0	3	B		2	2	2		P67153	0	0	0	0	B				P67153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P67244	0	1	1	1	1	4	B		2	2	2	P67244	P67244	0	0	1	1	B			P67244	P67244	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	B		P67244							P67244						P67244				
P67444	0	1	1	1	0	3	B		0	0	0		P67444	0	0	0	0	B				P67444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P67444				
P67553	1	1	1	1	1	5	E	1	2	2	2	P67553	P67553	1	0	1	2	E			P67553	P67553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	E															P67553	P67553		P67553	
P67601	0	1	1	1	0	3	B		2	0	2		P67601	0	0	0	0	B				P67601	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	B							P67601												
P67662	0	1	1	1	1	4	B		2	2	2	P67662	P67662	0	0	1	1	B			P67662	P67662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P68183	0	1	1	1	0	3	B		2	2	2		P68183	0	0	0	0	B				P68183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P68183	P68183		P68183	
P68187	1	1	1	1	0	4	F1	1	2	2	2		P68187	1	1	0	2	F1	152	0.040257		P68187	1	1	1	0	1	1	0	1	1	0	0	1	0	0	1	1	0	1	0	11	F1	P68187	P68187	P68187		P68187	P68187		P68187	P68187			P68187			P68187	P68187		P68187	
P68644	0	1	1	1	1	4	F1		1	0	0	P68644	P68644	0	1	1	2	F1		0.0014438	P68644	P68644	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	F1							P68644								P68644			P68644	
P69054	0	1	1	1	1	4	B		2	2	2	P69054	P69054	0	0	1	1	B			P69054	P69054	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	4	B									P69054						P69054	P69054		P69054	
P69380	1	1	1	1	1	5	B	1	2	2	2	P69380	P69380	1	0	1	2	B	1.16		P69380	P69380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P69380	P69380		P69380	
P69423	0	1	1	1	1	4	B		2	2	2	P69423	P69423	0	0	1	1	B			P69423	P69423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	B															P69423			P69423	
P69425	1	1	1	1	1	5	B	1	2	2	2	P69425	P69425	1	1	1	3	B	1.59	0.016094	P69425	P69425	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	6	B		P69425	P69425				P69425								P69425	P69425		P69425	
P69451	1	1	1	1	1	5	F1	1	2	2	2	P69451	P69451	1	0	1	2	F1	9.44		P69451	P69451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	F1																P69451		P69451	
P69490	1	1	1	1	1	5	B	1	0	0	2	P69490	P69490	1	0	1	2	B	1.19		P69490	P69490	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	B			P69490												P69490	P69490		P69490	
P69739	0	1	1	1	0	3	B		0	0	0		P69739	0	0	0	0	B				P69739	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	5	B			P69739						P69739						P69739	P69739		P69739	
P69783	1	1	1	1	1	5	F1	2	2	2	2	P69783	P69783	1	0	1	2	F1	398		P69783	P69783	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	7	F1		P69783	P69783				P69783			P69783					P69783	P69783		P69783	
P69786	1	1	1	1	1	5	B	1	2	2	2	P69786	P69786	1	0	1	2	B	336.54		P69786	P69786	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	7	B		P69786	P69786	P69786					P69786						P69786	P69786		P69786	
P69791	0	1	1	1	0	3	F1		2	2	2		P69791	0	0	0	0	F1				P69791	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	F1							P69791												
P69801	1	1	1	1	1	5	B	1	2	2	2	P69801	P69801	1	1	1	3	B	6.05	0.086909	P69801	P69801	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	6	B		P69801	P69801							P69801	P69801				P69801			P69801	
P69805	1	1	1	1	1	5	B	2	2	2	2	P69805	P69805	1	0	1	2	B	113.03		P69805	P69805	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	10	B	P69805	P69805	P69805			P69805			P69805	P69805		P69805			P69805	P69805		P69805	
P69829	1	1	1	1	1	5	F1	1	2	2	2	P69829	P69829	1	0	1	2	F1	125.04		P69829	P69829	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	F1			P69829												P69829	P69829		P69829	
P69853	0	1	1	1	0	3	F1		2	1	2		P69853	0	0	0	0	F1				P69853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	F1															P69853			P69853	
P69874	1	1	1	1	1	5	F1	1	2	2	2	P69874	P69874	1	0	1	2	F1	41		P69874	P69874	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	6	F1		P69874	P69874						P69874						P69874	P69874		P69874	
P69902	0	1	1	1	0	3	B		2	0	0		P69902	0	0	0	0	B				P69902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P69924	1	1	1	1	1	5	B	1	2	2	2	P69924	P69924	1	0	1	2	B	202.12		P69924	P69924	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	6	B			P69924				P69924			P69924					P69924	P69924		P69924	
P69931	0	1	1	1	1	4	F1		2	2	2	P69931	P69931	0	1	1	2	F1		0.004869	P69931	P69931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	F1																		P69931	
P71241	0	1	1	1	0	3	B		0	0			P71241	0	0	0	0	B				P71241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P71244	0	1	1	1	0	3	G		0	0	0		P71244	0	0	0	0	G				P71244	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	G							P71244												
P75728	1	1	1	1	1	5	B	1	2	2	2	P75728	P75728	1	1	1	3	B	22.71	0.0077651	P75728	P75728	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	B			P75728												P75728	P75728		P75728	
P75733	0	1	1	1	0	3	H		0	0			P75733	0	0	0	0	H				P75733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	H																			
P75734	0	1	1	1	0	3	I		0	1			P75734	0	0	0	0	I				P75734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	I															P75734				
P75742	0	1	1	1	0	3	B		0	0	0		P75742	0	0	0	0	B				P75742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75780	1	1	1	1	1	5	H	1	2	0	0	P75780	P75780	1	0	1	2	H	6.53		P75780	P75780	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	5	H		P75780											P75780		P75780	P75780	P75780		
P75785	1	1	1	1	0	4	B	1	2	2	2		P75785	1	0	0	1	B	1.17			P75785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	B															P75785	P75785		P75785	
P75796	0	1	1	1	1	4	F1		2	2	2	P75796	P75796	0	0	1	1	F1			P75796	P75796	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	4	F1							P75796		P75796							P75796		P75796	
P75797	0	1	1	1	1	4	G		2	2		P75797	P75797	0	1	1	2	G		0.0009061	P75797	P75797	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P75797											P75797	
P75799	0	1	1	1	0	3	B		0	0			P75799	0	0	0	0	B				P75799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75801	1	1	1	1	1	5	B	1	2	2	2	P75801	P75801	1	0	1	2	B	1.28		P75801	P75801	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3	B							P75801								P75801	P75801			
P75804	0	1	1	1	0	3	G		0	0	0		P75804	0	0	0	0	G				P75804	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P75804											P75804	
P75806	0	1	1	1	0	3	B		2	2	2		P75806	0	0	0	0	B				P75806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75820	1	1	1	1	1	5	I	1	2	2	2	P75820	P75820	1	0	1	2	I			P75820	P75820	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	5	I									P75820						P75820	P75820	P75820	P75820	
P75822	0	1	1	1	1	4	B		2	2	2	P75822	P75822	0	0	1	1	B			P75822	P75822	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	5	B							P75822		P75822						P75822	P75822		P75822	
P75828	0	1	1	1	1	4	B		2	2	2	P75828	P75828	0	0	1	1	B			P75828	P75828	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	5	B			P75828				P75828								P75828	P75828		P75828	
P75829	1	1	1	1	1	5	F1	1	2	2	2	P75829	P75829	1	1	1	3	F1	152	0.003654	P75829	P75829	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	F1		P75829													P75829	P75829		P75829	
P75830	1	1	1	1	1	5	F2	1	1	0		P75830	P75830	1	1	1	3	F2	1.66	0.00010501	P75830	P75830	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	6	F2		P75830	P75830						P75830						P75830	P75830		P75830	
P75839	0	1	1	1	0	3	B		2	2	2		P75839	0	0	0	0	B				P75839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	B															P75839	P75839			
P75853	0	1	1	1	0	3	G		0	0	0		P75853	0	0	0	0	G				P75853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P75853	
P75870	1	1	1	1	1	5	B	1	2	2	2	P75870	P75870	1	0	1	2	B	1.31		P75870	P75870	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	5	B							P75870		P75870						P75870	P75870		P75870	
P75916	0	1	1	1	0	3	B		2	2	2		P75916	0	0	0	0	B				P75916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75920	0	1	1	1	0	3	B		2	2			P75920	0	0	0	0	B				P75920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P75938	0	1	1	1	0	3	G		2	2	2		P75938	0	0	0	0	G				P75938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P75946	0	1	1	1	1	4	I		2	2	2	P75946	P75946	0	0	1	1	I			P75946	P75946	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	3	I									P75946						P75946	P75946			
P75948	0	1	1	1	0	3	B		2	2	2		P75948	0	0	0	0	B				P75948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	B															P75948				
P75954	0	1	1	1	0	3	G		2	2			P75954	0	0	0	0	G				P75954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G																			
P75957	1	1	1	1	1	5	F1	1	2	2	2	P75957	P75957	1	1	1	3	F1	22.71	0.023721	P75957	P75957	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	6	F1		P75957	P75957				P75957								P75957	P75957		P75957	
P76001	0	1	1	1	0	3	G		2	2	2		P76001	0	0	0	0	G				P76001	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	G							P76001											P76001	
P76010	0	1	1	1	0	3	F1		2	2	0		P76010	0	0	0	0	F1				P76010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	F1															P76010				
P76027	1	1	1	1	1	5	F1	1	2	2	2	P76027	P76027	1	0	1	2	F1	84		P76027	P76027	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	8	F1			P76027			P76027	P76027					P76027			P76027	P76027		P76027	P76027
P76135	0	1	1	1	0	3	B		0	0	0		P76135	0	0	0	0	B				P76135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76169	0	1	1	1	0	3	B		2	2	2		P76169	0	0	0	0	B				P76169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76176	0	1	1	1	0	3	G		2	2	2		P76176	0	1	0	1	G		0.00054095		P76176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	G																		P76176	
P76182	0	1	1	1	1	4	B		2	2	2	P76182	P76182	0	0	1	1	B			P76182	P76182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
P76193	1	1	1	1	1	5	G	1	2	2	2	P76193	P76193	1	1	1	3	G	22.71	0.0015514	P76193	P76193	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	4	G			P76193												P76193	P76193		P76193	
P76198	0	1	1	1	0	3	B		0	0	0		P76198	0	0	0	0	B				P76198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B																			
