Merge ID	Masuda2009_fin2	Wang2007_fin	Wang2007_noglucose_fin	Oberto2009_fin	Wei2001_fin	mRNA_Taniguchi_fin	OurStudy_Feb2011_Common	# Studies	TableS3_K12_ProteomeV13_BasicProteome Duplicates	Entry name (Uniprot)	mRNA	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	ABS_CALL	A (mRNA per cell cycle)_RNAseq	Localization	Abundance Level
P75919	0	1	1	1	0	1	1	5	A	YMDC_ECOLI			2	2	2		1.024863954	A	P
P75942	0	1	1	1	0	0	0	3	A	FLGJ_ECOLI			2	2	2				P
P75949	1	1	1	1	0	1	1	6	A	NAGZ_ECOLI	3.14	2	2	2	2		2.277305018	A	P
P75952	0	1	1	1	0	0	1	4	A	YCFQ_ECOLI			2	2	2			A	P
P75960	1	1	1	1	0	1	0	5	A	NPD_ECOLI	2.12	2	2	2	2		1.423443922		P
P75966	0	1	1	1	0	0	0	3	A	RLUE_ECOLI			2	2	2				P
P76004	0	1	1	1	0	0	0	3	A	YCGM_ECOLI			2	2	2				P
P76008	0	1	1	1	0	0	1	4	A	LDCA_ECOLI			2	2	2			A	P
P76034	1	1	1	1	0	0	1	5	A	YCIT_ECOLI		2	2	2	2			A	P
P76046	0	1	1	1	0	1	1	5	A	YCJX_ECOLI			2	0	0			A	P
P76053	0	1	1	1	0	0	1	4	A	YDAL_ECOLI			0	0	0			A	A
P76055	1	1	1	1	0	0	1	5	A	TTCA_ECOLI	0.41	2	0	0	2			A	P
P76121	0	1	1	1	0	0	0	3	A	YDDH_ECOLI			2	2	2				P
P76127	0	1	1	1	0	0	0	3	A	BDM_ECOLI			2	2	0				P
P76134	0	1	1	1	0	0	0	3	A	YDEM_ECOLI			0	0	2				P
P76149	0	1	1	1	0	0	1	4	A	YNEI_ECOLI			2	2	2			A	P
P76187	1	1	1	1	0	0	1	5	A	YDHF_ECOLI	0.64	2	2	2	2			A	P
P76201	0	1	1	1	0	0	0	3	A	YDIQ_ECOLI			0	0	0				A
P76213	0	1	1	1	0	0	1	4	A	CHO_ECOLI			2	2				A	P
P76215	0	1	1	1	0	0	0	3	A	ASTE_ECOLI			2	2					P
P76216	0	1	1	1	0	1	0	4	A	ASTB_ECOLI			2	2	0				P
P76234	0	1	1	1	0	0	0	3	A	YEAE_ECOLI			2	2	2				P
P76235	0	1	1	1	0	0	0	3	A	YEAH_ECOLI			0	2	0				P
P76243	0	1	1	1	0	0	0	3	A	YEAO_ECOLI			2	2	2				P
P76245	0	1	1	1	0	0	1	4	A	YEAP_ECOLI			2	2	2			A	P
P76256	1	1	1	1	0	0	1	5	A	YEAZ_ECOLI	0.29	2	2	0				A	P
P76257	0	1	1	1	0	0	1	4	A	YOAA_ECOLI			2	2	2			A	P
P76268	1	1	1	1	0	0	1	5	A	KDGR_ECOLI	1.27	2	2	2	2			A	P
P76273	0	1	1	1	0	0	1	4	A	RSMF_ECOLI			2	0	0			A	P
P76275	0	1	1	1	0	0	0	3	A	YEBW_ECOLI			2	2	2				P
P76280	0	1	1	1	0	0	1	4	A	YOBB_ECOLI			2	2	2			A	P
P76290	1	1	1	1	0	0	1	5	A	CMOA_ECOLI	0.35	2	2	2	2			A	P
P76291	1	1	1	1	0	0	0	4	A	CMOB_ECOLI	0.36	2	2	0					P
P76340	0	1	1	1	0	1	1	5	A	YEDW_ECOLI			2	2	2			A	P
P76369	0	1	1	1	0	0	0	3	A	YEEY_ECOLI			2	2					P
P76402	0	1	1	1	0	0	0	3	A	YEGP_ECOLI			2	2	2				P
P76403	1	1	1	1	0	0	1	5	A	YEGQ_ECOLI	0.75	2	2	2	2			A	P
P76418	0	1	1	1	0	1	0	4	A	YEGU_ECOLI			2	0	0				P
P76422	0	1	1	1	0	0	1	4	A	THID_ECOLI			0	0	0			A	A
P76440	1	1	1	1	0	0	0	4	A	YEIT_ECOLI	1	2	2	2	2				P
P76472	0	1	1	1	0	0	1	4	A	ARND_ECOLI			2	2	2			A	P
P76483	0	1	1	1	0	0	0	3	A	YFBM_ECOLI			0	0	0				A
P76491	0	1	1	1	0	0	1	4	A	YFBR_ECOLI			2	2	2			A	P
P76503	0	1	1	1	0	0	1	4	A	FADI_ECOLI			2	2	2			A	P
P76524	0	1	1	1	0	1	0	4	A	YPDF_ECOLI			0	0	0				L
P76535	1	1	1	1	0	1	1	6	A	MURQ_ECOLI		2	2	2	2		0.05292741	A	P
P76539	0	1	1	1	0	0	1	4	A	YPEA_ECOLI			2	2	2			A	P
P76541	1	1	1	1	0	0	1	5	A	EUTL_ECOLI	0	2	0	0	0			A	P
P76553	0	1	1	1	0	0	0	3	A	EUTG_ECOLI			0	0	0				A
P76555	0	1	1	1	0	0	0	3	A	EUTQ_ECOLI			1	2	0				P
P76556	0	1	1	1	0	0	0	3	A	EUTP_ECOLI			0	0	0				A
P76558	1	1	1	1	0	1	1	6	A	MAO2_ECOLI	10.06	2	2	2	2			A	P
P76561	0	1	1	1	0	0	1	4	A	YPFH_ECOLI			2	2	2			A	P
P76584	0	1	1	1	0	0	0	3	A	YPHB_ECOLI			0	0	0				A
P76585	0	1	1	1	0	0	1	4	A	YPHG_ECOLI			0	0	2			A	P
P76594	0	1	1	1	0	1	1	5	A	YFIQ_ECOLI			2	2	2		1.163851466	A	P
P76633	0	1	1	1	0	1	0	4	A	YGCW_ECOLI			0	0	0				L
P76641	0	1	1	1	0	0	0	3	A	GUAD_ECOLI			2	2	1				P
P76658	1	1	1	1	0	0	1	5	A	HLDE_ECOLI	1	2	2	2				A	P
P76938	0	1	1	1	0	0	0	3	A	YFCM_ECOLI			2	2	2				P
P77147	0	1	1	1	0	0	0	3	A	YDHT_ECOLI			0	0	0				A
P77150	1	1	1	1	0	0	1	5	A	PDXY_ECOLI	1	2	2	2				A	P
P77174	0	1	1	1	0	0	0	3	A	YBDM_ECOLI			2	1					P
P77213	0	1	1	1	0	1	0	4	A	CAAL_ECOLI			0	0	0				L
P77218	0	1	1	1	0	1	0	4	A	EUTD_ECOLI			0	2					P
P77247	1	1	1	1	0	0	0	4	A	YNIC_ECOLI	0.41	2	2	2	2				P
P77258	1	1	1	1	0	0	1	5	A	NEMA_ECOLI	0.85	2	2	2	2			A	P
P77260	0	1	1	1	0	0	0	3	A	YDFI_ECOLI			2	2	2				P
P77277	0	1	1	1	0	0	0	3	A	EUTJ_ECOLI			2	2	2				P
P77334	0	1	1	1	0	0	1	4	A	GMR_ECOLI			0	0	0			A	A
P77337	0	1	1	1	0	0	0	3	A	YDIS_ECOLI			0	0	0				A
P77376	0	1	1	1	0	1	1	5	A	YDGJ_ECOLI			2	2	2			A	P
P77378	0	1	1	1	0	0	0	3	A	YDIR_ECOLI			0	0	0				A
P77396	0	1	1	1	0	0	0	3	A	YPDC_ECOLI			2	2	2				P
P77398	0	1	1	1	0	1	1	5	A	ARNA_ECOLI			2	2	2			A	P
P77399	0	1	1	1	0	1	1	5	A	FADJ_ECOLI			0	2	0			A	P
P77402	0	1	1	1	0	0	0	3	A	YDIP_ECOLI			0	0	0				A
P77414	0	1	1	1	0	0	0	3	A	WCAA_ECOLI			0	0	0				A
P77434	0	1	1	1	0	0	1	4	A	YFDZ_ECOLI			2	2	2			A	P
P77475	1	1	1	1	0	1	1	6	A	YQAB_ECOLI	0.66	2	2	2			3.614570282	A	P
P77488	1	1	1	1	0	1	1	6	A	DXS_ECOLI	0.64	2	2	2	2			A	P
P77493	0	1	1	1	0	0	0	3	A	YDJH_ECOLI			0	0	0				A
P77526	0	1	1	1	0	0	0	3	A	YFCG_ECOLI			0	0	0				A
P77544	0	1	1	1	0	1	0	4	A	YFCF_ECOLI			2	1					P
P77552	1	1	1	1	0	0	1	5	A	YDHQ_ECOLI	0.97	2	2	2	2			A	P
P77555	0	1	1	1	0	0	0	3	A	ALLD_ECOLI			0	0	0				A
P77559	0	1	1	1	1	0	1	5	A	YNFL_ECOLI			2	2	2	0		A	P
P77561	0	1	1	1	0	1	1	5	A	YDEP_ECOLI			1	0				A	A
P77567	0	1	1	1	0	0	0	3	A	NHOA_ECOLI			2	2	0				P
P77570	0	1	1	1	0	0	0	3	A	ANMK_ECOLI			2	0	2				P
P77581	1	1	1	1	0	1	1	6	A	ASTC_ECOLI	1.29	2	0	2	0		0.819362533	A	P
P77585	0	1	1	1	0	1	0	4	A	YPDE_ECOLI			0	0	0				L
P77625	0	1	1	1	0	1	1	5	A	YFBT_ECOLI			2	2	2		2.394876395	A	P
P77671	0	1	1	1	0	0	0	3	A	ALLB_ECOLI			1	2					P
P77714	0	1	1	1	0	0	0	3	A	YDIT_ECOLI			0	0	0				A
P77721	1	1	1	1	0	1	0	5	A	YDJF_ECOLI	0.37	2	1	2	2				P
P77735	1	1	1	1	0	0	1	5	A	YAJO_ECOLI	0.79	2	2	2	2			A	P
P77739	1	1	1	1	0	0	1	5	A	YNIA_ECOLI	1.67	2	2	2	2			A	P
P77748	0	1	1	1	0	1	1	5	A	YDIJ_ECOLI			2	2	2		2.638270487	A	P
P77766	0	1	1	1	0	0	1	4	A	TRPH_ECOLI			2	2	2			A	P
P77775	1	1	1	1	0	0	1	5	A	YFCH_ECOLI	1	2	2	2	2			A	P
P77781	1	1	1	1	0	0	0	4	A	YDII_ECOLI	1.18	2	2	2					P
P77788	0	1	1	1	0	0	0	3	A	NUDG_ECOLI			2	2	2				P
P77808	1	1	1	1	0	0	1	5	A	CINAL_ECOLI	0	2	2	0	2			A	P
P78055	0	1	1	1	0	0	0	3	A	FSAA_ECOLI			2	2	2				P
P80644	0	1	1	1	0	0	1	4	A	SSUE_ECOLI			0	0	0			A	A
P80645	0	1	1	1	0	0	1	4	A	SSUD_ECOLI			0	0	0			A	A
Q46799	0	1	1	1	0	1	0	4	A	XDHA_ECOLI			0	2	0				P
Q46800	0	1	1	1	0	0	1	4	A	XDHB_ECOLI			0	2	0			A	P
Q46802	0	1	1	1	0	1	0	4	A	YGEV_ECOLI			2	2	2		0.185304671		P
Q46803	0	1	1	1	0	0	0	3	A	YGEW_ECOLI			0	2	0				P
Q46806	0	1	1	1	0	1	0	4	A	PHYDA_ECOLI			0	2	0				P
Q46809	0	1	1	1	0	0	0	3	A	YQEC_ECOLI			0	2	2				P
Q46810	0	1	1	1	0	0	0	3	A	YGFJ_ECOLI			0	2	2				P
Q46812	0	1	1	1	0	0	0	3	A	SSNA_ECOLI			1	2	0				P
Q46820	0	1	1	1	0	1	0	4	A	YGFT_ECOLI			0	2	0				P
Q46822	0	1	1	1	0	0	0	3	A	IDI_ECOLI			2	2	2				P
Q46829	1	1	1	1	0	0	1	5	A	BGLA_ECOLI	0.59	2	2	2	2			A	P
Q46855	0	1	1	1	0	0	1	4	A	YQHC_ECOLI			2	2				A	P
Q46856	1	1	1	1	0	1	1	6	A	YQHD_ECOLI	0.46	2	2	2	2			A	P
Q46857	1	1	1	1	0	0	1	5	A	DKGA_ECOLI	0.63	2	0	0				A	P
Q46866	0	1	1	1	0	0	0	3	A	YGIV_ECOLI			0	0	0				A
Q46871	0	1	1	1	0	0	1	4	A	YQJH_ECOLI			2	1	2			A	P
Q46893	0	1	1	1	0	0	0	3	A	ISPD_ECOLI			2	2	2				P
Q46907	0	1	1	1	0	0	0	3	A	YGCQ_ECOLI			0	0	0				A
Q46920	1	1	1	1	0	0	1	5	A	QUEF_ECOLI	0.67	2	2	2	2			A	P
Q46925	0	1	1	1	0	1	1	5	A	CSDA_ECOLI			2	2	2			A	P
Q46938	0	1	1	1	1	1	0	5	A	KDUI_ECOLI			2	1	2	0	0.158435863		P
Q46939	1	1	1	1	0	1	1	6	A	YQEF_ECOLI	0.06	2	0	2	0		5.576979593	A	P
Q46948	1	0	1	1	0	0	0	3	A	THIJ_ECOLI		2		2	2				P
Q47005	0	1	1	1	1	0	0	4	A	NAC_ECOLI			2	2		0			P
Q47083	0	1	1	1	1	0	0	4	A	CBL_ECOLI			2	2		0			P
Q47147	0	1	1	1	0	0	1	4	A	YAFJ_ECOLI			2	2	2			A	P
Q47155	0	1	1	1	0	0	0	3	A	DPO4_ECOLI			0	0	0				A
Q47208	0	1	1	1	0	0	0	3	A	FDRA_ECOLI			2	2	2				P
Q47319	0	1	1	1	0	0	1	4	A	YFIP_ECOLI			2	2	2			A	P
Q47679	0	1	1	1	0	1	0	4	A	YAFV_ECOLI			2	2	2				P
Q57261	1	1	1	1	0	1	1	6	A	TRUD_ECOLI		2	2	2	2			A	P
Q93K97	1	1	1	1	0	0	1	5	A	ADPP_ECOLI	0.45	2	2	2	2			A	P
A5A607	0	0	0	0	0	0	0	0	A	YLCI_ECOLI									E
A5A614	0	0	0	0	0	0	0	0	A	YCIZ_ECOLI									E
A8DYQ1	0	0	0	0	0	0	0	0	A	YTHA_ECOLI									E
C1P5Z7	0	0	0	0	0	0	0	0	A	SGRT_ECOLI									E
C1P612	0	0	0	0	0	0	0	0	A	YQCG_ECOLI									E
C1P620	0	0	0	0	0	0	0	0	A	YSHB_ECOLI									E
O32583	0	0	0	0	0	0	0	0	A	THIS_ECOLI									E
P00582	1	1	1	1	0	1	1	6	A	DPO1_ECOLI	1.73	2	2	2	2		4.178249505	A	P
P00722	0	1	1	1	0	0	1	4	A	BGAL_ECOLI			0	0				A	A
P00816	0	1	1	1	1	0	0	4	A	CYNS_ECOLI			0	0	0	0			A
P00892	0	1	1	1	0	0	1	4	A	ILVG_ECOLI			2	0				A	P
P00893	0	1	1	1	0	0	0	3	A	ILVI_ECOLI			2	0	0				P
P00894	0	1	1	1	0	0	1	4	A	ILVH_ECOLI			2	1	0			A	P
P00926	1	1	1	1	0	1	0	5	A	SDHD_ECOLI		2	2	2	2		0.100001475		P
P00936	0	1	1	1	0	0	1	4	A	CYAA_ECOLI			2	2	2			A	P
P00957	1	1	1	1	0	1	1	6	A	SYA_ECOLI	7.74	2	2	2	2		9.756847146	A	P
P00960	1	1	1	1	0	0	1	5	A	SYGA_ECOLI	3.63	2	2	2	2			A	P
P03023	1	1	1	1	0	0	1	5	A	LACI_ECOLI	0.36	2	0	0	0			A	P
P04391	0	1	1	1	0	0	1	4	A	OTC1_ECOLI			2	0	0			A	P
P04395	0	1	1	1	0	1	0	4	A	3MG2_ECOLI			0	0	0		0.593185116		L
P04994	0	1	1	1	0	0	1	4	A	EX7L_ECOLI			2	0	0			A	P
P05041	1	1	1	1	0	0	1	5	A	PABB_ECOLI	0.12	2	2	2	2			A	P
P05100	0	0	1	1	0	0	1	3	A	3MG1_ECOLI				2	2			A	P
P05707	1	1	1	1	0	0	1	5	A	SRLD_ECOLI		2	2	2	2			A	P
P05791	0	1	1	1	0	1	1	5	A	ILVD_ECOLI			2	0	0		0.839977944	A	P
P06134	0	1	1	1	0	0	0	3	A	ADA_ECOLI			2	2	2				P
P06989	0	1	1	1	0	1	1	5	A	HIS2_ECOLI			2	0				A	P
P07012	1	1	1	1	0	0	1	5	A	RF2_ECOLI	2.05	2	2	2	2			A	P
P07013	0	1	1	1	0	0	0	3	A	PRIB_ECOLI			2	2	2				P
P07026	0	1	1	1	1	1	0	5	A	SDIA_ECOLI			2	2	2	0	1.608406824		P
P07363	0	1	1	1	0	0	0	3	A	CHEA_ECOLI			2	2					P
P07395	1	1	1	1	0	0	1	5	A	SYFB_ECOLI	4.93	2	2	2	2			A	P
P07464	0	1	1	1	1	0	0	4	A	THGA_ECOLI			0	0	0	0			A
P07658	0	1	1	1	0	0	0	3	A	FDHF_ECOLI			0	0	2				P
P08202	0	1	1	1	0	0	0	3	A	ARAA_ECOLI			0	0	0				A
P08203	0	1	1	1	0	0	0	3	A	ARAD_ECOLI			0	0	0				A
P08204	0	1	1	1	1	1	0	5	A	ARAB_ECOLI			0	0		0			L
P08245	1	1	1	1	0	0	1	5	A	YCIH_ECOLI	0.19	2	2	2	2			A	P
P08390	0	0	1	1	0	0	1	3	A	USG_ECOLI				2	2			A	P
P08622	1	1	1	1	0	1	1	6	A	DNAJ_ECOLI	2.27	2	2	2	2		2.517444955	A	P
P08660	1	1	1	1	0	0	1	5	A	AK3_ECOLI	0.19	2	2	0	2			A	P
P08956	1	1	1	1	0	0	1	5	A	T1RK_ECOLI	1.52	2	2	2	2			A	P
P08957	1	1	1	1	0	1	1	6	A	T1MK_ECOLI	0.46	2	2	2	2		0.925965074	A	P
P09099	1	1	1	1	0	0	0	4	A	XYLB_ECOLI	0.11	2	0	0	0				P
P09151	0	1	1	1	0	0	0	3	A	LEU1_ECOLI			2	2					P
P09184	0	1	1	1	1	0	0	4	A	VSR_ECOLI			2	2	2	0			P
P09372	1	1	1	1	0	0	1	5	A	GRPE_ECOLI	0.69	2	2	2	2			A	P
P09373	1	1	1	1	0	1	1	6	A	PFLB_ECOLI	12.47	2	2	2	2			A	P
P09378	0	1	1	1	1	0	0	4	A	RHAR_ECOLI			0	0	0	0			A
P09831	1	1	1	1	1	1	1	7	A	GLTB_ECOLI	0.21	2	2	2	2	0	6.025639572	A	P
P0A6A6	0	1	1	1	0	0	1	4	A	LEUC_ECOLI			2	2	2			A	P
P0A6C1	1	1	1	1	0	1	1	6	A	END4_ECOLI	0.61	2	2	0	0		2.358690538	A	P
P0A6D3	0	1	1	1	0	0	1	4	A	AROA_ECOLI			2	2	2			A	P
P0A6F9	1	1	1	1	0	1	1	6	A	CH10_ECOLI	12.56	2	2	2	2			A	P
P0A6I0	1	1	1	1	0	0	1	5	A	KCY_ECOLI	0.33	2	2	2	2			A	P
P0A6I6	0	1	1	1	1	0	1	5	A	COAD_ECOLI			2	2	2	0		A	P
P0A6L0	1	1	1	1	0	0	1	5	A	DEOC_ECOLI	0.34	2	2	2	2			A	P
P0A6L7	0	1	1	1	1	0	0	4	A	UXAB_ECOLI			0	0	0	0			A
P0A6N8	1	1	1	1	0	1	1	6	A	EFPL_ECOLI	1.78	2	2	2	2		3.231115817	A	P
P0A6P1	1	1	1	1	0	1	1	6	A	EFTS_ECOLI	5.18	2	2	2	2			A	P
P0A6T5	1	1	1	1	0	0	1	5	A	GCH1_ECOLI		2	2	2	2			A	P
P0A6U5	0	1	1	1	1	1	1	6	A	RSMG_ECOLI			2	2	2	0	2.540292294	A	P
P0A6W0	0	1	1	1	0	0	1	4	A	GLSA2_ECOLI			2	2	2			A	P
P0A6X7	1	1	1	1	0	0	1	5	A	IHFA_ECOLI	2.75	2	2	2	2			A	P
P0A6Y1	1	1	1	1	0	0	1	5	A	IHFB_ECOLI	8.45	2	2	2	2			A	P
P0A6Y5	1	1	1	1	0	1	1	6	A	HSLO_ECOLI	0.87	2	2	2	2			A	P
P0A6Z6	0	1	1	1	0	1	1	5	A	NIKR_ECOLI			2	2	2			A	P
P0A705	1	1	1	1	0	0	1	5	A	IF2_ECOLI	2	2	2	2	2			A	P
P0A707	1	1	1	1	0	0	1	5	A	IF3_ECOLI	17.31	2	2	2	2			A	P
P0A749	1	1	1	1	0	1	1	6	A	MURA_ECOLI	0.28	2	2	2	2		2.70706299	A	P
P0A761	1	1	1	1	0	1	0	5	A	NANE_ECOLI	0.59	2	2	2	2				P
P0A780	1	1	1	1	0	0	1	5	A	NUSB_ECOLI	0.97	2	2	2	2			A	P
P0A7D1	1	1	1	1	1	1	1	7	A	PTH_ECOLI	0.35	2	2	2	2	0	2.43612216	A	P
P0A7J7	1	1	1	1	0	0	1	5	A	RL11_ECOLI	6.82	2	2	2	2			A	P
P0A7K2	1	1	1	1	0	0	1	5	A	RL7_ECOLI	15.03	2	2	2	2			A	P
P0A7L0	1	1	1	1	0	0	1	5	A	RL1_ECOLI	6	2	2	2	2			A	P
P0A7L3	1	1	1	1	0	0	1	5	A	RL20_ECOLI	16.21	2	2	2	2			A	P
P0A7L8	1	1	1	1	0	0	1	5	A	RL27_ECOLI	4.59	2	2	2	2			A	P
P0A7M2	1	1	1	1	0	0	1	5	A	RL28_ECOLI	7.03	2	2	2	2			A	P
P0A7M6	1	1	1	1	0	0	1	5	A	RL29_ECOLI	6.28	2	2	2	2			A	P
P0A7M9	1	1	1	1	0	0	1	5	A	RL31_ECOLI	18.13	2	2	2	2			A	P
P0A7N1	0	1	1	1	0	0	0	3	A	RL31B_ECOLI			0	0	0				A
P0A7N4	1	1	1	1	0	0	1	5	A	RL32_ECOLI	5.19	2	2	2	2			A	P
P0A7N9	1	1	1	1	0	0	1	5	A	RL33_ECOLI	5.67	2	2	2	2			A	P
P0A7P5	1	1	1	1	1	0	1	6	A	RL34_ECOLI	4.12	2	2	2	2	0		A	P
P0A7Q1	1	1	1	1	0	0	1	5	A	RL35_ECOLI	23.05	2	2	2	2			A	P
P0A7Q6	0	1	1	1	1	0	1	5	A	RL36_ECOLI			2	2	2	0		A	P
P0A7R1	1	1	1	1	0	0	1	5	A	RL9_ECOLI	9.55	2	2	2	2			A	P
P0A7S3	1	1	1	1	0	0	1	5	A	RS12_ECOLI	14	2	2	2	2			A	P
P0A7T7	1	1	1	1	0	0	1	5	A	RS18_ECOLI	6.38	2	2	2	2			A	P
P0A7U7	1	1	1	1	0	0	1	5	A	RS20_ECOLI	2.49	2	2	2	2			A	P
P0A7V3	1	1	1	1	0	0	1	5	A	RS3_ECOLI	9.43	2	2	2	2			A	P
P0A800	1	1	1	1	0	1	1	6	A	RPOZ_ECOLI	2.98	2	2	2	2		11.75886744	A	P
P0A814	0	1	1	1	0	1	1	5	A	RUVC_ECOLI			2	2	2		1.20838335	A	P
P0A821	1	1	1	1	0	0	1	5	A	SELA_ECOLI		2	2	2	2			A	P
P0A862	1	1	1	1	0	0	1	5	A	TPX_ECOLI	6.61	2	2	2	2			A	P
P0A877	0	1	1	1	0	0	1	4	A	TRPA_ECOLI			2	2				A	P
P0A881	0	1	1	1	0	0	0	3	A	TRPR_ECOLI			0	2					P
P0A890	0	1	1	1	0	1	0	4	A	TUSA_ECOLI			2	1	2				P
P0A898	0	1	1	1	0	1	1	5	A	YBEY_ECOLI			2	2	2		5.274574786	A	P
P0A8B2	0	1	1	1	0	0	1	4	A	YFCN_ECOLI			2	2	2			A	P
P0A8B5	1	1	1	1	0	1	1	6	A	YBAB_ECOLI	34.76	2	2	2	2		10.2444105	A	P
P0A8C8	0	0	0	0	0	0	0	0	A	YIDD_ECOLI									E
P0A8G9	1	1	1	1	0	0	0	4	A	EX7S_ECOLI	0.55	2	2	2	2				P
P0A8H6	1	1	1	1	0	1	1	6	A	YIHI_ECOLI		2	2	2	2		3.848857609	A	P
P0A8H8	1	1	1	1	0	1	0	5	A	YACG_ECOLI	0.76	2	2	2	2				P
P0A8J2	0	1	1	1	1	1	1	6	A	DNAT_ECOLI			2	2	2	0		A	P
P0A8K5	1	0	0	0	0	0	1	2	A	YAEP_ECOLI	0.88	2						A	P
P0A8R0	1	1	1	1	0	1	1	6	A	RRAA_ECOLI	3.52	2	2	2	2			A	P
P0A8R4	0	1	1	1	0	0	1	4	A	SLYX_ECOLI			2	2	2			A	P
P0A8R9	0	1	1	1	1	0	1	5	A	HDFR_ECOLI			2	2	2	0		A	P
P0A8S9	0	1	1	1	1	1	0	5	A	FLHD_ECOLI			2	2	2	0	10.78381483		P
P0A8T1	1	1	1	1	1	1	1	7	A	PRMA_ECOLI	0.37	2	2	2	2	0	1.653296403	A	P
P0A8V0	1	1	1	1	0	0	0	4	A	RNZ_ECOLI		2	2	0	2				P
P0A964	0	1	1	1	1	1	0	5	A	CHEW_ECOLI			2	2		0			P
P0A968	1	1	1	1	0	1	0	5	A	CSPD_ECOLI	11.08	2	2	2	2		25.55289283		P
P0A972	1	1	1	1	0	1	0	5	A	CSPE_ECOLI	5.23	2	2	2	2		234.1790318		P
P0A978	0	1	1	1	0	1	0	4	A	CSPG_ECOLI			2	2	2				P
P0A982	0	0	1	1	0	0	0	2	A	CSPH_ECOLI				2	2				P
P0A991	1	1	1	1	1	1	1	7	A	ALF1_ECOLI	1.31	2	2	2	2	0		A	P
P0A9E0	0	1	1	1	0	0	0	3	A	ARAC_ECOLI			2	2	2				P
P0A9E2	0	1	1	1	1	0	1	5	A	SOXS_ECOLI			2	2		0		A	P
P0A9F9	0	1	1	1	1	0	1	5	A	METR_ECOLI			0	0	0	0		A	A
P0A9H1	0	1	1	1	0	0	1	4	A	MUG_ECOLI			2	2	2			A	P
P0A9H5	0	1	1	1	0	0	1	4	A	BTUR_ECOLI			2	2				A	P
P0A9K1	0	1	1	1	1	1	1	6	A	PHOH_ECOLI			2	2	0	0	8.798747258	A	P
P0A9L3	1	1	1	1	0	1	1	6	A	FKBB_ECOLI	0.79	2	2	2	2		6.112389226	A	P
P0A9P9	0	1	1	1	0	1	0	4	A	IDNO_ECOLI			0	0	0				L
P0A9T6	0	1	1	1	0	0	0	3	A	YBAQ_ECOLI			2	2	2				P
P0A9U6	0	1	1	1	0	0	1	4	A	PUUR_ECOLI			2	2	2			A	P
P0A9U8	0	1	1	1	0	0	0	3	A	YDIO_ECOLI			0	0	0				A
P0A9V8	0	1	1	1	0	0	1	4	A	YIHU_ECOLI			0	0	0			A	A
P0A9X9	1	1	1	1	0	1	0	5	A	CSPA_ECOLI	0.67	2	2	2	2		29.00976158		P
P0A9Y6	1	1	1	1	0	1	1	6	A	CSPC_ECOLI	7	2	2	2	2		99.26409993	A	P
P0A9Z1	1	1	1	1	1	1	1	7	A	GLNB_ECOLI	2.68	2	2	2	2	0	5.276979561	A	P
P0AA04	1	1	1	1	0	0	1	5	A	PTHP_ECOLI	22.92	2	2	2	2			A	P
P0AA25	1	1	1	1	0	1	1	6	A	THIO_ECOLI	2.04	2	2	2	2		25.84112053	A	P
P0AA31	1	1	1	1	0	0	0	4	A	YEDF_ECOLI	2.73	2	0	2	0				P
P0AA89	0	1	1	1	0	0	0	3	A	DOSC_ECOLI			2	2	0				P
P0AAC8	1	1	1	1	0	0	1	5	A	ISCA_ECOLI	6	2	2	2	2			A	P
P0AAL0	0	1	1	1	1	0	0	4	A	NAPF_ECOLI			0	2	2	0			P
P0AAM7	0	1	1	1	1	0	0	4	A	HYBG_ECOLI			2	2	2	0			P
P0AAN5	0	1	1	1	0	1	0	4	A	YAIA_ECOLI			2	2	2		8.747684113		P
P0AAP5	0	1	1	1	0	0	0	3	A	YAIV_ECOLI			0	0	0				A
P0AAR0	0	1	1	1	0	1	0	4	A	YBAJ_ECOLI			2	2	2		9.049861547		P
P0AAR3	1	1	1	1	0	1	1	6	A	YBAK_ECOLI	1.13	2	2	0			1.411507579	A	P
P0AAS7	1	1	1	1	0	0	0	4	A	YBCJ_ECOLI	0.53	2	0	0	0				P
P0AAT6	1	1	1	1	0	1	1	6	A	YBEB_ECOLI	0.65	2	2	2	2		6.705190672	A	P
P0AAU7	0	1	1	1	0	0	0	3	A	YBFE_ECOLI			0	0	0				A
P0AAY1	0	1	1	1	0	1	0	4	A	BSSR_ECOLI			0	0	2				P
P0AAZ7	1	1	1	1	0	0	1	5	A	YCAR_ECOLI	1.34	2	2	2	2			A	P
P0AB14	1	1	1	1	0	1	0	5	A	YCCJ_ECOLI	6.79	2	0	2	2				P
P0AB28	1	1	1	1	0	1	1	6	A	YCED_ECOLI	5.11	2	2	2	2		38.94068027	A	P
P0AB65	0	1	1	1	0	1	0	4	A	ACYP_ECOLI			0	0	0				L
P0ABD3	1	1	1	1	0	0	1	5	A	BFR_ECOLI	7	2	2	2	2			A	P
P0ABD5	1	1	1	1	0	0	1	5	A	ACCA_ECOLI		2	2	2	2			A	P
P0ABD8	1	1	1	1	0	0	1	5	A	BCCP_ECOLI	4.62	2	2	2	2			A	P
P0ABE9	0	1	1	1	1	0	0	4	A	CYNT_ECOLI			2	0		0			P
P0ABF4	1	1	1	1	0	0	0	4	A	EUTM_ECOLI		2	2	2	2				P
P0ABH9	1	1	1	1	0	1	0	5	A	CLPA_ECOLI	1.83	2	2	2	2		4.263595097		P
