Gene Name	Ordered Locus Name	VALUE	ABS_CALL	DETECTION P-VALUE	NORMALIZED BY GLOBAL INTENSITY (EXPRESSED AS PARTS PER MILLION)
smg	b3284	2451,27	P	0,000603158	674
smp	b4387	521,393	P	0,000402638	143
smpA	b2617	741,011	P	0,000402638	204
smpB	b2620	2534,93	P	0,000327479	697
sms	b4389	944,817	P	0,000493549	260
smtA	b0921	1646,34	P	0,000612512	452
sodA	b3908	2400,5	P	0,000327479	660
sodB	b1656	7090,75	P	0,000327479	1949
sodC	b1646	262,74	P	0,0151637	72
sohA	b3129	449,609	P	0,000327479	124
sohB	b1272	746,728	P	0,0072983	205
solA	b1059	564,918	P	0,0151637	155
soxR	b4063	80,2268	A	0,28503	22
soxS	b4062	189,124	P	0,0044925	52
speA	b2938	1345,76	P	0,000327479	370
speB	b2937	1979,61	P	0,00049077	544
speC	b2965	309,077	P	0,00657518	85
speD	b0120	1985,59	P	0,00094359	546
speE	b0121	2029,1	P	0,00049077	558
speF	b0693	83,5312	A	0,0957232	23
speG	b1584	1022,7	P	0,000327479	281
spf	b3864	780,208	P	0,000327479	214
spoT	b3650	1865,01	P	0,000327479	513
spoU	b3651	872,586	P	0,000327479	240
sppA	b1766	836,855	P	0,000493549	230
spr	b2175	2603,4	P	0,000327479	715
sprT	b2944	89,1356	A	0,0957232	24
spy	b1743	108,7	P	0,00993898	30
srlA	b2702	293,394	P	0,00116472	81
srlB	b2704	102,737	P	0,0133783	28
srlD	b2705	205,65	P	0,0204441	57
srlE	b2703	110,337	A	0,11649	30
srlR	b2707	324,71	P	0,00225703	89
srmB	b2576	914,106	P	0,000892689	251
ssb	b4059	726,403	P	0,000402638	200
sseA	b2521	1424,8	P	0,000603158	392
sseB	b2522	983,213	P	0,000327479	270
sspA	b3229	3148,42	P	0,00049077	865
sspB	b3228	1986,15	P	0,00049077	546
ssrA	b2621	12204,7	P	0,000327479	3354
ssrS	b2911	2318,39	P	0,000327479	637
stpA	b2669	107,736	P	0,00622665	30
sucA	b0726	5248,76	P	0,000493549	1442
sucB	b0727	5965,94	P	0,000327479	1640
sucC	b0728	7567,49	P	0,000327479	2080
sucD	b0729	1659,81	P	0,000327479	456
sufI	b3017	383,783	P	0,000402638	105
sugE	b4148	180,812	A	0,140265	50
suhB	b2533	179,851	A	0,105738	49
sulA	b0958	407,836	P	0,000612512	112
sun	b3289	780,796	P	0,000493549	215
surA	b0053	2754,17	P	0,00049077	757
surE	b2744	972,303	P	0,000761638	267
syd	b2793	281,094	P	0,00049077	77
t150	b3558	20,9606	P	0,0304463	6
tag	b3549	468,354	P	0,00116472	129
talA	b2464	215,967	P	0,00852936	59
talB	b0008	4370,55	P	0,000327479	1201
talC	b3946	17,9968	A	0,611218	5
tap	b1885	4254,71	P	0,000327479	1169
tar	b1886	7649,78	P	0,00049077	2102
tauA	b0365	31,8267	A	0,567648	9
tauB	b0366	176,385	P	0,034572	48
tauC	b0367	151,76	A	0,070073	42
tauD	b0368	86,1617	A	0,567648	24
tbpA	b0068	127,271	A	0,0759781	35
tdcA	b3118	6,84984	A	0,58986	2
tdcB	b3117	59,2314	A	0,230151	16
tdcC	b3116	106,258	P	0,00550396	29
tdcD	b3115	46,2755	A	0,150145	13
tdcE	b3114	234,252	P	0,00459071	64
tdcR	b3119	0,4948	A	0,979556	0
tdh	b3616	1705,84	P	0,000761638	469
tdk	b1238	203,451	P	0,000327479	56
tehA	b1429	186,898	P	0,00225703	51
tehB	b1430	499,31	P	0,00379911	137
tesA	b0494	881,31	P	0,000612512	242
tesB	b0452	240,776	P	0,0133783	66
tgt	b0406	1738,36	P	0,000327479	478
thdF	b3706	321,97	P	0,000327479	88
thiC	b3994	109,899	P	0,0421419	30
thiD	b2103	23,5732	A	0,75224	6
thiE	b3993	143,128	A	0,165268	39
thiF	b3992	14,7424	A	0,764831	4
thiG	b3991	298,023	P	0,036797	82
thiH	b3990	33,5186	A	0,122747	9
thiJ	b0424	297,467	P	0,000493549	82
thiL	b0417	325,051	P	0,00175518	89
thiM	b2104	296,549	P	0,0109718	81
thrA	b0002	1214,75	P	0,000603158	334
thrB	b0003	735,272	P	0,000603158	202
thrC	b0004	837,831	P	0,00130539	230
thrL	b0001	451,46	P	0,000976563	124
thrS	b1719	6230,73	P	0,00049077	1712
thrT	b3979	3088,74	P	0,000488281	849
thrU	b3976	5432,01	P	0,000327479	1493
thrV	b3273	3208,22	P	0,000327479	882
thrW	b0244	1396,16	P	0,00094359	384
thyA	b2827	1668,02	P	0,000761638	458
tig	b0436	3050,93	P	0,000327479	838
tktA	b2935	1687,99	P	0,000603158	464
tktB	b2465	145,333	P	0,0304463	40
tldD	b3244	971,387	P	0,000612512	267
tmk	b1098	538,821	P	0,00622665	148
tnaA	b3708	7,65822	A	0,432352	2
tnaB	b3709	47,9206	A	0,28503	13
tnaL	b3707	186,429	P	0,00049077	51
tolA	b0739	578,272	P	0,00379911	159
tolB	b0740	2689,63	P	0,000892689	739
tolC	b3035	3108,4	P	0,000327479	854
tolQ	b0737	482,827	P	0,0072983	133
tolR	b0738	467,376	P	0,000402638	128
tonB	b1252	252,31	P	0,015454	69
topA	b1274	482,79	P	0,000603158	133
topB	b1763	475,236	P	0,0204441	131
torA	b0997	367,019	P	0,0206634	101
torC	b0996	100,396	A	0,230151	28
torD	b0998	53,3429	A	0,167138	15
torR	b0995	84,4174	P	0,00049077	23
torS	b0993	68,5972	P	0,0320196	19
torT	b0994	42,1725	A	0,58986	12
tpiA	b3919	1857,2	P	0,00049077	510
tpr	b1229	53,8831	A	0,460938	15
tpx	b1324	4221,17	P	0,00049077	1160
tra5	b1026	508,693	A	0,25	140
tra5	b0372	276,041	P	0,015625	76
tra8	b4284	1108,29	P	0,00118279	305
traD	ECOK12F102	29,5017	A	0,52976	8
traI	ECOK12F104	156,836	A	0,205732	43
trbH	ECOK12F103	5,32103	A	0,440646	1
treA	b1197	57,5804	A	0,230151	16
treB	b4240	1135,53	P	0,000761638	312
treC	b4239	219,693	A	0,167138	60
treF	b3519	186,386	P	0,034572	51
treR	b4241	65,3969	A	0,127994	18
trg	b1421	718,503	P	0,000493549	197
trkA	b3290	229,533	P	0,000327479	63
trkG	b1363	2,25585	A	0,462489	1
trkH	b3849	470,206	P	0,00320325	129
trmA	b3965	435,852	P	0,00116472	120
trmD	b2607	8945,6	P	0,00049077	2458
trpA	b1260	1180,27	P	0,000761638	324
trpB	b1261	2338,46	P	0,00049077	643
trpC	b1262	775,746	P	0,00049077	213
trpD	b1263	608,17	P	0,00116472	167
trpE	b1264	149,075	A	0,150145	41
trpL	b1265	52,3115	A	0,088557	14
trpR	b4393	313,157	A	0,11649	86
trpS	b3384	623,063	P	0,00094359	171
trpT	b3761	548,741	P	0,000402638	151
trs5	b1370	21,3826	A	0,477354	6
trs5	b2192	4390,18	P	0,015625	1206
truA	b2318	1702,52	P	0,00049077	468
truB	b3166	1818,6	P	0,000327479	500
trxA	b3781	2439,11	P	0,000327479	670
trxB	b0888	1270,32	P	0,00094359	349
trxC	b2582	196,805	P	0,00130539	54
tsf	b0170	5713,9	P	0,000327479	1570
tsr	b4355	4495,92	P	0,000327479	1236
tsx	b0411	852,241	P	0,000327479	234
ttdA	b3061	65,0721	A	0,764831	18
ttdB	b3062	70,2457	A	0,432352	19
ttk	b3641	561,497	P	0,000327479	154
tufA	b3339	11981,7	P	8,13E-11	3293
tufB	b3980	11021,8	P	0,0078125	3029
tus	b1610	220,965	P	0,00225703	61
tynA	b1386	59,6709	P	0,00993898	16
tyrA	b2600	354,426	P	0,000734887	97
tyrB	b4054	805,072	P	0,000603158	221
tyrP	b1907	200,68	P	0,00157146	55
tyrR	b1323	609,037	P	0,00225703	167
tyrS	b1637	2053,48	P	0,00108112	564
tyrT	b1231	646,046	P	0,0078125	178
tyrU	b3977	3656,31	P	0,00049077	1005
tyrV	b1230	1693,61	P	0,000327479	465
ubiA	b4040	493,83	P	0,000327479	136
ubiB	b3844	1695,12	P	0,000327479	466
ubiC	b4039	1056	P	0,000327479	290
ubiE	b3833	1929,84	P	0,00108112	530
ubiG	b2232	1119,82	P	0,00529677	308
ubiH	b2907	808,813	P	0,000493549	222
ubiX	b2311	177,729	P	0,0267372	49
ucpA	b2426	499,562	P	0,00116472	137
udhA	b3962	1260,46	P	0,000327479	346
udk	b2066	427,442	P	0,00379911	117
udp	b3831	2581,15	P	0,000603158	709
ugd	b2028	230,262	P	0,0277665	63
ugpA	b3452	152,271	A	0,266065	42
ugpB	b3453	156,425	P	0,0072983	43
ugpC	b3450	140,716	A	0,127994	39
ugpE	b3451	88,8771	A	0,088557	24
ugpQ	b3449	261,846	P	0,00214285	72
uhpA	b3669	317,108	P	0,00381521	87
uhpB	b3668	64,3967	A	0,562354	18
uhpC	b3667	211,853	P	0,0421419	58
uhpT	b3666	243,181	P	0,0239949	67
uidA	b1617	159,713	A	0,0990615	44
uidB	b1616	18,8287	A	0,345472	5
uidC	b1615	80,1373	A	0,34162	22
uidR	b1618	400,474	P	0,00143241	110
umuC	b1184	71,3579	P	0,034572	20
umuD	b1183	55,9922	P	0,015454	15
ung	b2580	493,283	P	0,000402638	136
upp	b2498	1749,51	P	0,00094359	481
uraA	b2497	424,165	P	0,00130539	117
usg	b2319	1106,88	P	0,00094359	304
ushA	b0480	603,98	P	0,000327479	166
uspA	b3495	4814,65	P	0,000327479	1323
uup	b0949	605,058	P	0,00225703	166
uvrA	b4058	348,937	P	0,0239949	96
uvrB	b0779	433,512	P	0,00130539	119
uvrC	b1913	693,133	P	0,00049077	190
uvrD	b3813	514,995	P	0,0072983	142
uvrY	b1914	1601,34	P	0,000603158	440
uxaA	b3091	15,115	A	0,51252	4
uxaB	b1521	31,137	A	0,413046	9
uxaC	b3092	381,723	P	0,00094359	105
uxuA	b4322	296,709	P	0,00269283	82
uxuB	b4323	319,347	P	0,00529677	88
uxuR	b4324	153,238	A	0,167138	42
vacB	b4179	970,325	P	0,00130539	267
vacJ	b2346	781,066	P	0,00130539	215
valS	b4258	1921,8	P	0,00049077	528
valT	b0744	7329,02	P	0,00049077	2014
valV	b1665	428,124	P	0,0115479	118
valW	b1666	171,874	M	0,0583322	47
valX	b2402	4916,31	P	0,000244141	1351
valY	b2403	7681,21	P	0,00390625	2111
valZ	b0746	6898,36	P	0,000976563	1896
visC	b2906	582,06	P	0,00214285	160
vsr	b1960	187,214	P	0,00225703	51
wbbH	b2035	881,132	P	0,000327479	242
wbbI	b2034	795,041	P	0,00049077	218
wbbJ	b2033	1227,25	P	0,00049077	337
wbbK	b2032	1844,71	P	0,000327479	507
wcaA	b2059	120,859	A	0,28503	33
wcaB	b2058	8,13457	A	0,786736	2
wcaC	b2057	51,164	A	0,350352	14
wcaD	b2056	7,85118	A	0,769849	2
wcaE	b2055	3,2096	A	0,913576	1
wcaF	b2054	74,8404	A	0,150145	21
wcaG	b2052	133,444	A	0,105738	37
wcaH	b2051	178,567	P	0,00315926	49
wcaI	b2050	172,077	P	0,0044925	47
wcaJ	b2047	87,5575	A	0,070073	24
wcaK	b2045	110,555	M	0,0558844	30
wcaL	b2044	291,77	M	0,0547106	80
wcaM	b2043	54,7245	A	0,135974	15
wecB	b3786	636,821	P	0,015454	175
wecC	b3787	1114,04	P	0,000327479	306
wecD	b3790	1028,74	P	0,000327479	283
wecE	b3791	445,34	P	0,00379911	122
wecF	b3793	251,552	P	0,0178004	69
wecG	b3794	230,539	P	0,00157146	63
wrbA	b1004	179,884	P	0,0204441	49
wza	b2062	59,381	A	0,296809	16
wzb	b2061	43,469	A	0,789211	12
wzxC	b2046	76,1285	P	0,0072983	21
wzxE	b3792	435,347	P	0,00049077	120
wzzB	b2027	986,705	P	0,00049077	271
wzzE	b3785	740,235	P	0,000327479	203
xapA	b2407	8,92431	A	0,567648	2
xapB	b2406	45,601	P	0,0109718	13
xapR	b2405	173,411	P	0,0320196	48
xasA	b1492	110,713	P	0,00993898	30
xerC	b3811	1390,63	P	0,000402638	382
xerD	b2894	1783,76	P	0,00049077	490
xseA	b2509	776,743	P	0,0044925	213
xseB	b0422	1597,19	P	0,00108112	439
xthA	b1749	764,55	P	0,000734887	210
xylA	b3565	111,739	A	0,070073	31
xylB	b3564	41,4495	A	0,304618	11
xylE	b4031	186,377	A	0,088557	51
xylF	b3566	28,2715	A	0,388213	8
xylG	b3567	66,3226	A	0,070073	18
xylH	b3568	81,6937	A	0,213264	22
xylR	b3569	108,605	P	0,00529677	30
yaaA	b0006	295,393	P	0,00157146	81
yaaF	b0030	144,269	A	0,0957232	40
yaaH	b0010	189,719	A	0,165268	52
yaaI	b0013	46,5627	A	0,388213	13
yaaJ	b0007	75,2042	P	0,00269283	21
yaaU	b0045	36,2845	A	0,153312	10
yabB	b0081	1484,1	P	0,000493549	408
yabC	b0082	693,735	P	0,00269283	191
yabF	b0046	109,246	P	0,0177324	30
yabH	b0055	236,935	P	0,00269283	65
yabI	b0065	162,904	P	0,00622665	45
yabJ	b0066	224,348	P	0,0421419	62
yabK	b0067	225,677	P	0,0044925	62
yabM	b0070	124,446	P	0,0391461	34
yabN	b0069	403,422	P	0,00049077	111
yabO	b0058	275,624	P	0,0178004	76
yabP	b0056	139,076	P	0,00852936	38
yabQ	b0057	631,691	P	0,00148832	174
yacA	b0097	1236,11	P	0,00130539	340
yacC	b0122	400,607	P	0,000612512	110
yacE	b0103	456,948	P	0,00852936	126
yacF	b0102	499,613	P	0,000612512	137
yacG	b0101	310,917	P	0,00073689	85
yacH	b0117	80,7809	A	0,0864242	22
yacK	b0123	427,273	P	0,000327479	117
yacL	b0119	703,538	P	0,000603158	193
yadB	b0144	29,1117	A	0,681117	8
yadC	b0135	5,36256	A	0,65838	1
yadD	b0132	87,5541	P	0,00529677	24
yadE	b0130	76,1739	P	0,0072983	21
yadF	b0126	2592,52	P	0,00049077	712
yadG	b0127	768,827	P	0,000402638	211
yadH	b0128	491,519	P	0,000327479	135
yadI	b0129	125,87	P	0,00225703	35
yadK	b0136	4,42652	A	0,522646	1
yadL	b0137	48,6282	A	0,110449	13
yadM	b0138	33,758	A	0,230151	9
yadN	b0141	3,94435	A	0,635055	1
yadP	b0147	335,046	P	0,0391461	92
yadQ	b0155	368,994	P	0,00269283	101
yadR	b0156	416,27	P	0,00130539	114
yadS	b0157	27,6658	A	0,522646	8
yadT	b0158	498,676	P	0,0421419	137
yaeB	b0195	324,972	P	0,00782678	89
yaeC	b0197	859,318	P	0,000603158	236
yaeD	b0200	1353,76	P	0,000327479	372
yaeE	b0198	624,689	P	0,00550396	172
yaeF	b0193	30,1486	A	0,135974	8
yaeG	b0162	89,0771	P	0,0178004	24
yaeH	b0163	544,06	P	0,00108112	150
yaeI	b0164	166,26	P	0,0151637	46
yaeJ	b0191	830,289	P	0,00049077	228
yaeL	b0176	2278,04	P	0,000327479	626
yaeM	b0173	329,953	P	0,00157146	91
yaeO	b0189	435,786	P	0,034572	120
yaeQ	b0190	784,25	P	0,00049077	216
yaeR	b0187	285,488	P	0,00108112	78
yaeS	b0174	650,073	P	0,000402638	179
yaeT	b0177	2793	P	0,000327479	768
yafA	b0239	399,585	P	0,00157146	110
yafB	b0207	92,3351	P	0,0133783	25
yafC	b0208	182,642	P	0,00782678	50
yafD	b0209	451,386	P	0,0178004	124
yafE	b0210	109,042	P	0,00529677	30
yafH	b0221	166,759	P	0,00529677	46
yafJ	b0223	717,183	P	0,000327479	197
yafK	b0224	651,628	P	0,000603158	179
yafL	b0227	54,8883	A	0,0957232	15
yafM	b0228	65,8896	P	0,00379911	18
yafN	b0232	72,1009	P	0,0072983	20
yafO	b0233	55,5183	P	0,00622665	15
yafP	b0234	94,9968	P	0,0497698	26
yafQ	b0225	384,086	P	0,00049077	106
yafS	b0213	263,409	P	0,000327479	72
yafT	b0217	42,8352	A	0,345472	12
yafU	b0218	8,32095	A	0,5	2
yafV	b0219	399,081	P	0,0178004	110
yafW	b0246	92,3269	A	0,24776	25
yafX	b0248	14,0744	A	0,864026	4
yafY	b0251	140,783	P	0,00782678	39
yafZ	b0252	43,6236	A	0,197123	12
yagA	b0267	195,965	A	0,198363	54
yagB	b0266	268,246	P	0,000761638	74
yagD	b0261	144,396	A	0,181744	40
yagE	b0268	91,9476	A	0,11649	25
yagF	b0269	88,7259	P	0,0072983	24
yagG	b0270	41,6461	A	0,522646	11
yagH	b0271	34,6038	A	0,366636	10
yagI	b0272	204,404	A	0,213264	56
yagJ	b0276	47,7876	P	0,0178004	13
yagK	b0277	62,652	P	0,00214285	17
yagL	b0278	28,4424	P	0,0178004	8
yagM	b0279	6,1291	A	0,586954	2
yagN	b0280	736,467	P	0,00049077	202
yagP	b0282	64,6477	P	0,00537339	18
yagQ	b0283	9,4717	A	0,969554	3
yagR	b0284	24,3091	A	0,635055	7
yagS	b0285	173,365	A	0,296809	48
yagT	b0286	12,3875	A	0,54522	3
yagU	b0287	2072,36	P	0,000327479	570
yagV	b0289	92,4467	P	0,0391461	25
yagW	b0290	154,016	P	0,00655181	42
yagX	b0291	30,9316	A	0,296809	9
yagY	b0292	34,6414	A	0,562354	10
yagZ	b0293	78,6578	A	0,070073	22
yahA	b0315	126,925	P	0,0204441	35
yahB	b0316	75,2346	A	0,216313	21
yahC	b0317	26,5179	A	0,45478	7
yahD	b0318	134,546	A	0,0778177	37
yahE	b0319	71,1435	A	0,165268	20
yahF	b0320	98,4802	P	0,0497698	27
yahG	b0321	97,8065	A	0,197123	27
yahH	b0322	407,631	P	0,00244141	112
yahI	b0323	76,8132	A	0,388213	21
yahJ	b0324	35,5651	A	0,611787	10
yahK	b0325	173,805	P	0,0115479	48
yahL	b0326	1,9816	A	0,88351	1
yahM	b0327	53,8588	A	0,477354	15
yahN	b0328	50,3695	A	0,105738	14
yahO	b0329	54,4342	A	0,0957232	15
yaiA	b0389	662,939	P	0,00188612	182
yaiB	b0382	505,242	P	0,00269283	139
yaiC	b0385	104,662	A	0,140265	29
yaiD	b0393	516,549	P	0,00130539	142
yaiE	b0391	2855,89	P	0,000327479	785
yaiH	b0376	160,603	P	0,00225703	44
yaiI	b0387	388,679	P	0,0072983	107
yaiL	b0354	388,317	P	0,00157146	107
yaiM	b0355	297,726	P	0,000327479	82
yaiN	b0357	628,196	P	0,00928336	173
yaiO	b0358	31,0394	A	0,318883	9
yaiP	b0363	7,15387	A	0,834732	2
yaiS	b0364	6,21929	A	0,366636	2
yaiT	b0371	97,0852	P	0,00130539	27
yaiU	b0374	6,6399	A	0,786736	2
yaiV	b0375	2,01704	A	0,955799	1
yaiW	b0378	191,128	A	0,0864242	53
yajB	b0404	204,975	P	0,00315926	56
yajC	b0407	2286,72	P	0,00993898	628
yajD	b0410	445,024	P	0,000327479	122
yajF	b0394	239,51	P	0,00143241	66
yajG	b0434	1187,74	P	0,00049077	326
yajI	b0412	48,9318	A	0,437646	13
yajK	b0423	605,825	P	0,00108112	166
yajO	b0419	492,285	P	0,00269283	135
yajQ	b0426	977,294	P	0,000402638	269
yajR	b0427	260,794	P	0,0239949	72
ybaA	b0456	60,3058	P	0,0497698	17
ybaB	b0471	1283,01	P	0,000327479	353
ybaC	b0476	41,2565	P	0,0480985	11
ybaD	b0413	1779,03	P	0,000603158	489
ybaE	b0445	191,923	A	0,140265	53
ybaJ	b0461	318,756	P	0,00049077	88
ybaK	b0481	358,266	P	0,00622665	98
ybaL	b0478	730,22	P	0,00188612	201
ybaM	b0466	355,253	M	0,0625767	98
ybaN	b0468	364,076	P	0,00529677	100
ybaO	b0447	285,024	P	0,0204441	78
ybaP	b0482	629,209	P	0,00094359	173
ybaQ	b0483	643,559	P	0,000327479	177
ybaR	b0484	196,373	P	0,00622665	54
ybaS	b0485	79,6742	A	0,105738	22
ybaT	b0486	90,6645	P	0,0204441	25
ybaU	b0441	774,577	P	0,00108112	213
ybaV	b0442	142,977	A	0,0698779	39
ybaW	b0443	125,014	P	0,015454	34
ybaX	b0444	646,116	P	0,000603158	178
ybaY	b0453	164,475	P	0,0497698	45
ybaZ	b0454	200,361	P	0,00260662	55
ybbA	b0495	279,088	P	0,0234132	77
ybbB	b0503	288,496	P	0,00188612	79
ybbC	b0498	28,9361	P	0,0442012	8
ybbD	b0500	3,85494	P	0,0138539	1
ybbF	b0524	726,414	P	0,00049077	200
ybbI	b0487	316,191	P	0,015454	87
ybbJ	b0488	383,852	P	0,00260662	105
ybbK	b0489	433,268	P	0,00459071	119
ybbL	b0490	449,259	P	0,00049077	123
ybbM	b0491	249,527	P	0,00157146	69
ybbN	b0492	1308,09	P	0,000327479	359
ybbO	b0493	680,303	P	0,000327479	187
ybbP	b0496	250,042	A	0,0957232	69
ybbQ	b0509	18,0604	A	0,45478	5
ybbS	b0504	47,1197	A	0,181744	13
ybbT	b0505	79,8285	A	0,0698779	22
ybbU	b0506	635,417	P	0,000493549	175
ybbV	b0510	42,8367	A	0,181744	12
ybbW	b0511	2,84201	A	0,75224	1
ybbX	b0512	37,0791	M	0,0558844	10
ybbY	b0513	43,889	A	0,105738	12
ybbZ	b0514	158,269	M	0,0558844	43
ybcH	b0567	23,8488	A	0,462489	7
ybcI	b0527	26,7393	A	0,318883	7
ybcJ	b0528	230,034	A	0,376576	63
ybcK	b0544	0,625268	A	0,71497	0
ybcL	b0545	25,6389	A	0,611787	7
ybcM	b0546	36,722	A	0,0864242	10
ybcN	b0547	14,9186	A	0,304618	4
ybcO	b0549	157,447	M	0,0558844	43
ybcQ	b0551	21,2085	A	0,54522	6
ybcR	b0554	24,634	A	0,230151	7
ybcS	b0555	44,8961	A	0,0864242	12
ybcT	b0556	5,07503	A	0,786736	1
ybcU	b0557	39,0113	A	0,318883	11
ybcV	b0558	3,73903	A	0,54522	1
ybcW	b0559	3,60573	A	0,611787	1
ybcX	b0561	1,63986	A	0,633364	0
ybcY	b0562	3,5404	A	0,913576	1
ybcZ	b0570	104,206	A	0,198363	29
ybdA	b0591	183,304	A	0,167138	50
ybdB	b0597	22,9762	A	0,75224	6
ybdE	b0575	19,4775	A	0,872006	5
ybdF	b0579	269,314	P	0,0391461	74
ybdG	b0577	162,113	P	0,000892689	45
ybdH	b0599	139,689	A	0,181744	38
ybdJ	b0580	104,422	P	0,00214285	29
ybdK	b0581	57,0136	A	0,235169	16
ybdL	b0600	103,659	P	0,00269283	28
ybdM	b0601	96,6502	P	0,0442012	27
ybdN	b0602	74,0333	M	0,0620214	20
ybdO	b0603	1,53045	A	0,764831	0
ybdQ	b0607	1034,52	P	0,000402638	284
ybdR	b0608	78,5718	P	0,0497698	22
ybdS	b0612	52,6534	A	0,150145	14
ybdU	b0614	50,3572	A	0,324822	14
ybeA	b0636	1085,12	P	0,00094359	298
ybeB	b0637	1375,34	P	0,000493549	378
ybeC	b0627	459,883	P	0,00320325	126
ybeD	b0631	660,5	P	0,00049077	182
ybeF	b0629	61,1339	A	0,110449	17
ybeH	b0625	211,424	P	0,034572	58
ybeJ	b0655	994,903	P	0,00049077	273
ybeK	b0651	468,127	P	0,00214285	129
ybeL	b0643	265,332	P	0,00188612	73
ybeM	b0626	125,849	A	0,127994	35
ybeN	b0639	599,001	P	0,00049077	165
ybeQ	b0644	7,37495	A	0,71497	2
ybeR	b0645	3,84889	A	0,654528	1
ybeS	b0646	8,5153	A	0,366636	2
ybeT	b0647	5,72972	A	0,388782	2
ybeU	b0648	55,2814	P	0,0178004	15
ybeV	b0649	48,0117	A	0,0698779	13
ybeW	b0650	8,38193	A	0,65838	2
ybeX	b0658	1629,3	P	0,000327479	448
ybeY	b0659	1255,36	P	0,00782678	345
ybeZ	b0660	2078,63	P	0,000603158	571
ybfA	b0699	534,122	P	0,00188612	147
ybfB	b0702	3,96465	A	0,477354	1
ybfC	b0704	21,9545	A	0,41014	6
ybfD	b0706	29,1677	P	0,015625	8
ybfE	b0685	307,598	A	0,235169	85
ybfF	b0686	217,586	P	0,00214285	60
ybfG	b0690	7,39068	A	0,611787	2
ybfH	b0691	4,27798	A	0,802877	1
ybfL	b0705	19,4928	P	0,00214285	5
ybfM	b0681	107,659	A	0,0957232	30
ybfN	b0682	75,1063	A	0,127994	21
ybfP	b0689	11,816	A	0,769849	3
ybgA	b0707	130,809	P	0,0129214	36
ybgC	b0736	643,176	P	0,00175518	177
ybgD	b0719	9,23805	A	0,786736	3
ybgE	b0735	1566,78	P	0,000327479	431
ybgF	b0742	3011,05	P	0,000327479	827
ybgG	b0732	11,6658	A	0,75224	3
ybgH	b0709	53,3826	A	0,216313	15
ybgI	b0710	1951,73	P	0,000327479	536
ybgJ	b0711	1038,68	P	0,000327479	285
ybgK	b0712	1049,92	P	0,000612512	289
ybgL	b0713	908,509	P	0,00188612	250
ybgO	b0716	15,5312	A	0,45478	4
ybgP	b0717	10,1355	A	0,324822	3
ybgQ	b0718	47,6527	A	0,181343	13
ybgR	b0752	143,038	P	0,0421419	39
ybhA	b0766	419,949	P	0,0206634	115
ybhB	b0773	201,486	P	0,0239949	55
ybhC	b0772	713,826	P	0,000612512	196
ybhD	b0768	66,8709	A	0,235169	18
ybhE	b0767	1796,74	P	0,000327479	494
ybhF	b0794	320,663	P	0,00225703	88
ybhH	b0769	18,994	A	0,45478	5
ybhI	b0770	16,0896	A	0,5	4
ybhJ	b0771	100,648	P	0,00852936	28
ybhK	b0780	344,931	P	0,000327479	95
ybhL	b0786	1451,96	P	0,000493549	399
ybhM	b0787	9,93945	A	0,71497	3
ybhN	b0788	24,4111	A	0,41014	7
ybhO	b0789	21,5012	A	0,477354	6
ybhP	b0790	72,219	A	0,150145	20
ybhQ	b0791	250,528	P	0,0178004	69
ybhR	b0792	175,747	P	0,00157146	48
ybhS	b0793	370,831	P	0,00320325	102
ybiA	b0798	62,095	A	0,0789057	17
ybiB	b0800	737,348	P	0,000402638	203
ybiC	b0801	633,898	P	0,00157146	174
ybiF	b0813	251,365	P	0,0267372	69
ybiH	b0796	451,847	P	0,000327479	124
ybiI	b0803	77,0018	A	0,0789057	21
ybiJ	b0802	521,997	P	0,034572	143
ybiK	b0828	414,596	P	0,0304463	114
ybiM	b0806	75,6251	A	0,150145	21
ybiN	b0807	362,864	A	0,0778177	100
ybiO	b0808	126,597	P	0,0391461	35
ybiP	b0815	75,6393	P	0,0497698	21
ybiR	b0818	261,186	P	0,0267372	72
ybiS	b0819	705,053	P	0,000493549	194
ybiT	b0820	560,016	P	0,00529677	154
ybiU	b0821	157,064	P	0,0204441	43
ybiW	b0823	226,062	A	0,070073	62
ybiX	b0804	153,313	P	0,0044925	42
ybiY	b0824	8,11582	A	0,567648	2
ybjC	b0850	834,508	P	0,000402638	229
ybjD	b0876	316,19	P	0,00157146	87
ybjE	b0874	89,0008	P	0,0177324	24
ybjF	b0859	135,958	M	0,0558844	37
ybjG	b0841	526,436	P	0,000761638	145
ybjH	b0843	111,837	P	0,00049077	31
ybjM	b0848	128,087	P	0,0239949	35
ybjN	b0853	501,559	P	0,000327479	138
ybjO	b0858	58,0606	P	0,0178004	16
ybjP	b0865	308,798	P	0,00260662	85
ybjT	b0869	619,808	P	0,000327479	170
ybjU	b0870	1106,81	P	0,00049077	304
ybjW	b0873	84,5514	A	0,34162	23
ybjX	b0877	2128,7	P	0,00049077	585
ybjZ	b0879	274,326	P	0,00269283	75
ycaC	b0897	45,4579	A	0,318883	12
ycaD	b0898	142,811	P	0,0442012	39
ycaH	b0915	458,151	P	0,000327479	126
ycaI	b0913	70,5666	A	0,388213	19
ycaJ	b0892	487,246	P	0,000603158	134
ycaK	b0901	3,66971	A	0,58986	1
ycaL	b0909	99,1115	P	0,0267372	27
ycaN	b0900	72,3034	A	0,181343	20
ycaO	b0905	361,595	P	0,00381521	99
ycaP	b0906	124,883	P	0,00379911	34
ycaQ	b0916	94,8646	A	0,11649	26
