From	To	To
U00096	P0ADM4	YIDQ_ECOLI
U00096	P32701	YJCC_ECOLI
U00096	P39284	YJEO_ECOLI
U00096	P0AF86	YJFY_ECOLI
U00096	P39360	YJHI_ECOLI
U00096	P0ADC8	YJIX_ECOLI
U00096	P75685	YKGB_ECOLI
U00096	P0AB46	YMGD_ECOLI
U00096	P76092	YNBC_ECOLI
U00096	P76226	YNJF_ECOLI
U00096	C1P602	YOAK_ECOLI
U00096	P64423	ZNTB_ECOLI
U00096	P05100	3MG1_ECOLI
U00096	P0A6A3	ACKA_ECOLI
U00096	P33234	ADIY_ECOLI
U00096	P50466	AER_ECOLI
U00096	P11446	ARGC_ECOLI
U00096	P18335	ARGD_ECOLI
U00096	P76474	ARNF_ECOLI
U00096	P28249	ASMA_ECOLI
U00096	Q06067	ATOS_ECOLI
U00096	P06610	BTUE_ECOLI
U00096	P0A9H5	BTUR_ECOLI
U00096	P61517	CAN_ECOLI
U00096	P00864	CAPP_ECOLI
U00096	P31456	CBRA_ECOLI
U00096	P0ABM5	CCMD_ECOLI
U00096	P37047	CDAR_ECOLI
U00096	P0AE63	CHAB_ECOLI
U00096	P0A9D8	DAPD_ECOLI
U00096	P0ABN5	DCUA_ECOLI
U00096	P0ACK5	DEOR_ECOLI
U00096	P0A9P0	DLDH_ECOLI
U00096	P36837	DTPB_ECOLI
U00096	P0CE48	EFTU2_ECOLI
U00096	P77237	ESSQ_ECOLI
U00096	P0ABF4	EUTM_ECOLI
U00096	P0ABU7	EXBB_ECOLI
U00096	P0AEK4	FABI_ECOLI
U00096	P0A6Q6	FABZ_ECOLI
U00096	P23485	FECR_ECOLI
U00096	P29131	FTSN_ECOLI
U00096	P0A9A9	FUR_ECOLI
U00096	P0AEP7	GCL_ECOLI
U00096	P0A6V8	GLK_ECOLI
U00096	P13035	GLPD_ECOLI
U00096	P77334	GMR_ECOLI
U00096	P39835	GNTT_ECOLI
U00096	P75798	GSIC_ECOLI
U00096	P32131	HEMN_ECOLI
U00096	P0ACG4	HOKC_ECOLI
U00096	P0AAN1	HYBE_ECOLI
U00096	P0AEV7	HYCH_ECOLI
U00096	C1P615	IBSC_ECOLI
U00096	P0CF40	INSC1_ECOLI
U00096	P76168	INTQ_ECOLI
U00096	P21865	KDPD_ECOLI
U00096	P37005	LAST_ECOLI
U00096	Q6BF87	LDRB_ECOLI
U00096	P0AFS1	LSRD_ECOLI
U00096	P64461	LSRG_ECOLI
U00096	P76399	MDTC_ECOLI
U00096	P77044	MHPC_ECOLI
U00096	P77589	MHPT_ECOLI
U00096	P64604	MLAD_ECOLI
U00096	P77182	MNMC_ECOLI
U00096	P76096	MOKB_ECOLI
U00096	P77245	MURR_ECOLI
U00096	P0AA16	OMPR_ECOLI
U00096	P76085	PAAK_ECOLI
U00096	P21165	PEPQ_ECOLI
U00096	P16678	PHNK_ECOLI
U00096	P23836	PHOP_ECOLI
U00096	P0AFL1	POTI_ECOLI
U00096	P0AFM6	PSPA_ECOLI
U00096	P23830	PSS_ECOLI
U00096	P09323	PTW3C_ECOLI
U00096	P0ACP7	PURR_ECOLI
U00096	P37051	PURU_ECOLI
U00096	P0A786	PYRB_ECOLI
U00096	P0A7E5	PYRG_ECOLI
U00096	P0A7E9	PYRH_ECOLI
U00096	P77756	QUEC_ECOLI
U00096	P31473	RAVA_ECOLI
U00096	P0C0K3	RDOA_ECOLI
U00096	P33228	RECT_ECOLI
U00096	P16919	RHSD_ECOLI
U00096	P0AG40	RIBF_ECOLI
U00096	P37146	RIR4_ECOLI
U00096	P02413	RL15_ECOLI
U00096	P0C018	RL18_ECOLI
U00096	P0A7M6	RL29_ECOLI
U00096	P27434	RODZ_ECOLI
U00096	P0AFX0	RP5M_ECOLI
U00096	P0AG07	RPE_ECOLI
U00096	P0A8V2	RPOB_ECOLI
U00096	P0AFR0	RSSA_ECOLI
U00096	P0AAH8	SAPF_ECOLI
U00096	P75853	SSUA_ECOLI
U00096	P75869	SXY_ECOLI
U00096	P0A843	TATE_ECOLI
U00096	P27242	WAAU_ECOLI
U00096	P23841	XAPR_ECOLI
U00096	Q47157	YAFO_ECOLI
U00096	P77300	YAGI_ECOLI
U00096	P77554	YAHJ_ECOLI
U00096	P77400	YBAT_ECOLI
U00096	P77368	YBCL_ECOLI
U00096	P77506	YBDJ_ECOLI
U00096	P0AAW9	YBHT_ECOLI
U00096	P43340	YCAK_ECOLI
U00096	P75910	YCDU_ECOLI
U00096	P76023	YCHS_ECOLI
U00096	P0ACW2	YDBJ_ECOLI
U00096	P31827	YDDB_ECOLI
U00096	P32051	YDEK_ECOLI
U00096	P37597	YDHC_ECOLI
U00096	P0ACX3	YDHR_ECOLI
U00096	P76197	YDIM_ECOLI
U00096	P77649	YDIU_ECOLI
U00096	P76210	YDJO_ECOLI
U00096	P76235	YEAH_ECOLI
U00096	P37348	YECE_ECOLI
U00096	P46125	YEDI_ECOLI
U00096	P76362	YEES_ECOLI
U00096	P36928	YEGD_ECOLI
U00096	P33349	YEHM_ECOLI
U00096	P33916	YEJF_ECOLI
U00096	P0AFU2	YFBS_ECOLI
U00096	P0A8B2	YFCN_ECOLI
U00096	P77599	YFCS_ECOLI
U00096	P76520	YFDX_ECOLI
U00096	P45564	YFEN_ECOLI
U00096	P76538	YFEZ_ECOLI
U00096	P66948	YFGC_ECOLI
U00096	P0ADE6	YGAU_ECOLI
U00096	P55138	YGCE_ECOLI
U00096	P0ADR2	YGDD_ECOLI
U00096	P76639	YGEH_ECOLI
U00096	Q46819	YGFS_ECOLI
U00096	Q7DFU6	YGHX_ECOLI
U00096	P67701	YGJM_ECOLI
U00096	P11865	YHAB_ECOLI
U00096	P45421	YHCE_ECOLI
U00096	P0AGM0	YHHT_ECOLI
U00096	P31448	YIDK_ECOLI
U00096	P32141	YIHT_ECOLI
U00096	P39298	YJFP_ECOLI
U00096	P39357	YJHF_ECOLI
U00096	P39393	YJIV_ECOLI
U00096	P75992	YMGA_ECOLI
U00096	P0CD93	YMJD_ECOLI
U00096	P76090	YNBA_ECOLI
U00096	P76118	YNCH_ECOLI
U00096	P76138	YNEL_ECOLI
U00096	P76224	YNJC_ECOLI
U00096	P64517	YODC_ECOLI
U00096	C1P606	YOEI_ECOLI
U00096	P33366	YOHD_ECOLI
U00096	P65367	YQCA_ECOLI
U00096	Q46809	YQEC_ECOLI
U00096	C1P618	YRBN_ECOLI
U00096	P31119	AAS_ECOLI
U00096	P0AE08	AHPC_ECOLI
U00096	P04825	AMPN_ECOLI
U00096	P11667	ARGO_ECOLI
U00096	P75993	ARIR_ECOLI
U00096	P0AAF6	ARTP_ECOLI
U00096	P24240	ASCB_ECOLI
U00096	P12999	BIOC_ECOLI
U00096	P0AB33	BSSS_ECOLI
U00096	P31572	CAIB_ECOLI
U00096	P07364	CHER_ECOLI
U00096	P0AE67	CHEY_ECOLI
U00096	P64467	CNU_ECOLI
U00096	P0AE76	COBU_ECOLI
U00096	P0AE91	CREA_ECOLI
U00096	P0A9Y6	CSPC_ECOLI
U00096	P0ABI8	CYOB_ECOLI
U00096	P36655	DSBD_ECOLI
U00096	P31125	EAMA_ECOLI
U00096	P0ADF6	EDD_ECOLI
U00096	P0A6N4	EFP_ECOLI
U00096	P0A9R2	ESSD_ECOLI
U00096	P23484	FECI_ECOLI
U00096	P19323	FHLA_ECOLI
U00096	P68646	FIXX_ECOLI
U00096	P0A6S0	FLGH_ECOLI
U00096	P0AAP3	FRMR_ECOLI
U00096	P0C8J6	GATY_ECOLI
U00096	P0ACP5	GNTR_ECOLI
U00096	P09372	GRPE_ECOLI
U00096	P31658	HCHA_ECOLI
U00096	P0AET2	HDEB_ECOLI
U00096	P52094	HISQ_ECOLI
U00096	P77494	HOKB_ECOLI
U00096	P0ACV0	HTRB_ECOLI
U00096	P0A700	HYPA_ECOLI
U00096	P24192	HYPD_ECOLI
U00096	C1P608	IBSB_ECOLI
U00096	P0ADF8	ILVN_ECOLI
U00096	P0AEW9	K1PF_ECOLI
U00096	P0A715	KDSA_ECOLI
U00096	P23331	KITH_ECOLI
U00096	Q6BF86	LDRA_ECOLI
U00096	Q6BF86	LDRA_ECOLI
U00096	P60955	LGT_ECOLI
U00096	P0AD74	LPF2_ECOLI
U00096	P0A725	LPXC_ECOLI
U00096	P68183	MALG_ECOLI
U00096	P76397	MDTA_ECOLI
U00096	P0A8U6	METJ_ECOLI
U00096	P77569	MHPR_ECOLI
U00096	P31060	MODF_ECOLI
U00096	P0A6W3	MRAY_ECOLI
U00096	P23909	MUTS_ECOLI
U00096	P0AFA9	NIKC_ECOLI
U00096	P0A6Z6	NIKR_ECOLI
U00096	P0A9I8	NIRD_ECOLI
U00096	P28903	NRDD_ECOLI
U00096	P0AFH8	OSMY_ECOLI
U00096	Q46790	PBL_ECOLI
U00096	P07004	PROA_ECOLI
U00096	P14175	PROV_ECOLI
U00096	P0A7G6	RECA_ECOLI
U00096	P32171	RHAB_ECOLI
U00096	P16918	RHSC_ECOLI
U00096	P0AG48	RL21_ECOLI
U00096	P42596	RLMG_ECOLI
U00096	P37765	RLUB_ECOLI
U00096	P67087	RSMI_ECOLI
U00096	P0AA43	RSUA_ECOLI
U00096	P0ACU2	RUTR_ECOLI
U00096	P0A8I1	RUVX_ECOLI
U00096	P16456	SELD_ECOLI
U00096	P31436	SETC_ECOLI
U00096	P26648	SUFI_ECOLI
U00096	P09153	TFAE_ECOLI
U00096	P0AGG0	THIL_ECOLI
U00096	P36667	WBBL_ECOLI
U00096	P27835	WZYE_ECOLI
U00096	P45562	XAPB_ECOLI
U00096	P0AC98	YAAH_ECOLI
U00096	P28634	YAEB_ECOLI
U00096	Q47156	YAFN_ECOLI
U00096	P77713	YAGH_ECOLI
U00096	Q2EEQ3	YAHH_ECOLI
U00096	P77395	YBBN_ECOLI
U00096	P75734	YBFN_ECOLI
U00096	P0AFP6	YBGI_ECOLI
U00096	P75764	YBHJ_ECOLI
U00096	P0AAX8	YBIS_ECOLI
U00096	P37443	YCAI_ECOLI
U00096	P75849	YCBL_ECOLI
U00096	P75908	YCDT_ECOLI
U00096	P27431	YCFD_ECOLI
U00096	P76100	YDCK_ECOLI
U00096	P29009	YDFB_ECOLI
U00096	P76154	YDFK_ECOLI
U00096	P77552	YDHQ_ECOLI
U00096	P76361	YEER_ECOLI
U00096	P33348	YEHL_ECOLI
U00096	P33915	YEJE_ECOLI
U00096	P76501	YFCR_ECOLI
U00096	P76537	YFEY_ECOLI
U00096	P52127	YFJL_ECOLI
U00096	Q46787	YGEG_ECOLI
U00096	Q46817	YGFQ_ECOLI
U00096	P30871	YGIF_ECOLI
U00096	P63417	YHBS_ECOLI
U00096	P46474	YHDP_ECOLI
U00096	P0AGM2	YICG_ECOLI
U00096	P31447	YIDJ_ECOLI
U00096	P0ADP0	YIGB_ECOLI
U00096	P39267	YJCZ_ECOLI
U00096	Q6BEX5	YJDP_ECOLI
U00096	P39355	YJHE_ECOLI
U00096	P39391	YJIT_ECOLI
U00096	P0ACA7	YLIJ_ECOLI
U00096	P75975	YMFT_ECOLI
U00096	Q2EER5	YMJC_ECOLI
U00096	P77658	YNAA_ECOLI
U00096	P76117	YNCG_ECOLI
U00096	P76150	YNEK_ECOLI
U00096	P76223	YNJB_ECOLI
U00096	P64493	YOAF_ECOLI
U00096	P0AD17	YOHC_ECOLI
U00096	Q2EES6	YOHO_ECOLI
U00096	P76692	YZGL_ECOLI
U00096	P00562	AK2H_ECOLI
U00096	P0AE22	APHA_ECOLI
U00096	P05194	AROD_ECOLI
U00096	P06609	BTUC_ECOLI
U00096	P63264	CBPM_ECOLI
U00096	P0CB39	CPTA_ECOLI
U00096	P54901	CSIE_ECOLI
U00096	P77790	DDPX_ECOLI
U00096	P76016	DHAR_ECOLI
U00096	P06965	DICC_ECOLI
U00096	P0A6M8	EFG_ECOLI
U00096	P11454	ENTF_ECOLI
U00096	P0AAJ5	FDOH_ECOLI
U00096	P15031	FECE_ECOLI
U00096	Q47153	FHIA_ECOLI
U00096	P75933	FLGA_ECOLI
U00096	P45539	FRLA_ECOLI
U00096	P25526	GABD_ECOLI
U00096	P0A6U8	GLGA_ECOLI
U00096	P06988	HISX_ECOLI
U00096	P77335	HLYE_ECOLI
U00096	P37305	HOKA_ECOLI
U00096	P0ACG8	HSLR_ECOLI
U00096	P16433	HYCG_ECOLI
U00096	C1P607	IBSA_ECOLI
U00096	P0AAC8	ISCA_ECOLI
U00096	P0AB74	KBAY_ECOLI
U00096	P0AC75	KDTA_ECOLI
U00096	P39380	KPTA_ECOLI
U00096	P21599	KPYK2_ECOLI
U00096	P0A9S7	LIVG_ECOLI
U00096	P75957	LOLD_ECOLI
U00096	P0A9V1	LPTB_ECOLI
U00096	P0ADC1	LPTE_ECOLI
U00096	P0ACJ0	LRP_ECOLI
U00096	P0AAA3	MATB_ECOLI
U00096	P32715	MDTO_ECOLI
U00096	P30750	METN_ECOLI
U00096	P0AF01	MODB_ECOLI
U00096	P06722	MUTH_ECOLI
U00096	P30011	NADC_ECOLI
U00096	P75959	NAGK_ECOLI
U00096	P0A6L4	NANA_ECOLI
U00096	P11350	NARI_ECOLI
U00096	P0AF63	NSRR_ECOLI
U00096	P0AFE8	NUOM_ECOLI
U00096	P0C7L2	PAAJ_ECOLI
U00096	P0AFI9	PERM_ECOLI
U00096	P77366	PGMB_ECOLI
U00096	P16688	PHNJ_ECOLI
U00096	P43676	PITB_ECOLI
U00096	P31135	POTH_ECOLI
U00096	P0A9L5	PPIC_ECOLI
U00096	P43671	PQIB_ECOLI
U00096	P32672	PTFC2_ECOLI
U00096	P27844	RARD_ECOLI
U00096	P0C079	RELB_ECOLI
U00096	P16917	RHSB_ECOLI
U00096	P0A7I7	RIBA_ECOLI
U00096	P0C0U4	RIMK_ECOLI
U00096	P0ADY7	RL16_ECOLI
U00096	P0A7N4	RL32_ECOLI
U00096	P60438	RL3_ECOLI
U00096	P0A7Z4	RPOA_ECOLI
U00096	P76446	RTN_ECOLI
U00096	P77754	SPY_ECOLI
U00096	Q46812	SSNA_ECOLI
U00096	Q47537	TAUA_ECOLI
U00096	P11868	TDCD_ECOLI
U00096	P77699	TFAD_ECOLI
U00096	P0A879	TRPB_ECOLI
U00096	P00904	TRPG_ECOLI
U00096	P39304	ULAD_ECOLI
U00096	P09184	VSR_ECOLI
U00096	P37750	WBBJ_ECOLI
U00096	P0A930	WZA_ECOLI
U00096	P45563	XAPA_ECOLI
U00096	P08339	Y4223_ECOLI
U00096	P37050	YADN_ECOLI
U00096	Q47152	YAFM_ECOLI
U00096	P77307	YBBM_ECOLI
U00096	P77698	YBCK_ECOLI
U00096	P75763	YBHI_ECOLI
U00096	P0A8C1	YBJQ_ECOLI
U00096	P39165	YCHO_ECOLI
U00096	P31808	YCIK_ECOLI
U00096	P0A8L7	YCIU_ECOLI
U00096	P76053	YDAL_ECOLI
U00096	P76097	YDCJ_ECOLI
U00096	P31826	YDDA_ECOLI
U00096	P31131	YDEJ_ECOLI
U00096	P0ACX0	YDGC_ECOLI
U00096	P0ACR2	YDHB_ECOLI
U00096	P76196	YDIL_ECOLI
U00096	P77529	YDJN_ECOLI
U00096	P0ADI7	YECD_ECOLI
U00096	P76359	YEEP_ECOLI
U00096	P33347	YEHK_ECOLI
U00096	P76500	YFCQ_ECOLI
U00096	P76536	YFEX_ECOLI
U00096	P76594	YFIQ_ECOLI
U00096	P76616	YGAQ_ECOLI
U00096	P38036	YGCB_ECOLI
U00096	Q46786	YGEF_ECOLI
U00096	P64557	YGFM_ECOLI
U00096	P64564	YGGT_ECOLI
U00096	P64574	YGHW_ECOLI
U00096	P42592	YGJK_ECOLI
U00096	P45420	YHCD_ECOLI
U00096	P46837	YHGF_ECOLI
U00096	P37655	YHJQ_ECOLI
U00096	P32109	YIBJ_ECOLI
U00096	P31446	YIDI_ECOLI
U00096	P32129	YIHG_ECOLI
U00096	P32140	YIHS_ECOLI
U00096	P32680	YJAG_ECOLI
U00096	P32690	YJBI_ECOLI
U00096	P39282	YJEM_ECOLI
U00096	P0AF82	YJFN_ECOLI
U00096	P39390	YJIS_ECOLI
U00096	P0AAS0	YLAC_ECOLI
U00096	P77129	YLBE_ECOLI
U00096	P09154	YMFS_ECOLI
U00096	P67553	YNFC_ECOLI
U00096	P76222	YNJA_ECOLI
U00096	Q2EES3	YOEF_ECOLI
U00096	Q46808	YQEB_ECOLI
U00096	C1P614	YQFG_ECOLI
U00096	P64610	YRBL_ECOLI
U00096	P39321	YTFN_ECOLI
U00096	P37127	AEGA_ECOLI
U00096	P42907	AGAS_ECOLI
U00096	P0A991	ALF1_ECOLI
U00096	P26612	AMY2_ECOLI
U00096	P02924	ARAF_ECOLI
U00096	P0A6E4	ASSY_ECOLI
U00096	P17445	BETB_ECOLI
U00096	P0AB40	BHSA_ECOLI
U00096	P56976	BLR_ECOLI
U00096	P0AD99	BRNQ_ECOLI
U00096	P0AE60	CEDA_ECOLI
U00096	P76290	CMOA_ECOLI
U00096	P76291	CMOB_ECOLI
U00096	P0A972	CSPE_ECOLI
U00096	P0A986	CSPI_ECOLI
U00096	P77485	CUSS_ECOLI
U00096	P08550	CVPA_ECOLI
U00096	P27111	CYNR_ECOLI
U00096	P04036	DAPB_ECOLI
U00096	P0ABP8	DEOD_ECOLI
U00096	Q46857	DKGA_ECOLI
U00096	P37672	DLGD_ECOLI
U00096	P08555	DSDX_ECOLI
U00096	P06616	ERA_ECOLI
U00096	P19636	EUTC_ECOLI
U00096	P77277	EUTJ_ECOLI
U00096	P76503	FADI_ECOLI
U00096	P0AAJ3	FDNH_ECOLI
U00096	P33650	FEOB_ECOLI
U00096	P26266	FEPE_ECOLI
U00096	P16869	FHUE_ECOLI
U00096	P60566	FIXA_ECOLI
U00096	P52627	FLIZ_ECOLI
U00096	P33898	G3P3_ECOLI
U00096	P63204	GADE_ECOLI
U00096	P0AAB6	GALF_ECOLI
U00096	P0AA80	GARP_ECOLI
U00096	P0A6T9	GCSH_ECOLI
U00096	P0A9C0	GLPA_ECOLI
U00096	P13033	GLPB_ECOLI
U00096	P25552	GPPA_ECOLI
U00096	P0A6W5	GREA_ECOLI
U00096	P15081	GUTM_ECOLI
U00096	P60664	HIS6_ECOLI
U00096	P28630	HOLA_ECOLI
U00096	P0A6H5	HSLU_ECOLI
U00096	P0AB20	HSPQ_ECOLI
U00096	P28697	HTGA_ECOLI
U00096	P19931	HYAE_ECOLI
U00096	P39343	IDNR_ECOLI
U00096	P00892	ILVG_ECOLI
U00096	P00893	ILVI_ECOLI
U00096	P0CF27	INSB3_ECOLI
U00096	P71298	INTF_ECOLI
U00096	P69441	KAD_ECOLI
U00096	P76008	LDCA_ECOLI
U00096	P09151	LEU1_ECOLI
U00096	P76159	LYSQ_ECOLI
U00096	P75830	MACA_ECOLI
U00096	P0ABR9	MHPB_ECOLI
U00096	P09833	MODC_ECOLI
U00096	P22523	MUKB_ECOLI
U00096	P0ABL5	NAPC_ECOLI
U00096	P09152	NARG_ECOLI
U00096	P63020	NFUA_ECOLI
U00096	P40710	NLPE_ECOLI
U00096	P32711	NRFF_ECOLI
U00096	P0AFC7	NUOB_ECOLI
U00096	P0AFF4	NUPG_ECOLI
U00096	P76773	OMPL_ECOLI
U00096	P0ADB1	OSME_ECOLI
U00096	P0ACQ4	OXYR_ECOLI
U00096	P76078	PAAB_ECOLI
U00096	P28305	PABC_ECOLI
U00096	P31057	PANB_ECOLI
U00096	P69434	PGAA_ECOLI
U00096	P0A9K7	PHOU_ECOLI
U00096	P0A8T1	PRMA_ECOLI
U00096	P15640	PUR2_ECOLI
U00096	P05824	RECN_ECOLI
U00096	P27128	RFAI_ECOLI
U00096	P25539	RIBD_ECOLI
U00096	P0A7L3	RL20_ECOLI
U00096	P60624	RL24_ECOLI
U00096	P0A7P5	RL34_ECOLI
U00096	P32684	RLUF_ECOLI
U00096	P77285	RNFG_ECOLI
U00096	P0CG19	RNPH_ECOLI
U00096	P0ADX9	RSMD_ECOLI
U00096	P0AG74	RUSA_ECOLI
U00096	P0AFQ5	RUTC_ECOLI
U00096	P0A812	RUVB_ECOLI
U00096	C1P601	RZOQ_ECOLI
U00096	P37678	SGBH_ECOLI
U00096	P15082	SRLR_ECOLI
U00096	P0AGE0	SSB_ECOLI
U00096	P77444	SUFS_ECOLI
U00096	P16659	SYP_ECOLI
U00096	P0A847	TGT_ECOLI
U00096	P30136	THIC_ECOLI
U00096	P0A858	TPIS_ECOLI
U00096	P0AGI8	TRKA_ECOLI
U00096	P0AC35	TTDB_ECOLI
U00096	P0A6A0	UBIB_ECOLI
U00096	P0AGA6	UHPA_ECOLI
U00096	P69822	ULAB_ECOLI
U00096	P0AGM7	URAA_ECOLI
U00096	P0A8F8	UVRB_ECOLI
U00096	P0AED5	UVRY_ECOLI
U00096	P42604	UXAA_ECOLI
U00096	P25535	VISC_ECOLI
U00096	P71242	WCAK_ECOLI
U00096	P36680	YACF_ECOLI
U00096	P0AFN6	YADH_ECOLI
U00096	P30866	YAFE_ECOLI
U00096	P77700	YAHB_ECOLI
U00096	P0ADA5	YAJG_ECOLI
U00096	P0AAT6	YBEB_ECOLI
U00096	P39901	YBFI_ECOLI
U00096	P0AAV6	YBGS_ECOLI
U00096	P0AAX3	YBIJ_ECOLI
U00096	P24244	YCCB_ECOLI
U00096	P29217	YCEH_ECOLI
U00096	P75954	YCFS_ECOLI
U00096	P21361	YCIG_ECOLI
U00096	P77481	YCJV_ECOLI
U00096	P25906	YDBC_ECOLI
U00096	P34209	YDCF_ECOLI
U00096	P77789	YDES_ECOLI
U00096	P77781	YDII_ECOLI
U00096	P77280	YDJJ_ECOLI
U00096	P0ABD1	YEAV_ECOLI
U00096	P33218	YEBE_ECOLI
U00096	P0ACY9	YEBG_ECOLI
U00096	P31064	YEDE_ECOLI
U00096	P33341	YEHB_ECOLI
U00096	P76514	YFDR_ECOLI
U00096	P76550	YFFS_ECOLI
U00096	Q46889	YGBK_ECOLI
U00096	P0AC28	YGFA_ECOLI
U00096	P52037	YGFF_ECOLI
U00096	P52048	YGGP_ECOLI
U00096	Q46867	YGIZ_ECOLI
U00096	P45537	YHFK_ECOLI
U00096	P37624	YHIH_ECOLI
U00096	P11290	YIBD_ECOLI
U00096	Q2M7X4	YICS_ECOLI
U00096	P60872	YIDE_ECOLI
U00096	P0ADL6	YIDG_ECOLI
U00096	P32135	YIHN_ECOLI
U00096	P0AF56	YJCO_ECOLI
U00096	P31806	YJEF_ECOLI
U00096	P76157	YNFN_ECOLI
U00096	P76239	YOAI_ECOLI
U00096	A5A621	YPFM_ECOLI
U00096	Q46953	YPJF_ECOLI
U00096	P64588	YQJI_ECOLI
U00096	P58037	YRHD_ECOLI
U00096	P77744	ABGR_ECOLI
U00096	P24177	ACRD_ECOLI
U00096	P0A9Q7	ADHE_ECOLI
U00096	P77731	ALLA_ECOLI
U00096	P0AD70	AMPH_ECOLI
U00096	P0AEC3	ARCB_ECOLI
U00096	P0AB93	ARSB_ECOLI
U00096	P77581	ASTC_ECOLI
U00096	P0A951	ATDA_ECOLI
U00096	P30844	BASS_ECOLI
U00096	P0A6F5	CH60_ECOLI
U00096	P0A6I9	COAE_ECOLI
U00096	P0A968	CSPD_ECOLI
U00096	P77239	CUSB_ECOLI
U00096	P0A6J3	CYSZ_ECOLI
U00096	P0A6L2	DAPA_ECOLI
U00096	P28248	DCD_ECOLI
U00096	P0A6J8	DDLA_ECOLI
U00096	P0C0V0	DEGP_ECOLI
U00096	P15877	DHG_ECOLI
U00096	P0AC41	DHSA_ECOLI
U00096	P27296	DING_ECOLI
U00096	Q47150	DINJ_ECOLI
U00096	P00582	DPO1_ECOLI
U00096	P0ADI4	ENTB_ECOLI
U00096	P69902	FCTA_ECOLI
U00096	P0A9L3	FKBB_ECOLI
U00096	P0ABY2	FLIT_ECOLI
U00096	P08192	FOLC_ECOLI
U00096	P0A6T1	G6PI_ECOLI
U00096	P0A9C3	GALM_ECOLI
U00096	P08194	GLPT_ECOLI
U00096	P09832	GLTD_ECOLI
U00096	P0A6S7	GPDA_ECOLI
U00096	P32662	GPH_ECOLI
U00096	P77293	GTRB_ECOLI
U00096	Q46915	GUDX_ECOLI
U00096	P09127	HEMX_ECOLI
U00096	P24232	HMP_ECOLI
U00096	P23894	HTPX_ECOLI
U00096	P77858	HYFC_ECOLI
U00096	P0CF09	INSA3_ECOLI
U00096	P39375	IRAD_ECOLI
U00096	P0ADF0	LPFS_ECOLI
U00096	P0AD92	LPW_ECOLI
U00096	P77265	MDLA_ECOLI
U00096	P76398	MDTB_ECOLI
U00096	P0AEI1	MIAB_ECOLI
U00096	P0AGC5	MLTF_ECOLI
U00096	P0AF10	MTLR_ECOLI
U00096	P17952	MURC_ECOLI
U00096	P22188	MURE_ECOLI
U00096	P18843	NADE_ECOLI
U00096	P0AAL0	NAPF_ECOLI
U00096	P19317	NARW_ECOLI
U00096	P0A903	NLPB_ECOLI
U00096	P37013	NORR_ECOLI
U00096	P42641	OBG_ECOLI
U00096	P06959	ODP2_ECOLI
U00096	P76045	OMPG_ECOLI
U00096	P76027	OPPD_ECOLI
U00096	P00903	PABA_ECOLI
U00096	P0A9J4	PANE_ECOLI
U00096	P42588	PAT_ECOLI
U00096	P29745	PEPT_ECOLI
U00096	P75793	PFLF_ECOLI
U00096	P0A9K3	PHOL_ECOLI
U00096	P26647	PLSC_ECOLI
U00096	P56580	PTHB_ECOLI
U00096	P0AA04	PTHP_ECOLI
U00096	P37188	PTKB_ECOLI
U00096	P09029	PURK_ECOLI
U00096	P0A7E3	PYRE_ECOLI
U00096	P25888	RHLE_ECOLI
U00096	P0AG30	RHO_ECOLI
U00096	P0ACS7	RPIR_ECOLI
U00096	P68679	RS21_ECOLI
U00096	P38035	RTCR_ECOLI
U00096	P77249	SFMC_ECOLI
U00096	Q46755	SIRB2_ECOLI
U00096	P76041	SUCP_ECOLI
U00096	P04805	SYE_ECOLI
U00096	P39394	SYME_ECOLI
U00096	P0AGL2	TDCF_ECOLI
U00096	P77326	TFAS_ECOLI
U00096	P04968	THD1_ECOLI
U00096	P0A853	TNAA_ECOLI
U00096	P0A873	TRMD_ECOLI
U00096	P0AB18	TUSE_ECOLI
U00096	P16525	TUS_ECOLI
U00096	P76373	UDG_ECOLI
U00096	P39301	ULAA_ECOLI
U00096	P77377	WZXC_ECOLI
U00096	P37387	XYLF_ECOLI
U00096	P77365	YAFY_ECOLI
U00096	P0A8E7	YAJQ_ECOLI
U00096	P0AAR0	YBAJ_ECOLI
U00096	P64435	YBCW_ECOLI
U00096	P0A8J4	YBED_ECOLI
U00096	P28915	YBFC_ECOLI
U00096	P0A9U1	YBHF_ECOLI
U00096	P75828	YBJD_ECOLI
U00096	P0AAZ0	YBJO_ECOLI
U00096	P75946	YCFL_ECOLI
U00096	P76012	YCGY_ECOLI
U00096	P45848	YCIQ_ECOLI
U00096	P76042	YCJN_ECOLI
U00096	P76064	YDAT_ECOLI
U00096	P46136	YDDG_ECOLI
U00096	P76135	YDEO_ECOLI
U00096	P76164	YDFW_ECOLI
U00096	P76177	YDGH_ECOLI
U00096	P76201	YDIQ_ECOLI
U00096	P0A8A0	YEBC_ECOLI
U00096	P64515	YECN_ECOLI
U00096	P76396	YEGL_ECOLI
U00096	P0ACM5	YEGW_ECOLI
U00096	P76481	YFBK_ECOLI
U00096	P0ACR7	YFER_ECOLI
U00096	P0A6G3	YGAD_ECOLI
U00096	Q46901	YGCL_ECOLI
U00096	Q46802	YGEV_ECOLI
U00096	P11663	YGGD_ECOLI
U00096	P0AG84	YGHA_ECOLI
U00096	P64592	YHAI_ECOLI
U00096	P45472	YHBQ_ECOLI
U00096	P45766	YHDW_ECOLI
U00096	P0ADX1	YHFA_ECOLI
