Join Name	emPAI 5 Methods	BL21(DE3) OLC	K12 Entry Name	BL21(DE3) OLC	K12 Accession
253772553	" |  | 0,07; |  | 0,07"	ECBD_1133	GLYA_ECOLI	C6EKF6_ECOBD	P0A825
253775358	 |  | 0,11	ECBD_4019	ICLR_ECOLI	C6EE06_ECOBD	P16528
253775029	 |  | 0,13	ECBD_3680	T1RK_ECOLI	C6EBN0_ECOBD	P08956
253774975	 |  | 0,14	ECBD_3625	GPMB_ECOLI	C6EBH6_ECOBD	P0A7A2
253774302	 | 0,08 | 	ECBD_2933	SUCC_ECOLI	C6EJL0_ECOBD	P0A836
253773042	" | 0,22 | ;0,14 |  | "	ECBD_1630	6PGD_ECOLI	C6EB56_ECOBD	P00350
253774104	 | 0,30 | 	ECBD_2728	YBJQ_ECOLI	C6EIB5_ECOBD	P0A8C1
253773860	 |  | 0,13	ECBD_2484	LOLD_ECOLI	C6EGX5_ECOBD	P75957
253775216	" | 0,16 | ;0,16 |  | "	ECBD_3875	FRDA_ECOLI	C6ECW9_ECOBD	P00363
253775500	 |  | 0,15	ECBD_4163	ENGB_ECOLI	C6EF37_ECOBD	P0A6P7
253774281	 | 0,12 | 	ECBD_2912	GPMA_ECOLI	C6EJI9_ECOBD	P62707
253772317	 |  | 0,04	ECBD_0896	PT1P_ECOLI	C6EJ40_ECOBD	P37177
253775186	 | 0,28 | 	ECBD_3845	BSMA_ECOLI	C6ECG0_ECOBD	P39297
253775469	 |  | 0,10	ECBD_4132	FDOH_ECOLI	C6EF06_ECOBD	P0AAJ5
253774410	" | 0,16 | ; |  | 0,16"	ECBD_3047	AHPC_ECOLI	C6EK89_ECOBD	P0AE08
253772156	 |  | 0,13	ECBD_0733	EXBB_ECOLI	C6EHY7_ECOBD	P0ABU7
253772498	 |  | 0,35	ECBD_1078	RIMM_ECOLI	C6EJY4_ECOBD	P0A7X6
253772474	" | 0,21 | ;0,21 |  | "	ECBD_1054	YGAU_ECOLI	C6EJW0_ECOBD	P0ADE6
253772683	" | 0,19 | ;0,19 |  | "	ECBD_1264	PTGA_ECOLI	C6EL60_ECOBD	P69783
253771748	 |  | 0,12	ECBD_0319	GLPR_ECOLI	C6EFF1_ECOBD	P0ACL0
253775360	" | 0,07 | ; |  | 0,07"	ECBD_4022	ACEA_ECOLI	C6EE08_ECOBD	P0A9G6
253771665	 | 0,35 | 	ECBD_0235	SLP_ECOLI	C6EEH9_ECOBD	P37194
253773403	 |  | 0,13	ECBD_2005	PDXH_ECOLI	C6EDK7_ECOBD	P0AFI7
253773077	 |  | 0,11	ECBD_1669	MTFA_ECOLI	C6EB91_ECOBD	P76346
253771877	 |  | 0,81	ECBD_0452	RL36_ECOLI	C6EGG7_ECOBD	P0A7Q6
253772064	 | 0,31 | 	ECBD_0641	YQJD_ECOLI	C6EHP5_ECOBD	P64581
253774487	 | 0,19 | 	ECBD_3133	PPIB_ECOLI	C6EKU1_ECOBD	P23869
253771993	 |  | 0,07	ECBD_0569	ASSY_ECOLI	C6EH54_ECOBD	P0A6E4
253774861	 | 0,10 | 	ECBD_3508	AMPE_ECOLI	C6EAU6_ECOBD	P0AE14
253773380	 |  | 0,07	ECBD_1982	CFA_ECOLI	C6ECU2_ECOBD	P0A9H7
253773028	0,10 |  | 	ECBD_1615	RMLD_ECOLI	C6EAR7_ECOBD	P37760
253775635	 | 0,07 | 	ECBD_4302	GLMU_ECOLI	C6EG73_ECOBD	P0ACC7
253773886	 |  | 0,10	ECBD_2510	FABH_ECOLI	C6EHC3_ECOBD	P0A6R0
253772440	 |  | 0,25	ECBD_1020	SRLD_ECOLI	C6EJS6_ECOBD	P05707
253771887	 | 0,07 | 	ECBD_0462	TRKA_ECOLI	C6EGH7_ECOBD	P0AGI8
253773676	" | 0,08 | ; |  | 0,08"	ECBD_2295	YCJF_ECOLI	C6EFR0_ECOBD	P0A8R7
253772632	 |  | 0,12	ECBD_1213	PUR7_ECOLI	C6EKN5_ECOBD	P0A7D7
253772921	 |  | 0,13	ECBD_1505	GCH1_ECOLI	C6EAG0_ECOBD	P0A6T5
253771637	" | 0,04 | ; |  | 0,08"	ECBD_0207	BCSB_ECOLI	C6EEF1_ECOBD	P37652
253774310	 | 0,07 | 	ECBD_2941	CISY_ECOLI	C6EJL8_ECOBD	P0ABH7
253772151	 | 0,09 | 	ECBD_0728	DKGA_ECOLI	C6EHY2_ECOBD	Q46857
253771768	 | 0,11 | 	ECBD_0342	PCKA_ECOLI	C6EFH1_ECOBD	P22259
253772826	 | 0,18 | 	ECBD_1409	YFAZ_ECOLI	C6E9V0_ECOBD	P76471
253775119	 |  | 	ECBD_3778	SYV_ECOLI	C6EC93_ECOBD	P07118
253771707	 |  | 0,06	ECBD_0277	FTSY_ECOLI	C6EFB0_ECOBD	P10121
253772890	0,13 |  | 	ECBD_1474	RSUA_ECOLI	C6EA14_ECOBD	P0AA43
253775303	 | 0,05 | 	ECBD_3963	ACSA_ECOLI	C6ED56_ECOBD	P27550
253773712	 | 0,05 | 	ECBD_2331	RNB_ECOLI	C6EFU6_ECOBD	P30850
253773192	" |  | 0,06; |  | 0,12"	ECBD_1787	G6PD_ECOLI	C6EBX6_ECOBD	P0AC53
253772535	 |  | 0,10	ECBD_1115	ERA_ECOLI	C6EK21_ECOBD	P06616
253773185	 |  | 0,11	ECBD_1780	ZNUC_ECOLI	C6EBW9_ECOBD	P0A9X1
253774802	 |  | 0,27	ECBD_3448	PYRH_ECOLI	C6EAB4_ECOBD	P0A7E9
253774574	0,15 |  | 	ECBD_3220	CLPP_ECOLI	C6EL28_ECOBD	P0A6G7
253773167	 | 0,05 | 	ECBD_1762	SYR_ECOLI	C6EBV1_ECOBD	P11875
253774738	" | 0,06 | ; |  | 0,06"	ECBD_3384	PEPD_ECOLI	C6EA50_ECOBD	P15288
253772581	" | 0,07 | ; |  | 0,07"	ECBD_1161	PEPB_ECOLI	C6EKI4_ECOBD	P37095
253773739	 | 0,09 | 	ECBD_2359	TRPG_ECOLI	C6EFX3_ECOBD	P00904
253773746	 | 0,15 | 	ECBD_2366	OMPW_ECOLI	C6EFY0_ECOBD	P0A915
253772801	 |  | 	ECBD_1384	NUOM_ECOLI	C6E9S5_ECOBD	P0AFE8
253771541	0,09 |  | 	ECBD_0109	TDH_ECOLI	C6EDH3_ECOBD	P07913
253773720	 | 0,07 | 	ECBD_2339	YCIM_ECOLI	C6EFV4_ECOBD	P0AB58
253774851	 |  | 0,06	ECBD_3498	SPEE_ECOLI	C6EAT6_ECOBD	P09158
253772793	 |  | 	ECBD_1376	NUOE_ECOLI	C6E9R7_ECOBD	P0AFD1
253771656	 |  | 0,16	ECBD_0226	MDTF_ECOLI	C6EEH0_ECOBD	P37637
253774106	 |  | 0,26	ECBD_2730	ARTP_ECOLI	C6EIB7_ECOBD	P0AAF6
253772256	 |  | 0,03	ECBD_0834	GCSP_ECOLI	C6EIK5_ECOBD	P33195
253774067	0,11 |  | 	ECBD_2691	FOCA_ECOLI	C6EI78_ECOBD	P0AC23
253772858	 |  | 0,03	ECBD_1441	RCSC_ECOLI	C6E9Y2_ECOBD	P14376
253772309	 | 0,08 | 	ECBD_0888	AAS_ECOLI	C6EJ32_ECOBD	P31119
253774372	 |  | 0,07	ECBD_3009	SYL_ECOLI	C6EK51_ECOBD	P07813
253774960	 |  | 0,09	ECBD_3610	TALB_ECOLI	C6EBG1_ECOBD	P0A870
253774803	 |  | 0,11	ECBD_3449	EFTS_ECOLI	C6EAB5_ECOBD	P0A6P1
253772947	 | 0,05 | 	ECBD_1533	YEHU_ECOLI	C6EAI6_ECOBD	P0AD14
253773625	 |  | 0,03	ECBD_2242	YDBH_ECOLI	C6EEW3_ECOBD	P52645
253772586	0,02 |  | 	ECBD_1166	YFHM_ECOLI	C6EKI9_ECOBD	P76578
253772780	 |  | 0,08	ECBD_1363	ACKA_ECOLI	C6ELF7_ECOBD	P0A6A3
253773850	 |  | 0,08	ECBD_2473	POTA_ECOLI	C6EGW5_ECOBD	P69874
253772533	 |  | 0,09	ECBD_1113	LEP_ECOLI	C6EK19_ECOBD	P00803
253772198	0,08 |  | 	ECBD_0776	MLTC_ECOLI	C6EIE7_ECOBD	P0C066
253772639	 | 0,03 | 	ECBD_1220	ACRD_ECOLI	C6EKP2_ECOBD	P24177
253774043	 |  | 0,08	ECBD_2667	AAT_ECOLI	C6EI54_ECOBD	P00509
253773823	 |  | 0,23	ECBD_2444	YCGK_ECOLI	C6EGT8_ECOBD	P76002
253772319	 |  | 0,11	ECBD_0898	TYSY_ECOLI	C6EJ42_ECOBD	P0A884
