K12 Uniproti Entry name	BL21(DE3) Uniprot Entry name	Curated Subcellular Location
YQIJ_ECOLI	C6EHU5_ECOBD	B
YQJB_ECOLI	C6EHP7_ECOBD	B
YRBG_ECOLI	C6EH31_ECOBD	B
YRFA_ECOLI	C6EFI4_ECOBD	B
YRFC_ECOLI	C6EFI2_ECOBD	B
YTFB_ECOLI	C6ECD8_ECOBD	B
ZITB_ECOLI	C6EJJ2_ECOBD	B
ZUPT_ECOLI	C6EHV4_ECOBD	B
YFEO_ECOLI	C6EL79_ECOBD	B
YQJF_ECOLI	C6EHP2_ECOBD	B
YTFT_ECOLI	C6ECB9_ECOBD	B
HOKE_ECOLI	C6EKB6_ECOBD	B
YCHH_ECOLI	C6EGR1_ECOBD	B
YEBE_ECOLI	C6EBY3_ECOBD	B
ARNF_ECOLI	C6E9U1_ECOBD	B
FECC_ECOLI	C6EC67_ECOBD	B
EMRD_ECOLI	C6ED95_ECOBD	B
ZRAS_ECOLI	C6EE15_ECOBD	B
YOHO_ECOLI	C6EAI4_ECOBD	B
YEAL_ECOLI	C6EC42_ECOBD	B
YPFN_ECOLI	C6EKN9_ECOBD	B
CCMB_ECOLI	C6EA00_ECOBD	B
SECE_ECOLI	C6EE38_ECOBD	B
YNBA_ECOLI	C6EEV5_ECOBD	B
PTPC2_ECOLI	C6EH93_ECOBD	B
YMGF_ECOLI	C6EGU5_ECOBD	B
RSEC_ECOLI	C6EK17_ECOBD	B
ELAB_ECOLI	C6E9T3_ECOBD	B
CCMD_ECOLI	C6EA02_ECOBD	B
DCUC_ECOLI	C6EK71_ECOBD	B
FLHA_ECOLI	C6EBU8_ECOBD	B
NANK_ECOLI	C6EH10_ECOBD	B
YPJD_ECOLI	C6EJY1_ECOBD	B
YHAI_ECOLI	C6EHN8_ECOBD	B
YICG_ECOLI	C6EDE4_ECOBD	B
PIOO_ECOLI	C6EGE4_ECOBD	B
CYNX_ECOLI	C6ELN9_ECOBD	B
AQPZ_ECOLI	C6EIA6_ECOBD	B
YHDU_ECOLI	C6EGJ7_ECOBD	B
YDCV_ECOLI	C6EES0_ECOBD	B
SBCC_ECOLI	C6ELI7_ECOBD	B
HYFB_ECOLI	C6EKM9_ECOBD	B
RBSC_ECOLI	C6EG52_ECOBD	B
DAMX_ECOLI	C6EFI8_ECOBD	B
YPHD_ECOLI	C6EKG1_ECOBD	B
BTUC_ECOLI	C6ECP6_ECOBD	B
YBGT_ECOLI	C6EJK3_ECOBD	B
FTSN_ECOLI	C6EE76_ECOBD	B
FEPD_ECOLI	C6EKA5_ECOBD	B
FHUB_ECOLI	C6EAD1_ECOBD	B
ATPL_ECOLI	C6EG66_ECOBD	B
NUOK_ECOLI	C6E9S3_ECOBD	B
YMFA_ECOLI	C6EGW9_ECOBD	B
YQJE_ECOLI	C6EHP4_ECOBD	B
DSBB_ECOLI	C6EGT2_ECOBD	B
YEHY_ECOLI	C6EAI1_ECOBD	B
HOKA_ECOLI	C6EEC3_ECOBD	B
FECD_ECOLI	C6EC68_ECOBD	B
YJJZ_ECOLI	C6EBK2_ECOBD	B
YQJD_ECOLI	C6EHP5_ECOBD	B
YHDT_ECOLI	C6EGK3_ECOBD	B
YQIK_ECOLI	C6EHU4_ECOBD	B
FXSA_ECOLI	C6ECY5_ECOBD	B
PERM_ECOLI	C6EKL8_ECOBD	B
FSR_ECOLI	C6EKY5_ECOBD	B
YGDQ_ECOLI	C6EJ36_ECOBD	B
C561_ECOLI	C6EEU4_ECOBD	B
TATE_ECOLI	C6EK66_ECOBD	B
MREC_ECOLI	C6EGL1_ECOBD	B
LDRD_ECOLI	C6EEE4_ECOBD	B
YJET_ECOLI	C6ECH3_ECOBD	B
YHCB_ECOLI	C6EGZ9_ECOBD	B
ZNUB_ECOLI	C6EBW8_ECOBD	B
ARNE_ECOLI	C6E9U2_ECOBD	B
BLR_ECOLI	C6EDM2_ECOBD	B
CLCA_ECOLI	C6EAC9_ECOBD	B
DSBE_ECOLI	C6EA05_ECOBD	B
ENTS_ECOLI	C6EKA4_ECOBD	B
FLIO_ECOLI	C6EBB8_ECOBD	B
FLIQ_ECOLI	C6EBB6_ECOBD	B
GFCA_ECOLI	C6EHM0_ECOBD	B
GNTU_ECOLI	C6EFD9_ECOBD	B
LIVM_ECOLI	C6EFB8_ECOBD	B
NRFE_ECOLI	C6ED51_ECOBD	B
RFAL_ECOLI	C6EDG8_ECOBD	B
SSTT_ECOLI	C6EHQ5_ECOBD	B
YCCB_ECOLI	C6EHM8_ECOBD	B
YGCS_ECOLI	C6EJA1_ECOBD	B
YJBT_ECOLI	C6EDZ4_ECOBD	B
YJDO_ECOLI	C6ECZ6_ECOBD	B
YKGR_ECOLI	C6ELT2_ECOBD	B
YMGG_ECOLI	C6EGU3_ECOBD	B
YMIB_ECOLI	C6EFU7_ECOBD	B
YNEM_ECOLI	C6EDV2_ECOBD	B
YNEN_ECOLI	C6EEL7_ECOBD	B
YNID_ECOLI	C6ECN7_ECOBD	B
YOBH_ECOLI	C6EC03_ECOBD	B
YOJO_ECOLI	C6E9Z1_ECOBD	B
YQFG_ECOLI	C6EIM0_ECOBD	B
YTCA_ECOLI	C6ED41_ECOBD	B
YTJA_ECOLI	C6EBJ5_ECOBD	B
SMP_ECOLI	C6EBI4_ECOBD	B
HFLK_ECOLI	C6ECH5_ECOBD	B
PSPG_ECOLI	C6EDX0_ECOBD	B
PSPC_ECOLI	C6EFS6_ECOBD	B
YBBD_ECOLI	C6EKW4_ECOBD	B
YHAM_ECOLI	C6EHB4_ECOBD	B
YQGD_ECOLI	C6EIH0_ECOBD	B
YGGP_ECOLI	C6EIH8_ECOBD	B
YFJV_ECOLI	C6EEI2_ECOBD	B
PTXB_ECOLI	C6ED86_ECOBD	B
YAGP_ECOLI	C6EA41_ECOBD	B
EFEU_ECOLI	C6EHJ0_ECOBD	B
YNEF_ECOLI	C6EDW7_ECOBD	B
YGAY_ECOLI	C6EJU5_ECOBD	B
YZGL_ECOLI	C6EFE7_ECOBD	B
YDFJ_ECOLI	C6EDU3_ECOBD	B
YAHH_ECOLI	C6ELQ8_ECOBD	B
YGFQ_ECOLI	C6EIM4_ECOBD	B
YGHE_ECOLI	C6EIE1_ECOBD	B
FHIA_ECOLI	C6EA58_ECOBD	B
INSG_ECOLI	C6EC80_ECOBD	B
INTB_ECOLI	C6EC81_ECOBD	B
YHHI_ECOLI	C6EEK0_ECOBD	B
YDCC_ECOLI	C6EEQ4_ECOBD	B
TRKG_ECOLI	C6EFM2_ECOBD	B
SIEB_ECOLI	C6EFN0_ECOBD	B
YBFD_ECOLI	C6EJN2_ECOBD	B
EMRE_ECOLI	C6EKS5_ECOBD	B
ESSD_ECOLI	C6EFM7_ECOBD	B
RSUA_ECOLI	C6EA14_ECOBD	A_trl
RS2_ECOLI	C6EAB6_ECOBD	A_trl
SYM_ECOLI	C6EAJ7_ECOBD	A_trl
RLUA_ECOLI	C6EAZ7_ECOBD	A_trl
RSMA_ECOLI	C6EB02_ECOBD	A_trl
SYI_ECOLI	C6EB27_ECOBD	A_trl
RF3_ECOLI	C6EBJ7_ECOBD	A_trl
RSMC_ECOLI	C6EBK1_ECOBD	A_trl
RSMF_ECOLI	C6EBZ4_ECOBD	A_trl
RLMA_ECOLI	C6EC08_ECOBD	A_trl
SYV_ECOLI	C6EC93_ECOBD	A_trl
RS6_ECOLI	C6ECE9_ECOBD	A_trl
RLMB_ECOLI	C6ECG9_ECOBD	A_trl
SYT_ECOLI	C6ECN8_ECOBD	A_trl
EFP_ECOLI	C6ECX8_ECOBD	A_trl
SYK2_ECOLI	C6ECZ5_ECOBD	A_trl
RLUF_ECOLI	C6EE02_ECOBD	A_trl
RL10_ECOLI	C6EE34_ECOBD	A_trl
SYGB_ECOLI	C6EEC0_ECOBD	A_trl
RSMD_ECOLI	C6EFA9_ECOBD	A_trl
DBPA_ECOLI	C6EFN9_ECOBD	A_trl
RLUB_ECOLI	C6EFW8_ECOBD	A_trl
RS7_ECOLI	C6EGC3_ECOBD	A_trl
EFG_ECOLI	C6EGC4_ECOBD	A_trl
RS10_ECOLI	C6EGE5_ECOBD	A_trl
RL3_ECOLI	C6EGE6_ECOBD	A_trl
RL4_ECOLI	C6EGE7_ECOBD	A_trl
RL2_ECOLI	C6EGE9_ECOBD	A_trl
RS19_ECOLI	C6EGF0_ECOBD	A_trl
RL22_ECOLI	C6EGF1_ECOBD	A_trl
RL16_ECOLI	C6EGF3_ECOBD	A_trl
RS17_ECOLI	C6EGF5_ECOBD	A_trl
RL14_ECOLI	C6EGF6_ECOBD	A_trl
RL24_ECOLI	C6EGF7_ECOBD	A_trl
RS14_ECOLI	C6EGF9_ECOBD	A_trl
RS8_ECOLI	C6EGG0_ECOBD	A_trl
RL6_ECOLI	C6EGG1_ECOBD	A_trl
RS5_ECOLI	C6EGG3_ECOBD	A_trl
RL15_ECOLI	C6EGG5_ECOBD	A_trl
RS13_ECOLI	C6EGG8_ECOBD	A_trl
RS11_ECOLI	C6EGG9_ECOBD	A_trl
RS4_ECOLI	C6EGH0_ECOBD	A_trl
RL17_ECOLI	C6EGH2_ECOBD	A_trl
RIMN_ECOLI	C6EGI4_ECOBD	A_trl
DUSB_ECOLI	C6EGK0_ECOBD	A_trl
HEM1_ECOLI	C6EGQ6_ECOBD	A_trl
RLUE_ECOLI	C6EGV6_ECOBD	A_trl
RL13_ECOLI	C6EH01_ECOBD	A_trl
RS9_ECOLI	C6EH02_ECOBD	A_trl
RLME_ECOLI	C6EH48_ECOBD	A_trl
RIMP_ECOLI	C6EH55_ECOBD	A_trl
RBFA_ECOLI	C6EH58_ECOBD	A_trl
RS15_ECOLI	C6EH60_ECOBD	A_trl
RLUC_ECOLI	C6EHC8_ECOBD	A_trl
RLMG_ECOLI	C6EHR2_ECOBD	A_trl
RLMI_ECOLI	C6EI14_ECOBD	A_trl
RLML_ECOLI	C6EI34_ECOBD	A_trl
SYN_ECOLI	C6EI52_ECOBD	A_trl
SYS_ECOLI	C6EI89_ECOBD	A_trl
LFTR_ECOLI	C6EI97_ECOBD	A_trl
RUMB_ECOLI	C6EIC2_ECOBD	A_trl
SYK1_ECOLI	C6EIL8_ECOBD	A_trl
RIMO_ECOLI	C6EIU8_ECOBD	A_trl
TYSY_ECOLI	C6EJ42_ECOBD	A_trl
RLMM_ECOLI	C6EJ60_ECOBD	A_trl
RUMA_ECOLI	C6EJ87_ECOBD	A_trl
RS16_ECOLI	C6EJY3_ECOBD	A_trl
RIMM_ECOLI	C6EJY4_ECOBD	A_trl
RL19_ECOLI	C6EJY6_ECOBD	A_trl
RLUD_ECOLI	C6EJZ6_ECOBD	A_trl
RLMH_ECOLI	C6EK57_ECOBD	A_trl
RLMN_ECOLI	C6EKJ2_ECOBD	A_trl
SYH_ECOLI	C6EKJ5_ECOBD	A_trl
DPO3X_ECOLI	C6EKZ4_ECOBD	A_trl
TIG_ECOLI	C6EL29_ECOBD	A_trl
ACCD_ECOLI	C6ELD7_ECOBD	A_trl
EFTS_ECOLI	C6EAB5_ECOBD	A_trl
IF1_ECOLI	C6EI98_ECOBD	A_trl
IF2_ECOLI	C6EH57_ECOBD	A_trl
IF3_ECOLI	C6ECN9_ECOBD	A_trl
IHFA_ECOLI	C6ECP5_ECOBD	A_trl
IHFB_ECOLI	C6EI70_ECOBD	A_trl
PTH_ECOLI	C6EGR2_ECOBD	A_trl
RAIA_ECOLI	C6EJZ4_ECOBD	A_trl
RL1_ECOLI	C6EE35_ECOBD	A_trl
RL11_ECOLI	C6EE36_ECOBD	A_trl
RL20_ECOLI	C6ECP1_ECOBD	A_trl
RL21_ECOLI	C6EH41_ECOBD	A_trl
RL23_ECOLI	C6EGE8_ECOBD	A_trl
RL25_ECOLI	C6EA12_ECOBD	A_trl
RL27_ECOLI	C6EH42_ECOBD	A_trl
RL28_ECOLI	C6EDF4_ECOBD	A_trl
RL30_ECOLI	C6EGG4_ECOBD	A_trl
RL31_ECOLI	C6EE73_ECOBD	A_trl
RL31B_ECOLI	C6ELT3_ECOBD	A_trl
RL32_ECOLI	C6EHC5_ECOBD	A_trl
RL33_ECOLI	C6EDF5_ECOBD	A_trl
RL36_ECOLI	C6EGG7_ECOBD	A_trl
RL5_ECOLI	C6EGF8_ECOBD	A_trl
RL7_ECOLI	C6EE33_ECOBD	A_trl
RL9_ECOLI	C6ECE6_ECOBD	A_trl
RLMF_ECOLI	C6EIX5_ECOBD	A_trl
RMF_ECOLI	C6EI29_ECOBD	A_trl
RS1_ECOLI	C6EI71_ECOBD	A_trl
RS12_ECOLI	C6EGC2_ECOBD	A_trl
RS18_ECOLI	C6ECE7_ECOBD	A_trl
RS20_ECOLI	C6EB30_ECOBD	A_trl
RS21_ECOLI	C6EHT0_ECOBD	A_trl
RS3_ECOLI	C6EGF2_ECOBD	A_trl
RSMG_ECOLI	C6EG63_ECOBD	A_trl
SYA_ECOLI	C6EJT4_ECOBD	A_trl
SYGA_ECOLI	C6EEB9_ECOBD	A_trl
SYY_ECOLI	C6EDK8_ECOBD	A_trl
THII_ECOLI	C6EL46_ECOBD	A_trl
YCIH_ECOLI	C6EFV2_ECOBD	A_trl
RF2_ECOLI	C6EIL7_ECOBD	A_trl
RL18_ECOLI	C6EGG2_ECOBD	A_trl
RL34_ECOLI	C6EGA1_ECOBD	A_trl
RL29_ECOLI	C6EGF4_ECOBD	A_trl
RL35_ECOLI	C6ECP0_ECOBD	A_trl
RL362_ECOLI	C6ELT4_ECOBD	A_trl
YECA_ECOLI	C6EBF1_ECOBD	A
SSB_ECOLI	C6ED65_ECOBD	A
DBHA_ECOLI	C6EE18_ECOBD	A
PFLB_ECOLI	C6EI79_ECOBD	A
YBEQ_ECOLI	C6EK49_ECOBD	A
YCIG_ECOLI	C6EFX7_ECOBD	A
FDHF_ECOLI	C6ED45_ECOBD	A
LRHA_ECOLI	C6E9R2_ECOBD	A
YFBM_ECOLI	C6E9S9_ECOBD	A
MENF_ECOLI	C6E9T4_ECOBD	A
MEND_ECOLI	C6E9T5_ECOBD	A
MENH_ECOLI	C6E9T6_ECOBD	A
MENB_ECOLI	C6E9T7_ECOBD	A
MENC_ECOLI	C6E9T8_ECOBD	A
MENE_ECOLI	C6E9T9_ECOBD	A
PMRD_ECOLI	C6E9U0_ECOBD	A
ARND_ECOLI	C6E9U4_ECOBD	A
ARNA_ECOLI	C6E9U5_ECOBD	A
CINAL_ECOLI	C6E9V1_ECOBD	A
INAA_ECOLI	C6E9W4_ECOBD	A
YFAE_ECOLI	C6E9W5_ECOBD	A
RIR1_ECOLI	C6E9W7_ECOBD	A
UBIG_ECOLI	C6E9W9_ECOBD	A
GYRA_ECOLI	C6E9X0_ECOBD	A
NAPD_ECOLI	C6E9Z3_ECOBD	A
NARP_ECOLI	C6EA07_ECOBD	A
NDPA_ECOLI	C6EA11_ECOBD	A
YEJH_ECOLI	C6EA13_ECOBD	A
PROA_ECOLI	C6EA42_ECOBD	A
PROB_ECOLI	C6EA43_ECOBD	A
FRSA_ECOLI	C6EA48_ECOBD	A
PEPD_ECOLI	C6EA50_ECOBD	A
DPO4_ECOLI	C6EA56_ECOBD	A
YAFJ_ECOLI	C6EA65_ECOBD	A
GMHA_ECOLI	C6EA66_ECOBD	A
YAFV_ECOLI	C6EA69_ECOBD	A
DPO3E_ECOLI	C6EA75_ECOBD	A
RNH_ECOLI	C6EA76_ECOBD	A
YAFS_ECOLI	C6EA77_ECOBD	A
GLO2_ECOLI	C6EA78_ECOBD	A
YAFE_ECOLI	C6EA80_ECOBD	A
YAFD_ECOLI	C6EA81_ECOBD	A
DKGB_ECOLI	C6EA83_ECOBD	A
GMHB_ECOLI	C6EA84_ECOBD	A
YAEB_ECOLI	C6EA89_ECOBD	A
SYP_ECOLI	C6EA90_ECOBD	A
YAEJ_ECOLI	C6EA93_ECOBD	A
YAEQ_ECOLI	C6EA94_ECOBD	A
ROF_ECOLI	C6EA96_ECOBD	A
DCLZ_ECOLI	C6EA99_ECOBD	A
DPO3A_ECOLI	C6EAA1_ECOBD	A
RNH2_ECOLI	C6EAA2_ECOBD	A
LPXA_ECOLI	C6EAA4_ECOBD	A
LPXD_ECOLI	C6EAA6_ECOBD	A
UPPS_ECOLI	C6EAB1_ECOBD	A
RRF_ECOLI	C6EAB3_ECOBD	A
PYRH_ECOLI	C6EAB4_ECOBD	A
AMPM_ECOLI	C6EAB7_ECOBD	A
GLND_ECOLI	C6EAB8_ECOBD	A
DAPD_ECOLI	C6EAB9_ECOBD	A
YAEH_ECOLI	C6EAC1_ECOBD	A
CDAR_ECOLI	C6EAC2_ECOBD	A
DGTP_ECOLI	C6EAC4_ECOBD	A
MTNN_ECOLI	C6EAC5_ECOBD	A
ERPA_ECOLI	C6EAC8_ECOBD	A
GSA_ECOLI	C6EAD0_ECOBD	A
HRPB_ECOLI	C6EAD6_ECOBD	A
LIGT_ECOLI	C6EAD7_ECOBD	A
SFSA_ECOLI	C6EAD8_ECOBD	A
DKSA_ECOLI	C6EAD9_ECOBD	A
GLUQ_ECOLI	C6EAE0_ECOBD	A
NSR_ECOLI	C6EAF0_ECOBD	A
RIHB_ECOLI	C6EAF1_ECOBD	A
YEIE_ECOLI	C6EAF6_ECOBD	A
SFGH2_ECOLI	C6EAF9_ECOBD	A
GALS_ECOLI	C6EAG2_ECOBD	A
YEIA_ECOLI	C6EAG5_ECOBD	A
YEIT_ECOLI	C6EAG6_ECOBD	A
DUSC_ECOLI	C6EAH2_ECOBD	A
YOHF_ECOLI	C6EAH4_ECOBD	A
YEHT_ECOLI	C6EAI7_ECOBD	A
YEHS_ECOLI	C6EAI8_ECOBD	A
MRP_ECOLI	C6EAJ8_ECOBD	A
THID_ECOLI	C6EAK7_ECOBD	A
YEGW_ECOLI	C6EAK9_ECOBD	A
YEGU_ECOLI	C6EAL1_ECOBD	A
YEGQ_ECOLI	C6EAM4_ECOBD	A
YEGP_ECOLI	C6EAM5_ECOBD	A
BAER_ECOLI	C6EAM6_ECOBD	A
YEGD_ECOLI	C6EAN8_ECOBD	A
URK_ECOLI	C6EAP1_ECOBD	A
DCD_ECOLI	C6EAP2_ECOBD	A
WZB_ECOLI	C6EAP6_ECOBD	A
WCAA_ECOLI	C6EAP8_ECOBD	A
WCAB_ECOLI	C6EAP9_ECOBD	A
WCAC_ECOLI	C6EAQ0_ECOBD	A
WCAE_ECOLI	C6EAQ2_ECOBD	A
WCAF_ECOLI	C6EAQ3_ECOBD	A
GM4D_ECOLI	C6EAQ4_ECOBD	A
FCL_ECOLI	C6EAQ5_ECOBD	A
NUDD_ECOLI	C6EAQ6_ECOBD	A
MANC_ECOLI	C6EAQ8_ECOBD	A
MANB_ECOLI	C6EAQ9_ECOBD	A
WCAK_ECOLI	C6EAR2_ECOBD	A
WCAL_ECOLI	C6EAR3_ECOBD	A
PANC_ECOLI	C6EAS4_ECOBD	A
PAND_ECOLI	C6EAS6_ECOBD	A
CAN_ECOLI	C6EAT1_ECOBD	A
HPRT_ECOLI	C6EAT2_ECOBD	A
SPEE_ECOLI	C6EAT6_ECOBD	A
SPED_ECOLI	C6EAT7_ECOBD	A
YACL_ECOLI	C6EAT8_ECOBD	A
ACON2_ECOLI	C6EAT9_ECOBD	A
PDHR_ECOLI	C6EAU4_ECOBD	A
AMPD_ECOLI	C6EAU7_ECOBD	A
NADC_ECOLI	C6EAU8_ECOBD	A
HOFB_ECOLI	C6EAV0_ECOBD	A
COAE_ECOLI	C6EAV3_ECOBD	A
YACF_ECOLI	C6EAV4_ECOBD	A
MUTT_ECOLI	C6EAV6_ECOBD	A
LPXC_ECOLI	C6EAV9_ECOBD	A
DDLB_ECOLI	C6EAW3_ECOBD	A
MURC_ECOLI	C6EAW4_ECOBD	A
MURF_ECOLI	C6EAW9_ECOBD	A
RSMH_ECOLI	C6EAX3_ECOBD	A
PDXA_ECOLI	C6EB01_ECOBD	A
APAG_ECOLI	C6EB03_ECOBD	A
APAH_ECOLI	C6EB04_ECOBD	A
DYR_ECOLI	C6EB05_ECOBD	A
FIXA_ECOLI	C6EB12_ECOBD	A
CAIA_ECOLI	C6EB14_ECOBD	A
CAIC_ECOLI	C6EB15_ECOBD	A
CAID_ECOLI	C6EB16_ECOBD	A
CAIE_ECOLI	C6EB17_ECOBD	A
CAIF_ECOLI	C6EB18_ECOBD	A
CARB_ECOLI	C6EB19_ECOBD	A
CARA_ECOLI	C6EB20_ECOBD	A
DAPB_ECOLI	C6EB22_ECOBD	A
ISPH_ECOLI	C6EB24_ECOBD	A
FKBX_ECOLI	C6EB25_ECOBD	A
RIBF_ECOLI	C6EB28_ECOBD	A
NHAR_ECOLI	C6EB34_ECOBD	A
MOG_ECOLI	C6EB44_ECOBD	A
6PGD_ECOLI	C6EB56_ECOBD	A
HIS6_ECOLI	C6EB60_ECOBD	A
HIS5_ECOLI	C6EB62_ECOBD	A
HIS7_ECOLI	C6EB63_ECOBD	A
HIS8_ECOLI	C6EB64_ECOBD	A
HISX_ECOLI	C6EB65_ECOBD	A
HIS1_ECOLI	C6EB66_ECOBD	A
YEEY_ECOLI	C6EB68_ECOBD	A
EX1_ECOLI	C6EB72_ECOBD	A
GYRI_ECOLI	C6EB74_ECOBD	A
YEEX_ECOLI	C6EB76_ECOBD	A
COBU_ECOLI	C6EB79_ECOBD	A
COBT_ECOLI	C6EB81_ECOBD	A
NAC_ECOLI	C6EB83_ECOBD	A
CBL_ECOLI	C6EB84_ECOBD	A
AMN_ECOLI	C6EB87_ECOBD	A
YEDW_ECOLI	C6EB99_ECOBD	A
HCHA_ECOLI	C6EBA1_ECOBD	A
UVRC_ECOLI	C6EBE9_ECOBD	A
FTNA_ECOLI	C6EBF4_ECOBD	A
FTNB_ECOLI	C6EBF8_ECOBD	A
TALB_ECOLI	C6EBG1_ECOBD	A
YAAA_ECOLI	C6EBG3_ECOBD	A
THRC_ECOLI	C6EBG5_ECOBD	A
KHSE_ECOLI	C6EBG6_ECOBD	A
ARCA_ECOLI	C6EBH0_ECOBD	A
CREB_ECOLI	C6EBH3_ECOBD	A
ROB_ECOLI	C6EBH5_ECOBD	A
YJJX_ECOLI	C6EBH7_ECOBD	A
RADA_ECOLI	C6EBI2_ECOBD	A
LPLA_ECOLI	C6EBI5_ECOBD	A
DEOD_ECOLI	C6EBI7_ECOBD	A
DEOB_ECOLI	C6EBI8_ECOBD	A
YJJW_ECOLI	C6EBJ2_ECOBD	A
YJJV_ECOLI	C6EBJ3_ECOBD	A
YJJU_ECOLI	C6EBJ4_ECOBD	A
YJJG_ECOLI	C6EBJ8_ECOBD	A
RIMI_ECOLI	C6EBJ9_ECOBD	A
BGLJ_ECOLI	C6EBK4_ECOBD	A
YJJQ_ECOLI	C6EBK5_ECOBD	A
DNAC_ECOLI	C6EBK9_ECOBD	A
OTSB_ECOLI	C6EBT2_ECOBD	A
OTSA_ECOLI	C6EBT3_ECOBD	A
USPC_ECOLI	C6EBT4_ECOBD	A
CHER_ECOLI	C6EBU3_ECOBD	A
CHEB_ECOLI	C6EBU4_ECOBD	A
CHEZ_ECOLI	C6EBU6_ECOBD	A
SYR_ECOLI	C6EBV1_ECOBD	A
YECM_ECOLI	C6EBV2_ECOBD	A
CUTC_ECOLI	C6EBV3_ECOBD	A
CMOB_ECOLI	C6EBV6_ECOBD	A
CMOA_ECOLI	C6EBV7_ECOBD	A
YECE_ECOLI	C6EBV9_ECOBD	A
YECD_ECOLI	C6EBW0_ECOBD	A
NUDB_ECOLI	C6EBW2_ECOBD	A
YEBB_ECOLI	C6EBW5_ECOBD	A
RUVA_ECOLI	C6EBW6_ECOBD	A
RUVB_ECOLI	C6EBW7_ECOBD	A
KPYK2_ECOLI	C6EBX3_ECOBD	A
G6PD_ECOLI	C6EBX6_ECOBD	A
EDD_ECOLI	C6EBX7_ECOBD	A
ALKH_ECOLI	C6EBX8_ECOBD	A
PTRB_ECOLI	C6EBY4_ECOBD	A
EXOX_ECOLI	C6EBY5_ECOBD	A
YOBB_ECOLI	C6EBY6_ECOBD	A
PRP1_ECOLI	C6EBZ1_ECOBD	A
YEBW_ECOLI	C6EBZ2_ECOBD	A
PROQ_ECOLI	C6EBZ8_ECOBD	A
KDGR_ECOLI	C6EC02_ECOBD	A
YOAC_ECOLI	C6EC21_ECOBD	A
YOAB_ECOLI	C6EC22_ECOBD	A
YOAA_ECOLI	C6EC23_ECOBD	A
YEAZ_ECOLI	C6EC24_ECOBD	A
RND_ECOLI	C6EC27_ECOBD	A
YEAP_ECOLI	C6EC37_ECOBD	A
YEAO_ECOLI	C6EC39_ECOBD	A
YEAH_ECOLI	C6EC46_ECOBD	A
YEAE_ECOLI	C6EC48_ECOBD	A
YEAD_ECOLI	C6EC49_ECOBD	A
G3P1_ECOLI	C6EC50_ECOBD	A
MSRB_ECOLI	C6EC51_ECOBD	A
AMPA_ECOLI	C6EC91_ECOBD	A
HOLC_ECOLI	C6EC92_ECOBD	A
YJGM_ECOLI	C6EC95_ECOBD	A
PYRB_ECOLI	C6ECA3_ECOBD	A
PYRI_ECOLI	C6ECA4_ECOBD	A
YJGF_ECOLI	C6ECA5_ECOBD	A
TRER_ECOLI	C6ECA7_ECOBD	A
TREC_ECOLI	C6ECA9_ECOBD	A
NRDD_ECOLI	C6ECB1_ECOBD	A
NRDG_ECOLI	C6ECB2_ECOBD	A
PMBA_ECOLI	C6ECB4_ECOBD	A
YJGA_ECOLI	C6ECB5_ECOBD	A
MPL_ECOLI	C6ECB6_ECOBD	A
F16PA_ECOLI	C6ECB7_ECOBD	A
IPYR_ECOLI	C6ECC2_ECOBD	A
YTFP_ECOLI	C6ECC3_ECOBD	A
MSRA_ECOLI	C6ECC6_ECOBD	A
QOR2_ECOLI	C6ECD3_ECOBD	A
RCMNS_ECOLI	C6ECD5_ECOBD	A
ULAF_ECOLI	C6ECF1_ECOBD	A
ULAE_ECOLI	C6ECF2_ECOBD	A
ULAD_ECOLI	C6ECF3_ECOBD	A
ULAG_ECOLI	C6ECF7_ECOBD	A
ULAR_ECOLI	C6ECF8_ECOBD	A
YJFP_ECOLI	C6ECF9_ECOBD	A
AIDB_ECOLI	C6ECG2_ECOBD	A
YJFK_ECOLI	C6ECG6_ECOBD	A
YJFI_ECOLI	C6ECG8_ECOBD	A
RNR_ECOLI	C6ECH0_ECOBD	A
NSRR_ECOLI	C6ECH1_ECOBD	A
PURA_ECOLI	C6ECH2_ECOBD	A
HFLX_ECOLI	C6ECH6_ECOBD	A
DPO3B_ECOLI	C6ECH8_ECOBD	A
RECF_ECOLI	C6ECH9_ECOBD	A
YIDB_ECOLI	C6ECI1_ECOBD	A
YDJH_ECOLI	C6ECI5_ECOBD	A
YDJF_ECOLI	C6ECI7_ECOBD	A
PNCA_ECOLI	C6ECI9_ECOBD	A
ASPG1_ECOLI	C6ECJ0_ECOBD	A
YDJA_ECOLI	C6ECJ2_ECOBD	A
SELD_ECOLI	C6ECJ3_ECOBD	A
TOP3_ECOLI	C6ECJ4_ECOBD	A
DHE4_ECOLI	C6ECJ6_ECOBD	A
NUDG_ECOLI	C6ECJ8_ECOBD	A
EX3_ECOLI	C6ECK8_ECOBD	A
ASTC_ECOLI	C6ECL0_ECOBD	A
ASTA_ECOLI	C6ECL1_ECOBD	A
ASTB_ECOLI	C6ECL3_ECOBD	A
ASTE_ECOLI	C6ECL4_ECOBD	A
CHO_ECOLI	C6ECL7_ECOBD	A
NADE_ECOLI	C6ECL8_ECOBD	A
CHBR_ECOLI	C6ECM3_ECOBD	A
CHBF_ECOLI	C6ECM4_ECOBD	A
CHBG_ECOLI	C6ECM5_ECOBD	A
CATE_ECOLI	C6ECM6_ECOBD	A
CEDA_ECOLI	C6ECM7_ECOBD	A
YNIC_ECOLI	C6ECN1_ECOBD	A
