Locus	Gene Symbol	Common Name	EC Number	5' End	3' End	DNA molecule	
ECK3988:JW5548:b3996	nudC	NADH pyrophosphatase	 	3439778	3439005	Chromosome Escherichia coli W3110	
ECK3987:JW3959:b3995	rsd	stationary phase protein, binds sigma 70 RNA polymerase subunit	 	3439873	3440349	Chromosome Escherichia coli W3110	
ECK3986:JW3958:b3994	thiC	thiamin (pyrimidine moiety) biosynthesis protein	 	3440582	3442477	Chromosome Escherichia coli W3110	
ECK3985:JW3957:b3993	thiE	thiamin phosphate synthase	 	3442477	3443112	Chromosome Escherichia coli W3110	
ECK3984:JW3956:b3992	thiF	thiamin (thiazole moiety) biosynthesis protein	 	3443105	3443860	Chromosome Escherichia coli W3110	
ECK3982:JW5549:b3991	thiG	thiamin biosynthesis ThiGH complex subunit	 	3444046	3444816	Chromosome Escherichia coli W3110	
ECK3981:JW3953:b3990	thiH	thiamin biosynthesis ThiGH complex subunit	 	3444813	3445946	Chromosome Escherichia coli W3110	
ECK3979:JW3951:b3988	rpoC	RNA polymerase, beta prime subunit	 	3451331	3447108	Chromosome Escherichia coli W3110	
ECK3978:JW3950:b3987	rpoB	RNA polymerase, beta subunit	 	3455436	3451408	Chromosome Escherichia coli W3110	
ECK3976:JW3948:b3985	rplJ	50S ribosomal subunit protein L10	 	3456685	3456188	Chromosome Escherichia coli W3110	
ECK3973:JW3945:b3982	nusG	transcription termination factor	 	3458938	3458393	Chromosome Escherichia coli W3110	
ECK3966:JW3942:b3974	coaA	pantothenate kinase	 	3461655	3462605	Chromosome Escherichia coli W3110	
ECK3965:JW3941:b3973	birA	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase and DNA-binding transcriptional repressor, bio-5-AMP-binding	 	3463599	3462634	Chromosome Escherichia coli W3110	
ECK3964:JW3940:b3972	murB	UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding	 	3464624	3463596	Chromosome Escherichia coli W3110	
ECK3959:JW5550:b3967	murI	glutamate racemase	 	3471253	3470396	Chromosome Escherichia coli W3110	
ECK3957:JW3937:b3965	trmA	tRNA (uracil-5-)-methyltransferase	 	3473411	3474511	Chromosome Escherichia coli W3110	
ECK3956:JW3936:b3964	yijD	conserved inner membrane protein	 	3474910	3474551	Chromosome Escherichia coli W3110	
ECK3954:JW5551:b3962	sthA	pyridine nucleotide transhydrogenase, soluble	 	3475891	3477291	Chromosome Escherichia coli W3110	
ECK3953:JW3933:b3961	oxyR	DNA-binding transcriptional dual regulator	 	3478191	3477274	Chromosome Escherichia coli W3110	
ECK3951:JW3932:b3960	argH	argininosuccinate lyase	 	3479831	3478458	Chromosome Escherichia coli W3110	
ECK3950:JW5553:b3959	argB	acetylglutamate kinase	 	3480665	3479892	Chromosome Escherichia coli W3110	
ECK3949:JW3930:b3958	argC	N-acetyl-gamma-glutamylphosphate reductase, NAD(P)-binding	 	3481680	3480676	Chromosome Escherichia coli W3110	
ECK3948:JW3929:b3957	argE	acetylornithine deacetylase	 	3481834	3482985	Chromosome Escherichia coli W3110	
ECK3947:JW3928:b3956	ppc	phosphoenolpyruvate carboxylase	 	3483583	3486234	Chromosome Escherichia coli W3110	
ECK3946:JW3927:b3955	yijP	conserved inner membrane protein	 	3486416	3488149	Chromosome Escherichia coli W3110	
ECK3945:JW3926:b3954	yijO	predicted DNA-binding transcriptional regulator	 	3488364	3489215	Chromosome Escherichia coli W3110	
ECK3944:JW3925:b3953	frwD	predicted enzyme IIB component of PTS	 	3489543	3489202	Chromosome Escherichia coli W3110	
ECK3943:JW3924:b3952	pflC	pyruvate formate lyase II activase	 	3490423	3489545	Chromosome Escherichia coli W3110	
ECK3942:JW3923:b3951	pflD	predicted formate acetyltransferase 2	 	3492686	3490389	Chromosome Escherichia coli W3110	
ECK3939:JW5555:b3947	ptsA	fused predicted PTS enzymes Hpr component, enzyme I component, and enzyme IIA component	 	3494460	3496961	Chromosome Escherichia coli W3110	
ECK3938:JW3918:b3946	fsaB	fructose-6-phosphate aldolase 2	 	3496973	3497635	Chromosome Escherichia coli W3110	
ECK3937:JW5556:b3945	gldA	glycerol dehydrogenase, NAD	 	3497646	3498749	Chromosome Escherichia coli W3110	
ECK3935:JW5557:b3943	yijE	predicted permease	 	3500573	3499668	Chromosome Escherichia coli W3110	
ECK3934:JW3914:b3942	katG	catalase/hydroperoxidase HPI(I)	 	3502846	3500666	Chromosome Escherichia coli W3110	
ECK3933:JW3913:b3941	metF	5,10-methylenetetrahydrofolate reductase	 	3504065	3503175	Chromosome Escherichia coli W3110	
ECK3932:JW3911:b3940	metL	fused aspartokinase II and homoserine dehydrogenase II	 	3506846	3504414	Chromosome Escherichia coli W3110	
ECK3931:JW3910:b3939	metB	cystathionine gamma-synthase, PLP-dependent	 	3508009	3506849	Chromosome Escherichia coli W3110	
ECK3930:JW3909:b3938	metJ	DNA-binding transcriptional repressor, S-adenosylmethionine-binding	 	3508286	3508603	Chromosome Escherichia coli W3110	
ECK3927:JW3906:b3935	priA	primosome factor n	 	3509871	3512069	Chromosome Escherichia coli W3110	
ECK3926:JW3905:b3934	cytR	DNA-binding transcriptional dual regulator	 	3512225	3513250	Chromosome Escherichia coli W3110	
ECK3924:JW3903:b3932	hslV	peptidase component of the HslUV protease	 	3514394	3514924	Chromosome Escherichia coli W3110	
ECK3923:JW3902:b3931	hslU	molecular chaperone and ATPase component of HslUV protease	 	3514934	3516265	Chromosome Escherichia coli W3110	
ECK3922:JW3901:b3930	menA	1,4-dihydroxy-2-naphthoate octaprenyltransferase	 	3516332	3517258	Chromosome Escherichia coli W3110	
ECK3919:JW3898:b3927	glpF	glycerol facilitator	 	3518591	3519436	Chromosome Escherichia coli W3110	
ECK3918:JW3897:b3926	glpK	glycerol kinase	 	3519459	3520967	Chromosome Escherichia coli W3110	
ECK3917:JW3896:b3925	glpX	fructose 1,6-bisphosphatase II	 	3521102	3522112	Chromosome Escherichia coli W3110	
ECK3916:JW3895:b3924	fpr	ferredoxin-NADP reductase	 	3522209	3522955	Chromosome Escherichia coli W3110	
ECK3915:JW3894:b3923	yiiT	stress-induced protein	 	3523388	3522960	Chromosome Escherichia coli W3110	
ECK3914:JW3893:b3922	yiiS	conserved hypothetical protein	 	3523714	3523415	Chromosome Escherichia coli W3110	
ECK3913:JW3892:b3921	yiiR	conserved inner membrane protein	 	3524366	3523926	Chromosome Escherichia coli W3110	
ECK3912:JW3891:b3920	yiiQ	conserved hypothetical protein	 	3524467	3525066	Chromosome Escherichia coli W3110	
ECK3911:JW3890:b3919	tpiA	triosephosphate isomerase	 	3525174	3525941	Chromosome Escherichia coli W3110	
ECK3910:JW3889:b3918	cdh	CDP-diacylglycerol phosphotidylhydrolase	 	3526751	3525996	Chromosome Escherichia coli W3110	
ECK3909:JW3888:b3917	sbp	sulfate transporter subunit	 	3527847	3526858	Chromosome Escherichia coli W3110	
ECK3908:JW3887:b3916	pfkA	6-phosphofructokinase I	 	3529129	3528167	Chromosome Escherichia coli W3110	
ECK3907:JW3886:b3915	fieF	zinc transporter	 	3530212	3529310	Chromosome Escherichia coli W3110	
ECK3906:JW5558:b4484	cpxP	periplasmic protein combats stress	 	3530861	3530361	Chromosome Escherichia coli W3110	
ECK3904:JW3882:b3911	cpxA	sensory histidine kinase in two-component regulatory system with CpxR	 	3531706	3533079	Chromosome Escherichia coli W3110	
ECK3903:JW5559:b3910	yiiM	conserved hypothetical protein	 	3533859	3533185	Chromosome Escherichia coli W3110	
ECK3901:JW3879:b3908	sodA	superoxide dismutase, Mn	 	3535871	3535251	Chromosome Escherichia coli W3110	
ECK3898:JW3876:b3905	rhaS	DNA-binding transcriptional activator, L-rhamnose-binding	 	3538945	3538109	Chromosome Escherichia coli W3110	
ECK3897:JW3875:b3904	rhaB	rhamnulokinase	 	3539233	3540702	Chromosome Escherichia coli W3110	
ECK3896:JW5561:b3903	rhaA	L-rhamnose isomerase	 	3540699	3541958	Chromosome Escherichia coli W3110	
ECK3895:JW3873:b3902	rhaD	rhamnulose-1-phosphate aldolase	 	3542409	3543233	Chromosome Escherichia coli W3110	
ECK3894:JW3872:b3901	yiiL	L-rhamnose mutarotase	 	3543243	3543557	Chromosome Escherichia coli W3110	
ECK3888:JW3866:b3895	fdhD	formate dehydrogenase formation protein	 	3550665	3549832	Chromosome Escherichia coli W3110	
ECK3886:JW3864:b3893	fdoH	formate dehydrogenase-O, Fe-S subunit	 	3553922	3554824	Chromosome Escherichia coli W3110	
ECK3885:JW3863:b3892	fdoI	formate dehydrogenase-O, cytochrome b556 subunit	 	3554821	3555456	Chromosome Escherichia coli W3110	
ECK3884:JW3862:b3891	fdhE	formate dehydrogenase formation protein	 	3555453	3556382	Chromosome Escherichia coli W3110	
ECK3880:JW3858:b3887	dtd	D-Tyr-tRNA(Tyr) deacylase	 	3559666	3559229	Chromosome Escherichia coli W3110	
ECK3878:JW5566:b3885	yihX	predicted hydrolase	 	3561128	3560529	Chromosome Escherichia coli W3110	
ECK3864:JW5571:b3871	bipA	GTP-binding protein	 	3578274	3576451	Chromosome Escherichia coli W3110	
ECK3863:JW3841:b3870	glnA	glutamine synthetase	 	3578647	3580056	Chromosome Escherichia coli W3110	
ECK3862:JW3840:b3869	glnL	sensory kinase in two-component regulatory system with GlnG	 	3580342	3581391	Chromosome Escherichia coli W3110	
ECK3861:JW3839:b3868	glnG	fused DNA-binding response regulator in two-component regulatory system with GlnL, nitrogen regulator I (NRI)	 	3581403	3582812	Chromosome Escherichia coli W3110	
ECK3860:JW3838:b3867	hemN	coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent	 	3584636	3583263	Chromosome Escherichia coli W3110	
ECK3857:JW5930:b3865	yihA	GTP-binding protein	 	3585952	3586548	Chromosome Escherichia coli W3110	
ECK3854:JW3834:b3862	yihG	predicted endonuclease	 	3590079	3591011	Chromosome Escherichia coli W3110	
ECK3851:JW3831:b3859	yihE	predicted kinase	 	3594266	3593280	Chromosome Escherichia coli W3110	
ECK3850:JW3830:b3858	yihD	conserved hypothetical protein	 	3594612	3594343	Chromosome Escherichia coli W3110	
ECK3849:JW3829:b3857	mobA	molybdopterin-guanine dinucleotide synthase	 	3594682	3595266	Chromosome Escherichia coli W3110	
ECK3848:JW5575:b3856	mobB	molybdopterin-guanine dinucleotide biosynthesis protein B	 	3595263	3595775	Chromosome Escherichia coli W3110	
ECK3842:JW3827:b3850	hemG	protoporphyrin oxidase, flavoprotein	 	3602073	3601528	Chromosome Escherichia coli W3110	
ECK3841:JW5576:b3849	trkH	potassium transporter	 	3603536	3602085	Chromosome Escherichia coli W3110	
ECK3840:JW5577:b3848	yigZ	predicted elongation factor	 	3604189	3603575	Chromosome Escherichia coli W3110	
ECK3839:JW3823:b3847	pepQ	proline dipeptidase	 	3605520	3604189	Chromosome Escherichia coli W3110	
ECK3838:JW3822:b3846	fadB	fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase and 3-hydroxyacyl-CoA dehydrogenase	 	3605710	3607899	Chromosome Escherichia coli W3110	
ECK3837:JW5578:b3845	fadA	3-ketoacyl-CoA thiolase	 	3607909	3609072	Chromosome Escherichia coli W3110	
ECK3836:JW3820:b3844	fre	flavin reductase	 	3610154	3609453	Chromosome Escherichia coli W3110	
ECK3835:JW3819:b3843	ubiD	3-octaprenyl-4-hydroxybenzoate decarboxylase	 	3611693	3610200	Chromosome Escherichia coli W3110	
ECK3834:JW3818:b3842	rfaH	DNA-binding transcriptional antiterminator	 	3611860	3612348	Chromosome Escherichia coli W3110	
ECK3832:JW3815:b3839	tatC	TatABCE protein translocation system subunit	 	3613945	3613169	Chromosome Escherichia coli W3110	
ECK3831:JW5580:b3838	tatB	TatABCE protein translocation system subunit	 	3614463	3613948	Chromosome Escherichia coli W3110	
ECK3829:JW3812:b3835	ubiB	2-octaprenylphenol hydroxylase	 	3616455	3614815	Chromosome Escherichia coli W3110	
ECK3828:JW3811:b3834	yigP	conserved hypothetical protein	 	3617057	3616452	Chromosome Escherichia coli W3110	
ECK3827:JW5581:b3833	ubiE	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase and S-adenosylmethionine:2-DMK methyltransferase	 	3617826	3617071	Chromosome Escherichia coli W3110	
ECK3826:JW3809:b3832	rmuC	predicted recombination limiting protein	 	3619348	3617921	Chromosome Escherichia coli W3110	
ECK3825:JW3808:b3831	udp	uridine phosphorylase	 	3620250	3619489	Chromosome Escherichia coli W3110	
ECK3824:JW5853:b3830	ysgA	predicted hydrolase	 	3620512	3621327	Chromosome Escherichia coli W3110	
ECK3823:JW3805:b3829	metE	5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase	 	3623628	3621367	Chromosome Escherichia coli W3110	
ECK3820:JW5854:b3826	yigL	predicted hydrolase	 	3626481	3625681	Chromosome Escherichia coli W3110	
ECK3819:JW5584:b3825	pldB	lysophospholipase L(2)	 	3627511	3626489	Chromosome Escherichia coli W3110	
ECK3815:JW3794:b3821	pldA	outer membrane phospholipase A	 	3631819	3630950	Chromosome Escherichia coli W3110	
ECK3814:JW5588:b3820	yigI	conserved hypothetical protein	 	3631984	3632451	Chromosome Escherichia coli W3110	
ECK3813:JW5589:b3819	rarD	predicted chloramphenical resistance permease	 	3632503	3633393	Chromosome Escherichia coli W3110	
ECK3810:JW3789:b3816	corA	magnesium/nickel/cobalt transporter	 	3635255	3634305	Chromosome Escherichia coli W3110	
ECK3808:JW3786:b3813	uvrD	DNA-dependent ATPase I and helicase II	 	3638698	3636536	Chromosome Escherichia coli W3110	
ECK3807:JW3785:b3812	yigB	predicted hydrolase	 	3639498	3638782	Chromosome Escherichia coli W3110	
ECK3806:JW3784:b3811	xerC	site-specific tyrosine recombinase	 	3640394	3639498	Chromosome Escherichia coli W3110	
ECK3804:JW5592:b3809	dapF	diaminopimelate epimerase	 	3641919	3641095	Chromosome Escherichia coli W3110	
ECK3801:JW3779:b3807	cyaY	frataxin, iron-binding and oxidizing protein	 	3642622	3642942	Chromosome Escherichia coli W3110	
ECK3799:JW5932:b3805	hemC	hydroxymethylbilane synthase	 	3645915	3646856	Chromosome Escherichia coli W3110	
ECK3798:JW3776:b3804	hemD	uroporphyrinogen III synthase	 	3646853	3647593	Chromosome Escherichia coli W3110	
ECK3796:JW3774:b3802	hemY	predicted protoheme IX synthesis protein	 	3648799	3649995	Chromosome Escherichia coli W3110	
ECK3793:JW5594:b3800	aslB	predicted regulator of arylsulfatase activity	 	3653723	3652488	Chromosome Escherichia coli W3110	
ECK3787:JW3770:b3794	rffM	UDP-N-acetyl-D-mannosaminuronic acid transferase	 	3656725	3655985	Chromosome Escherichia coli W3110	
ECK3785:JW5596:b4481	rffT	TDP-Fuc4NAc:lipidII transferase	 	3659156	3658077	Chromosome Escherichia coli W3110	
ECK3783:JW3765:b3791	rffA	TDP-4-oxo-6-deoxy-D-glucose transaminase	 	3661535	3660405	Chromosome Escherichia coli W3110	
ECK3781:JW3763:b3789	rffH	glucose-1-phosphate thymidylyltransferase	 	3663073	3662192	Chromosome Escherichia coli W3110	
ECK3780:JW5598:b3788	rffG	dTDP-glucose 4,6-dehydratase	 	3664159	3663092	Chromosome Escherichia coli W3110	
ECK3779:JW5599:b3787	rffD	UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase	 	3665421	3664159	Chromosome Escherichia coli W3110	
ECK3778:JW5600:b3786	rffE	UDP-N-acetyl glucosamine-2-epimerase	 	3666548	3665418	Chromosome Escherichia coli W3110	
ECK3777:JW5601:b3785	wzzE	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	 	3667650	3666604	Chromosome Escherichia coli W3110	
ECK3775:JW3756:b3783	rho	transcription termination factor	 	3670264	3669005	Chromosome Escherichia coli W3110	
ECK3772:JW3753:b3780	rhlB	ATP-dependent RNA helicase	 	3671051	3672316	Chromosome Escherichia coli W3110	
ECK3770:JW5604:b3778	rep	DNA helicase and single-stranded DNA-dependent ATPase	 	3676004	3673983	Chromosome Escherichia coli W3110	
ECK3767:JW3748:b3775	ppiC	peptidyl-prolyl cis-trans isomerase C	 	3676868	3677149	Chromosome Escherichia coli W3110	
ECK3766:JW3747:b3774	ilvC	ketol-acid reductoisomerase, NAD(P)-binding	 	3678711	3677236	Chromosome Escherichia coli W3110	
ECK3765:JW3746:b3773	ilvY	DNA-binding transcriptional dual regulator	 	3678861	3679754	Chromosome Escherichia coli W3110	
ECK3764:JW3745:b3772	ilvA	threonine deaminase	 	3681350	3679806	Chromosome Escherichia coli W3110	
ECK3762:JW5606:b3770	ilvE	branched-chain amino-acid aminotransferase	 	3684197	3683268	Chromosome Escherichia coli W3110	
ECK3758:JW3738:b3765	yifB	predicted bifunctional protein, enzyme and transcriptional regulator	 	3686682	3688232	Chromosome Escherichia coli W3110	
ECK3757:JW3737:b3764	yifE	conserved hypothetical protein	 	3688595	3688257	Chromosome Escherichia coli W3110	
ECK3756:JW5607:b4480	hdfR	DNA-binding transcriptional regulator	 	3688714	3689553	Chromosome Escherichia coli W3110	
ECK3749:JW5608:b3755	yieP	predicted transcriptional regulator	 	3695354	3696046	Chromosome Escherichia coli W3110	
ECK3748:JW3733:b3754	hsrA	predicted multidrug or homocysteine efflux system	 	3696069	3697496	Chromosome Escherichia coli W3110	
ECK3746:JW3731:b3752	rbsK	ribokinase	 	3699387	3698458	Chromosome Escherichia coli W3110	
ECK3745:JW3730:b3751	rbsB	D-ribose transporter subunit	 	3700403	3699513	Chromosome Escherichia coli W3110	
ECK3743:JW3728:b3749	rbsA	fused D-ribose transporter subunits and ATP-binding components ABC superfamily	 	3702903	3701398	Chromosome Escherichia coli W3110	
ECK3741:JW5609:b3747	trkD	potassium transporter	 	3705365	3703497	Chromosome Escherichia coli W3110	
ECK3739:JW5610:b3745	yieM	predicted von Willibrand factor containing protein	 	3707078	3708529	Chromosome Escherichia coli W3110	
ECK3738:JW3722:b3744	asnA	asparagine synthetase A	 	3709526	3708534	Chromosome Escherichia coli W3110	
ECK3737:JW3721:b3743	asnC	DNA-binding transcriptional dual regulator	 	3709678	3710136	Chromosome Escherichia coli W3110	
ECK3736:JW3720:b3742	mioC	FMN-binding protein MioC	 	3710226	3710669	Chromosome Escherichia coli W3110	
ECK3731:JW3716:b3738	atpB	F0 sector of membrane-bound ATP synthase, subunit a	 	3714630	3715445	Chromosome Escherichia coli W3110	
ECK3726:JW3711:b3733	atpG	F1 sector of membrane-bound ATP synthase, gamma subunit	 	3718416	3719279	Chromosome Escherichia coli W3110	
ECK3725:JW3710:b3732	atpD	F1 sector of membrane-bound ATP synthase, beta subunit	 	3719306	3720688	Chromosome Escherichia coli W3110	
ECK3723:JW3708:b3730	glmU	fused N-acetyl glucosamine-1-phosphate uridyltransferase and glucosamine-1-phosphate acetyl transferase	 	3721481	3722851	Chromosome Escherichia coli W3110	
ECK3721:JW3706:b3728	pstS	phosphate transporter subunit	 	3725156	3726196	Chromosome Escherichia coli W3110	
ECK3719:JW3704:b3726	pstA	phosphate transporter subunit	 	3727242	3728132	Chromosome Escherichia coli W3110	
ECK3718:JW3703:b3725	pstB	phosphate transporter subunit	 	3728315	3729088	Chromosome Escherichia coli W3110	
ECK3717:JW3702:b3724	phoU	DNA-binding transcriptional regulator	 	3729103	3729828	Chromosome Escherichia coli W3110	
ECK3707:JW3692:b3714	yieG	predicted inner membrane protein	 	3740072	3741409	Chromosome Escherichia coli W3110	
ECK3706:JW3691:b3713	yieF	chromate reductase, Class I, flavoprotein	 	3742029	3741463	Chromosome Escherichia coli W3110	
ECK3705:JW3690:b3712	yieE	predicted phosphopantetheinyl transferase	 	3742812	3742051	Chromosome Escherichia coli W3110	
ECK3703:JW3688:b3710	mdtL	multidrug efflux system protein	 	3746402	3745227	Chromosome Escherichia coli W3110	
ECK3701:JW3686:b3708	tnaA	tryptophanase/L-cysteine desulfhydrase, PLP-dependent	 	3750486	3749071	Chromosome Escherichia coli W3110	
ECK3699:JW3684:b3706	trmE	GTPase	 	3753587	3752223	Chromosome Escherichia coli W3110	
ECK3698:JW3683:b3705	yidC	cytoplasmic insertase into membrane protein, Sec system	 	3755339	3753693	Chromosome Escherichia coli W3110	
ECK3696:JW3681:b3704	rnpA	protein C5 component of RNase P	 	3755922	3755563	Chromosome Escherichia coli W3110	
ECK3693:JW3678:b3701	dnaN	DNA polymerase III, beta subunit	 	3758094	3759194	Chromosome Escherichia coli W3110	
ECK3692:JW3677:b3700	recF	gap repair protein	 	3759194	3760267	Chromosome Escherichia coli W3110	
ECK3690:JW3675:b3698	yidB	conserved hypothetical protein	 	3762950	3763348	Chromosome Escherichia coli W3110	
ECK3689:JW3674:b3697	yidA	predicted hydrolase	 	3763463	3764275	Chromosome Escherichia coli W3110	
ECK3681:JW5860:b3689	yidR	conserved hypothetical protein	 	3771139	3772353	Chromosome Escherichia coli W3110	
ECK3680:JW5633:b3688	yidQ	conserved outer membrane protein	 	3772687	3772355	Chromosome Escherichia coli W3110	
ECK3679:JW3664:b3687	ibpA	heat shock chaperone	 	3772993	3773406	Chromosome Escherichia coli W3110	
ECK3678:JW3663:b3686	ibpB	heat shock chaperone	 	3773518	3773946	Chromosome Escherichia coli W3110	
ECK3665:JW3650:b3674	yidF	predicted DNA-binding transcriptional regulator	 	3784804	3785301	Chromosome Escherichia coli W3110	
ECK3662:JW3646:b3671	ilvB	acetolactate synthase I, large subunit	 	3787631	3789319	Chromosome Escherichia coli W3110	
ECK3661:JW3645:b3670	ilvN	acetolactate synthase I, small subunit	 	3789323	3789613	Chromosome Escherichia coli W3110	
ECK3660:JW3644:b3669	uhpA	DNA-binding response regulator in two-component regulatory system wtih UhpB	 	3789689	3790279	Chromosome Escherichia coli W3110	
ECK3658:JW3642:b3667	uhpC	membrane protein regulates uhpT expression	 	3791791	3793110	Chromosome Escherichia coli W3110	
ECK3657:JW3641:b3666	uhpT	hexose phosphate transporter	 	3793248	3794639	Chromosome Escherichia coli W3110	
ECK3655:JW5636:b3664	yicO	predicted xanthine/uracil permase	 	3796626	3797960	Chromosome Escherichia coli W3110	
ECK3654:JW5637:b3663	yicN	conserved hypothetical protein	 	3798013	3798465	Chromosome Escherichia coli W3110	
ECK3653:JW5938:b3662	yicM	predicted transporter	 	3798511	3799866	Chromosome Escherichia coli W3110	
ECK3647:JW5939:b3657	yicJ	predicted transporter	 	3804486	3805868	Chromosome Escherichia coli W3110	
ECK3645:JW3630:b3655	yicH	conserved hypothetical protein	 	3809958	3808249	Chromosome Escherichia coli W3110	
ECK3644:JW3629:b3654	yicE	predicted transporter	 	3811470	3810079	Chromosome Escherichia coli W3110	
ECK3642:JW3627:b3652	recG	ATP-dependent DNA helicase	 	3815205	3813124	Chromosome Escherichia coli W3110	
ECK3641:JW3626:b3651	trmH	tRNA (Guanosine-2-O-)-methyltransferase	 	3815900	3815211	Chromosome Escherichia coli W3110	
ECK3640:JW3625:b3650	spoT	bifunctional (p)ppGpp synthetase II and guanosine-3,5-bis pyrophosphate 3-pyrophosphohydrolase	 	3818015	3815907	Chromosome Escherichia coli W3110	
ECK3638:JW3623:b3648	gmk	guanylate kinase	 	3818987	3818364	Chromosome Escherichia coli W3110	
ECK3637:JW3622:b3647	ligB	DNA ligase, NAD(+)-dependent	 	3819245	3820927	Chromosome Escherichia coli W3110	
ECK3634:JW3619:b3644	yicC	conserved hypothetical protein	 	3823739	3822876	Chromosome Escherichia coli W3110	
ECK3632:JW3617:b3642	pyrE	orotate phosphoribosyltransferase	 	3824647	3825288	Chromosome Escherichia coli W3110	
ECK3631:JW5641:b3641	ttk	division inhibitor	 	3825921	3825325	Chromosome Escherichia coli W3110	
ECK3630:JW3615:b3640	dut	deoxyuridinetriphosphatase	 	3826483	3826028	Chromosome Escherichia coli W3110	
ECK3628:JW5643:b3638	yicR	protein associated with replication fork, possible DNA repair protein	 	3827856	3828524	Chromosome Escherichia coli W3110	
ECK3625:JW3610:b3635	mutM	formamidopyrimidine/5-formyluracil/ 5-hydroxymethyluracil DNA glycosylase	 	3829263	3830072	Chromosome Escherichia coli W3110	
ECK3623:JW3608:b3633	kdtA	3-deoxy-D-manno-octulosonic-acid transferase	 	3831875	3830598	Chromosome Escherichia coli W3110	
ECK3611:JW3596:b3621	rfaC	ADP-heptose:LPS heptosyl transferase I	 	3844436	3843477	Chromosome Escherichia coli W3110	
ECK3610:JW3595:b3620	rfaF	ADP-heptose:LPS heptosyltransferase II	 	3845486	3844440	Chromosome Escherichia coli W3110	
ECK3609:JW3594:b3619	rfaD	ADP-L-glycero-D-mannoheptose-6-epimerase, NAD(P)-binding	 	3846428	3845496	Chromosome Escherichia coli W3110	
ECK3607:JW3592:b3617	kbl	glycine C-acetyltransferase	 	3847864	3849060	Chromosome Escherichia coli W3110	
ECK3606:JW3591:b3616	tdh	threonine 3-dehydrogenase, NAD(P)-binding	 	3849070	3850095	Chromosome Escherichia coli W3110	
ECK3605:JW3590:b3615	yibD	predicted glycosyl transferase	 	3850334	3851368	Chromosome Escherichia coli W3110	
ECK3604:JW5645:b3614	yibQ	predicted polysaccharide deacetylase	 	3852314	3851355	Chromosome Escherichia coli W3110	
ECK3603:JW5646:b3613	envC	protease with a role in cell division	 	3853577	3852318	Chromosome Escherichia coli W3110	
ECK3602:JW3587:b3612	gpmI	phosphoglycero mutase III, cofactor-independent	 	3855155	3853611	Chromosome Escherichia coli W3110	
ECK3601:JW3586:b3611	yibN	predicted rhodanese-related sulfurtransferase	 	3855400	3855831	Chromosome Escherichia coli W3110	
ECK3599:JW3584:b3609	secB	protein export chaperone	 	3856287	3856754	Chromosome Escherichia coli W3110	
ECK3598:JW3583:b3608	gpsA	glycerol-3-phosphate dehydrogenase (NAD+)	 	3856754	3857773	Chromosome Escherichia coli W3110	
ECK3597:JW3582:b3607	cysE	serine acetyltransferase	 	3857853	3858674	Chromosome Escherichia coli W3110	
ECK3596:JW3581:b3606	yibK	predicted rRNA methylase	 	3859200	3858727	Chromosome Escherichia coli W3110	
ECK3595:JW3580:b3605	lldD	L-lactate dehydrogenase, FMN-linked	 	3860588	3859398	Chromosome Escherichia coli W3110	
ECK3594:JW3579:b3604	lldR	DNA-binding transcriptional repressor	 	3861361	3860585	Chromosome Escherichia coli W3110	
ECK3590:JW3575:b3601	mtlR	DNA-binding transcriptional repressor	 	3864843	3864256	Chromosome Escherichia coli W3110	
ECK3589:JW3574:b3600	mtlD	mannitol-1-phosphate dehydrogenase, NAD(P)-binding	 	3865991	3864843	Chromosome Escherichia coli W3110	
ECK3588:JW3573:b3599	mtlA	fused mannitol-specific PTS enzyme IIABC components	 	3868134	3866221	Chromosome Escherichia coli W3110	
ECK3587:JW3572:b3598	yibI	predicted inner membrane protein	 	3868671	3869033	Chromosome Escherichia coli W3110	
ECK3586:JW3571:b3597	yibH	hypothetical protein	 	3869036	3870172	Chromosome Escherichia coli W3110	
ECK3579:JW3563:b3590	selB	selenocysteinyl-tRNA-specific translation factor	 	3880554	3882398	Chromosome Escherichia coli W3110	
ECK3578:JW5648:b3589	yiaY	predicted Fe-containing alcohol dehydrogenase	 	3882588	3883739	Chromosome Escherichia coli W3110	
ECK3562:JW3545:b3573	yiaI	predicted hydrogenase, 4Fe-4S ferredoxin-type component	 	3898833	3899306	Chromosome Escherichia coli W3110	
ECK3561:JW5652:b3572	avtA	valine-pyruvate aminotransferase	 	3900710	3899457	Chromosome Escherichia coli W3110	
ECK3560:JW3543:b3571	malS	alpha-amylase	 	3902918	3900888	Chromosome Escherichia coli W3110	
ECK3559:JW5653:b3570	bax	conserved hypothetical protein	 	3903238	3904062	Chromosome Escherichia coli W3110	
ECK3558:JW3541:b3569	xylR	DNA-binding transcriptional activator, xylose-binding	 	3905436	3904258	Chromosome Escherichia coli W3110	
