LPT_ECOLI	AP_000665.1
YFBU_ECOLI	AP_002894.1
YFBV_ECOLI	AP_002895.1
ACKA_ECOLI	AP_002896.1
PTA_ECOLI	AP_002897.1
YFCC_ECOLI	AP_002898.1
YFCD_ECOLI	AP_002899.1
YFCE_ECOLI	AP_002900.1
YFCF_ECOLI	AP_002901.1
YFCG_ECOLI	AP_002902.1
FOLX_ECOLI	AP_002903.1
YFCH_ECOLI	AP_002904.1
YFCI_ECOLI	AP_002905.1
HISP_ECOLI	AP_002906.1
HISM_ECOLI	AP_002907.1
HISQ_ECOLI	AP_002908.1
HISJ_ECOLI	AP_002909.1
ARGT_ECOLI	AP_002910.1
UBIX_ECOLI	AP_002911.1
PUR1_ECOLI	AP_002912.1
CVPA_ECOLI	AP_002913.1
DEDD_ECOLI	AP_002914.1
FOLC_ECOLI	AP_002915.1
ACCD_ECOLI	AP_002916.1
DEDA_ECOLI	AP_002917.1
TRUA_ECOLI	AP_002918.1
USG_ECOLI	AP_002919.1
PDXB_ECOLI	AP_002920.1
FLK_ECOLI	AP_002921.1
YFCJ_ECOLI	AP_002922.1
FABB_ECOLI	AP_002923.1
MNMC_ECOLI	AP_002924.1
YFCL_ECOLI	AP_002925.1
YFCM_ECOLI	AP_002926.1
YFCA_ECOLI	AP_002927.1
MEPA_ECOLI	AP_002928.1
AROC_ECOLI	AP_002929.1
YFCB_ECOLI	AP_002930.1
YFCN_ECOLI	AP_002931.1
YFCO_ECOLI	AP_002932.1
YFCP_ECOLI	AP_002933.1
YFCQ_ECOLI	AP_002934.1
YFCR_ECOLI	AP_002935.1
YFCS_ECOLI	AP_002936.1
YFCU_ECOLI	AP_002937.1
YFCV_ECOLI	AP_002939.1
SIXA_ECOLI	AP_002940.1
FADJ_ECOLI	AP_002941.1
FADI_ECOLI	AP_002942.1
YFCZ_ECOLI	AP_002943.1
FADL_ECOLI	AP_002944.1
YFDF_ECOLI	AP_002945.1
VACJ_ECOLI	AP_002946.1
YFDC_ECOLI	AP_002947.1
INTS_ECOLI	AP_002948.1
GTRA_ECOLI	AP_002949.1
GTRB_ECOLI	AP_002950.1
YFDI_ECOLI	AP_002951.1
YFDK_ECOLI	AP_002952.1
YFDL_ECOLI	AP_002953.1
YFDM_ECOLI	AP_002954.1
YFDN_ECOLI	AP_002955.1
YFDO_ECOLI	AP_002956.1
YFDP_ECOLI	AP_002957.1
YFDQ_ECOLI	AP_002958.1
YFDR_ECOLI	AP_002959.1
YFDS_ECOLI	AP_002960.1
YFDT_ECOLI	AP_002961.1
YPDJ_ECOLI	AP_002962.1
TORI_ECOLI	AP_002963.1
DSDC_ECOLI	AP_002964.1
DSDX_ECOLI	AP_002965.1
SDHD_ECOLI	AP_002966.1
EMRY_ECOLI	AP_002967.1
EMRK_ECOLI	AP_002968.1
EVGA_ECOLI	AP_002969.1
EVGS_ECOLI	AP_002970.1
YFDE_ECOLI	AP_002971.1
YFDV_ECOLI	AP_002972.1
OXC_ECOLI	AP_002973.1
FCTA_ECOLI	AP_002974.1
YFDX_ECOLI	AP_002975.1
YPDI_ECOLI	AP_002976.1
YFDY_ECOLI	AP_002977.1
DDG_ECOLI	AP_002978.1
YFDZ_ECOLI	AP_002979.1
YPDA_ECOLI	AP_002980.1
YPDB_ECOLI	AP_002981.1
YPDC_ECOLI	AP_002982.1
PTFX1_ECOLI	AP_002983.1
YPDE_ECOLI	AP_002984.1
YPDF_ECOLI	AP_002985.1
PTFC1_ECOLI	AP_002986.1
PTFB1_ECOLI	AP_002987.1
GLK_ECOLI	AP_002988.1
YFEO_ECOLI	AP_002989.1
YPEC_ECOLI	AP_002990.1
MNTH_ECOLI	AP_002991.1
NUPC_ECOLI	AP_002992.1
YFEA_ECOLI	AP_002994.1
YFEC_ECOLI	AP_002995.1
YFED_ECOLI	AP_002996.1
SYE_ECOLI	AP_002997.1
XAPR_ECOLI	AP_002998.1
XAPB_ECOLI	AP_002999.1
XAPA_ECOLI	AP_003000.1
YFEN_ECOLI	AP_003001.1
YFER_ECOLI	AP_003002.1
YFEH_ECOLI	AP_003003.1
YPEB_ECOLI	AP_003004.1
DNLJ_ECOLI	AP_003005.1
ZIPA_ECOLI	AP_003006.1
CYSZ_ECOLI	AP_003007.1
CYSK_ECOLI	AP_003008.1
PTHP_ECOLI	AP_003009.1
PT1_ECOLI	AP_003010.1
PTGA_ECOLI	AP_003011.1
PDXK_ECOLI	AP_003012.1
YFEK_ECOLI	AP_003013.1
YFES_ECOLI	AP_003014.1
CYSM_ECOLI	AP_003015.1
CYSA_ECOLI	AP_003016.1
CYSW_ECOLI	AP_003017.1
CYST_ECOLI	AP_003018.1
CYSP_ECOLI	AP_003019.1
UCPA_ECOLI	AP_003020.1
MURR_ECOLI	AP_003021.1
MURQ_ECOLI	AP_003022.1
PTYBC_ECOLI	AP_003023.1
YFEW_ECOLI	AP_003024.1
YFEX_ECOLI	AP_003025.1
YFEY_ECOLI	AP_003026.1
YFEZ_ECOLI	AP_003027.1
YPEA_ECOLI	AP_003028.1
AMIA_ECOLI	AP_003029.1
HEM6_ECOLI	AP_003030.1
EUTR_ECOLI	AP_003031.1
EUTK_ECOLI	AP_003032.1
EUTL_ECOLI	AP_003033.1
EUTC_ECOLI	AP_003034.1
EUTB_ECOLI	AP_003035.1
EUTA_ECOLI	AP_003036.1
EUTH_ECOLI	AP_003037.1
EUTG_ECOLI	AP_003038.1
EUTJ_ECOLI	AP_003039.1
EUTE_ECOLI	AP_003040.1
EUTN_ECOLI	AP_003041.1
EUTM_ECOLI	AP_003042.1
EUTD_ECOLI	AP_003043.1
EUTT_ECOLI	AP_003044.1
EUTQ_ECOLI	AP_003045.1
EUTP_ECOLI	AP_003046.1
EUTS_ECOLI	AP_003047.1
MAO2_ECOLI	AP_003048.1
TALA_ECOLI	AP_003049.1
TKT2_ECOLI	AP_003050.1
YPFG_ECOLI	AP_003051.1
NUDK_ECOLI	AP_003052.1
AEGA_ECOLI	AP_003053.1
NARQ_ECOLI	AP_003054.1
ACRD_ECOLI	AP_003055.1
YFFB_ECOLI	AP_003056.1
DAPE_ECOLI	AP_003057.1
YPFN_ECOLI	AP_003058.1
YPFH_ECOLI	AP_003059.1
YPFI_ECOLI	AP_003060.1
YPFJ_ECOLI	AP_003061.1
PUR7_ECOLI	AP_003062.1
NLPB_ECOLI	AP_003063.1
DAPA_ECOLI	AP_003064.1
GCVR_ECOLI	AP_003065.1
BCP_ECOLI	AP_003066.1
HYFA_ECOLI	AP_003067.1
HYFB_ECOLI	AP_003068.1
HYFC_ECOLI	AP_003069.1
HYFD_ECOLI	AP_003070.1
HYFE_ECOLI	AP_003071.1
HYFF_ECOLI	AP_003072.1
HYFG_ECOLI	AP_003073.1
HYFH_ECOLI	AP_003074.1
HYFI_ECOLI	AP_003075.1
HYFJ_ECOLI	AP_003076.1
HYFR_ECOLI	AP_003077.1
FOCB_ECOLI	AP_003078.1
PERM_ECOLI	AP_003079.1
YFGC_ECOLI	AP_003080.1
YFGD_ECOLI	AP_003081.1
HDA_ECOLI	AP_003082.1
URAA_ECOLI	AP_003083.1
UPP_ECOLI	AP_003084.1
PUR5_ECOLI	AP_003085.1
PUR3_ECOLI	AP_003086.1
PPK_ECOLI	AP_003087.1
PPX_ECOLI	AP_003088.1
YFGF_ECOLI	AP_003089.1
YFGG_ECOLI	AP_003090.1
YFGH_ECOLI	AP_003091.1
YFGI_ECOLI	AP_003092.1
GUAA_ECOLI	AP_003093.1
IMDH_ECOLI	AP_003094.1
EX7L_ECOLI	AP_003095.1
YFGJ_ECOLI	AP_003096.1
ENGA_ECOLI	AP_003097.1
YFGL_ECOLI	AP_003098.1
YFGM_ECOLI	AP_003099.1
SYH_ECOLI	AP_003100.1
ISPG_ECOLI	AP_003101.1
RODZ_ECOLI	AP_003102.1
RLMN_ECOLI	AP_003103.1
NDK_ECOLI	AP_003104.1
PBPC_ECOLI	AP_003105.1
YFHM_ECOLI	AP_003106.1
THTM_ECOLI	AP_003107.1
SSEB_ECOLI	AP_003108.1
PEPB_ECOLI	AP_003109.1
ISCX_ECOLI	AP_003110.1
FER_ECOLI	AP_003111.1
HSCA_ECOLI	AP_003112.1
HSCB_ECOLI	AP_003113.1
ISCA_ECOLI	AP_003114.1
NIFU_ECOLI	AP_003115.1
ISCS_ECOLI	AP_003116.1
ISCR_ECOLI	AP_003117.1
TRMJ_ECOLI	AP_003118.1
SUHB_ECOLI	AP_003119.1
YFHR_ECOLI	AP_003120.1
CSIE_ECOLI	AP_003121.1
HCAT_ECOLI	AP_003122.1
HCAR_ECOLI	AP_003123.1
HCAE_ECOLI	AP_003124.1
HCAF_ECOLI	AP_003125.1
HCAC_ECOLI	AP_003126.1
HCAB_ECOLI	AP_003127.1
HCAD_ECOLI	AP_003128.1
YPHA_ECOLI	AP_003129.1
YPHB_ECOLI	AP_003130.1
YPHC_ECOLI	AP_003131.1
YPHD_ECOLI	AP_003132.1
YPHE_ECOLI	AP_003133.1
YPHF_ECOLI	AP_003134.1
YPHG_ECOLI	AP_003135.1
YPHH_ECOLI	AP_003136.1
GLYA_ECOLI	AP_003137.1
HMP_ECOLI	AP_003138.1
GLNB_ECOLI	AP_003139.1
YFHA_ECOLI	AP_003140.1
YFHG_ECOLI	AP_003141.1
YFHK_ECOLI	AP_003142.1
PUR4_ECOLI	AP_003143.1
MLTF_ECOLI	AP_003144.1
TADA_ECOLI	AP_003145.1
YFHB_ECOLI	AP_003146.1
YFHH_ECOLI	AP_003147.1
YFHL_ECOLI	AP_003148.1
ACPS_ECOLI	AP_003149.1
PDXJ_ECOLI	AP_003150.1
RECO_ECOLI	AP_003151.1
ERA_ECOLI	AP_003152.1
RNC_ECOLI	AP_003153.1
LEP_ECOLI	AP_003154.1
LEPA_ECOLI	AP_003155.1
RSEC_ECOLI	AP_003156.1
RSEB_ECOLI	AP_003157.1
RSEA_ECOLI	AP_003158.1
RPOE_ECOLI	AP_003159.1
NADB_ECOLI	AP_003160.1
TRMN6_ECOLI	AP_003161.1
SRMB_ECOLI	AP_003162.1
YFIE_ECOLI	AP_003163.1
EAMB_ECOLI	AP_003164.1
GRCA_ECOLI	AP_003165.1
UNG_ECOLI	AP_003166.1
YFIF_ECOLI	AP_003167.1
THIO2_ECOLI	AP_003168.1
YFIP_ECOLI	AP_003169.1
YFIQ_ECOLI	AP_003170.1
PSS_ECOLI	AP_003171.1
YFIM_ECOLI	AP_003172.1
KGTP_ECOLI	AP_003173.1
CLPB_ECOLI	AP_003174.1
YFIH_ECOLI	AP_003175.1
RLUD_ECOLI	AP_003176.1
YFIO_ECOLI	AP_003177.1
RAIA_ECOLI	AP_003178.1
LPF_ECOLI	AP_003179.1
PHEA_ECOLI	AP_003180.1
TYRA_ECOLI	AP_003181.1
AROF_ECOLI	AP_003182.1
YFIL_ECOLI	AP_003183.1
YFIR_ECOLI	AP_003184.1
YFIN_ECOLI	AP_003185.1
YFIB_ECOLI	AP_003186.1
RL19_ECOLI	AP_003187.1
TRMD_ECOLI	AP_003188.1
RIMM_ECOLI	AP_003189.1
RS16_ECOLI	AP_003190.1
SRP54_ECOLI	AP_003191.1
YPJD_ECOLI	AP_003192.1
YFJD_ECOLI	AP_003193.1
GRPE_ECOLI	AP_003194.1
PPNK_ECOLI	AP_003195.1
RECN_ECOLI	AP_003196.1
SMPA_ECOLI	AP_003197.1
YFJF_ECOLI	AP_003198.1
YFJG_ECOLI	AP_003199.1
SSRP_ECOLI	AP_003200.1
INTA_ECOLI	AP_003201.1
YFJH_ECOLI	AP_003202.1
ALPA_ECOLI	AP_003203.1
YFJI_ECOLI	AP_003204.1
YFJJ_ECOLI	AP_003205.1
YFJK_ECOLI	AP_003206.1
YFJL_ECOLI	AP_003207.1
YFJM_ECOLI	AP_003208.1
YFJN_ECOLI	AP_003209.1
YFJO_ECOLI	AP_003210.1
YFJP_ECOLI	AP_003211.1
YFJQ_ECOLI	AP_003212.1
YFJR_ECOLI	AP_003213.1
YPJK_ECOLI	AP_003214.1
YFJS_ECOLI	AP_003215.1
YFJT_ECOLI	AP_003216.1
YFJW_ECOLI	AP_003220.1
YFJX_ECOLI	AP_003221.1
YFJY_ECOLI	AP_003222.1
YPJJ_ECOLI	AP_003223.1
YFJZ_ECOLI	AP_003224.1
YPJF_ECOLI	AP_003225.1
YPJA_ECOLI	AP_003226.1
YPJB_ECOLI	AP_003227.1
YPJC_ECOLI	AP_003228.1
YGAQ_ECOLI	AP_003229.1
CSID_ECOLI	AP_003232.1
YGAF_ECOLI	AP_003233.1
GABD_ECOLI	AP_003234.1
GABT_ECOLI	AP_003235.1
GABP_ECOLI	AP_003236.1
YGAE_ECOLI	AP_003237.1
YGAU_ECOLI	AP_003238.1
YQAE_ECOLI	AP_003239.1
YGAV_ECOLI	AP_003240.1
YGAP_ECOLI	AP_003241.1
STPA_ECOLI	AP_003242.1
YGAW_ECOLI	AP_003243.1
YGAC_ECOLI	AP_003244.1
YGAM_ECOLI	AP_003245.1
NRDH_ECOLI	AP_003246.1
NRDI_ECOLI	AP_003247.1
RIR3_ECOLI	AP_003248.1
RIR4_ECOLI	AP_003249.1
PROV_ECOLI	AP_003250.1
PROW_ECOLI	AP_003251.1
PROX_ECOLI	AP_003252.1
YGAY_ECOLI	AP_003253.1
YGAZ_ECOLI	AP_003254.1
YGAH_ECOLI	AP_003255.1
MPRA_ECOLI	AP_003256.1
EMRA_ECOLI	AP_003257.1
EMRB_ECOLI	AP_003258.1
LUXS_ECOLI	AP_003259.1
GSH1_ECOLI	AP_003260.1
YQAA_ECOLI	AP_003261.1
YQAB_ECOLI	AP_003262.1
CSRA_ECOLI	AP_003263.1
SYA_ECOLI	AP_003264.1
RECX_ECOLI	AP_003265.1
RECA_ECOLI	AP_003266.1
YGAD_ECOLI	AP_003267.1
MLTB_ECOLI	AP_003268.1
PTHC_ECOLI	AP_003269.1
PTHB_ECOLI	AP_003270.1
PTHA_ECOLI	AP_003271.1
SRLD_ECOLI	AP_003272.1
GUTM_ECOLI	AP_003273.1
SRLR_ECOLI	AP_003274.1
GUTQ_ECOLI	AP_003275.1
NORR_ECOLI	AP_003276.1
NORV_ECOLI	AP_003277.1
NORW_ECOLI	AP_003278.1
HYPF_ECOLI	AP_003279.1
HYDN_ECOLI	AP_003280.1
ASCG_ECOLI	AP_003281.1
PTIBC_ECOLI	AP_003282.1
ASCB_ECOLI	AP_003283.1
HYCI_ECOLI	AP_003284.1
HYCH_ECOLI	AP_003285.1
HYCG_ECOLI	AP_003286.1
HYCF_ECOLI	AP_003287.1
HYCE_ECOLI	AP_003288.1
HYCD_ECOLI	AP_003289.1
HYCC_ECOLI	AP_003290.1
HYCB_ECOLI	AP_003291.1
HYCA_ECOLI	AP_003292.1
HYPA_ECOLI	AP_003293.1
HYPB_ECOLI	AP_003294.1
HYPC_ECOLI	AP_003295.1
HYPD_ECOLI	AP_003296.1
HYPE_ECOLI	AP_003297.1
FHLA_ECOLI	AP_003298.1
YGBA_ECOLI	AP_003299.1
MUTS_ECOLI	AP_003300.1
PRP2_ECOLI	AP_003301.1
YGBI_ECOLI	AP_003302.1
YGBJ_ECOLI	AP_003303.1
YGBK_ECOLI	AP_003304.1
YGBL_ECOLI	AP_003305.1
YGBM_ECOLI	AP_003306.1
YGBN_ECOLI	AP_003307.1
RPOS_ECOLI	AP_003308.1
NLPD_ECOLI	AP_003309.1
PIMT_ECOLI	AP_003310.1
SURE_ECOLI	AP_003311.1
TRUD_ECOLI	AP_003312.1
ISPF_ECOLI	AP_003313.1
ISPD_ECOLI	AP_003314.1
FTSB_ECOLI	AP_003315.1
YGBE_ECOLI	AP_003316.1
CYSC_ECOLI	AP_003317.1
CYSN_ECOLI	AP_003318.1
CYSD_ECOLI	AP_003319.1
IAP_ECOLI	AP_003320.1
YGBF_ECOLI	AP_003321.1
YGBT_ECOLI	AP_003322.1
YGCH_ECOLI	AP_003323.1
YGCI_ECOLI	AP_003324.1
YGCJ_ECOLI	AP_003325.1
YGCK_ECOLI	AP_003326.1
YGCL_ECOLI	AP_003327.1
YGCB_ECOLI	AP_003328.1
CYSH_ECOLI	AP_003329.1
CYSI_ECOLI	AP_003330.1
CYSJ_ECOLI	AP_003331.1
PTPS_ECOLI	AP_003332.1
YGCN_ECOLI	AP_003333.1
YGCO_ECOLI	AP_003334.1
YGCP_ECOLI	AP_003335.1
YGCQ_ECOLI	AP_003336.1
YGCR_ECOLI	AP_003337.1
YGCS_ECOLI	AP_003338.1
YGCU_ECOLI	AP_003339.1
YGCW_ECOLI	AP_003340.1
YQCE_ECOLI	AP_003341.1
YGCE_ECOLI	AP_003342.1
YGCF_ECOLI	AP_003343.1
YGCG_ECOLI	AP_003344.1
ENO_ECOLI	AP_003345.1
PYRG_ECOLI	AP_003346.1
MAZG_ECOLI	AP_003347.1
CHPA_ECOLI	AP_003348.1
CHPR_ECOLI	AP_003349.1
RELA_ECOLI	AP_003350.1
RUMA_ECOLI	AP_003351.1
BARA_ECOLI	AP_003352.1
GUDH_ECOLI	AP_003353.1
GUDX_ECOLI	AP_003354.1
GUDP_ECOLI	AP_003355.1
YQCA_ECOLI	AP_003356.1
TRUC_ECOLI	AP_003357.1
YQCC_ECOLI	AP_003358.1
SYDP_ECOLI	AP_003359.1
QUEF_ECOLI	AP_003360.1
YGDH_ECOLI	AP_003361.1
SDAC_ECOLI	AP_003362.1
SDHM_ECOLI	AP_003363.1
XNI_ECOLI	AP_003364.1
FUCO_ECOLI	AP_003365.1
FUCA_ECOLI	AP_003366.1
FUCP_ECOLI	AP_003367.1
FUCI_ECOLI	AP_003368.1
FUCK_ECOLI	AP_003369.1
FUCM_ECOLI	AP_003370.1
FUCR_ECOLI	AP_003371.1
RLMM_ECOLI	AP_003372.1
YGDD_ECOLI	AP_003373.1
GCVA_ECOLI	AP_003374.1
YGDI_ECOLI	AP_003375.1
CSDA_ECOLI	AP_003376.1
YGDK_ECOLI	AP_003377.1
YGDL_ECOLI	AP_003378.1
MLTA_ECOLI	AP_003379.1
AMIC_ECOLI	AP_003380.1
ARGA_ECOLI	AP_003381.1
EX5A_ECOLI	AP_003382.1
EX5B_ECOLI	AP_003383.1
PTRA_ECOLI	AP_003384.1
EX5C_ECOLI	AP_003385.1
PPDC_ECOLI	AP_003386.1
YGDB_ECOLI	AP_003387.1
PPDB_ECOLI	AP_003388.1
PPDA_ECOLI	AP_003389.1
TYSY_ECOLI	AP_003390.1
LGT_ECOLI	AP_003391.1
PT1P_ECOLI	AP_003392.1
RPPH_ECOLI	AP_003393.1
MUTH_ECOLI	AP_003394.1
YGDQ_ECOLI	AP_003395.1
YGDR_ECOLI	AP_003396.1
TAS_ECOLI	AP_003397.1
LPLT_ECOLI	AP_003398.1
AAS_ECOLI	AP_003399.1
GALR_ECOLI	AP_003400.1
DCDA_ECOLI	AP_003401.1
LYSR_ECOLI	AP_003402.1
YGEA_ECOLI	AP_003403.1
ARAE_ECOLI	AP_003404.1
KDUD_ECOLI	AP_003405.1
KDUI_ECOLI	AP_003406.1
YQEF_ECOLI	AP_003407.1
YQEG_ECOLI	AP_003408.1
YQEH_ECOLI	AP_003409.1
YQEI_ECOLI	AP_003410.1
YQEJ_ECOLI	AP_003411.1
YQEK_ECOLI	AP_003412.1
YGEF_ECOLI	AP_003413.1
YGEG_ECOLI	AP_003414.1
YGEH_ECOLI	AP_003415.1
YGEI_ECOLI	AP_003416.1
YGEK_ECOLI	AP_003417.1
YGEN_ECOLI	AP_003419.1
YGEO_ECOLI	AP_003420.1
YGEP_ECOLI	AP_003423.1
YGEQ_ECOLI	AP_003424.1
YGER_ECOLI	AP_003425.1
XDHA_ECOLI	AP_003426.1
XDHB_ECOLI	AP_003427.1
XDHC_ECOLI	AP_003428.1
YGEV_ECOLI	AP_003429.1
YGEW_ECOLI	AP_003430.1
DPAL_ECOLI	AP_003431.1
YGEY_ECOLI	AP_003432.1
PHYDA_ECOLI	AP_003433.1
ARCL_ECOLI	AP_003434.1
YQEB_ECOLI	AP_003435.1
YQEC_ECOLI	AP_003436.1
YGFJ_ECOLI	AP_003437.1
YGFK_ECOLI	AP_003438.1
SSNA_ECOLI	AP_003439.1
YGFM_ECOLI	AP_003440.1
XDHD_ECOLI	AP_003441.1
YGFO_ECOLI	AP_003442.1
GUAD_ECOLI	AP_003443.1
YGFQ_ECOLI	AP_003444.1
YGFS_ECOLI	AP_003445.1
YGFT_ECOLI	AP_003446.1
YGFU_ECOLI	AP_003447.1
IDI_ECOLI	AP_003448.1
SYK1_ECOLI	AP_003449.1
RF2_ECOLI	AP_003450.1
RECJ_ECOLI	AP_003451.1
DSBC_ECOLI	AP_003452.1
XERD_ECOLI	AP_003453.1
FLAW_ECOLI	AP_003454.1
YGFX_ECOLI	AP_003455.1
YGFY_ECOLI	AP_003456.1
YGFZ_ECOLI	AP_003457.1
YQFA_ECOLI	AP_003458.1
YQFB_ECOLI	AP_003459.1
BGLA_ECOLI	AP_003460.1
YGFF_ECOLI	AP_003461.1
GCSP_ECOLI	AP_003462.1
GCSH_ECOLI	AP_003463.1
GCST_ECOLI	AP_003464.1
VISC_ECOLI	AP_003465.1
UBIH_ECOLI	AP_003466.1
AMPP_ECOLI	AP_003467.1
YGFB_ECOLI	AP_003468.1
ZAPA_ECOLI	AP_003469.1
YGFA_ECOLI	AP_003470.1
SERA_ECOLI	AP_003471.1
RPIA_ECOLI	AP_003472.1
YQFE_ECOLI	AP_003473.1
ICIA_ECOLI	AP_003474.1
SBM_ECOLI	AP_003475.1
ARGK_ECOLI	AP_003476.1
MMCD_ECOLI	AP_003477.1
YGFH_ECOLI	AP_003478.1
YGFI_ECOLI	AP_003479.1
YGGE_ECOLI	AP_003480.1
ARGO_ECOLI	AP_003481.1
MSCS_ECOLI	AP_003482.1
ALF_ECOLI	AP_003483.1
PGK_ECOLI	AP_003484.1
E4PD_ECOLI	AP_003485.1
YGGC_ECOLI	AP_003486.1
YGGD_ECOLI	AP_003487.1
YGGF_ECOLI	AP_003488.1
YGGP_ECOLI	AP_003489.1
PTMCB_ECOLI	AP_003490.1
PTMA_ECOLI	AP_003491.1
TKT1_ECOLI	AP_003492.1
YGGG_ECOLI	AP_003493.1
SPEB_ECOLI	AP_003494.1
SPEA_ECOLI	AP_003495.1
YQGB_ECOLI	AP_003496.1
YQGC_ECOLI	AP_003497.1
YQGD_ECOLI	AP_003498.1
METK_ECOLI	AP_003499.1
GALP_ECOLI	AP_003500.1
SPRT_ECOLI	AP_003501.1
END1_ECOLI	AP_003502.1
RSME_ECOLI	AP_003503.1
GSHB_ECOLI	AP_003504.1
YQGE_ECOLI	AP_003505.1
RUVX_ECOLI	AP_003506.1
YGGR_ECOLI	AP_003507.1
YGGS_ECOLI	AP_003508.1
YGGT_ECOLI	AP_003509.1
YGGU_ECOLI	AP_003510.1
RDGB_ECOLI	AP_003511.1
YGGW_ECOLI	AP_003512.1
YGGM_ECOLI	AP_003513.1
ASPG2_ECOLI	AP_003514.1
YGGN_ECOLI	AP_003515.1
YGGL_ECOLI	AP_003516.1
TRMB_ECOLI	AP_003517.1
MUTY_ECOLI	AP_003518.1
FETP_ECOLI	AP_003519.1
MLTC_ECOLI	AP_003520.1
NUPG_ECOLI	AP_003521.1
DCOR_ECOLI	AP_003522.1
YQGA_ECOLI	AP_003523.1
YGHD_ECOLI	AP_003524.1
YGHF_ECOLI	AP_003525.1
YGHG_ECOLI	AP_003526.1
PPPA_ECOLI	AP_003527.1
ACFD_ECOLI	AP_003528.1
GLCA_ECOLI	AP_003529.1
MASZ_ECOLI	AP_003530.1
GLCG_ECOLI	AP_003531.1
GLCF_ECOLI	AP_003532.1
GLCE_ECOLI	AP_003533.1
GLCD_ECOLI	AP_003534.1
GLCC_ECOLI	AP_003535.1
YGHO_ECOLI	AP_003536.1
YGHQ_ECOLI	AP_003538.1
YGHR_ECOLI	AP_003539.1
YGHS_ECOLI	AP_003540.1
YGHT_ECOLI	AP_003541.1
PITB_ECOLI	AP_003542.1
GSP_ECOLI	AP_003543.1
YGHU_ECOLI	AP_003544.1
HYBG_ECOLI	AP_003545.1
HYBF_ECOLI	AP_003546.1
HYBE_ECOLI	AP_003547.1
HYBD_ECOLI	AP_003548.1
MBHM_ECOLI	AP_003549.1
HYBB_ECOLI	AP_003550.1
HYBA_ECOLI	AP_003551.1
MBHT_ECOLI	AP_003552.1
YGHW_ECOLI	AP_003553.1
YGHZ_ECOLI	AP_003554.1
YQHA_ECOLI	AP_003555.1
YGHA_ECOLI	AP_003556.1
EXBD_ECOLI	AP_003557.1
EXBB_ECOLI	AP_003558.1
METC_ECOLI	AP_003559.1
YGHB_ECOLI	AP_003560.1
YQHC_ECOLI	AP_003561.1
YQHD_ECOLI	AP_003562.1
DKGA_ECOLI	AP_003563.1
YQHG_ECOLI	AP_003564.1
YQHH_ECOLI	AP_003565.1
YGIQ_ECOLI	AP_003566.1
SUFI_ECOLI	AP_003567.1
PLSC_ECOLI	AP_003568.1
PARC_ECOLI	AP_003569.1
YGIS_ECOLI	AP_003570.1
YGIT_ECOLI	AP_003571.1
MQSR_ECOLI	AP_003572.1
YGIV_ECOLI	AP_003573.1
YGIW_ECOLI	AP_003574.1
QSEB_ECOLI	AP_003575.1
QSEC_ECOLI	AP_003576.1
YGIZ_ECOLI	AP_003577.1
MDAB_ECOLI	AP_003578.1
YGIN_ECOLI	AP_003579.1
PARE_ECOLI	AP_003580.1
YQIA_ECOLI	AP_003581.1
ICC_ECOLI	AP_003582.1
YQIB_ECOLI	AP_003583.1
ADPP_ECOLI	AP_003584.1
TOLC_ECOLI	AP_003585.1
YGIA_ECOLI	AP_003586.1
YGIB_ECOLI	AP_003587.1
YGIC_ECOLI	AP_003588.1
YGID_ECOLI	AP_003589.1
ZUPT_ECOLI	AP_003590.1
RIBB_ECOLI	AP_003591.1
YQIC_ECOLI	AP_003592.1
YGIL_ECOLI	AP_003593.1
YQIG_ECOLI	AP_003596.1
YQIH_ECOLI	AP_003597.1
YQII_ECOLI	AP_003598.1
GLGS_ECOLI	AP_003599.1
YQIJ_ECOLI	AP_003600.1
YQIK_ECOLI	AP_003601.1
HLDE_ECOLI	AP_003602.1
GLNE_ECOLI	AP_003603.1
YGIF_ECOLI	AP_003604.1
YGIM_ECOLI	AP_003605.1
CCA_ECOLI	AP_003606.1
UPPP_ECOLI	AP_003607.1
FOLB_ECOLI	AP_003608.1
PLSY_ECOLI	AP_003609.1
TTDR_ECOLI	AP_003610.1
TTDA_ECOLI	AP_003611.1
TTDB_ECOLI	AP_003612.1
TTDT_ECOLI	AP_003613.1
GCP_ECOLI	AP_003614.1
RS21_ECOLI	AP_003615.1
PRIM_ECOLI	AP_003616.1
RPOD_ECOLI	AP_003617.1
MUG_ECOLI	AP_003618.1
YQJH_ECOLI	AP_003619.1
YQJI_ECOLI	AP_003620.1
AER_ECOLI	AP_003621.1
PAT_ECOLI	AP_003622.1
YGJH_ECOLI	AP_003623.1
EBGR_ECOLI	AP_003624.1
BGA2_ECOLI	AP_003625.1
EBGC_ECOLI	AP_003626.1
YGJI_ECOLI	AP_003627.1
YGJJ_ECOLI	AP_003628.1
YGJK_ECOLI	AP_003629.1
FADH_ECOLI	AP_003630.1
YGJM_ECOLI	AP_003631.1
YGJN_ECOLI	AP_003632.1
RLMG_ECOLI	AP_003633.1
YGJP_ECOLI	AP_003634.1
YGJQ_ECOLI	AP_003635.1
YGJR_ECOLI	AP_003636.1
ALX_ECOLI	AP_003637.1
SSTT_ECOLI	AP_003638.1
YGJV_ECOLI	AP_003639.1
UXAA_ECOLI	AP_003640.1
UXAC_ECOLI	AP_003641.1
EXUT_ECOLI	AP_003642.1
EXUR_ECOLI	AP_003643.1
YQJA_ECOLI	AP_003644.1
