K12 Entry name (Uniprot)	BL21(DE3) Accession name (Uniprot)	BL21(DE3) Entry name (Uniprot)
MDAB_ECOLI	C6EHW5	C6EHW5_ECOBD
QSEC_ECOLI	C6EHW7	C6EHW7_ECOBD
QSEB_ECOLI	C6EHW8	C6EHW8_ECOBD
YGIW_ECOLI	C6EHW9	C6EHW9_ECOBD
YGIV_ECOLI	C6EHX0	C6EHX0_ECOBD
PARC_ECOLI	C6EHX4	C6EHX4_ECOBD
PLSC_ECOLI	C6EHX6	C6EHX6_ECOBD
SUFI_ECOLI	C6EHX7	C6EHX7_ECOBD
YQHH_ECOLI	C6EHX9	C6EHX9_ECOBD
YQHG_ECOLI	C6EHY0	C6EHY0_ECOBD
DKGA_ECOLI	C6EHY2	C6EHY2_ECOBD
YQHD_ECOLI	C6EHY3	C6EHY3_ECOBD
YQHC_ECOLI	C6EHY4	C6EHY4_ECOBD
METC_ECOLI	C6EHY6	C6EHY6_ECOBD
EXBB_ECOLI	C6EHY7	C6EHY7_ECOBD
EXBD_ECOLI	C6EHY8	C6EHY8_ECOBD
YGHA_ECOLI	C6EHY9	C6EHY9_ECOBD
YQHA_ECOLI	C6EHZ0	C6EHZ0_ECOBD
YGHW_ECOLI	C6EHZ3	C6EHZ3_ECOBD
HYBA_ECOLI	C6EHZ6	C6EHZ6_ECOBD
HYBB_ECOLI	C6EHZ7	C6EHZ7_ECOBD
MBHM_ECOLI	C6EHZ8	C6EHZ8_ECOBD
HYBD_ECOLI	C6EHZ9	C6EHZ9_ECOBD
HYBE_ECOLI	C6EI00	C6EI00_ECOBD
HYBF_ECOLI	C6EI01	C6EI01_ECOBD
YGHU_ECOLI	C6EI03	C6EI03_ECOBD
GSP_ECOLI	C6EI04	C6EI04_ECOBD
MBHS_ECOLI	C6EI10	C6EI10_ECOBD
YCCA_ECOLI	C6EI11	C6EI11_ECOBD
TUSE_ECOLI	C6EI12	C6EI12_ECOBD
RLMI_ECOLI	C6EI14	C6EI14_ECOBD
HSPQ_ECOLI	C6EI15	C6EI15_ECOBD
YCCU_ECOLI	C6EI16	C6EI16_ECOBD
YCCT_ECOLI	C6EI17	C6EI17_ECOBD
MGSA_ECOLI	C6EI18	C6EI18_ECOBD
HELD_ECOLI	C6EI19	C6EI19_ECOBD
YCCF_ECOLI	C6EI20	C6EI20_ECOBD
YCCS_ECOLI	C6EI21	C6EI21_ECOBD
SXY_ECOLI	C6EI22	C6EI22_ECOBD
YCBG_ECOLI	C6EI26	C6EI26_ECOBD
LONH_ECOLI	C6EI27	C6EI27_ECOBD
FABA_ECOLI	C6EI28	C6EI28_ECOBD
YMBA_ECOLI	C6EI30	C6EI30_ECOBD
PQIB_ECOLI	C6EI31	C6EI31_ECOBD
PQIA_ECOLI	C6EI32	C6EI32_ECOBD
RLML_ECOLI	C6EI34	C6EI34_ECOBD
YCBX_ECOLI	C6EI35	C6EI35_ECOBD
YCBW_ECOLI	C6EI36	C6EI36_ECOBD
PYRD_ECOLI	C6EI37	C6EI37_ECOBD
SSUE_ECOLI	C6EI45	C6EI45_ECOBD
SSUA_ECOLI	C6EI46	C6EI46_ECOBD
SSUD_ECOLI	C6EI47	C6EI47_ECOBD
AMPN_ECOLI	C6EI50	C6EI50_ECOBD
SYN_ECOLI	C6EI52	C6EI52_ECOBD
OMPF_ECOLI	C6EI53	C6EI53_ECOBD
AAT_ECOLI	C6EI54	C6EI54_ECOBD
YCBL_ECOLI	C6EI55	C6EI55_ECOBD
YCBK_ECOLI	C6EI56	C6EI56_ECOBD
YCBB_ECOLI	C6EI57	C6EI57_ECOBD
MUKB_ECOLI	C6EI58	C6EI58_ECOBD
MUKE_ECOLI	C6EI59	C6EI59_ECOBD
MUKF_ECOLI	C6EI60	C6EI60_ECOBD
SMTA_ECOLI	C6EI61	C6EI61_ECOBD
YCBJ_ECOLI	C6EI63	C6EI63_ECOBD
KDSB_ECOLI	C6EI64	C6EI64_ECOBD
MSBA_ECOLI	C6EI68	C6EI68_ECOBD
YCAL_ECOLI	C6EI73	C6EI73_ECOBD
SERC_ECOLI	C6EI75	C6EI75_ECOBD
YCAP_ECOLI	C6EI76	C6EI76_ECOBD
YCAO_ECOLI	C6EI77	C6EI77_ECOBD
FOCA_ECOLI	C6EI78	C6EI78_ECOBD
PFLA_ECOLI	C6EI80	C6EI80_ECOBD
YCAD_ECOLI	C6EI84	C6EI84_ECOBD
DMSB_ECOLI	C6EI87	C6EI87_ECOBD
SYS_ECOLI	C6EI89	C6EI89_ECOBD
RARA_ECOLI	C6EI90	C6EI90_ECOBD
LOLA_ECOLI	C6EI91	C6EI91_ECOBD
FTSK_ECOLI	C6EI92	C6EI92_ECOBD
LRP_ECOLI	C6EI93	C6EI93_ECOBD
TRXB_ECOLI	C6EI94	C6EI94_ECOBD
CYDD_ECOLI	C6EI95	C6EI95_ECOBD
CYDC_ECOLI	C6EI96	C6EI96_ECOBD
LFTR_ECOLI	C6EI97	C6EI97_ECOBD
CLPS_ECOLI	C6EIA0	C6EIA0_ECOBD
MACA_ECOLI	C6EIA3	C6EIA3_ECOBD
YBJX_ECOLI	C6EIA4	C6EIA4_ECOBD
YBJD_ECOLI	C6EIA5	C6EIA5_ECOBD
HCP_ECOLI	C6EIA8	C6EIA8_ECOBD
HCR_ECOLI	C6EIA9	C6EIA9_ECOBD
POXB_ECOLI	C6EIB0	C6EIB0_ECOBD
LTAE_ECOLI	C6EIB1	C6EIB1_ECOBD
YBJT_ECOLI	C6EIB2	C6EIB2_ECOBD
AMID_ECOLI	C6EIB4	C6EIB4_ECOBD
YBJQ_ECOLI	C6EIB5	C6EIB5_ECOBD
ARTP_ECOLI	C6EIB7	C6EIB7_ECOBD
ARTI_ECOLI	C6EIB8	C6EIB8_ECOBD
ARTQ_ECOLI	C6EIB9	C6EIB9_ECOBD
RUMB_ECOLI	C6EIC2	C6EIC2_ECOBD
YBJO_ECOLI	C6EIC3	C6EIC3_ECOBD
POTG_ECOLI	C6EIC6	C6EIC6_ECOBD
POTF_ECOLI	C6EIC7	C6EIC7_ECOBD
DCOR_ECOLI	C6EIE4	C6EIE4_ECOBD
MLTC_ECOLI	C6EIE7	C6EIE7_ECOBD
FETP_ECOLI	C6EIE8	C6EIE8_ECOBD
MUTY_ECOLI	C6EIE9	C6EIE9_ECOBD
TRMB_ECOLI	C6EIF0	C6EIF0_ECOBD
YGGL_ECOLI	C6EIF1	C6EIF1_ECOBD
YGGN_ECOLI	C6EIF3	C6EIF3_ECOBD
ASPG2_ECOLI	C6EIF4	C6EIF4_ECOBD
YGGM_ECOLI	C6EIF5	C6EIF5_ECOBD
YGGW_ECOLI	C6EIF6	C6EIF6_ECOBD
RDGB_ECOLI	C6EIF7	C6EIF7_ECOBD
YGGS_ECOLI	C6EIG0	C6EIG0_ECOBD
YGGR_ECOLI	C6EIG1	C6EIG1_ECOBD
RUVX_ECOLI	C6EIG2	C6EIG2_ECOBD
YQGE_ECOLI	C6EIG3	C6EIG3_ECOBD
GSHB_ECOLI	C6EIG4	C6EIG4_ECOBD
RSME_ECOLI	C6EIG5	C6EIG5_ECOBD
SPRT_ECOLI	C6EIG7	C6EIG7_ECOBD
METK_ECOLI	C6EIG9	C6EIG9_ECOBD
SPEA_ECOLI	C6EIH1	C6EIH1_ECOBD
SPEB_ECOLI	C6EIH2	C6EIH2_ECOBD
TKT1_ECOLI	C6EIH4	C6EIH4_ECOBD
YGGD_ECOLI	C6EII0	C6EII0_ECOBD
E4PD_ECOLI	C6EII2	C6EII2_ECOBD
PGK_ECOLI	C6EII3	C6EII3_ECOBD
ALF_ECOLI	C6EII4	C6EII4_ECOBD
YGGE_ECOLI	C6EII7	C6EII7_ECOBD
YGFI_ECOLI	C6EII8	C6EII8_ECOBD
ICIA_ECOLI	C6EIJ3	C6EIJ3_ECOBD
RPIA_ECOLI	C6EIJ5	C6EIJ5_ECOBD
SERA_ECOLI	C6EIJ6	C6EIJ6_ECOBD
YGFA_ECOLI	C6EIJ7	C6EIJ7_ECOBD
ZAPA_ECOLI	C6EIJ8	C6EIJ8_ECOBD
YGFB_ECOLI	C6EIJ9	C6EIJ9_ECOBD
AMPP_ECOLI	C6EIK0	C6EIK0_ECOBD
UBIH_ECOLI	C6EIK1	C6EIK1_ECOBD
VISC_ECOLI	C6EIK2	C6EIK2_ECOBD
GCSH_ECOLI	C6EIK4	C6EIK4_ECOBD
GCSP_ECOLI	C6EIK5	C6EIK5_ECOBD
BGLA_ECOLI	C6EIK7	C6EIK7_ECOBD
YQFA_ECOLI	C6EIK9	C6EIK9_ECOBD
YGFZ_ECOLI	C6EIL0	C6EIL0_ECOBD
YGFY_ECOLI	C6EIL1	C6EIL1_ECOBD
YGFX_ECOLI	C6EIL2	C6EIL2_ECOBD
FLAW_ECOLI	C6EIL3	C6EIL3_ECOBD
DSBC_ECOLI	C6EIL5	C6EIL5_ECOBD
RECJ_ECOLI	C6EIL6	C6EIL6_ECOBD
SYK1_ECOLI	C6EIL8	C6EIL8_ECOBD
IDI_ECOLI	C6EIL9	C6EIL9_ECOBD
YGFU_ECOLI	C6EIM1	C6EIM1_ECOBD
YGFT_ECOLI	C6EIM2	C6EIM2_ECOBD
GUAD_ECOLI	C6EIM5	C6EIM5_ECOBD
XANQ_ECOLI	C6EIM6	C6EIM6_ECOBD
YGFM_ECOLI	C6EIM8	C6EIM8_ECOBD
SSNA_ECOLI	C6EIM9	C6EIM9_ECOBD
YGFJ_ECOLI	C6EIN1	C6EIN1_ECOBD
YQEC_ECOLI	C6EIN2	C6EIN2_ECOBD
YQEB_ECOLI	C6EIN3	C6EIN3_ECOBD
PHYDA_ECOLI	C6EIN5	C6EIN5_ECOBD
YGEY_ECOLI	C6EIN6	C6EIN6_ECOBD
DPAL_ECOLI	C6EIN7	C6EIN7_ECOBD
YGEW_ECOLI	C6EIN8	C6EIN8_ECOBD
YGEV_ECOLI	C6EIN9	C6EIN9_ECOBD
XDHB_ECOLI	C6EIP1	C6EIP1_ECOBD
XDHA_ECOLI	C6EIP2	C6EIP2_ECOBD
YQEG_ECOLI	C6EIP8	C6EIP8_ECOBD
YQEF_ECOLI	C6EIP9	C6EIP9_ECOBD
KDUI_ECOLI	C6EIQ0	C6EIQ0_ECOBD
YBJN_ECOLI	C6EIQ2	C6EIQ2_ECOBD
RIMK_ECOLI	C6EIQ3	C6EIQ3_ECOBD
GLRX1_ECOLI	C6EIQ6	C6EIQ6_ECOBD
YBJM_ECOLI	C6EIQ7	C6EIQ7_ECOBD
YBJL_ECOLI	C6EIQ8	C6EIQ8_ECOBD
YBJK_ECOLI	C6EIT7	C6EIT7_ECOBD
YBJI_ECOLI	C6EIT9	C6EIT9_ECOBD
YBJH_ECOLI	C6EIU0	C6EIU0_ECOBD
MDFA_ECOLI	C6EIU1	C6EIU1_ECOBD
YBJG_ECOLI	C6EIU2	C6EIU2_ECOBD
DEOR_ECOLI	C6EIU3	C6EIU3_ECOBD
DACC_ECOLI	C6EIU4	C6EIU4_ECOBD
YLII_ECOLI	C6EIU6	C6EIU6_ECOBD
RIMO_ECOLI	C6EIU8	C6EIU8_ECOBD
YLIF_ECOLI	C6EIU9	C6EIU9_ECOBD
GSID_ECOLI	C6EIV0	C6EIV0_ECOBD
GSIB_ECOLI	C6EIV2	C6EIV2_ECOBD
GSIA_ECOLI	C6EIV3	C6EIV3_ECOBD
IAAA_ECOLI	C6EIV4	C6EIV4_ECOBD
MOEA_ECOLI	C6EIV5	C6EIV5_ECOBD
MOEB_ECOLI	C6EIV6	C6EIV6_ECOBD
FSAA_ECOLI	C6EIV7	C6EIV7_ECOBD
PFLE_ECOLI	C6EIV8	C6EIV8_ECOBD
PFLF_ECOLI	C6EIV9	C6EIV9_ECOBD
SUPH_ECOLI	C6EIW0	C6EIW0_ECOBD
YBIT_ECOLI	C6EIW2	C6EIW2_ECOBD
YBIS_ECOLI	C6EIW3	C6EIW3_ECOBD
MNTR_ECOLI	C6EIW5	C6EIW5_ECOBD
YBIP_ECOLI	C6EIW7	C6EIW7_ECOBD
OMPX_ECOLI	C6EIW8	C6EIW8_ECOBD
DPS_ECOLI	C6EIX0	C6EIX0_ECOBD
GLNH_ECOLI	C6EIX1	C6EIX1_ECOBD
GLNQ_ECOLI	C6EIX3	C6EIX3_ECOBD
MCBA_ECOLI	C6EIX6	C6EIX6_ECOBD
FIU_ECOLI	C6EIX7	C6EIX7_ECOBD
YBIX_ECOLI	C6EIX8	C6EIX8_ECOBD
YBIC_ECOLI	C6EIY1	C6EIY1_ECOBD
YBIB_ECOLI	C6EIY2	C6EIY2_ECOBD
DING_ECOLI	C6EIY3	C6EIY3_ECOBD
RHLE_ECOLI	C6EIY5	C6EIY5_ECOBD
YBHF_ECOLI	C6EIY8	C6EIY8_ECOBD
YBHS_ECOLI	C6EIY9	C6EIY9_ECOBD
YBHR_ECOLI	C6EIZ0	C6EIZ0_ECOBD
YBHP_ECOLI	C6EIZ2	C6EIZ2_ECOBD
YBHO_ECOLI	C6EIZ3	C6EIZ3_ECOBD
YBHL_ECOLI	C6EIZ6	C6EIZ6_ECOBD
MOAE_ECOLI	C6EIZ7	C6EIZ7_ECOBD
MOAC_ECOLI	C6EIZ9	C6EIZ9_ECOBD
MOAB_ECOLI	C6EJ00	C6EJ00_ECOBD
MOAA_ECOLI	C6EJ01	C6EJ01_ECOBD
UVRB_ECOLI	C6EJ03	C6EJ03_ECOBD
BIOD_ECOLI	C6EJ04	C6EJ04_ECOBD
BIOC_ECOLI	C6EJ05	C6EJ05_ECOBD
BIOB_ECOLI	C6EJ07	C6EJ07_ECOBD
BIOA_ECOLI	C6EJ08	C6EJ08_ECOBD
YBHB_ECOLI	C6EJ09	C6EJ09_ECOBD
YGEA_ECOLI	C6EJ28	C6EJ28_ECOBD
LYSR_ECOLI	C6EJ29	C6EJ29_ECOBD
DCDA_ECOLI	C6EJ30	C6EJ30_ECOBD
GALR_ECOLI	C6EJ31	C6EJ31_ECOBD
AAS_ECOLI	C6EJ32	C6EJ32_ECOBD
TAS_ECOLI	C6EJ34	C6EJ34_ECOBD
MUTH_ECOLI	C6EJ37	C6EJ37_ECOBD
RPPH_ECOLI	C6EJ39	C6EJ39_ECOBD
PT1P_ECOLI	C6EJ40	C6EJ40_ECOBD
LGT_ECOLI	C6EJ41	C6EJ41_ECOBD
TYSY_ECOLI	C6EJ42	C6EJ42_ECOBD
PPDA_ECOLI	C6EJ43	C6EJ43_ECOBD
PPDB_ECOLI	C6EJ44	C6EJ44_ECOBD
YGDB_ECOLI	C6EJ45	C6EJ45_ECOBD
EX5C_ECOLI	C6EJ47	C6EJ47_ECOBD
PTRA_ECOLI	C6EJ48	C6EJ48_ECOBD
EX5B_ECOLI	C6EJ49	C6EJ49_ECOBD
EX5A_ECOLI	C6EJ50	C6EJ50_ECOBD
ARGA_ECOLI	C6EJ51	C6EJ51_ECOBD
AMIC_ECOLI	C6EJ52	C6EJ52_ECOBD
MLTA_ECOLI	C6EJ53	C6EJ53_ECOBD
YGDL_ECOLI	C6EJ54	C6EJ54_ECOBD
YGDK_ECOLI	C6EJ55	C6EJ55_ECOBD
CSDA_ECOLI	C6EJ56	C6EJ56_ECOBD
GCVA_ECOLI	C6EJ58	C6EJ58_ECOBD
YGDD_ECOLI	C6EJ59	C6EJ59_ECOBD
RLMM_ECOLI	C6EJ60	C6EJ60_ECOBD
FUCR_ECOLI	C6EJ61	C6EJ61_ECOBD
FUCM_ECOLI	C6EJ62	C6EJ62_ECOBD
FUCI_ECOLI	C6EJ64	C6EJ64_ECOBD
FUCO_ECOLI	C6EJ72	C6EJ72_ECOBD
XNI_ECOLI	C6EJ73	C6EJ73_ECOBD
SDAC_ECOLI	C6EJ75	C6EJ75_ECOBD
YGDH_ECOLI	C6EJ77	C6EJ77_ECOBD
QUEF_ECOLI	C6EJ78	C6EJ78_ECOBD
SYDP_ECOLI	C6EJ79	C6EJ79_ECOBD
TRUC_ECOLI	C6EJ81	C6EJ81_ECOBD
GUDP_ECOLI	C6EJ83	C6EJ83_ECOBD
GUDH_ECOLI	C6EJ85	C6EJ85_ECOBD
RUMA_ECOLI	C6EJ87	C6EJ87_ECOBD
MAZG_ECOLI	C6EJ91	C6EJ91_ECOBD
PYRG_ECOLI	C6EJ92	C6EJ92_ECOBD
ENO_ECOLI	C6EJ93	C6EJ93_ECOBD
YGCF_ECOLI	C6EJ96	C6EJ96_ECOBD
YGCE_ECOLI	C6EJ97	C6EJ97_ECOBD
YGCW_ECOLI	C6EJ99	C6EJ99_ECOBD
YGCQ_ECOLI	C6EJA3	C6EJA3_ECOBD
QUED_ECOLI	C6EJA7	C6EJA7_ECOBD
CYSJ_ECOLI	C6EJA8	C6EJA8_ECOBD
CYSH_ECOLI	C6EJB0	C6EJB0_ECOBD
IAP_ECOLI	C6EJB4	C6EJB4_ECOBD
CYSD_ECOLI	C6EJB5	C6EJB5_ECOBD
CYSN_ECOLI	C6EJB6	C6EJB6_ECOBD
CYSC_ECOLI	C6EJB7	C6EJB7_ECOBD
YGBE_ECOLI	C6EJB8	C6EJB8_ECOBD
ISPD_ECOLI	C6EJC0	C6EJC0_ECOBD
TRUD_ECOLI	C6EJC2	C6EJC2_ECOBD
SURE_ECOLI	C6EJC3	C6EJC3_ECOBD
PIMT_ECOLI	C6EJC4	C6EJC4_ECOBD
MUTS_ECOLI	C6EJD4	C6EJD4_ECOBD
YGBA_ECOLI	C6EJD6	C6EJD6_ECOBD
FHLA_ECOLI	C6EJD7	C6EJD7_ECOBD
HYPE_ECOLI	C6EJD8	C6EJD8_ECOBD
HYPD_ECOLI	C6EJD9	C6EJD9_ECOBD
HYPC_ECOLI	C6EJE0	C6EJE0_ECOBD
HYPB_ECOLI	C6EJE1	C6EJE1_ECOBD
HYPA_ECOLI	C6EJE2	C6EJE2_ECOBD
HYCA_ECOLI	C6EJE3	C6EJE3_ECOBD
HYCB_ECOLI	C6EJE4	C6EJE4_ECOBD
HYCD_ECOLI	C6EJE6	C6EJE6_ECOBD
HYCE_ECOLI	C6EJE7	C6EJE7_ECOBD
HYCF_ECOLI	C6EJE8	C6EJE8_ECOBD
YBHC_ECOLI	C6EJI8	C6EJI8_ECOBD
GPMA_ECOLI	C6EJI9	C6EJI9_ECOBD
AROG_ECOLI	C6EJJ0	C6EJJ0_ECOBD
PNUC_ECOLI	C6EJJ3	C6EJJ3_ECOBD
NADA_ECOLI	C6EJJ4	C6EJJ4_ECOBD
PAL_ECOLI	C6EJJ6	C6EJJ6_ECOBD
TOLB_ECOLI	C6EJJ7	C6EJJ7_ECOBD
TOLR_ECOLI	C6EJJ9	C6EJJ9_ECOBD
TOLQ_ECOLI	C6EJK0	C6EJK0_ECOBD
YBGC_ECOLI	C6EJK1	C6EJK1_ECOBD
YBGE_ECOLI	C6EJK2	C6EJK2_ECOBD
CYDA_ECOLI	C6EJK5	C6EJK5_ECOBD
SUCC_ECOLI	C6EJL0	C6EJL0_ECOBD
ODO2_ECOLI	C6EJL1	C6EJL1_ECOBD
ODO1_ECOLI	C6EJL2	C6EJL2_ECOBD
DHSB_ECOLI	C6EJL3	C6EJL3_ECOBD
DHSA_ECOLI	C6EJL4	C6EJL4_ECOBD
DHSD_ECOLI	C6EJL5	C6EJL5_ECOBD
DHSC_ECOLI	C6EJL6	C6EJL6_ECOBD
CISY_ECOLI	C6EJL8	C6EJL8_ECOBD
END8_ECOLI	C6EJM4	C6EJM4_ECOBD
YBGK_ECOLI	C6EJM6	C6EJM6_ECOBD
YBGJ_ECOLI	C6EJM7	C6EJM7_ECOBD
YBGI_ECOLI	C6EJM8	C6EJM8_ECOBD
DTPD_ECOLI	C6EJM9	C6EJM9_ECOBD
PHR_ECOLI	C6EJN0	C6EJN0_ECOBD
YBGA_ECOLI	C6EJN1	C6EJN1_ECOBD
ATKA_ECOLI	C6EJN6	C6EJN6_ECOBD
ATKC_ECOLI	C6EJN8	C6EJN8_ECOBD
KDPE_ECOLI	C6EJP0	C6EJP0_ECOBD
PGM_ECOLI	C6EJP6	C6EJP6_ECOBD
SEQA_ECOLI	C6EJP7	C6EJP7_ECOBD
YBFF_ECOLI	C6EJP8	C6EJP8_ECOBD
FLAV_ECOLI	C6EJQ0	C6EJQ0_ECOBD
FUR_ECOLI	C6EJQ1	C6EJQ1_ECOBD
YBFN_ECOLI	C6EJQ2	C6EJQ2_ECOBD
YBFM_ECOLI	C6EJQ3	C6EJQ3_ECOBD
SYQ_ECOLI	C6EJQ4	C6EJQ4_ECOBD
NAGB_ECOLI	C6EJQ7	C6EJQ7_ECOBD
NAGA_ECOLI	C6EJQ8	C6EJQ8_ECOBD
NAGC_ECOLI	C6EJQ9	C6EJQ9_ECOBD
NAGD_ECOLI	C6EJR0	C6EJR0_ECOBD
ASNB_ECOLI	C6EJR1	C6EJR1_ECOBD
HYCG_ECOLI	C6EJR2	C6EJR2_ECOBD
HYCH_ECOLI	C6EJR3	C6EJR3_ECOBD
HYCI_ECOLI	C6EJR4	C6EJR4_ECOBD
HYDN_ECOLI	C6EJR8	C6EJR8_ECOBD
NORW_ECOLI	C6EJS0	C6EJS0_ECOBD
NORR_ECOLI	C6EJS2	C6EJS2_ECOBD
GUTQ_ECOLI	C6EJS3	C6EJS3_ECOBD
MLTB_ECOLI	C6EJT0	C6EJT0_ECOBD
YGAD_ECOLI	C6EJT1	C6EJT1_ECOBD
RECX_ECOLI	C6EJT3	C6EJT3_ECOBD
YQAB_ECOLI	C6EJT6	C6EJT6_ECOBD
YQAA_ECOLI	C6EJT7	C6EJT7_ECOBD
GSH1_ECOLI	C6EJT8	C6EJT8_ECOBD
LUXS_ECOLI	C6EJT9	C6EJT9_ECOBD
EMRB_ECOLI	C6EJU0	C6EJU0_ECOBD
YGAH_ECOLI	C6EJU3	C6EJU3_ECOBD
YGAZ_ECOLI	C6EJU4	C6EJU4_ECOBD
PROX_ECOLI	C6EJU6	C6EJU6_ECOBD
RIR4_ECOLI	C6EJU9	C6EJU9_ECOBD
RIR3_ECOLI	C6EJV0	C6EJV0_ECOBD
NRDI_ECOLI	C6EJV1	C6EJV1_ECOBD
YGAC_ECOLI	C6EJV4	C6EJV4_ECOBD
YGAW_ECOLI	C6EJV5	C6EJV5_ECOBD
YGAU_ECOLI	C6EJW0	C6EJW0_ECOBD
YGAE_ECOLI	C6EJW1	C6EJW1_ECOBD
GABP_ECOLI	C6EJW2	C6EJW2_ECOBD
GABT_ECOLI	C6EJW3	C6EJW3_ECOBD
YGAF_ECOLI	C6EJW5	C6EJW5_ECOBD
SSRP_ECOLI	C6EJX3	C6EJX3_ECOBD
YFJG_ECOLI	C6EJX4	C6EJX4_ECOBD
SMPA_ECOLI	C6EJX6	C6EJX6_ECOBD
RECN_ECOLI	C6EJX7	C6EJX7_ECOBD
PPNK_ECOLI	C6EJX8	C6EJX8_ECOBD
YFJD_ECOLI	C6EJY0	C6EJY0_ECOBD
SRP54_ECOLI	C6EJY2	C6EJY2_ECOBD
RS16_ECOLI	C6EJY3	C6EJY3_ECOBD
RIMM_ECOLI	C6EJY4	C6EJY4_ECOBD
TRMD_ECOLI	C6EJY5	C6EJY5_ECOBD
RL19_ECOLI	C6EJY6	C6EJY6_ECOBD
YFIB_ECOLI	C6EJY7	C6EJY7_ECOBD
YFIN_ECOLI	C6EJY8	C6EJY8_ECOBD
YFIR_ECOLI	C6EJY9	C6EJY9_ECOBD
YFIL_ECOLI	C6EJZ0	C6EJZ0_ECOBD
AROF_ECOLI	C6EJZ1	C6EJZ1_ECOBD
TYRA_ECOLI	C6EJZ2	C6EJZ2_ECOBD
PHEA_ECOLI	C6EJZ3	C6EJZ3_ECOBD
YFIO_ECOLI	C6EJZ5	C6EJZ5_ECOBD
RLUD_ECOLI	C6EJZ6	C6EJZ6_ECOBD
YFIH_ECOLI	C6EJZ7	C6EJZ7_ECOBD
CLPB_ECOLI	C6EJZ8	C6EJZ8_ECOBD
KGTP_ECOLI	C6EJZ9	C6EJZ9_ECOBD
YFIM_ECOLI	C6EK00	C6EK00_ECOBD
PSS_ECOLI	C6EK01	C6EK01_ECOBD
YFIQ_ECOLI	C6EK02	C6EK02_ECOBD
YFIP_ECOLI	C6EK03	C6EK03_ECOBD
THIO2_ECOLI	C6EK04	C6EK04_ECOBD
YFIF_ECOLI	C6EK05	C6EK05_ECOBD
UNG_ECOLI	C6EK06	C6EK06_ECOBD
RPOE_ECOLI	C6EK14	C6EK14_ECOBD
RSEB_ECOLI	C6EK16	C6EK16_ECOBD
LEPA_ECOLI	C6EK18	C6EK18_ECOBD
LEP_ECOLI	C6EK19	C6EK19_ECOBD
RNC_ECOLI	C6EK20	C6EK20_ECOBD
ERA_ECOLI	C6EK21	C6EK21_ECOBD
RECO_ECOLI	C6EK22	C6EK22_ECOBD
PDXJ_ECOLI	C6EK23	C6EK23_ECOBD
YFHL_ECOLI	C6EK26	C6EK26_ECOBD
YFHH_ECOLI	C6EK27	C6EK27_ECOBD
TADA_ECOLI	C6EK29	C6EK29_ECOBD
UBIF_ECOLI	C6EK33	C6EK33_ECOBD
MIAB_ECOLI	C6EK34	C6EK34_ECOBD
PHOL_ECOLI	C6EK35	C6EK35_ECOBD
CORC_ECOLI	C6EK37	C6EK37_ECOBD
LNT_ECOLI	C6EK38	C6EK38_ECOBD
GLTJ_ECOLI	C6EK41	C6EK41_ECOBD
GLTK_ECOLI	C6EK42	C6EK42_ECOBD
RIHA_ECOLI	C6EK45	C6EK45_ECOBD
YBEL_ECOLI	C6EK50	C6EK50_ECOBD
SYL_ECOLI	C6EK51	C6EK51_ECOBD
NADD_ECOLI	C6EK54	C6EK54_ECOBD
COBC_ECOLI	C6EK55	C6EK55_ECOBD
RLMH_ECOLI	C6EK57	C6EK57_ECOBD
PBP2_ECOLI	C6EK58	C6EK58_ECOBD
DACA_ECOLI	C6EK61	C6EK61_ECOBD
YBED_ECOLI	C6EK62	C6EK62_ECOBD
LIPB_ECOLI	C6EK63	C6EK63_ECOBD
LIPA_ECOLI	C6EK65	C6EK65_ECOBD
DPIA_ECOLI	C6EK72	C6EK72_ECOBD
DPIB_ECOLI	C6EK73	C6EK73_ECOBD
CITE_ECOLI	C6EK78	C6EK78_ECOBD
CILA_ECOLI	C6EK79	C6EK79_ECOBD
CITX_ECOLI	C6EK80	C6EK80_ECOBD
CITT_ECOLI	C6EK82	C6EK82_ECOBD
RNI_ECOLI	C6EK83	C6EK83_ECOBD
RNK_ECOLI	C6EK84	C6EK84_ECOBD
USPG_ECOLI	C6EK87	C6EK87_ECOBD
AHPF_ECOLI	C6EK88	C6EK88_ECOBD
AHPC_ECOLI	C6EK89	C6EK89_ECOBD
DSBG_ECOLI	C6EK90	C6EK90_ECOBD
YBDM_ECOLI	C6EK93	C6EK93_ECOBD
YBDH_ECOLI	C6EK95	C6EK95_ECOBD
YBDB_ECOLI	C6EK97	C6EK97_ECOBD
ENTB_ECOLI	C6EK99	C6EK99_ECOBD
ENTE_ECOLI	C6EKA0	C6EKA0_ECOBD
ENTC_ECOLI	C6EKA1	C6EKA1_ECOBD
FEPB_ECOLI	C6EKA3	C6EKA3_ECOBD
FEPC_ECOLI	C6EKA7	C6EKA7_ECOBD
ENTF_ECOLI	C6EKA9	C6EKA9_ECOBD
FES_ECOLI	C6EKB1	C6EKB1_ECOBD
CAAL_ECOLI	C6EKC0	C6EKC0_ECOBD
YBDF_ECOLI	C6EKC2	C6EKC2_ECOBD
NFNB_ECOLI	C6EKC3	C6EKC3_ECOBD
YBDG_ECOLI	C6EKC4	C6EKC4_ECOBD
CUSA_ECOLI	C6EKC6	C6EKC6_ECOBD
CUSB_ECOLI	C6EKC7	C6EKC7_ECOBD
CUSF_ECOLI	C6EKC8	C6EKC8_ECOBD
