Entry Name A_Subcellular Location(this study)	Entry Name B_Subcellular Location(this study)	Entry Name A	Entry Name B	Accession A	Accession B
IHFB_A	RL21_A	IHFB_ECOLI	RL21_ECOLI	P0A6Y1	P0AG48
IHFB_A	YHBY_A	IHFB_ECOLI	YHBY_ECOLI	P0A6Y1	P0AGK4
IHFB_A	UXUB_A	IHFB_ECOLI	UXUB_ECOLI	P0A6Y1	P39160
IHFB_A	UXUB_A	IHFB_ECOLI	UXUB_ECOLI	P0A6Y1	P39160
IHFB_A	RL2_A	IHFB_ECOLI	RL2_ECOLI	P0A6Y1	P60422
IHFB_A	RL3_A	IHFB_ECOLI	RL3_ECOLI	P0A6Y1	P60438
IHFB_A	RL22_A	IHFB_ECOLI	RL22_ECOLI	P0A6Y1	P61175
IHFB_A	NFI_A	IHFB_ECOLI	NFI_ECOLI	P0A6Y1	P68739
IHFB_A	NFI_A	IHFB_ECOLI	NFI_ECOLI	P0A6Y1	P68739
HSLO_A	RS2_A	HSLO_ECOLI	RS2_ECOLI	P0A6Y5	P0A7V0
HSLO_A	RS3_A	HSLO_ECOLI	RS3_ECOLI	P0A6Y5	P0A7V3
HSLO_A	RS5_A	HSLO_ECOLI	RS5_ECOLI	P0A6Y5	P0A7W1
HSLO_A	ARCB_B	HSLO_ECOLI	ARCB_ECOLI	P0A6Y5	P0AEC3
HSLO_A	RL3_A	HSLO_ECOLI	RL3_ECOLI	P0A6Y5	P60438
HSLO_A	HSLO_A	HSLO_ECOLI	HSLO_ECOLI	P0A6Y5	P0A6Y5
HSLO_A	EFTU1_F1	HSLO_ECOLI	EFTU1_ECOLI	P0A6Y5	P0CE47
DNAK_F1	SYA_A	DNAK_ECOLI	SYA_ECOLI	P0A6Y8	P00957
DNAK_F1	PNP_A	DNAK_ECOLI	PNP_ECOLI	P0A6Y8	P05055
DNAK_F1	HIS8_A	DNAK_ECOLI	HIS8_ECOLI	P0A6Y8	P06986
DNAK_F1	DNAJ_A	DNAK_ECOLI	DNAJ_ECOLI	P0A6Y8	P08622
DNAK_F1	ISCS_A	DNAK_ECOLI	ISCS_ECOLI	P0A6Y8	P0A6B7
DNAK_F1	CH60_A	DNAK_ECOLI	CH60_ECOLI	P0A6Y8	P0A6F5
DNAK_F1	IF2_A	DNAK_ECOLI	IF2_ECOLI	P0A6Y8	P0A705
DNAK_F1	PGK_A	DNAK_ECOLI	PGK_ECOLI	P0A6Y8	P0A799
DNAK_F1	PUR7_A	DNAK_ECOLI	PUR7_ECOLI	P0A6Y8	P0A7D7
DNAK_F1	PYRH_A	DNAK_ECOLI	PYRH_ECOLI	P0A6Y8	P0A7E9
DNAK_F1	RHLB_A	DNAK_ECOLI	RHLB_ECOLI	P0A6Y8	P0A8J8
DNAK_F1	FABB_A	DNAK_ECOLI	FABB_ECOLI	P0A6Y8	P0A953
DNAK_F1	ACCD_A	DNAK_ECOLI	ACCD_ECOLI	P0A6Y8	P0A9Q5
DNAK_F1	FABF_A	DNAK_ECOLI	FABF_ECOLI	P0A6Y8	P0AAI5
DNAK_F1	ACCA_A	DNAK_ECOLI	ACCA_ECOLI	P0A6Y8	P0ABD5
DNAK_F1	DBHA_A	DNAK_ECOLI	DBHA_ECOLI	P0A6Y8	P0ACF0
DNAK_F1	MIAB_A	DNAK_ECOLI	MIAB_ECOLI	P0A6Y8	P0AEI1
DNAK_F1	GYRA_A	DNAK_ECOLI	GYRA_ECOLI	P0A6Y8	P0AES4
DNAK_F1	SSPB_A	DNAK_ECOLI	SSPB_ECOLI	P0A6Y8	P0AFZ3
DNAK_F1	RL6_A	DNAK_ECOLI	RL6_ECOLI	P0A6Y8	P0AG55
DNAK_F1	SYY_A	DNAK_ECOLI	SYY_ECOLI	P0A6Y8	P0AGJ9
DNAK_F1	SYP_A	DNAK_ECOLI	SYP_ECOLI	P0A6Y8	P16659
DNAK_F1	MURC_A	DNAK_ECOLI	MURC_ECOLI	P0A6Y8	P17952
DNAK_F1	ISPA_A	DNAK_ECOLI	ISPA_ECOLI	P0A6Y8	P22939
DNAK_F1	NARQ_B	DNAK_ECOLI	NARQ_ECOLI	P0A6Y8	P27896
DNAK_F1	RAVA_A	DNAK_ECOLI	RAVA_ECOLI	P0A6Y8	P31473
DNAK_F1	PANC_A	DNAK_ECOLI	PANC_ECOLI	P0A6Y8	P31663
DNAK_F1	RL4_A	DNAK_ECOLI	RL4_ECOLI	P0A6Y8	P60723
DNAK_F1	CH10_A	DNAK_ECOLI	CH10_ECOLI	P0A6Y8	P0A6F9
DNAK_F1	GREA_A	DNAK_ECOLI	GREA_ECOLI	P0A6Y8	P0A6W5
DNAK_F1	HFQ_F1	DNAK_ECOLI	HFQ_ECOLI	P0A6Y8	P0A6X3
DNAK_F1	DNAK_F1	DNAK_ECOLI	DNAK_ECOLI	P0A6Y8	P0A6Y8
DNAK_F1	IPYR_A	DNAK_ECOLI	IPYR_ECOLI	P0A6Y8	P0A7A9
DNAK_F1	RPOZ_A	DNAK_ECOLI	RPOZ_ECOLI	P0A6Y8	P0A800
DNAK_F1	RUVB_A	DNAK_ECOLI	RUVB_ECOLI	P0A6Y8	P0A812
DNAK_F1	METK_A	DNAK_ECOLI	METK_ECOLI	P0A6Y8	P0A817
DNAK_F1	RNG_A	DNAK_ECOLI	RNG_ECOLI	P0A6Y8	P0A9J0
DNAK_F1	LON_A	DNAK_ECOLI	LON_ECOLI	P0A6Y8	P0A9M0
DNAK_F1	CLPA_A	DNAK_ECOLI	CLPA_ECOLI	P0A6Y8	P0ABH9
DNAK_F1	ASPA_A	DNAK_ECOLI	ASPA_ECOLI	P0A6Y8	P0AC38
DNAK_F1	HINT_A	DNAK_ECOLI	HINT_ECOLI	P0A6Y8	P0ACE7
DNAK_F1	YDHR_A	DNAK_ECOLI	YDHR_ECOLI	P0A6Y8	P0ACX3
DNAK_F1	ENTB_F1	DNAK_ECOLI	ENTB_ECOLI	P0A6Y8	P0ADI4
DNAK_F1	YIBA_A	DNAK_ECOLI	YIBA_ECOLI	P0A6Y8	P0ADK6
DNAK_F1	YIID_B	DNAK_ECOLI	YIID_ECOLI	P0A6Y8	P0ADQ2
DNAK_F1	RSMD_A	DNAK_ECOLI	RSMD_ECOLI	P0A6Y8	P0ADX9
DNAK_F1	YJEE_A	DNAK_ECOLI	YJEE_ECOLI	P0A6Y8	P0AF67
DNAK_F1	NUDB_A	DNAK_ECOLI	NUDB_ECOLI	P0A6Y8	P0AFC0
DNAK_F1	RPE_A	DNAK_ECOLI	RPE_ECOLI	P0A6Y8	P0AG07
DNAK_F1	YGHA_A	DNAK_ECOLI	YGHA_ECOLI	P0A6Y8	P0AG84
DNAK_F1	RP32_A	DNAK_ECOLI	RP32_ECOLI	P0A6Y8	P0AGB3
DNAK_F1	RP32_A	DNAK_ECOLI	RP32_ECOLI	P0A6Y8	P0AGB3
DNAK_F1	SSB_A	DNAK_ECOLI	SSB_ECOLI	P0A6Y8	P0AGE0
DNAK_F1	EFTU1_F1	DNAK_ECOLI	EFTU1_ECOLI	P0A6Y8	P0CE47
DNAK_F1	RNPH_A	DNAK_ECOLI	RNPH_ECOLI	P0A6Y8	P0CG19
DNAK_F1	SECA_F1	DNAK_ECOLI	SECA_ECOLI	P0A6Y8	P10408
DNAK_F1	SRLR_A	DNAK_ECOLI	SRLR_ECOLI	P0A6Y8	P15082
DNAK_F1	PEPD_A	DNAK_ECOLI	PEPD_ECOLI	P0A6Y8	P15288
DNAK_F1	DMSA_F2	DNAK_ECOLI	DMSA_ECOLI	P0A6Y8	P18775
DNAK_F1	RNE_F1	DNAK_ECOLI	RNE_ECOLI	P0A6Y8	P21513
DNAK_F1	RECJ_B	DNAK_ECOLI	RECJ_ECOLI	P0A6Y8	P21893
DNAK_F1	MUTL_A	DNAK_ECOLI	MUTL_ECOLI	P0A6Y8	P23367
DNAK_F1	SERC_A	DNAK_ECOLI	SERC_ECOLI	P0A6Y8	P23721
DNAK_F1	PEPB_A	DNAK_ECOLI	PEPB_ECOLI	P0A6Y8	P37095
DNAK_F1	XNI_B	DNAK_ECOLI	XNI_ECOLI	P0A6Y8	P38506
DNAK_F1	USPG_A	DNAK_ECOLI	USPG_ECOLI	P0A6Y8	P39177
DNAK_F1	YFCB_A	DNAK_ECOLI	YFCB_ECOLI	P0A6Y8	P39199
DNAK_F1	RSGA_A	DNAK_ECOLI	RSGA_ECOLI	P0A6Y8	P39286
DNAK_F1	TDCG_B	DNAK_ECOLI	TDCG_ECOLI	P0A6Y8	P42630
DNAK_F1	DCUD_B	DNAK_ECOLI	DCUD_ECOLI	P0A6Y8	P45428
DNAK_F1	YFJK_A	DNAK_ECOLI	YFJK_ECOLI	P0A6Y8	P52126
DNAK_F1	RCSA_A	DNAK_ECOLI	RCSA_ECOLI	P0A6Y8	P69405
DNAK_F1	RCSB_A	DNAK_ECOLI	RCSB_ECOLI	P0A6Y8	P69407
DNAK_F1	DCEA_A	DNAK_ECOLI	DCEA_ECOLI	P0A6Y8	P69908
DNAK_F1	DCEB_A	DNAK_ECOLI	DCEB_ECOLI	P0A6Y8	P69910
DNAK_F1	RIR2_B	DNAK_ECOLI	RIR2_ECOLI	P0A6Y8	P69924
DNAK_F1	QUEC_B	DNAK_ECOLI	QUEC_ECOLI	P0A6Y8	P77756
DNAK_F1	SAPA_G	DNAK_ECOLI	SAPA_ECOLI	P0A6Y8	Q47622
HSCA_A	DNAK_F1	HSCA_ECOLI	DNAK_ECOLI	P0A6Z1	P0A6Y8
HSCA_A	HSCA_A	HSCA_ECOLI	HSCA_ECOLI	P0A6Z1	P0A6Z1
HSCA_A	RL10_A	HSCA_ECOLI	RL10_ECOLI	P0A6Z1	P0A7J3
HSCA_A	RL10_A	HSCA_ECOLI	RL10_ECOLI	P0A6Z1	P0A7J3
HSCA_A	ISCA_A	HSCA_ECOLI	ISCA_ECOLI	P0A6Z1	P0AAC8
HSCA_A	NIFU_A	HSCA_ECOLI	NIFU_ECOLI	P0A6Z1	P0ACD4
HSCA_A	NIFU_A	HSCA_ECOLI	NIFU_ECOLI	P0A6Z1	P0ACD4
HSCA_A	CBPA_A	HSCA_ECOLI	CBPA_ECOLI	P0A6Z1	P36659
HTPG_F1	RS7_A	HTPG_ECOLI	RS7_ECOLI	P0A6Z3	P02359
HTPG_F1	HSCB_A	HTPG_ECOLI	HSCB_ECOLI	P0A6Z3	P0A6L9
HTPG_F1	HTPG_F1	HTPG_ECOLI	HTPG_ECOLI	P0A6Z3	P0A6Z3
HTPG_F1	HTPG_F1	HTPG_ECOLI	HTPG_ECOLI	P0A6Z3	P0A6Z3
HTPG_F1	RL29_A	HTPG_ECOLI	RL29_ECOLI	P0A6Z3	P0A7M6
HTPG_F1	UGPB_G	HTPG_ECOLI	UGPB_ECOLI	P0A6Z3	P0AG80
HTPG_F1	MCRB_A	HTPG_ECOLI	MCRB_ECOLI	P0A6Z3	P15005
HTPG_F1	YEFI_F1	HTPG_ECOLI	YEFI_ECOLI	P0A6Z3	P37751
HTPG_F1	YGGR_A	HTPG_ECOLI	YGGR_ECOLI	P0A6Z3	P52052
HTPG_F1	YGGR_A	HTPG_ECOLI	YGGR_ECOLI	P0A6Z3	P52052
HTPG_F1	YEAI_B	HTPG_ECOLI	YEAI_ECOLI	P0A6Z3	P76236
HTPG_F1	YEAI_B	HTPG_ECOLI	YEAI_ECOLI	P0A6Z3	P76236
HTPG_F1	HYFG_B	HTPG_ECOLI	HYFG_ECOLI	P0A6Z3	P77329
NIKR_A	RL7_A	NIKR_ECOLI	RL7_ECOLI	P0A6Z6	P0A7K2
NIKR_A	NIKR_A	NIKR_ECOLI	NIKR_ECOLI	P0A6Z6	P0A6Z6
HYPA_A	RL20_A	HYPA_ECOLI	RL20_ECOLI	P0A700	P0A7L3
HYPA_A	EFTU1_F1	HYPA_ECOLI	EFTU1_ECOLI	P0A700	P0CE47
IF2_A	RPOD_A	IF2_ECOLI	RPOD_ECOLI	P0A705	P00579
IF2_A	PPB_G	IF2_ECOLI	PPB_ECOLI	P0A705	P00634
IF2_A	DNAJ_A	IF2_ECOLI	DNAJ_ECOLI	P0A705	P08622
IF2_A	IF2_A	IF2_ECOLI	IF2_ECOLI	P0A705	P0A705
IF2_A	RL7_A	IF2_ECOLI	RL7_ECOLI	P0A705	P0A7K2
IF2_A	RL33_A	IF2_ECOLI	RL33_ECOLI	P0A705	P0A7N9
IF2_A	RS13_A	IF2_ECOLI	RS13_ECOLI	P0A705	P0A7S9
IF2_A	RL13_A	IF2_ECOLI	RL13_ECOLI	P0A705	P0AA10
IF2_A	NUSA_A	IF2_ECOLI	NUSA_ECOLI	P0A705	P0AFF6
IF2_A	NUSA_A	IF2_ECOLI	NUSA_ECOLI	P0A705	P0AFF6
IF2_A	IBPA_A	IF2_ECOLI	IBPA_ECOLI	P0A705	P0C054
IF2_A	HELD_A	IF2_ECOLI	HELD_ECOLI	P0A705	P15038
IF2_A	SYD_F1	IF2_ECOLI	SYD_ECOLI	P0A705	P21889
IF2_A	RIBD_A	IF2_ECOLI	RIBD_ECOLI	P0A705	P25539
IF2_A	HOLA_A	IF2_ECOLI	HOLA_ECOLI	P0A705	P28630
IF2_A	METN_F1	IF2_ECOLI	METN_ECOLI	P0A705	P30750
IF2_A	RAVA_A	IF2_ECOLI	RAVA_ECOLI	P0A705	P31473
IF2_A	RLMN_A	IF2_ECOLI	RLMN_ECOLI	P0A705	P36979
IF3_A	RS6_A	IF3_ECOLI	RS6_ECOLI	P0A707	P02358
IF3_A	RL15_A	IF3_ECOLI	RL15_ECOLI	P0A707	P02413
IF3_A	IF2_A	IF3_ECOLI	IF2_ECOLI	P0A707	P0A705
IF3_A	IF3_A	IF3_ECOLI	IF3_ECOLI	P0A707	P0A707
IF3_A	RL11_A	IF3_ECOLI	RL11_ECOLI	P0A707	P0A7J7
IF3_A	RL7_A	IF3_ECOLI	RL7_ECOLI	P0A707	P0A7K2
IF3_A	RL19_A	IF3_ECOLI	RL19_ECOLI	P0A707	P0A7K6
IF3_A	RL20_A	IF3_ECOLI	RL20_ECOLI	P0A707	P0A7L3
IF3_A	RL20_A	IF3_ECOLI	RL20_ECOLI	P0A707	P0A7L3
IF3_A	RS11_A	IF3_ECOLI	RS11_ECOLI	P0A707	P0A7R9
IF3_A	RS13_A	IF3_ECOLI	RS13_ECOLI	P0A707	P0A7S9
IF3_A	RS16_A	IF3_ECOLI	RS16_ECOLI	P0A707	P0A7T3
IF3_A	RS18_A	IF3_ECOLI	RS18_ECOLI	P0A707	P0A7T7
IF3_A	RS18_A	IF3_ECOLI	RS18_ECOLI	P0A707	P0A7T7
IF3_A	RS19_A	IF3_ECOLI	RS19_ECOLI	P0A707	P0A7U3
IF3_A	RS20_A	IF3_ECOLI	RS20_ECOLI	P0A707	P0A7U7
IF3_A	RS8_A	IF3_ECOLI	RS8_ECOLI	P0A707	P0A7W7
IF3_A	RS8_A	IF3_ECOLI	RS8_ECOLI	P0A707	P0A7W7
IF3_A	RS9_A	IF3_ECOLI	RS9_ECOLI	P0A707	P0A7X3
IF3_A	RL13_A	IF3_ECOLI	RL13_ECOLI	P0A707	P0AA10
IF3_A	CCMB_B	IF3_ECOLI	CCMB_ECOLI	P0A707	P0ABL8
IF3_A	DBHB_A	IF3_ECOLI	DBHB_ECOLI	P0A707	P0ACF4
IF3_A	PARC_F1	IF3_ECOLI	PARC_ECOLI	P0A707	P0AFI2
IF3_A	RS14_A	IF3_ECOLI	RS14_ECOLI	P0A707	P0AG59
IF3_A	RS14_A	IF3_ECOLI	RS14_ECOLI	P0A707	P0AG59
IF3_A	RS1_A	IF3_ECOLI	RS1_ECOLI	P0A707	P0AG67
IF3_A	YFIF_A	IF3_ECOLI	YFIF_ECOLI	P0A707	P0AGJ5
IF3_A	YFIF_A	IF3_ECOLI	YFIF_ECOLI	P0A707	P0AGJ5
IF3_A	NADE_A	IF3_ECOLI	NADE_ECOLI	P0A707	P18843
IF3_A	RNR_A	IF3_ECOLI	RNR_ECOLI	P0A707	P21499
IF3_A	SRMB_A	IF3_ECOLI	SRMB_ECOLI	P0A707	P21507
IF3_A	RL24_A	IF3_ECOLI	RL24_ECOLI	P0A707	P60624
IF3_A	RL5_A	IF3_ECOLI	RL5_ECOLI	P0A707	P62399
IF3_A	CSRA_A	IF3_ECOLI	CSRA_ECOLI	P0A707	P69913
IF3_A	YAAW_A	IF3_ECOLI	YAAW_ECOLI	P0A707	P75617
IF3_A	SUFC_F1	IF3_ECOLI	SUFC_ECOLI	P0A707	P77499
IF3_A	YDII_A	IF3_ECOLI	YDII_ECOLI	P0A707	P77781
KDSA_A	DPO1_A	KDSA_ECOLI	DPO1_ECOLI	P0A715	P00582
KDSA_A	KDSA_A	KDSA_ECOLI	KDSA_ECOLI	P0A715	P0A715
KDSA_A	RL19_A	KDSA_ECOLI	RL19_ECOLI	P0A715	P0A7K6
KDSA_A	RL1_A	KDSA_ECOLI	RL1_ECOLI	P0A715	P0A7L0
KDSA_A	RL9_A	KDSA_ECOLI	RL9_ECOLI	P0A715	P0A7R1
KDSA_A	RS11_A	KDSA_ECOLI	RS11_ECOLI	P0A715	P0A7R9
KDSA_A	RS13_A	KDSA_ECOLI	RS13_ECOLI	P0A715	P0A7S9
KDSA_A	RS13_A	KDSA_ECOLI	RS13_ECOLI	P0A715	P0A7S9
KDSA_A	METK_A	KDSA_ECOLI	METK_ECOLI	P0A715	P0A817
KDSA_A	LON_A	KDSA_ECOLI	LON_ECOLI	P0A715	P0A9M0
KDSA_A	DBHA_A	KDSA_ECOLI	DBHA_ECOLI	P0A715	P0ACF0
KDSA_A	RL14_A	KDSA_ECOLI	RL14_ECOLI	P0A715	P0ADY3
KDSA_A	GYRA_A	KDSA_ECOLI	GYRA_ECOLI	P0A715	P0AES4
KDSA_A	RL21_A	KDSA_ECOLI	RL21_ECOLI	P0A715	P0AG48
KDSA_A	RS14_A	KDSA_ECOLI	RS14_ECOLI	P0A715	P0AG59
KDSA_A	YFIF_A	KDSA_ECOLI	YFIF_ECOLI	P0A715	P0AGJ5
KDSA_A	RCSC_B	KDSA_ECOLI	RCSC_ECOLI	P0A715	P14376
KDSA_A	MURE_A	KDSA_ECOLI	MURE_ECOLI	P0A715	P22188
KDSA_A	MURE_A	KDSA_ECOLI	MURE_ECOLI	P0A715	P22188
KDSA_A	RL3_A	KDSA_ECOLI	RL3_ECOLI	P0A715	P60438
KDSA_A	RL4_A	KDSA_ECOLI	RL4_ECOLI	P0A715	P60723
KDSA_A	RL22_A	KDSA_ECOLI	RL22_ECOLI	P0A715	P61175
KDSA_A	RL5_A	KDSA_ECOLI	RL5_ECOLI	P0A715	P62399
KDSA_A	RL25_A	KDSA_ECOLI	RL25_ECOLI	P0A715	P68919
KDSA_A	YAGG_B	KDSA_ECOLI	YAGG_ECOLI	P0A715	P75683
KDSA_A	LONH_A	KDSA_ECOLI	LONH_ECOLI	P0A715	P75867
KDSA_A	YPEA_A	KDSA_ECOLI	YPEA_ECOLI	P0A715	P76539
KPRS_A	SYL_A	KPRS_ECOLI	SYL_ECOLI	P0A717	P07813
KPRS_A	CH60_A	KPRS_ECOLI	CH60_ECOLI	P0A717	P0A6F5
KPRS_A	MURA_A	KPRS_ECOLI	MURA_ECOLI	P0A717	P0A749
KPRS_A	RL16_A	KPRS_ECOLI	RL16_ECOLI	P0A717	P0ADY7
KPRS_A	EFTU1_F1	KPRS_ECOLI	EFTU1_ECOLI	P0A717	P0CE47
KPRS_A	RECE_A	KPRS_ECOLI	RECE_ECOLI	P0A717	P15032
KPRS_A	DNLJ_A	KPRS_ECOLI	DNLJ_ECOLI	P0A717	P15042
KPRS_A	SRMB_A	KPRS_ECOLI	SRMB_ECOLI	P0A717	P21507
KPRS_A	YRFD_G	KPRS_ECOLI	YRFD_ECOLI	P0A717	P45753
KPRS_A	RL2_A	KPRS_ECOLI	RL2_ECOLI	P0A717	P60422
KPRS_A	HDA_F1	KPRS_ECOLI	HDA_ECOLI	P0A717	P69931
KPRS_A	YDJI_A	KPRS_ECOLI	YDJI_ECOLI	P0A717	P77704
KTHY_A	RL7_A	KTHY_ECOLI	RL7_ECOLI	P0A720	P0A7K2
KTHY_A	KTHY_A	KTHY_ECOLI	KTHY_ECOLI	P0A720	P0A720
LPXA_A	KPRS_A	LPXA_ECOLI	KPRS_ECOLI	P0A722	P0A717
LPXA_A	RL20_A	LPXA_ECOLI	RL20_ECOLI	P0A722	P0A7L3
LPXA_A	RL28_A	LPXA_ECOLI	RL28_ECOLI	P0A722	P0A7M2
LPXA_A	RL33_A	LPXA_ECOLI	RL33_ECOLI	P0A722	P0A7N9
LPXA_A	RS10_A	LPXA_ECOLI	RS10_ECOLI	P0A722	P0A7R5
LPXA_A	RS9_A	LPXA_ECOLI	RS9_ECOLI	P0A722	P0A7X3
LPXA_A	RL13_A	LPXA_ECOLI	RL13_ECOLI	P0A722	P0AA10
LPXA_A	RL14_A	LPXA_ECOLI	RL14_ECOLI	P0A722	P0ADY3
LPXA_A	RL6_A	LPXA_ECOLI	RL6_ECOLI	P0A722	P0AG55
LPXA_A	RL22_A	LPXA_ECOLI	RL22_ECOLI	P0A722	P61175
LPXA_A	FHUB_B	LPXA_ECOLI	FHUB_ECOLI	P0A722	P06972
LPXA_A	LPXA_A	LPXA_ECOLI	LPXA_ECOLI	P0A722	P0A722
LPXA_A	RIBB_F1	LPXA_ECOLI	RIBB_ECOLI	P0A722	P0A7J0
LPXA_A	MLTD_I	LPXA_ECOLI	MLTD_ECOLI	P0A722	P0AEZ7
LPXA_A	YDII_A	LPXA_ECOLI	YDII_ECOLI	P0A722	P77781
LPXC_A	PYRH_A	LPXC_ECOLI	PYRH_ECOLI	P0A725	P0A7E9
LPXC_A	PYRH_A	LPXC_ECOLI	PYRH_ECOLI	P0A725	P0A7E9
LPXC_A	CCMB_B	LPXC_ECOLI	CCMB_ECOLI	P0A725	P0ABL8
MGSA_A	HLDD_A	MGSA_ECOLI	HLDD_ECOLI	P0A731	P67910
MINE_F1	YNCE_G	MINE_ECOLI	YNCE_ECOLI	P0A734	P76116
MOAC_A	RL1_A	MOAC_ECOLI	RL1_ECOLI	P0A738	P0A7L0
MOAC_A	RL28_A	MOAC_ECOLI	RL28_ECOLI	P0A738	P0A7M2
MOAC_A	MOAC_A	MOAC_ECOLI	MOAC_ECOLI	P0A738	P0A738
MSCL_B	FPG_A	MSCL_ECOLI	FPG_ECOLI	P0A742	P05523
MSCL_B	MSCL_B	MSCL_ECOLI	MSCL_ECOLI	P0A742	P0A742
MSCL_B	MSCL_B	MSCL_ECOLI	MSCL_ECOLI	P0A742	P0A742
MSRB_A	MSRB_A	MSRB_ECOLI	MSRB_ECOLI	P0A746	P0A746
MSRB_A	TORY_B	MSRB_ECOLI	TORY_ECOLI	P0A746	P52005
MURA_A	MURA_A	MURA_ECOLI	MURA_ECOLI	P0A749	P0A749
MURA_A	RL11_A	MURA_ECOLI	RL11_ECOLI	P0A749	P0A7J7
MURA_A	RL7_A	MURA_ECOLI	RL7_ECOLI	P0A749	P0A7K2
MURA_A	RS2_A	MURA_ECOLI	RS2_ECOLI	P0A749	P0A7V0
MURA_A	RL13_A	MURA_ECOLI	RL13_ECOLI	P0A749	P0AA10
MURA_A	FTSI_B	MURA_ECOLI	FTSI_ECOLI	P0A749	P0AD68
MURA_A	DEGQ_G	MURA_ECOLI	DEGQ_ECOLI	P0A749	P39099
MURA_A	YHGF_A	MURA_ECOLI	YHGF_ECOLI	P0A749	P46837
MURA_A	RAPA_A	MURA_ECOLI	RAPA_ECOLI	P0A749	P60240
MURA_A	RAPA_A	MURA_ECOLI	RAPA_ECOLI	P0A749	P60240
MURA_A	RL22_A	MURA_ECOLI	RL22_ECOLI	P0A749	P61175
MURA_A	WZC_B	MURA_ECOLI	WZC_ECOLI	P0A749	P76387
KEFF_F1	METQ_E	KEFF_ECOLI	METQ_ECOLI	P0A754	P28635
NAGB_B	GLPK_A	NAGB_ECOLI	GLPK_ECOLI	P0A759	P0A6F3
NAGB_B	SUCC_A	NAGB_ECOLI	SUCC_ECOLI	P0A759	P0A836
NAGB_B	DEOD_A	NAGB_ECOLI	DEOD_ECOLI	P0A759	P0ABP8
NAGB_B	RL5_A	NAGB_ECOLI	RL5_ECOLI	P0A759	P62399
NAGB_B	CLPB_A	NAGB_ECOLI	CLPB_ECOLI	P0A759	P63284
NAGB_B	ADHE_A	NAGB_ECOLI	ADHE_ECOLI	P0A759	P0A9Q7
NAGB_B	EFTU1_F1	NAGB_ECOLI	EFTU1_ECOLI	P0A759	P0CE47
NANE_A	NANE_A	NANE_ECOLI	NANE_ECOLI	P0A761	P0A761
NDK_A	DNAK_F1	NDK_ECOLI	DNAK_ECOLI	P0A763	P0A6Y8
NDK_A	NDK_A	NDK_ECOLI	NDK_ECOLI	P0A763	P0A763
NDK_A	DPO3B_A	NDK_ECOLI	DPO3B_ECOLI	P0A763	P0A988
NDK_A	YGFA_A	NDK_ECOLI	YGFA_ECOLI	P0A763	P0AC28
NDK_A	YGFA_A	NDK_ECOLI	YGFA_ECOLI	P0A763	P0AC28
MNTH_B	GRPE_A	MNTH_ECOLI	GRPE_ECOLI	P0A769	P09372
MNTH_B	GRPE_A	MNTH_ECOLI	GRPE_ECOLI	P0A769	P09372
RPPH_A	RS6_A	RPPH_ECOLI	RS6_ECOLI	P0A776	P02358
RPPH_A	RS7_A	RPPH_ECOLI	RS7_ECOLI	P0A776	P02359
RPPH_A	RL15_A	RPPH_ECOLI	RL15_ECOLI	P0A776	P02413
RPPH_A	KPRS_A	RPPH_ECOLI	KPRS_ECOLI	P0A776	P0A717
RPPH_A	RL19_A	RPPH_ECOLI	RL19_ECOLI	P0A776	P0A7K6
RPPH_A	RL20_A	RPPH_ECOLI	RL20_ECOLI	P0A776	P0A7L3
RPPH_A	RL28_A	RPPH_ECOLI	RL28_ECOLI	P0A776	P0A7M2
RPPH_A	RL9_A	RPPH_ECOLI	RL9_ECOLI	P0A776	P0A7R1
RPPH_A	RS13_A	RPPH_ECOLI	RS13_ECOLI	P0A776	P0A7S9
RPPH_A	RS13_A	RPPH_ECOLI	RS13_ECOLI	P0A776	P0A7S9
RPPH_A	RS18_A	RPPH_ECOLI	RS18_ECOLI	P0A776	P0A7T7
RPPH_A	RS20_A	RPPH_ECOLI	RS20_ECOLI	P0A776	P0A7U7
RPPH_A	RS20_A	RPPH_ECOLI	RS20_ECOLI	P0A776	P0A7U7
RPPH_A	RS2_A	RPPH_ECOLI	RS2_ECOLI	P0A776	P0A7V0
RPPH_A	RS4_A	RPPH_ECOLI	RS4_ECOLI	P0A776	P0A7V8
RPPH_A	RS5_A	RPPH_ECOLI	RS5_ECOLI	P0A776	P0A7W1
RPPH_A	DBHA_A	RPPH_ECOLI	DBHA_ECOLI	P0A776	P0ACF0
RPPH_A	RL14_A	RPPH_ECOLI	RL14_ECOLI	P0A776	P0ADY3
RPPH_A	RL16_A	RPPH_ECOLI	RL16_ECOLI	P0A776	P0ADY7
RPPH_A	SPOT_A	RPPH_ECOLI	SPOT_ECOLI	P0A776	P0AG24
RPPH_A	RL17_A	RPPH_ECOLI	RL17_ECOLI	P0A776	P0AG44
RPPH_A	RS1_A	RPPH_ECOLI	RS1_ECOLI	P0A776	P0AG67
RPPH_A	RS1_A	RPPH_ECOLI	RS1_ECOLI	P0A776	P0AG67
RPPH_A	YFIF_A	RPPH_ECOLI	YFIF_ECOLI	P0A776	P0AGJ5
RPPH_A	RL18_A	RPPH_ECOLI	RL18_ECOLI	P0A776	P0C018
RPPH_A	RNR_A	RPPH_ECOLI	RNR_ECOLI	P0A776	P21499
RPPH_A	SRMB_A	RPPH_ECOLI	SRMB_ECOLI	P0A776	P21507
